dz_2011,total,married,single
S01007755,676,241,435
S01007756,759,297,462
S01007757,1113,714,399
S01007758,924,490,434
S01007759,1134,331,803
S01007760,806,447,359
S01007761,727,423,304
S01007762,729,247,482
S01007763,676,295,381
S01007764,761,439,322
S01007765,820,527,293
S01007766,926,571,355
S01007767,855,514,341
S01007768,676,279,397
S01007769,710,430,280
S01007770,684,403,281
S01007771,698,459,239
S01007772,1034,445,589
S01007773,642,433,209
S01007774,115,69,46
S01007775,1066,588,478
S01007776,450,276,174
S01007777,407,231,176
S01007778,1727,1081,646
S01007779,677,377,300
S01007780,649,329,320
S01007781,661,343,318
S01007782,542,182,360
S01007783,702,235,467
S01007784,770,304,466
S01007785,357,76,281
S01007786,716,328,388
S01007787,611,258,353
S01007788,571,152,419
S01007789,834,371,463
S01007790,1315,549,766
S01007791,890,500,390
S01007792,784,359,425
S01007793,797,248,549
S01007794,897,412,485
S01007795,525,222,303
S01007796,514,170,344
S01007797,501,182,319
S01007798,589,291,298
S01007799,298,171,127
S01007800,786,280,506
S01007801,799,184,615
S01007802,462,213,249
S01007803,1074,271,803
S01007804,620,161,459
S01007805,724,204,520
S01007806,702,281,421
S01007807,685,345,340
S01007808,705,290,415
S01007809,1083,606,477
S01007810,779,334,445
S01007811,638,245,393
S01007812,589,194,395
S01007813,814,305,509
S01007814,709,293,416
S01007815,1018,564,454
S01007816,558,330,228
S01007817,682,300,382
S01007818,778,435,343
S01007819,675,330,345
S01007820,893,394,499
S01007821,717,311,406
S01007822,834,441,393
S01007823,694,362,332
S01007824,984,510,474
S01007825,1114,562,552
S01007826,465,148,317
S01007827,564,202,362
S01007828,1104,293,811
S01007829,686,272,414
S01007830,940,280,660
S01007831,890,250,640
S01007832,837,298,539
S01007833,907,396,511
S01007834,625,158,467
S01007835,658,283,375
S01007836,658,329,329
S01007837,1056,547,509
S01007838,860,458,402
S01007839,1072,411,661
S01007840,760,241,519
S01007841,772,317,455
S01007842,931,258,673
S01007843,780,219,561
S01007844,1105,376,729
S01007845,754,233,521
S01007846,656,255,401
S01007847,1172,389,783
S01007848,822,180,642
S01007849,818,297,521
S01007850,615,232,383
S01007851,893,372,521
S01007852,1035,382,653
S01007853,694,175,519
S01007854,1037,285,752
S01007855,563,112,451
S01007856,855,352,503
S01007857,464,126,338
S01007858,1674,550,1124
S01007859,1152,408,744
S01007860,834,291,543
S01007861,837,347,490
S01007862,862,337,525
S01007863,676,182,494
S01007864,771,297,474
S01007865,1119,691,428
S01007866,450,263,187
S01007867,1057,637,420
S01007868,1676,1016,660
S01007869,1740,1011,729
S01007870,566,313,253
S01007871,885,386,499
S01007872,627,215,412
S01007873,674,293,381
S01007874,777,349,428
S01007875,634,316,318
S01007876,776,392,384
S01007877,746,365,381
S01007878,612,242,370
S01007879,971,424,547
S01007880,404,227,177
S01007881,532,255,277
S01007882,1309,841,468
S01007883,1009,522,487
S01007884,778,359,419
S01007885,872,360,512
S01007886,995,472,523
S01007887,597,331,266
S01007888,829,339,490
S01007889,918,410,508
S01007890,569,299,270
S01007891,1086,615,471
S01007892,1006,599,407
S01007893,1104,636,468
S01007894,879,431,448
S01007895,650,330,320
S01007896,888,383,505
S01007897,1285,734,551
S01007898,625,372,253
S01007899,429,246,183
S01007900,451,199,252
S01007901,658,314,344
S01007902,812,327,485
S01007903,693,334,359
S01007904,697,405,292
S01007905,659,295,364
S01007906,697,288,409
S01007907,701,343,358
S01007908,1113,616,497
S01007909,554,268,286
S01007910,864,362,502
S01007911,905,434,471
S01007912,749,374,375
S01007913,913,373,540
S01007914,615,257,358
S01007915,787,352,435
S01007916,910,414,496
S01007917,1076,488,588
S01007918,904,396,508
S01007919,797,492,305
S01007920,493,301,192
S01007921,958,371,587
S01007922,1102,408,694
S01007923,1033,586,447
S01007924,980,393,587
S01007925,558,347,211
S01007926,741,481,260
S01007927,525,310,215
S01007928,1005,558,447
S01007929,1252,824,428
S01007930,573,377,196
S01007931,1092,664,428
S01007932,725,465,260
S01007933,1067,573,494
S01007934,561,287,274
S01007935,1045,431,614
S01007936,954,635,319
S01007937,1231,727,504
S01007938,706,260,446
S01007939,820,346,474
S01007940,1425,798,627
S01007941,544,358,186
S01007942,362,180,182
S01007943,822,461,361
S01007944,854,438,416
S01007945,1003,418,585
S01007946,877,343,534
S01007947,876,439,437
S01007948,614,258,356
S01007949,825,433,392
S01007950,954,566,388
S01007951,833,379,454
S01007952,744,274,470
S01007953,835,379,456
S01007954,586,226,360
S01007955,1435,434,1001
S01007956,779,307,472
S01007957,1066,508,558
S01007958,888,331,557
S01007959,1751,731,1020
S01007960,510,209,301
S01007961,1488,596,892
S01007962,789,326,463
S01007963,829,279,550
S01007964,720,276,444
S01007965,624,243,381
S01007966,817,305,512
S01007967,640,260,380
S01007968,863,406,457
S01007969,700,299,401
S01007970,875,359,516
S01007971,881,357,524
S01007972,954,445,509
S01007973,767,479,288
S01007974,817,252,565
S01007975,561,240,321
S01007976,992,299,693
S01007977,558,244,314
S01007978,717,251,466
S01007979,772,410,362
S01007980,702,326,376
S01007981,674,388,286
S01007982,577,323,254
S01007983,1184,560,624
S01007984,752,383,369
S01007985,744,312,432
S01007986,552,293,259
S01007987,848,433,415
S01007988,748,379,369
S01007989,551,227,324
S01007990,950,474,476
S01007991,774,493,281
S01007992,797,505,292
S01007993,778,504,274
S01007994,457,310,147
S01007995,596,370,226
S01007996,296,192,104
S01007997,581,357,224
S01007998,518,253,265
S01007999,668,230,438
S01008000,733,257,476
S01008001,745,246,499
S01008002,807,224,583
S01008003,606,226,380
S01008004,89,35,54
S01008005,144,47,97
S01008006,625,147,478
S01008007,453,129,324
S01008008,576,212,364
S01008009,800,235,565
S01008010,1059,309,750
S01008011,784,165,619
S01008012,890,234,656
S01008013,738,231,507
S01008014,702,312,390
S01008015,717,202,515
S01008016,689,247,442
S01008017,787,487,300
S01008018,847,499,348
S01008019,871,408,463
S01008020,785,320,465
S01008021,596,355,241
S01008022,704,455,249
S01008023,1296,849,447
S01008024,674,441,233
S01008025,765,471,294
S01008026,1157,536,621
S01008027,690,326,364
S01008028,469,257,212
S01008029,2846,1680,1166
S01008030,1753,1003,750
S01008031,1283,666,617
S01008032,1048,576,472
S01008033,929,590,339
S01008034,902,564,338
S01008035,861,491,370
S01008036,567,379,188
S01008037,1195,553,642
S01008038,779,350,429
S01008039,870,414,456
S01008040,604,374,230
S01008041,895,404,491
S01008042,705,407,298
S01008043,1095,668,427
S01008044,1018,621,397
S01008045,1089,611,478
S01008046,1021,376,645
S01008047,581,362,219
S01008048,568,351,217
S01008049,854,542,312
S01008050,560,384,176
S01008051,975,639,336
S01008052,668,461,207
S01008053,808,474,334
S01008054,662,376,286
S01008055,835,590,245
S01008056,988,618,370
S01008057,1103,683,420
S01008058,718,479,239
S01008059,559,362,197
S01008060,1463,940,523
S01008061,692,383,309
S01008062,820,515,305
S01008063,715,443,272
S01008064,809,352,457
S01008065,958,611,347
S01008066,808,513,295
S01008067,573,372,201
S01008068,1022,637,385
S01008069,987,569,418
S01008070,946,512,434
S01008071,801,453,348
S01008072,1131,639,492
S01008073,403,289,114
S01008074,809,480,329
S01008075,492,324,168
S01008076,868,533,335
S01008077,804,528,276
S01008078,699,419,280
S01008079,735,515,220
S01008080,651,423,228
S01008081,587,340,247
S01008082,859,510,349
S01008083,686,440,246
S01008084,849,491,358
S01008085,1068,690,378
S01008086,1008,579,429
S01008087,923,608,315
S01008088,780,437,343
S01008089,834,534,300
S01008090,622,351,271
S01008091,440,297,143
S01008092,978,590,388
S01008093,744,415,329
S01008094,597,366,231
S01008095,934,517,417
S01008096,676,403,273
S01008097,777,416,361
S01008098,620,365,255
S01008099,444,246,198
S01008100,869,500,369
S01008101,1012,430,582
S01008102,695,306,389
S01008103,612,201,411
S01008104,831,360,471
S01008105,994,335,659
S01008106,1287,615,672
S01008107,953,552,401
S01008108,776,449,327
S01008109,756,450,306
S01008110,751,446,305
S01008111,751,431,320
S01008112,827,523,304
S01008113,870,527,343
S01008114,767,478,289
S01008115,761,391,370
S01008116,898,569,329
S01008117,676,436,240
S01008118,1082,631,451
S01008119,633,307,326
S01008120,580,325,255
S01008121,556,393,163
S01008122,901,593,308
S01008123,892,551,341
S01008124,813,515,298
S01008125,961,584,377
S01008126,762,487,275
S01008127,411,265,146
S01008128,921,536,385
S01008129,828,344,484
S01008130,963,332,631
S01008131,642,213,429
S01008132,918,600,318
S01008133,696,348,348
S01008134,613,201,412
S01008135,1291,549,742
S01008136,1240,414,826
S01008137,1058,344,714
S01008138,794,241,553
S01008139,886,373,513
S01008140,581,237,344
S01008141,970,571,399
S01008142,806,464,342
S01008143,979,430,549
S01008144,843,521,322
S01008145,825,393,432
S01008146,546,217,329
S01008147,760,380,380
S01008148,781,424,357
S01008149,781,337,444
S01008150,1135,448,687
S01008151,865,338,527
S01008152,1052,437,615
S01008153,769,419,350
S01008154,902,541,361
S01008155,711,398,313
S01008156,876,439,437
S01008157,865,453,412
S01008158,879,458,421
S01008159,960,349,611
S01008160,1088,501,587
S01008161,1182,685,497
S01008162,1057,544,513
S01008163,699,299,400
S01008164,1318,229,1089
S01008165,653,371,282
S01008166,1023,549,474
S01008167,1214,580,634
S01008168,883,375,508
S01008169,1164,577,587
S01008170,1391,325,1066
S01008171,768,290,478
S01008172,457,244,213
S01008173,614,360,254
S01008174,448,243,205
S01008175,615,254,361
S01008176,1190,706,484
S01008177,706,321,385
S01008178,560,318,242
S01008179,297,172,125
S01008180,381,243,138
S01008181,579,342,237
S01008182,1130,325,805
S01008183,815,329,486
S01008184,804,248,556
S01008185,1076,400,676
S01008186,916,247,669
S01008187,570,216,354
S01008188,1249,462,787
S01008189,900,509,391
S01008190,823,345,478
S01008191,1149,607,542
S01008192,946,395,551
S01008193,806,378,428
S01008194,557,242,315
S01008195,888,363,525
S01008196,673,268,405
S01008197,1474,784,690
S01008198,575,280,295
S01008199,608,282,326
S01008200,690,299,391
S01008201,1065,443,622
S01008202,678,350,328
S01008203,460,159,301
S01008204,2199,1095,1104
S01008205,635,318,317
S01008206,1290,643,647
S01008207,623,273,350
S01008208,768,362,406
S01008209,500,238,262
S01008210,1159,555,604
S01008211,831,386,445
S01008212,542,330,212
S01008213,770,472,298
S01008214,712,388,324
S01008215,926,491,435
S01008216,644,394,250
S01008217,561,358,203
S01008218,1663,886,777
S01008219,1054,439,615
S01008220,459,169,290
S01008221,626,209,417
S01008222,579,248,331
S01008223,510,244,266
S01008224,783,443,340
S01008225,655,332,323
S01008226,638,245,393
S01008227,819,401,418
S01008228,671,372,299
S01008229,982,455,527
S01008230,614,328,286
S01008231,422,170,252
S01008232,211,126,85
S01008233,1271,789,482
S01008234,1584,946,638
S01008235,775,415,360
S01008236,830,463,367
S01008237,745,359,386
S01008238,862,423,439
S01008239,630,355,275
S01008240,1167,788,379
S01008241,894,587,307
S01008242,1035,632,403
S01008243,873,559,314
S01008244,811,539,272
S01008245,919,562,357
S01008246,1015,637,378
S01008247,797,468,329
S01008248,1087,644,443
S01008249,747,455,292
S01008250,919,553,366
S01008251,789,540,249
S01008252,937,582,355
S01008253,725,348,377
S01008254,1059,526,533
S01008255,809,379,430
S01008256,828,340,488
S01008257,761,322,439
S01008258,1067,594,473
S01008259,1164,576,588
S01008260,849,391,458
S01008261,945,488,457
S01008262,753,447,306
S01008263,653,325,328
S01008264,720,377,343
S01008265,563,352,211
S01008266,839,589,250
S01008267,667,407,260
S01008268,724,457,267
S01008269,972,584,388
S01008270,1023,596,427
S01008271,651,223,428
S01008272,816,481,335
S01008273,835,495,340
S01008274,764,372,392
S01008275,569,334,235
S01008276,530,345,185
S01008277,563,358,205
S01008278,637,431,206
S01008279,605,347,258
S01008280,1063,575,488
S01008281,673,391,282
S01008282,642,391,251
S01008283,973,564,409
S01008284,1219,786,433
S01008285,628,270,358
S01008286,1146,585,561
S01008287,708,358,350
S01008288,838,446,392
S01008289,647,219,428
S01008290,844,356,488
S01008291,998,568,430
S01008292,1176,674,502
S01008293,840,596,244
S01008294,540,336,204
S01008295,1008,561,447
S01008296,729,332,397
S01008297,483,229,254
S01008298,878,480,398
S01008299,929,390,539
S01008300,784,362,422
S01008301,836,490,346
S01008302,768,487,281
S01008303,666,250,416
S01008304,411,214,197
S01008305,678,414,264
S01008306,538,324,214
S01008307,643,383,260
S01008308,501,333,168
S01008309,779,232,547
S01008310,818,365,453
S01008311,576,232,344
S01008312,598,237,361
S01008313,846,313,533
S01008314,787,193,594
S01008315,617,132,485
S01008316,653,253,400
S01008317,560,222,338
S01008318,1289,753,536
S01008319,525,211,314
S01008320,574,314,260
S01008321,590,369,221
S01008322,1522,767,755
S01008323,681,268,413
S01008324,496,220,276
S01008325,903,421,482
S01008326,872,309,563
S01008327,896,382,514
S01008328,663,424,239
S01008329,816,548,268
S01008330,858,534,324
S01008331,619,329,290
S01008332,934,488,446
S01008333,992,551,441
S01008334,827,483,344
S01008335,786,365,421
S01008336,788,353,435
S01008337,663,383,280
S01008338,620,388,232
S01008339,493,288,205
S01008340,724,411,313
S01008341,484,324,160
S01008342,949,532,417
S01008343,995,586,409
S01008344,711,456,255
S01008345,1071,672,399
S01008346,841,581,260
S01008347,1026,551,475
S01008348,829,508,321
S01008349,1088,701,387
S01008350,649,433,216
S01008351,863,571,292
S01008352,730,492,238
S01008353,406,272,134
S01008354,795,517,278
S01008355,924,446,478
S01008356,707,398,309
S01008357,736,469,267
S01008358,721,360,361
S01008359,605,360,245
S01008360,1056,677,379
S01008361,646,400,246
S01008362,870,428,442
S01008363,668,342,326
S01008364,688,408,280
S01008365,808,482,326
S01008366,821,360,461
S01008367,825,324,501
S01008368,735,352,383
S01008369,632,321,311
S01008370,553,270,283
S01008371,708,448,260
S01008372,728,441,287
S01008373,925,610,315
S01008374,683,449,234
S01008375,633,408,225
S01008376,502,267,235
S01008377,748,401,347
S01008378,884,493,391
S01008379,434,278,156
S01008380,512,328,184
S01008381,832,540,292
S01008382,728,484,244
S01008383,497,312,185
S01008384,779,446,333
S01008385,542,351,191
S01008386,790,460,330
S01008387,692,426,266
S01008388,488,285,203
S01008389,657,360,297
S01008390,600,399,201
S01008391,627,354,273
S01008392,707,428,279
S01008393,722,423,299
S01008394,830,562,268
S01008395,644,391,253
S01008396,693,396,297
S01008397,809,529,280
S01008398,727,463,264
S01008399,626,331,295
S01008400,881,551,330
S01008401,1043,598,445
S01008402,900,622,278
S01008403,819,513,306
S01008404,889,538,351
S01008405,707,439,268
S01008406,952,502,450
S01008407,456,179,277
S01008408,627,337,290
S01008409,904,394,510
S01008410,736,379,357
S01008411,919,455,464
S01008412,561,287,274
S01008413,555,254,301
S01008414,508,333,175
S01008415,862,416,446
S01008416,964,391,573
S01008417,586,402,184
S01008418,584,355,229
S01008419,373,234,139
S01008420,478,295,183
S01008421,687,306,381
S01008422,774,479,295
S01008423,826,575,251
S01008424,926,652,274
S01008425,2390,557,1833
S01008426,967,493,474
S01008427,1012,636,376
S01008428,732,366,366
S01008429,774,482,292
S01008430,923,568,355
S01008431,882,549,333
S01008432,946,613,333
S01008433,685,453,232
S01008434,856,577,279
S01008435,932,600,332
S01008436,896,506,390
S01008437,686,325,361
S01008438,473,280,193
S01008439,848,589,259
S01008440,936,628,308
S01008441,817,550,267
S01008442,619,386,233
S01008443,486,326,160
S01008444,593,353,240
S01008445,807,523,284
S01008446,1312,734,578
S01008447,556,384,172
S01008448,737,467,270
S01008449,732,282,450
S01008450,429,104,325
S01008451,758,299,459
S01008452,710,202,508
S01008453,698,208,490
S01008454,992,297,695
S01008455,1023,294,729
S01008456,996,254,742
S01008457,916,300,616
S01008458,781,318,463
S01008459,665,177,488
S01008460,897,191,706
S01008461,812,178,634
S01008462,597,183,414
S01008463,757,226,531
S01008464,760,332,428
S01008465,781,325,456
S01008466,657,263,394
S01008467,711,360,351
S01008468,816,331,485
S01008469,658,293,365
S01008470,792,321,471
S01008471,626,181,445
S01008472,601,234,367
S01008473,550,194,356
S01008474,710,204,506
S01008475,879,252,627
S01008476,677,223,454
S01008477,985,300,685
S01008478,866,278,588
S01008479,959,276,683
S01008480,414,143,271
S01008481,1408,436,972
S01008482,1361,387,974
S01008483,729,293,436
S01008484,793,402,391
S01008485,948,501,447
S01008486,777,342,435
S01008487,869,309,560
S01008488,1155,381,774
S01008489,768,313,455
S01008490,1029,297,732
S01008491,855,195,660
S01008492,814,141,673
S01008493,783,242,541
S01008494,726,167,559
S01008495,1011,183,828
S01008496,1121,204,917
S01008497,894,167,727
S01008498,732,123,609
S01008499,1050,180,870
S01008500,350,61,289
S01008501,765,152,613
S01008502,619,117,502
S01008503,888,277,611
S01008504,1479,548,931
S01008505,847,318,529
S01008506,969,383,586
S01008507,801,220,581
S01008508,907,525,382
S01008509,1067,572,495
S01008510,755,440,315
S01008511,821,545,276
S01008512,940,646,294
S01008513,882,460,422
S01008514,622,316,306
S01008515,767,428,339
S01008516,1347,319,1028
S01008517,958,247,711
S01008518,969,494,475
S01008519,832,522,310
S01008520,1097,779,318
S01008521,706,523,183
S01008522,485,307,178
S01008523,923,583,340
S01008524,959,323,636
S01008525,908,289,619
S01008526,737,283,454
S01008527,595,236,359
S01008528,540,245,295
S01008529,710,330,380
S01008530,855,325,530
S01008531,793,251,542
S01008532,544,257,287
S01008533,372,287,85
S01008534,665,438,227
S01008535,597,371,226
S01008536,597,378,219
S01008537,570,393,177
S01008538,556,386,170
S01008539,918,578,340
S01008540,829,547,282
S01008541,779,529,250
S01008542,931,633,298
S01008543,766,516,250
S01008544,479,315,164
S01008545,814,559,255
S01008546,701,514,187
S01008547,941,533,408
S01008548,835,351,484
S01008549,1012,468,544
S01008550,872,480,392
S01008551,873,431,442
S01008552,870,483,387
S01008553,563,245,318
S01008554,765,289,476
S01008555,1020,320,700
S01008556,893,286,607
S01008557,770,252,518
S01008558,712,232,480
S01008559,680,294,386
S01008560,679,277,402
S01008561,896,406,490
S01008562,638,175,463
S01008563,914,362,552
S01008564,889,387,502
S01008565,844,309,535
S01008566,876,367,509
S01008567,693,284,409
S01008568,699,331,368
S01008569,601,133,468
S01008570,1039,333,706
S01008571,657,284,373
S01008572,864,385,479
S01008573,918,531,387
S01008574,879,429,450
S01008575,710,406,304
S01008576,881,459,422
S01008577,1042,526,516
S01008578,822,533,289
S01008579,821,467,354
S01008580,710,357,353
S01008581,879,317,562
S01008582,1135,436,699
S01008583,775,287,488
S01008584,1055,442,613
S01008585,787,291,496
S01008586,780,293,487
S01008587,802,402,400
S01008588,892,460,432
S01008589,313,177,136
S01008590,646,255,391
S01008591,904,421,483
S01008592,793,277,516
S01008593,691,459,232
S01008594,816,406,410
S01008595,1062,339,723
S01008596,845,219,626
S01008597,942,499,443
S01008598,1104,344,760
S01008599,897,357,540
S01008600,2496,400,2096
S01008601,2471,137,2334
S01008602,513,103,410
S01008603,985,126,859
S01008604,1016,302,714
S01008605,830,198,632
S01008606,838,471,367
S01008607,513,321,192
S01008608,720,360,360
S01008609,971,491,480
S01008610,1090,335,755
S01008611,1329,214,1115
S01008612,725,98,627
S01008613,916,243,673
S01008614,864,119,745
S01008615,859,165,694
S01008616,802,131,671
S01008617,884,142,742
S01008618,681,77,604
S01008619,493,79,414
S01008620,766,119,647
S01008621,816,130,686
S01008622,760,155,605
S01008623,1022,315,707
S01008624,761,363,398
S01008625,464,288,176
S01008626,916,432,484
S01008627,650,410,240
S01008628,691,216,475
S01008629,921,299,622
S01008630,667,131,536
S01008631,830,170,660
S01008632,1153,348,805
S01008633,1027,504,523
S01008634,612,262,350
S01008635,746,286,460
S01008636,824,336,488
S01008637,689,242,447
S01008638,1389,252,1137
S01008639,1138,331,807
S01008640,1096,255,841
S01008641,1067,229,838
S01008642,939,237,702
S01008643,848,294,554
S01008644,625,132,493
S01008645,927,232,695
S01008646,1131,317,814
S01008647,667,143,524
S01008648,930,169,761
S01008649,1219,217,1002
S01008650,873,141,732
S01008651,1168,138,1030
S01008652,716,89,627
S01008653,640,119,521
S01008654,1136,191,945
S01008655,872,198,674
S01008656,1364,205,1159
S01008657,1009,182,827
S01008658,1689,189,1500
S01008659,1144,152,992
S01008660,1095,147,948
S01008661,1234,143,1091
S01008662,1027,81,946
S01008663,972,107,865
S01008664,955,151,804
S01008665,1617,195,1422
S01008666,1005,125,880
S01008667,1414,232,1182
S01008668,1210,109,1101
S01008669,643,42,601
S01008670,1098,105,993
S01008671,1145,98,1047
S01008672,654,89,565
S01008673,1079,200,879
S01008674,1011,86,925
S01008675,831,153,678
S01008676,913,168,745
S01008677,852,97,755
S01008678,1398,112,1286
S01008679,1315,101,1214
S01008680,894,130,764
S01008681,1031,124,907
S01008682,896,147,749
S01008683,1970,225,1745
S01008684,2751,233,2518
S01008685,837,192,645
S01008686,1155,234,921
S01008687,944,174,770
S01008688,1277,304,973
S01008689,1114,251,863
S01008690,988,240,748
S01008691,1217,230,987
S01008692,1073,226,847
S01008693,524,236,288
S01008694,1285,335,950
S01008695,843,308,535
S01008696,550,295,255
S01008697,907,532,375
S01008698,635,355,280
S01008699,939,372,567
S01008700,620,333,287
S01008701,687,191,496
S01008702,713,217,496
S01008703,1072,330,742
S01008704,1264,425,839
S01008705,710,209,501
S01008706,989,309,680
S01008707,945,257,688
S01008708,806,191,615
S01008709,746,264,482
S01008710,717,225,492
S01008711,642,211,431
S01008712,1013,324,689
S01008713,470,120,350
S01008714,555,195,360
S01008715,648,251,397
S01008716,587,230,357
S01008717,422,211,211
S01008718,529,245,284
S01008719,907,456,451
S01008720,515,209,306
S01008721,641,375,266
S01008722,903,516,387
S01008723,679,346,333
S01008724,862,493,369
S01008725,614,306,308
S01008726,937,515,422
S01008727,1017,459,558
S01008728,477,190,287
S01008729,636,328,308
S01008730,882,313,569
S01008731,460,173,287
S01008732,675,199,476
S01008733,789,272,517
S01008734,648,365,283
S01008735,953,623,330
S01008736,606,360,246
S01008737,674,399,275
S01008738,745,479,266
S01008739,471,247,224
S01008740,595,354,241
S01008741,945,573,372
S01008742,649,311,338
S01008743,931,288,643
S01008744,881,332,549
S01008745,469,184,285
S01008746,895,254,641
S01008747,490,240,250
S01008748,894,563,331
S01008749,1016,624,392
S01008750,666,425,241
S01008751,864,320,544
S01008752,828,229,599
S01008753,777,215,562
S01008754,780,190,590
S01008755,873,204,669
S01008756,732,191,541
S01008757,662,168,494
S01008758,842,231,611
S01008759,591,185,406
S01008760,1113,390,723
S01008761,701,231,470
S01008762,486,226,260
S01008763,697,339,358
S01008764,586,293,293
S01008765,1017,450,567
S01008766,1219,615,604
S01008767,753,357,396
S01008768,2435,793,1642
S01008769,1985,630,1355
S01008770,1874,608,1266
S01008771,1874,608,1266
S01008772,1049,416,633
S01008773,986,291,695
S01008774,789,196,593
S01008775,461,163,298
S01008776,1138,237,901
S01008777,1013,238,775
S01008778,909,160,749
S01008779,1006,324,682
S01008780,821,188,633
S01008781,972,181,791
S01008782,882,215,667
S01008783,480,108,372
S01008784,690,167,523
S01008785,905,218,687
S01008786,1086,197,889
S01008787,579,121,458
S01008788,781,178,603
S01008789,582,198,384
S01008790,833,147,686
S01008791,873,254,619
S01008792,878,277,601
S01008793,979,210,769
S01008794,878,238,640
S01008795,1149,278,871
S01008796,1014,228,786
S01008797,979,198,781
S01008798,914,212,702
S01008799,673,157,516
S01008800,1127,256,871
S01008801,798,184,614
S01008802,1163,236,927
S01008803,1002,215,787
S01008804,845,165,680
S01008805,739,133,606
S01008806,1100,275,825
S01008807,923,211,712
S01008808,614,152,462
S01008809,721,247,474
S01008810,920,218,702
S01008811,794,193,601
S01008812,913,163,750
S01008813,874,246,628
S01008814,1133,286,847
S01008815,1141,301,840
S01008816,473,105,368
S01008817,1026,243,783
S01008818,977,326,651
S01008819,943,334,609
S01008820,1322,317,1005
S01008821,618,307,311
S01008822,680,367,313
S01008823,814,390,424
S01008824,1083,531,552
S01008825,512,268,244
S01008826,589,212,377
S01008827,840,416,424
S01008828,854,393,461
S01008829,855,482,373
S01008830,967,529,438
S01008831,875,509,366
S01008832,655,320,335
S01008833,955,389,566
S01008834,1069,517,552
S01008835,881,469,412
S01008836,472,101,371
S01008837,1487,461,1026
S01008838,933,275,658
S01008839,1075,367,708
S01008840,934,337,597
S01008841,1158,275,883
S01008842,133,63,70
S01008843,912,189,723
S01008844,873,210,663
S01008845,795,184,611
S01008846,844,201,643
S01008847,773,181,592
S01008848,852,240,612
S01008849,968,275,693
S01008850,1316,420,896
S01008851,1119,300,819
S01008852,1107,462,645
S01008853,607,153,454
S01008854,938,270,668
S01008855,1070,295,775
S01008856,644,175,469
S01008857,885,267,618
S01008858,1035,314,721
S01008859,1041,244,797
S01008860,1140,305,835
S01008861,819,432,387
S01008862,993,237,756
S01008863,701,243,458
S01008864,1174,338,836
S01008865,960,276,684
S01008866,927,286,641
S01008867,841,397,444
S01008868,1045,295,750
S01008869,1003,357,646
S01008870,1059,439,620
S01008871,1189,377,812
S01008872,931,289,642
S01008873,687,369,318
S01008874,769,243,526
S01008875,1012,268,744
S01008876,693,299,394
S01008877,672,324,348
S01008878,1002,467,535
S01008879,696,301,395
S01008880,629,295,334
S01008881,570,298,272
S01008882,1040,544,496
S01008883,982,602,380
S01008884,684,450,234
S01008885,739,502,237
S01008886,983,456,527
S01008887,643,332,311
S01008888,1155,345,810
S01008889,745,347,398
S01008890,693,434,259
S01008891,628,411,217
S01008892,1007,467,540
S01008893,890,609,281
S01008894,796,567,229
S01008895,677,386,291
S01008896,816,537,279
S01008897,717,443,274
S01008898,821,518,303
S01008899,669,197,472
S01008900,789,319,470
S01008901,941,428,513
S01008902,914,333,581
S01008903,909,400,509
S01008904,897,303,594
S01008905,993,277,716
S01008906,741,206,535
S01008907,741,199,542
S01008908,858,318,540
S01008909,896,405,491
S01008910,1451,564,887
S01008911,1188,392,796
S01008912,722,396,326
S01008913,390,176,214
S01008914,937,447,490
S01008915,561,262,299
S01008916,1071,341,730
S01008917,562,117,445
S01008918,598,171,427
S01008919,513,128,385
S01008920,1252,355,897
S01008921,1142,289,853
S01008922,947,355,592
S01008923,1086,287,799
S01008924,1787,585,1202
S01008925,593,239,354
S01008926,1298,462,836
S01008927,963,304,659
S01008928,721,243,478
S01008929,1146,253,893
S01008930,838,264,574
S01008931,594,182,412
S01008932,936,308,628
S01008933,680,231,449
S01008934,644,245,399
S01008935,882,511,371
S01008936,506,360,146
S01008937,694,294,400
S01008938,816,512,304
S01008939,659,391,268
S01008940,634,447,187
S01008941,727,486,241
S01008942,977,580,397
S01008943,672,471,201
S01008944,809,526,283
S01008945,879,592,287
S01008946,769,498,271
S01008947,936,628,308
S01008948,881,435,446
S01008949,1115,536,579
S01008950,883,409,474
S01008951,872,285,587
S01008952,1189,447,742
S01008953,940,432,508
S01008954,833,309,524
S01008955,722,355,367
S01008956,1009,411,598
S01008957,911,444,467
S01008958,687,260,427
S01008959,850,427,423
S01008960,757,482,275
S01008961,834,378,456
S01008962,530,300,230
S01008963,815,499,316
S01008964,615,413,202
S01008965,628,424,204
S01008966,745,463,282
S01008967,937,623,314
S01008968,940,634,306
S01008969,897,548,349
S01008970,937,566,371
S01008971,568,379,189
S01008972,1271,700,571
S01008973,727,326,401
S01008974,764,365,399
S01008975,799,321,478
S01008976,607,365,242
S01008977,706,452,254
S01008978,574,262,312
S01008979,657,273,384
S01008980,620,258,362
S01008981,688,439,249
S01008982,730,283,447
S01008983,687,167,520
S01008984,390,161,229
S01008985,668,315,353
S01008986,794,501,293
S01008987,884,533,351
S01008988,928,351,577
S01008989,880,368,512
S01008990,1014,412,602
S01008991,1002,530,472
S01008992,382,209,173
S01008993,1055,558,497
S01008994,839,461,378
S01008995,909,546,363
S01008996,602,299,303
S01008997,865,453,412
S01008998,882,433,449
S01008999,805,358,447
