dz_2011,total,religious,nonreligious
S01007727,1023,551,472
S01007728,1291,682,609
S01007729,1002,535,467
S01007730,985,549,436
S01007731,729,380,349
S01007732,1003,492,511
S01007733,853,554,299
S01007734,821,534,287
S01007735,827,589,238
S01007736,844,592,252
S01007737,1140,707,433
S01007738,1114,730,384
S01007739,819,547,272
S01007740,709,489,220
S01007741,899,617,282
S01007742,729,473,256
S01007743,895,470,425
S01007744,766,436,330
S01007745,1016,571,445
S01007746,889,463,426
S01007747,815,396,419
S01007748,704,312,392
S01007749,866,600,266
S01007750,930,668,262
S01007751,790,570,220
S01007752,1167,831,336
S01007753,961,515,446
S01007754,1313,729,584
S01007755,877,489,388
S01007756,955,536,419
S01007757,1311,929,382
S01007758,1040,756,284
S01007759,1255,781,474
S01007760,950,655,295
S01007761,853,525,328
S01007762,814,496,318
S01007763,772,503,269
S01007764,895,548,347
S01007765,969,700,269
S01007766,1083,756,327
S01007767,1000,740,260
S01007768,765,474,291
S01007769,809,546,263
S01007770,812,561,251
S01007771,823,596,227
S01007772,1185,765,420
S01007773,734,554,180
S01007774,146,83,63
S01007775,1292,879,413
S01007776,591,381,210
S01007777,562,341,221
S01007778,2422,1499,923
S01007779,774,495,279
S01007780,795,440,355
S01007781,796,433,363
S01007782,709,385,324
S01007783,873,446,427
S01007784,1006,480,526
S01007785,507,211,296
S01007786,900,456,444
S01007787,804,389,415
S01007788,832,398,434
S01007789,1151,555,596
S01007790,1899,918,981
S01007791,1170,669,501
S01007792,998,508,490
S01007793,1046,566,480
S01007794,1109,648,461
S01007795,712,371,341
S01007796,692,367,325
S01007797,635,334,301
S01007798,778,432,346
S01007799,418,251,167
S01007800,1038,571,467
S01007801,973,479,494
S01007802,634,377,257
S01007803,1468,665,803
S01007804,846,389,457
S01007805,971,483,488
S01007806,888,490,398
S01007807,894,549,345
S01007808,933,430,503
S01007809,1249,906,343
S01007810,983,582,401
S01007811,871,445,426
S01007812,850,444,406
S01007813,1108,554,554
S01007814,854,505,349
S01007815,1159,753,406
S01007816,669,440,229
S01007817,826,472,354
S01007818,950,563,387
S01007819,803,512,291
S01007820,1088,697,391
S01007821,826,577,249
S01007822,966,660,306
S01007823,789,536,253
S01007824,1125,830,295
S01007825,1294,906,388
S01007826,598,352,246
S01007827,661,383,278
S01007828,1214,752,462
S01007829,763,531,232
S01007830,1072,648,424
S01007831,1059,628,431
S01007832,956,647,309
S01007833,983,759,224
S01007834,742,435,307
S01007835,784,499,285
S01007836,739,557,182
S01007837,1260,847,413
S01007838,973,704,269
S01007839,1199,870,329
S01007840,902,575,327
S01007841,951,620,331
S01007842,1215,691,524
S01007843,944,581,363
S01007844,1340,850,490
S01007845,995,560,435
S01007846,852,501,351
S01007847,1474,880,594
S01007848,1070,582,488
S01007849,1112,636,476
S01007850,754,482,272
S01007851,1036,712,324
S01007852,1282,802,480
S01007853,807,488,319
S01007854,1286,751,535
S01007855,658,405,253
S01007856,1053,702,351
S01007857,595,320,275
S01007858,2159,1180,979
S01007859,1529,810,719
S01007860,1165,576,589
S01007861,1067,533,534
S01007862,1067,590,477
S01007863,895,418,477
S01007864,938,564,374
S01007865,1461,907,554
S01007866,586,360,226
S01007867,1427,886,541
S01007868,2091,1413,678
S01007869,2241,1498,743
S01007870,666,467,199
S01007871,1111,716,395
S01007872,795,504,291
S01007873,778,577,201
S01007874,887,640,247
S01007875,764,491,273
S01007876,1009,607,402
S01007877,888,608,280
S01007878,724,494,230
S01007879,1203,749,454
S01007880,460,304,156
S01007881,656,422,234
S01007882,1612,1109,503
S01007883,1211,780,431
S01007884,953,540,413
S01007885,1038,638,400
S01007886,1168,775,393
S01007887,717,462,255
S01007888,1070,626,444
S01007889,1119,718,401
S01007890,695,417,278
S01007891,1333,908,425
S01007892,1174,796,378
S01007893,1326,889,437
S01007894,1050,631,419
S01007895,771,532,239
S01007896,1110,664,446
S01007897,1609,1033,576
S01007898,758,488,270
S01007899,502,339,163
S01007900,549,347,202
S01007901,801,490,311
S01007902,980,595,385
S01007903,803,551,252
S01007904,849,582,267
S01007905,827,455,372
S01007906,824,510,314
S01007907,780,511,269
S01007908,1296,888,408
S01007909,719,414,305
S01007910,1111,637,474
S01007911,1094,694,400
S01007912,865,553,312
S01007913,1069,647,422
S01007914,744,435,309
S01007915,961,548,413
S01007916,1041,709,332
S01007917,1234,715,519
S01007918,1034,694,340
S01007919,949,694,255
S01007920,615,416,199
S01007921,1146,726,420
S01007922,1361,825,536
S01007923,1279,857,422
S01007924,1179,793,386
S01007925,665,437,228
S01007926,931,567,364
S01007927,617,404,213
S01007928,1208,837,371
S01007929,1617,1050,567
S01007930,727,517,210
S01007931,1353,880,473
S01007932,831,584,247
S01007933,1341,802,539
S01007934,720,454,266
S01007935,1273,719,554
S01007936,1233,793,440
S01007937,1503,935,568
S01007938,837,533,304
S01007939,1016,613,403
S01007940,1719,1019,700
S01007941,631,382,249
S01007942,508,248,260
S01007943,970,596,374
S01007944,1026,628,398
S01007945,1202,704,498
S01007946,1039,586,453
S01007947,1048,629,419
S01007948,760,410,350
S01007949,954,674,280
S01007950,1135,820,315
S01007951,1005,655,350
S01007952,857,545,312
S01007953,1022,668,354
S01007954,728,445,283
S01007955,1736,963,773
S01007956,999,516,483
S01007957,1230,853,377
S01007958,1059,640,419
S01007959,1951,1333,618
S01007960,607,378,229
S01007961,1674,1070,604
S01007962,1096,548,548
S01007963,1158,583,575
S01007964,890,489,401
S01007965,774,433,341
S01007966,1090,555,535
S01007967,860,447,413
S01007968,1038,617,421
S01007969,840,503,337
S01007970,1062,618,444
S01007971,1027,595,432
S01007972,1126,652,474
S01007973,867,608,259
S01007974,940,505,435
S01007975,655,404,251
S01007976,1086,673,413
S01007977,645,406,239
S01007978,826,500,326
S01007979,904,631,273
S01007980,816,567,249
S01007981,755,578,177
S01007982,695,445,250
S01007983,1415,920,495
S01007984,896,584,312
S01007985,923,507,416
S01007986,675,447,228
S01007987,1033,643,390
S01007988,906,571,335
S01007989,722,414,308
S01007990,1253,695,558
S01007991,1003,669,334
S01007992,1058,687,371
S01007993,908,642,266
S01007994,659,397,262
S01007995,721,506,215
S01007996,338,241,97
S01007997,669,486,183
S01007998,606,397,209
S01007999,801,481,320
S01008000,913,541,372
S01008001,961,514,447
S01008002,1039,515,524
S01008003,760,416,344
S01008004,122,64,58
S01008005,165,106,59
S01008006,864,367,497
S01008007,570,278,292
S01008008,787,423,364
S01008009,1021,505,516
S01008010,1313,660,653
S01008011,846,541,305
S01008012,997,623,374
S01008013,834,537,297
S01008014,800,527,273
S01008015,832,509,323
S01008016,781,534,247
S01008017,900,657,243
S01008018,944,706,238
S01008019,1011,722,289
S01008020,891,541,350
S01008021,699,469,230
S01008022,844,630,214
S01008023,1739,1116,623
S01008024,955,595,360
S01008025,891,621,270
S01008026,1371,892,479
S01008027,809,477,332
S01008028,585,351,234
S01008029,3738,2464,1274
S01008030,2233,1488,745
S01008031,1573,984,589
S01008032,1248,848,400
S01008033,1166,826,340
S01008034,1176,767,409
S01008035,1020,726,294
S01008036,669,495,174
S01008037,1446,931,515
S01008038,999,649,350
S01008039,1079,709,370
S01008040,752,515,237
S01008041,1074,745,329
S01008042,862,597,265
S01008043,1364,907,457
S01008044,1195,799,396
S01008045,1313,914,399
S01008046,1157,839,318
S01008047,697,501,196
S01008048,662,488,174
S01008049,1023,757,266
S01008050,682,486,196
S01008051,1229,816,413
S01008052,829,536,293
S01008053,959,691,268
S01008054,778,550,228
S01008055,1049,705,344
S01008056,1204,864,340
S01008057,1358,992,366
S01008058,895,647,248
S01008059,678,513,165
S01008060,1833,1369,464
S01008061,887,629,258
S01008062,997,760,237
S01008063,874,670,204
S01008064,1013,667,346
S01008065,1219,819,400
S01008066,1022,705,317
S01008067,691,495,196
S01008068,1203,830,373
S01008069,1201,820,381
S01008070,1125,811,314
S01008071,966,674,292
S01008072,1336,959,377
S01008073,471,355,116
S01008074,976,627,349
S01008075,613,456,157
S01008076,1035,782,253
S01008077,1003,694,309
S01008078,860,633,227
S01008079,905,668,237
S01008080,808,561,247
S01008081,703,502,201
S01008082,1032,739,293
S01008083,839,594,245
S01008084,1033,694,339
S01008085,1314,848,466
S01008086,1256,843,413
S01008087,1136,905,231
S01008088,917,692,225
S01008089,997,803,194
S01008090,771,575,196
S01008091,513,341,172
S01008092,1138,877,261
S01008093,900,700,200
S01008094,725,556,169
S01008095,1093,859,234
S01008096,790,641,149
S01008097,897,730,167
S01008098,750,558,192
S01008099,540,400,140
S01008100,1035,804,231
S01008101,1244,913,331
S01008102,819,638,181
S01008103,706,540,166
S01008104,1022,735,287
S01008105,1226,873,353
S01008106,1742,1240,502
S01008107,1301,1005,296
S01008108,936,735,201
S01008109,940,718,222
S01008110,941,722,219
S01008111,869,687,182
S01008112,947,753,194
S01008113,1002,795,207
S01008114,899,712,187
S01008115,915,667,248
S01008116,1116,817,299
S01008117,800,599,201
S01008118,1351,956,395
S01008119,784,548,236
S01008120,707,502,205
S01008121,662,482,180
S01008122,1135,776,359
S01008123,1063,761,302
S01008124,1012,752,260
S01008125,1177,811,366
S01008126,935,698,237
S01008127,489,356,133
S01008128,1104,807,297
S01008129,980,675,305
S01008130,1152,780,372
S01008131,766,526,240
S01008132,1110,855,255
S01008133,829,606,223
S01008134,703,501,202
S01008135,1605,1128,477
S01008136,1419,999,420
S01008137,1440,953,487
S01008138,1051,700,351
S01008139,1086,750,336
S01008140,741,481,260
S01008141,1168,875,293
S01008142,974,700,274
S01008143,1181,810,371
S01008144,1019,769,250
S01008145,1018,752,266
S01008146,649,474,175
S01008147,901,644,257
S01008148,915,676,239
S01008149,960,684,276
S01008150,1409,961,448
S01008151,1030,763,267
S01008152,1241,915,326
S01008153,892,640,252
S01008154,1050,726,324
S01008155,836,600,236
S01008156,1062,736,326
S01008157,1083,691,392
S01008158,1002,675,327
S01008159,1210,890,320
S01008160,1419,1019,400
S01008161,1499,1058,441
S01008162,1264,920,344
S01008163,894,491,403
S01008164,1450,780,670
S01008165,880,431,449
S01008166,1347,686,661
S01008167,1604,816,788
S01008168,1129,589,540
S01008169,1499,820,679
S01008170,1530,879,651
S01008171,909,539,370
S01008172,557,371,186
S01008173,785,457,328
S01008174,532,353,179
S01008175,750,413,337
S01008176,1515,847,668
S01008177,864,469,395
S01008178,640,458,182
S01008179,391,245,146
S01008180,473,309,164
S01008181,678,486,192
S01008182,1253,697,556
S01008183,968,474,494
S01008184,881,516,365
S01008185,1235,697,538
S01008186,1076,643,433
S01008187,699,396,303
S01008188,1467,855,612
S01008189,1062,683,379
S01008190,1035,563,472
S01008191,1481,798,683
S01008192,1099,702,397
S01008193,972,585,387
S01008194,682,353,329
S01008195,1148,545,603
S01008196,923,474,449
S01008197,1901,954,947
S01008198,693,452,241
S01008199,776,386,390
S01008200,867,518,349
S01008201,1327,773,554
S01008202,803,547,256
S01008203,556,285,271
S01008204,2717,1510,1207
S01008205,771,512,259
S01008206,1604,990,614
S01008207,824,460,364
S01008208,1026,501,525
S01008209,686,372,314
S01008210,1423,830,593
S01008211,991,551,440
S01008212,712,436,276
S01008213,1019,587,432
S01008214,837,522,315
S01008215,1099,723,376
S01008216,770,531,239
S01008217,679,433,246
S01008218,2156,1088,1068
S01008219,1242,742,500
S01008220,644,305,339
S01008221,832,412,420
S01008222,722,445,277
S01008223,597,355,242
S01008224,907,511,396
S01008225,786,482,304
S01008226,755,431,324
S01008227,986,584,402
S01008228,792,515,277
S01008229,1317,711,606
S01008230,811,441,370
S01008231,640,301,339
S01008232,244,155,89
S01008233,1740,837,903
S01008234,2097,1066,1031
S01008235,929,518,411
S01008236,1009,539,470
S01008237,929,475,454
S01008238,1038,599,439
S01008239,762,436,326
S01008240,1402,930,472
S01008241,1055,679,376
S01008242,1211,779,432
S01008243,1134,693,441
S01008244,1051,657,394
S01008245,1133,658,475
S01008246,1274,778,496
S01008247,982,590,392
S01008248,1329,854,475
S01008249,903,550,353
S01008250,1117,670,447
S01008251,1038,635,403
S01008252,1120,726,394
S01008253,855,570,285
S01008254,1286,795,491
S01008255,1017,598,419
S01008256,1033,572,461
S01008257,886,540,346
S01008258,1289,796,493
S01008259,1455,862,593
S01008260,1054,632,422
S01008261,1197,683,514
S01008262,914,531,383
S01008263,801,470,331
S01008264,919,476,443
S01008265,706,452,254
S01008266,1061,679,382
S01008267,818,539,279
S01008268,878,557,321
S01008269,1126,780,346
S01008270,1191,834,357
S01008271,749,433,316
S01008272,1002,637,365
S01008273,1026,658,368
S01008274,930,585,345
S01008275,682,417,265
S01008276,681,441,240
S01008277,692,421,271
S01008278,774,460,314
S01008279,733,494,239
S01008280,1275,753,522
S01008281,830,468,362
S01008282,779,493,286
S01008283,1338,780,558
S01008284,1651,988,663
S01008285,754,455,299
S01008286,1368,865,503
S01008287,967,629,338
S01008288,1002,620,382
S01008289,768,406,362
S01008290,1038,585,453
S01008291,1135,763,372
S01008292,1640,920,720
S01008293,1184,669,515
S01008294,730,429,301
S01008295,1211,841,370
S01008296,932,672,260
S01008297,626,437,189
S01008298,1079,735,344
S01008299,1177,817,360
S01008300,940,674,266
S01008301,1015,705,310
S01008302,940,664,276
S01008303,788,519,269
S01008304,476,330,146
S01008305,791,567,224
S01008306,611,421,190
S01008307,805,582,223
S01008308,566,461,105
S01008309,932,661,271
S01008310,949,688,261
S01008311,728,519,209
S01008312,720,508,212
S01008313,1013,754,259
S01008314,939,624,315
S01008315,748,481,267
S01008316,943,581,362
S01008317,738,481,257
S01008318,1628,1187,441
S01008319,614,461,153
S01008320,633,459,174
S01008321,729,547,182
S01008322,1956,1353,603
S01008323,881,623,258
S01008324,651,443,208
S01008325,1229,847,382
S01008326,1164,773,391
S01008327,1094,771,323
S01008328,935,674,261
S01008329,1038,793,245
S01008330,1088,859,229
S01008331,785,578,207
S01008332,1108,880,228
S01008333,1161,931,230
S01008334,995,779,216
S01008335,1012,723,289
S01008336,1000,742,258
S01008337,906,650,256
S01008338,915,681,234
S01008339,629,472,157
S01008340,929,745,184
S01008341,700,555,145
S01008342,1167,871,296
S01008343,1162,957,205
S01008344,872,711,161
S01008345,1273,1079,194
S01008346,1102,861,241
S01008347,1228,977,251
S01008348,976,767,209
S01008349,1481,1134,347
S01008350,760,577,183
S01008351,1067,830,237
S01008352,933,718,215
S01008353,525,409,116
S01008354,1110,840,270
S01008355,1123,753,370
S01008356,884,556,328
S01008357,908,611,297
S01008358,870,597,273
S01008359,772,531,241
S01008360,1338,956,382
S01008361,786,533,253
S01008362,1158,886,272
S01008363,829,590,239
S01008364,818,691,127
S01008365,972,777,195
S01008366,980,689,291
S01008367,966,674,292
S01008368,905,620,285
S01008369,782,509,273
S01008370,692,471,221
S01008371,913,676,237
S01008372,927,704,223
S01008373,1199,880,319
S01008374,877,618,259
S01008375,789,545,244
S01008376,655,402,253
S01008377,944,673,271
S01008378,1103,776,327
S01008379,530,392,138
S01008380,649,419,230
S01008381,1070,752,318
S01008382,921,670,251
S01008383,619,460,159
S01008384,976,713,263
S01008385,674,501,173
S01008386,951,643,308
S01008387,871,615,256
S01008388,637,445,192
S01008389,756,615,141
S01008390,732,536,196
S01008391,785,561,224
S01008392,916,594,322
S01008393,912,689,223
S01008394,1108,760,348
S01008395,832,614,218
S01008396,807,631,176
S01008397,996,743,253
S01008398,907,690,217
S01008399,703,568,135
S01008400,1101,871,230
S01008401,1258,1024,234
S01008402,1092,924,168
S01008403,1014,805,209
S01008404,1087,841,246
S01008405,908,739,169
S01008406,1200,982,218
S01008407,522,425,97
S01008408,812,592,220
S01008409,1092,779,313
S01008410,870,673,197
S01008411,1121,836,285
S01008412,706,544,162
S01008413,690,507,183
S01008414,660,508,152
S01008415,1058,826,232
S01008416,1164,833,331
S01008417,726,479,247
S01008418,692,446,246
S01008419,525,300,225
S01008420,569,373,196
S01008421,858,468,390
S01008422,972,607,365
S01008423,1063,590,473
S01008424,1120,754,366
S01008425,2557,1472,1085
S01008426,1163,700,463
S01008427,1249,731,518
S01008428,884,548,336
S01008429,913,555,358
S01008430,1117,681,436
S01008431,1067,709,358
S01008432,1116,729,387
S01008433,807,499,308
S01008434,1043,675,368
S01008435,1083,729,354
S01008436,1059,713,346
S01008437,796,478,318
S01008438,587,351,236
S01008439,1120,720,400
S01008440,1143,757,386
S01008441,1022,630,392
S01008442,774,466,308
S01008443,582,360,222
S01008444,720,463,257
S01008445,1077,747,330
S01008446,1706,1136,570
S01008447,675,420,255
S01008448,879,532,347
S01008449,964,534,430
S01008450,592,326,266
S01008451,1018,565,453
S01008452,979,591,388
S01008453,956,524,432
S01008454,1339,594,745
S01008455,1254,661,593
S01008456,1236,654,582
S01008457,1101,653,448
S01008458,995,499,496
S01008459,815,379,436
S01008460,1227,513,714
S01008461,1018,449,569
S01008462,694,368,326
S01008463,937,414,523
S01008464,921,513,408
S01008465,953,478,475
S01008466,840,390,450
S01008467,887,446,441
S01008468,1011,565,446
S01008469,804,490,314
S01008470,992,511,481
S01008471,858,446,412
S01008472,811,424,387
S01008473,700,412,288
S01008474,832,471,361
S01008475,1040,599,441
S01008476,779,461,318
S01008477,1167,696,471
S01008478,1021,642,379
S01008479,1097,650,447
S01008480,534,288,246
S01008481,1615,907,708
S01008482,1498,859,639
S01008483,832,483,349
S01008484,952,553,399
S01008485,1203,709,494
S01008486,867,554,313
S01008487,961,540,421
S01008488,1303,766,537
S01008489,874,519,355
S01008490,1159,649,510
S01008491,935,519,416
S01008492,944,439,505
S01008493,913,508,405
S01008494,837,444,393
S01008495,1059,547,512
S01008496,1160,602,558
S01008497,927,476,451
S01008498,772,381,391
S01008499,1123,570,553
S01008500,398,177,221
S01008501,835,445,390
S01008502,648,341,307
S01008503,994,459,535
S01008504,1723,808,915
S01008505,1000,456,544
S01008506,1108,641,467
S01008507,897,450,447
S01008508,1106,641,465
S01008509,1251,725,526
S01008510,906,538,368
S01008511,1009,665,344
S01008512,1202,755,447
S01008513,1190,789,401
S01008514,762,476,286
S01008515,998,550,448
S01008516,1486,859,627
S01008517,1042,553,489
S01008518,1192,625,567
S01008519,1083,580,503
S01008520,1359,851,508
S01008521,907,546,361
S01008522,594,356,238
S01008523,1172,705,467
S01008524,1202,583,619
S01008525,1139,630,509
S01008526,850,499,351
S01008527,726,391,335
S01008528,720,390,330
S01008529,839,463,376
S01008530,1053,570,483
S01008531,946,520,426
S01008532,661,438,223
S01008533,549,345,204
S01008534,869,554,315
S01008535,709,479,230
S01008536,707,439,268
S01008537,673,452,221
S01008538,641,422,219
S01008539,1100,689,411
S01008540,982,605,377
S01008541,1028,561,467
S01008542,1221,731,490
S01008543,995,583,412
S01008544,653,404,249
S01008545,1053,665,388
S01008546,806,533,273
S01008547,1167,691,476
S01008548,1056,527,529
S01008549,1185,645,540
S01008550,1039,681,358
S01008551,984,590,394
S01008552,1031,607,424
S01008553,659,345,314
S01008554,1090,555,535
S01008555,1295,684,611
S01008556,1125,605,520
S01008557,1051,569,482
S01008558,912,528,384
S01008559,862,458,404
S01008560,888,478,410
S01008561,1088,623,465
S01008562,858,405,453
S01008563,1138,555,583
S01008564,1043,604,439
S01008565,1087,610,477
S01008566,1137,543,594
S01008567,889,479,410
S01008568,871,522,349
S01008569,738,372,366
S01008570,1374,746,628
S01008571,796,482,314
S01008572,1072,640,432
S01008573,1174,693,481
S01008574,1079,662,417
S01008575,875,538,337
S01008576,1009,615,394
S01008577,1203,798,405
S01008578,1003,660,343
S01008579,934,610,324
S01008580,816,506,310
S01008581,1014,611,403
S01008582,1368,752,616
S01008583,921,598,323
S01008584,1309,792,517
S01008585,991,575,416
S01008586,949,529,420
S01008587,914,549,365
S01008588,1116,614,502
S01008589,390,251,139
S01008590,759,465,294
S01008591,1084,581,503
S01008592,965,526,439
S01008593,870,505,365
S01008594,969,493,476
S01008595,1179,716,463
S01008596,953,511,442
S01008597,1116,710,406
S01008598,1229,681,548
S01008599,1031,583,448
S01008600,2710,1502,1208
S01008601,2533,1319,1214
S01008602,555,306,249
S01008603,1029,436,593
S01008604,1144,532,612
S01008605,921,389,532
S01008606,1052,542,510
S01008607,630,376,254
S01008608,848,507,341
S01008609,1165,707,458
S01008610,1235,667,568
S01008611,1421,659,762
S01008612,779,325,454
S01008613,1039,489,550
S01008614,910,404,506
S01008615,951,426,525
S01008616,872,380,492
S01008617,967,435,532
S01008618,739,311,428
S01008619,520,215,305
S01008620,815,395,420
S01008621,881,376,505
S01008622,837,390,447
S01008623,1136,589,547
S01008624,879,588,291
S01008625,573,378,195
S01008626,1110,584,526
S01008627,840,555,285
S01008628,787,457,330
S01008629,1077,608,469
S01008630,739,371,368
S01008631,910,468,442
S01008632,1275,741,534
S01008633,1238,732,506
S01008634,727,368,359
S01008635,850,426,424
S01008636,950,536,414
S01008637,792,414,378
S01008638,1499,739,760
S01008639,1299,578,721
S01008640,1210,525,685
S01008641,1130,495,635
S01008642,1043,443,600
S01008643,1012,445,567
S01008644,680,325,355
S01008645,1035,471,564
S01008646,1251,628,623
S01008647,715,326,389
S01008648,988,529,459
S01008649,1281,636,645
S01008650,912,387,525
S01008651,1203,539,664
S01008652,739,331,408
S01008653,684,333,351
S01008654,1189,587,602
S01008655,922,508,414
S01008656,1446,685,761
S01008657,1058,511,547
S01008658,1751,839,912
S01008659,1210,518,692
S01008660,1162,528,634
S01008661,1289,657,632
S01008662,1051,462,589
S01008663,1009,476,533
S01008664,1006,449,557
S01008665,1698,777,921
S01008666,1066,476,590
S01008667,1499,697,802
S01008668,1253,578,675
S01008669,690,301,389
S01008670,1141,508,633
S01008671,1188,570,618
S01008672,686,368,318
S01008673,1158,615,543
S01008674,1037,461,576
S01008675,889,494,395
S01008676,966,497,469
S01008677,897,441,456
S01008678,1446,659,787
S01008679,1355,657,698
S01008680,948,470,478
S01008681,1096,596,500
S01008682,970,477,493
S01008683,2150,1056,1094
S01008684,2919,1502,1417
S01008685,883,519,364
S01008686,1258,679,579
S01008687,992,504,488
S01008688,1395,701,694
S01008689,1190,553,637
S01008690,1078,551,527
S01008691,1293,586,707
S01008692,1127,641,486
S01008693,591,372,219
S01008694,1436,697,739
S01008695,1014,501,513
S01008696,675,359,316
S01008697,1059,621,438
S01008698,746,464,282
S01008699,1123,614,509
S01008700,747,441,306
S01008701,938,464,474
S01008702,815,478,337
S01008703,1410,838,572
S01008704,1651,942,709
S01008705,938,547,391
S01008706,1369,716,653
S01008707,1311,635,676
S01008708,1031,529,502
S01008709,1048,491,557
S01008710,998,497,501
S01008711,784,436,348
S01008712,1253,711,542
S01008713,635,294,341
S01008714,656,372,284
S01008715,763,439,324
S01008716,694,391,303
S01008717,532,308,224
S01008718,625,399,226
S01008719,1145,670,475
S01008720,586,334,252
S01008721,809,451,358
S01008722,1058,651,407
S01008723,809,465,344
S01008724,1068,664,404
S01008725,752,384,368
S01008726,1169,634,535
S01008727,1233,641,592
S01008728,654,327,327
S01008729,845,384,461
S01008730,1099,455,644
S01008731,514,297,217
S01008732,815,386,429
S01008733,869,451,418
S01008734,806,467,339
S01008735,1187,759,428
S01008736,738,509,229
S01008737,801,569,232
S01008738,913,633,280
S01008739,559,338,221
S01008740,709,483,226
S01008741,1125,771,354
S01008742,731,490,241
S01008743,1107,609,498
S01008744,1058,554,504
S01008745,545,314,231
S01008746,1062,595,467
S01008747,575,394,181
S01008748,1063,730,333
S01008749,1186,831,355
S01008750,765,528,237
S01008751,1017,617,400
S01008752,976,510,466
S01008753,887,449,438
S01008754,866,450,416
S01008755,1001,529,472
S01008756,827,486,341
S01008757,784,440,344
S01008758,1002,556,446
S01008759,728,391,337
S01008760,1370,759,611
S01008761,858,471,387
S01008762,551,328,223
S01008763,845,403,442
S01008764,714,362,352
S01008765,1270,626,644
S01008766,1469,825,644
S01008767,904,509,395
S01008768,2851,1483,1368
S01008769,2294,1164,1130
S01008770,2179,1100,1079
S01008771,2179,1100,1079
S01008772,1201,671,530
S01008773,1120,562,558
S01008774,901,429,472
S01008775,539,250,289
S01008776,1282,653,629
S01008777,1083,577,506
S01008778,990,458,532
S01008779,1100,591,509
S01008780,920,447,473
S01008781,1098,546,552
S01008782,999,512,487
S01008783,553,237,316
S01008784,779,345,434
S01008785,1066,565,501
S01008786,1197,529,668
S01008787,690,332,358
S01008788,875,407,468
S01008789,654,406,248
S01008790,919,414,505
S01008791,978,599,379
S01008792,1001,476,525
S01008793,1102,587,515
S01008794,971,589,382
S01008795,1284,644,640
S01008796,1182,582,600
S01008797,1048,517,531
S01008798,987,502,485
S01008799,783,457,326
S01008800,1205,629,576
S01008801,854,426,428
S01008802,1241,657,584
S01008803,1112,535,577
S01008804,929,584,345
S01008805,786,432,354
S01008806,1219,660,559
S01008807,984,483,501
S01008808,663,293,370
S01008809,801,490,311
S01008810,1029,496,533
S01008811,844,460,384
S01008812,983,470,513
S01008813,1036,597,439
S01008814,1276,681,595
S01008815,1287,681,606
S01008816,523,279,244
S01008817,1192,580,612
S01008818,1166,600,566
S01008819,1117,545,572
S01008820,1538,725,813
S01008821,787,419,368
S01008822,845,481,364
S01008823,959,539,420
S01008824,1274,697,577
S01008825,619,336,283
S01008826,664,335,329
S01008827,1023,629,394
S01008828,1005,611,394
S01008829,1067,658,409
S01008830,1214,740,474
S01008831,1044,641,403
S01008832,755,500,255
S01008833,1103,592,511
S01008834,1232,721,511
S01008835,1037,614,423
S01008836,526,288,238
S01008837,1637,796,841
S01008838,1009,507,502
S01008839,1188,572,616
S01008840,1074,503,571
S01008841,1289,689,600
S01008842,161,74,87
S01008843,991,522,469
S01008844,971,538,433
S01008845,853,413,440
S01008846,930,463,467
S01008847,840,429,411
S01008848,920,455,465
S01008849,1061,584,477
S01008850,1424,804,620
S01008851,1199,589,610
S01008852,1232,701,531
S01008853,680,325,355
S01008854,1012,520,492
S01008855,1156,576,580
S01008856,718,343,375
S01008857,986,450,536
S01008858,1143,620,523
S01008859,1113,552,561
S01008860,1241,642,599
S01008861,973,581,392
S01008862,1053,530,523
S01008863,795,418,377
S01008864,1516,896,620
S01008865,1077,629,448
S01008866,1033,546,487
S01008867,961,574,387
S01008868,1121,581,540
S01008869,1068,600,468
S01008870,1173,632,541
S01008871,1318,668,650
S01008872,1050,519,531
S01008873,809,497,312
S01008874,835,478,357
S01008875,1112,664,448
S01008876,807,517,290
S01008877,801,460,341
S01008878,1175,710,465
S01008879,817,446,371
S01008880,732,477,255
S01008881,640,437,203
S01008882,1289,882,407
S01008883,1190,856,334
S01008884,823,580,243
S01008885,964,639,325
S01008886,1174,729,445
S01008887,770,441,329
S01008888,1409,830,579
S01008889,879,506,373
S01008890,833,478,355
S01008891,763,447,316
S01008892,1190,743,447
S01008893,1111,682,429
S01008894,1006,633,373
S01008895,863,612,251
S01008896,1089,702,387
S01008897,898,587,311
S01008898,1060,626,434
S01008899,843,410,433
S01008900,948,539,409
S01008901,1177,634,543
S01008902,1119,620,499
S01008903,1078,580,498
S01008904,1179,607,572
S01008905,1309,635,674
S01008906,1006,508,498
S01008907,1142,543,599
S01008908,1119,588,531
S01008909,1095,609,486
S01008910,1787,899,888
S01008911,1415,719,696
S01008912,882,519,363
S01008913,525,245,280
S01008914,1106,664,442
S01008915,683,384,299
S01008916,1292,729,563
S01008917,690,349,341
S01008918,824,423,401
S01008919,674,351,323
S01008920,1430,652,778
S01008921,1403,709,694
S01008922,1187,619,568
S01008923,1299,643,656
S01008924,2320,1167,1153
S01008925,843,413,430
S01008926,1637,787,850
S01008927,1174,581,593
S01008928,813,440,373
S01008929,1400,663,737
S01008930,1131,521,610
S01008931,776,341,435
S01008932,1188,623,565
S01008933,923,434,489
S01008934,865,469,396
S01008935,1086,669,417
S01008936,654,412,242
S01008937,831,494,337
S01008938,1045,640,405
S01008939,781,478,303
S01008940,787,515,272
S01008941,955,623,332
