dz_2011,total,employed,nonemployed
S01010268,879,366,513
S01010269,867,352,515
S01010270,1227,418,809
S01010271,842,296,546
S01010272,1154,524,630
S01010273,1030,542,488
S01010274,658,363,295
S01010275,1316,664,652
S01010276,920,616,304
S01010277,464,216,248
S01010278,1074,512,562
S01010279,741,340,401
S01010280,798,448,350
S01010281,719,396,323
S01010282,1101,550,551
S01010283,779,443,336
S01010284,1589,700,889
S01010285,1005,491,514
S01010286,2210,828,1382
S01010287,1220,453,767
S01010288,1098,551,547
S01010289,687,473,214
S01010290,758,345,413
S01010291,1048,347,701
S01010292,1113,503,610
S01010293,806,304,502
S01010294,934,319,615
S01010295,870,342,528
S01010296,739,310,429
S01010297,794,372,422
S01010298,744,340,404
S01010299,473,190,283
S01010300,1260,552,708
S01010301,457,214,243
S01010302,677,262,415
S01010303,458,145,313
S01010304,614,242,372
S01010305,1004,497,507
S01010306,739,381,358
S01010307,799,491,308
S01010308,858,476,382
S01010309,516,214,302
S01010310,677,296,381
S01010311,815,271,544
S01010312,774,284,490
S01010313,1241,425,816
S01010314,1215,464,751
S01010315,807,466,341
S01010316,817,456,361
S01010317,1213,707,506
S01010318,1648,294,1354
S01010319,899,492,407
S01010320,683,327,356
S01010321,922,526,396
S01010322,1206,745,461
S01010323,558,199,359
S01010324,702,312,390
S01010325,733,302,431
S01010326,1002,443,559
S01010327,921,528,393
S01010328,825,439,386
S01010329,377,197,180
S01010330,516,221,295
S01010331,907,430,477
S01010332,793,330,463
S01010333,712,370,342
S01010334,924,532,392
S01010335,814,353,461
S01010336,846,430,416
S01010337,662,326,336
S01010338,641,265,376
S01010339,646,291,355
S01010340,628,320,308
S01010341,620,374,246
S01010342,649,446,203
S01010343,1084,782,302
S01010344,722,317,405
S01010345,464,331,133
S01010346,868,582,286
S01010347,885,352,533
S01010348,778,461,317
S01010349,865,469,396
S01010350,955,459,496
S01010351,766,438,328
S01010352,629,348,281
S01010353,789,277,512
S01010354,562,261,301
S01010355,929,453,476
S01010356,573,351,222
S01010357,536,220,316
S01010358,665,288,377
S01010359,801,326,475
S01010360,430,193,237
S01010361,430,139,291
S01010362,828,337,491
S01010363,607,382,225
S01010364,907,565,342
S01010365,932,625,307
S01010366,1143,730,413
S01010367,1502,597,905
S01010368,673,445,228
S01010369,704,456,248
S01010370,618,399,219
S01010371,1068,591,477
S01010372,764,482,282
S01010373,654,389,265
S01010374,854,501,353
S01010375,808,331,477
S01010376,933,362,571
S01010377,995,318,677
S01010378,884,270,614
S01010379,1421,446,975
S01010380,979,538,441
S01010381,1017,509,508
S01010382,851,467,384
S01010383,761,329,432
S01010384,1225,658,567
S01010385,871,477,394
S01010386,1089,547,542
S01010387,1513,817,696
S01010388,941,482,459
S01010389,1638,1136,502
S01010390,1183,780,403
S01010391,2663,1823,840
S01010392,1823,1223,600
S01010393,1380,917,463
S01010394,755,388,367
S01010395,962,597,365
S01010396,863,470,393
S01010397,803,487,316
S01010398,909,599,310
S01010399,1505,1083,422
S01010400,891,581,310
S01010401,670,375,295
S01010402,976,659,317
S01010403,934,610,324
S01010404,985,665,320
S01010405,826,584,242
S01010406,853,518,335
S01010407,1143,486,657
S01010408,466,287,179
S01010409,948,597,351
S01010410,424,295,129
S01010411,1042,688,354
S01010412,790,521,269
S01010413,661,375,286
S01010414,885,562,323
S01010415,897,443,454
S01010416,677,422,255
S01010417,428,308,120
S01010418,1000,657,343
S01010419,1251,830,421
S01010420,801,501,300
S01010421,637,407,230
S01010422,842,504,338
S01010423,831,440,391
S01010424,783,418,365
S01010425,819,431,388
S01010426,903,514,389
S01010427,888,365,523
S01010428,1126,686,440
S01010429,725,505,220
S01010430,784,385,399
S01010431,713,448,265
S01010432,698,367,331
S01010433,623,233,390
S01010434,615,277,338
S01010435,488,285,203
S01010436,634,296,338
S01010437,406,209,197
S01010438,764,417,347
S01010439,1033,633,400
S01010440,806,427,379
S01010441,776,561,215
S01010442,683,411,272
S01010443,533,313,220
S01010444,496,250,246
S01010445,707,337,370
S01010446,649,384,265
S01010447,817,385,432
S01010448,796,457,339
S01010449,696,341,355
S01010450,687,333,354
S01010451,769,361,408
S01010452,642,354,288
S01010453,864,384,480
S01010454,818,454,364
S01010455,697,289,408
S01010456,430,241,189
S01010457,762,352,410
S01010458,603,291,312
S01010459,557,263,294
S01010460,586,405,181
S01010461,745,371,374
S01010462,754,227,527
S01010463,567,334,233
S01010464,462,288,174
S01010465,817,569,248
S01010466,1415,791,624
S01010467,675,382,293
S01010468,898,548,350
S01010469,686,372,314
S01010470,621,369,252
S01010471,665,349,316
S01010472,1110,780,330
S01010473,884,559,325
S01010474,877,498,379
S01010475,1037,745,292
S01010476,747,433,314
S01010477,728,431,297
S01010478,1082,561,521
S01010479,735,395,340
S01010480,588,336,252
S01010481,607,276,331
S01010482,694,385,309
S01010483,823,467,356
S01010484,742,426,316
S01010485,745,455,290
S01010486,905,613,292
S01010487,768,464,304
S01010488,951,447,504
S01010489,1022,499,523
S01010490,602,244,358
S01010491,721,286,435
S01010492,554,180,374
S01010493,845,337,508
S01010494,512,271,241
S01010495,843,357,486
S01010496,1168,447,721
S01010497,788,384,404
S01010498,968,413,555
S01010499,915,382,533
S01010500,864,399,465
S01010501,681,364,317
S01010502,558,344,214
S01010503,628,283,345
S01010504,389,256,133
S01010505,492,320,172
S01010506,671,463,208
S01010507,801,568,233
S01010508,855,563,292
S01010509,919,653,266
S01010510,1180,816,364
S01010511,863,581,282
S01010512,645,422,223
S01010513,684,471,213
S01010514,651,457,194
S01010515,688,461,227
S01010516,477,327,150
S01010517,854,570,284
S01010518,716,485,231
S01010519,688,470,218
S01010520,827,593,234
S01010521,760,540,220
S01010522,572,382,190
S01010523,733,448,285
S01010524,462,313,149
S01010525,580,370,210
S01010526,665,464,201
S01010527,977,628,349
S01010528,586,405,181
S01010529,800,560,240
S01010530,566,389,177
S01010531,803,575,228
S01010532,623,396,227
S01010533,653,460,193
S01010534,813,563,250
S01010535,524,348,176
S01010536,891,630,261
S01010537,1122,834,288
S01010538,805,587,218
S01010539,857,664,193
S01010540,475,313,162
S01010541,649,442,207
S01010542,793,535,258
S01010543,470,341,129
S01010544,932,632,300
S01010545,509,327,182
S01010546,699,472,227
S01010547,567,368,199
S01010548,414,244,170
S01010549,909,578,331
S01010550,510,347,163
S01010551,598,404,194
S01010552,751,519,232
S01010553,486,321,165
S01010554,563,372,191
S01010555,778,495,283
S01010556,790,429,361
S01010557,510,313,197
S01010558,443,237,206
S01010559,491,284,207
S01010560,487,322,165
S01010561,679,447,232
S01010562,755,514,241
S01010563,611,354,257
S01010564,606,321,285
S01010565,729,428,301
S01010566,798,572,226
S01010567,925,649,276
S01010568,1071,734,337
S01010569,777,597,180
S01010570,1177,821,356
S01010571,738,559,179
S01010572,780,535,245
S01010573,501,378,123
S01010574,416,304,112
S01010575,647,425,222
S01010576,613,415,198
S01010577,659,421,238
S01010578,436,324,112
S01010579,580,416,164
S01010580,444,316,128
S01010581,646,483,163
S01010582,489,355,134
S01010583,742,549,193
S01010584,1511,1157,354
S01010585,1473,1148,325
S01010586,492,334,158
S01010587,634,425,209
S01010588,613,423,190
S01010589,1716,1333,383
S01010590,1282,950,332
S01010591,434,354,80
S01010592,295,218,77
S01010593,1684,1314,370
S01010594,1297,1018,279
S01010595,1291,1019,272
S01010596,2445,1901,544
S01010597,1754,1376,378
S01010598,1846,1456,390
S01010599,619,437,182
S01010600,1223,849,374
S01010601,499,319,180
S01010602,517,376,141
S01010603,600,420,180
S01010604,597,396,201
S01010605,1020,697,323
S01010606,738,468,270
S01010607,754,537,217
S01010608,550,322,228
S01010609,429,283,146
S01010610,579,347,232
S01010611,936,671,265
S01010612,567,388,179
S01010613,612,367,245
S01010614,535,330,205
S01010615,796,574,222
S01010616,838,584,254
S01010617,761,577,184
S01010618,790,610,180
S01010619,1040,742,298
S01010620,649,418,231
S01010621,877,579,298
S01010622,469,304,165
S01010623,695,486,209
S01010624,584,368,216
S01010625,578,364,214
S01010626,693,439,254
S01010627,789,540,249
S01010628,942,649,293
S01010629,899,530,369
S01010630,525,332,193
S01010631,717,514,203
S01010632,681,414,267
S01010633,704,414,290
S01010634,476,313,163
S01010635,577,350,227
S01010636,770,527,243
S01010637,709,472,237
S01010638,709,437,272
S01010639,1026,629,397
S01010640,753,539,214
S01010641,993,600,393
S01010642,720,402,318
S01010643,585,324,261
S01010644,638,306,332
S01010645,634,478,156
S01010646,631,437,194
S01010647,522,372,150
S01010648,755,506,249
S01010649,552,397,155
S01010650,555,338,217
S01010651,533,344,189
S01010652,661,426,235
S01010653,612,458,154
S01010654,603,400,203
S01010655,734,502,232
S01010656,510,322,188
S01010657,711,490,221
S01010658,854,528,326
S01010659,611,402,209
S01010660,660,425,235
S01010661,594,431,163
S01010662,675,461,214
S01010663,1122,768,354
S01010664,606,407,199
S01010665,762,480,282
S01010666,1016,683,333
S01010667,600,417,183
S01010668,978,620,358
S01010669,417,275,142
S01010670,705,462,243
S01010671,682,424,258
S01010672,1010,659,351
S01010673,857,571,286
S01010674,879,587,292
S01010675,741,489,252
S01010676,923,594,329
S01010677,363,219,144
S01010678,773,491,282
S01010679,1137,720,417
S01010680,588,389,199
S01010681,956,643,313
S01010682,1005,663,342
S01010683,738,451,287
S01010684,821,514,307
S01010685,593,346,247
S01010686,523,342,181
S01010687,774,467,307
S01010688,673,439,234
S01010689,731,444,287
S01010690,660,456,204
S01010691,752,528,224
S01010692,538,400,138
S01010693,293,202,91
S01010694,607,349,258
S01010695,545,373,172
S01010696,855,579,276
S01010697,845,515,330
S01010698,560,344,216
S01010699,463,328,135
S01010700,457,318,139
S01010701,950,664,286
S01010702,810,534,276
S01010703,692,470,222
S01010704,938,576,362
S01010705,952,631,321
S01010706,633,392,241
S01010707,582,393,189
S01010708,797,555,242
S01010709,648,461,187
S01010710,707,444,263
S01010711,544,378,166
S01010712,625,416,209
S01010713,761,540,221
S01010714,598,340,258
S01010715,588,375,213
S01010716,724,497,227
S01010717,756,488,268
S01010718,797,553,244
S01010719,635,411,224
S01010720,631,385,246
S01010721,616,399,217
S01010722,868,580,288
S01010723,820,559,261
S01010724,635,461,174
S01010725,661,441,220
S01010726,825,501,324
S01010727,587,357,230
S01010728,756,484,272
S01010729,721,503,218
S01010730,651,437,214
S01010731,679,429,250
S01010732,621,338,283
S01010733,719,426,293
S01010734,747,421,326
S01010735,758,452,306
S01010736,391,245,146
S01010737,804,459,345
S01010738,842,523,319
S01010739,643,406,237
S01010740,488,245,243
S01010741,495,285,210
S01010742,642,399,243
S01010743,652,359,293
S01010744,859,538,321
S01010745,525,314,211
S01010746,777,498,279
S01010747,838,483,355
S01010748,479,290,189
S01010749,565,342,223
S01010750,481,279,202
S01010751,722,382,340
S01010752,765,463,302
S01010753,954,553,401
S01010754,706,434,272
S01010755,616,396,220
S01010756,605,399,206
S01010757,659,393,266
S01010758,506,290,216
S01010759,481,295,186
S01010760,555,313,242
S01010761,402,267,135
S01010762,435,268,167
S01010763,664,422,242
S01010764,429,261,168
S01010765,923,550,373
S01010766,560,307,253
S01010767,506,284,222
S01010768,538,300,238
S01010769,381,221,160
S01010770,646,419,227
S01010771,704,376,328
S01010772,617,327,290
S01010773,604,373,231
S01010774,1026,575,451
S01010775,494,369,125
S01010776,625,374,251
S01010777,380,219,161
S01010778,478,255,223
S01010779,734,428,306
S01010780,472,305,167
S01010781,724,487,237
S01010782,439,239,200
S01010783,660,372,288
S01010784,821,500,321
S01010785,615,411,204
S01010786,485,341,144
S01010787,655,435,220
S01010788,461,343,118
S01010789,666,399,267
S01010790,632,404,228
S01010791,761,459,302
S01010792,859,561,298
S01010793,485,332,153
S01010794,412,275,137
S01010795,971,604,367
S01010796,1081,717,364
S01010797,581,422,159
S01010798,494,318,176
S01010799,762,473,289
S01010800,581,375,206
S01010801,586,366,220
S01010802,467,321,146
S01010803,428,246,182
S01010804,572,366,206
S01010805,958,596,362
S01010806,678,386,292
S01010807,408,269,139
S01010808,388,256,132
S01010809,756,530,226
S01010810,370,198,172
S01010811,717,459,258
S01010812,373,235,138
S01010813,701,442,259
S01010814,566,375,191
S01010815,447,305,142
S01010816,570,337,233
S01010817,880,543,337
S01010818,986,631,355
S01010819,751,458,293
S01010820,1022,622,400
S01010821,628,377,251
S01010822,567,336,231
S01010823,497,287,210
S01010824,853,631,222
S01010825,1153,799,354
S01010826,581,336,245
S01010827,549,354,195
S01010828,928,667,261
S01010829,884,559,325
S01010830,442,275,167
S01010831,432,325,107
S01010832,593,413,180
S01010833,889,576,313
S01010834,1232,777,455
S01010835,576,323,253
S01010836,698,419,279
S01010837,636,356,280
S01010838,872,541,331
S01010839,646,381,265
S01010840,438,262,176
S01010841,867,498,369
S01010842,705,328,377
S01010843,538,280,258
S01010844,639,384,255
S01010845,477,272,205
S01010846,711,430,281
S01010847,624,437,187
S01010848,687,352,335
S01010849,687,347,340
S01010850,699,321,378
S01010851,668,362,306
S01010852,662,395,267
S01010853,757,448,309
S01010854,660,356,304
S01010855,412,228,184
S01010856,633,318,315
S01010857,694,431,263
S01010858,822,444,378
S01010859,622,348,274
S01010860,671,375,296
S01010861,767,289,478
S01010862,508,222,286
S01010863,634,359,275
S01010864,480,306,174
S01010865,536,289,247
S01010866,581,324,257
S01010867,529,299,230
S01010868,580,313,267
S01010869,872,539,333
S01010870,739,442,297
S01010871,626,408,218
S01010872,658,372,286
S01010873,517,253,264
S01010874,710,459,251
S01010875,512,324,188
S01010876,552,308,244
S01010877,1286,609,677
S01010878,991,459,532
S01010879,880,573,307
S01010880,497,264,233
S01010881,576,347,229
S01010882,787,511,276
S01010883,799,486,313
S01010884,882,351,531
S01010885,1022,480,542
S01010886,499,247,252
S01010887,556,225,331
S01010888,952,488,464
S01010889,688,351,337
S01010890,569,236,333
S01010891,596,301,295
S01010892,702,331,371
S01010893,723,372,351
S01010894,545,306,239
S01010895,396,162,234
S01010896,748,294,454
S01010897,696,319,377
S01010898,1034,606,428
S01010899,559,343,216
S01010900,672,356,316
S01010901,325,146,179
S01010902,742,393,349
S01010903,674,283,391
S01010904,430,204,226
S01010905,747,418,329
S01010906,724,427,297
S01010907,461,358,103
S01010908,846,573,273
S01010909,897,563,334
S01010910,620,321,299
S01010911,617,250,367
S01010912,559,231,328
S01010913,504,314,190
S01010914,874,589,285
S01010915,765,479,286
S01010916,563,225,338
S01010917,637,317,320
S01010918,936,485,451
S01010919,690,343,347
S01010920,540,229,311
S01010921,559,275,284
S01010922,729,325,404
S01010923,869,408,461
S01010924,528,285,243
S01010925,619,303,316
S01010926,774,393,381
S01010927,699,349,350
S01010928,577,274,303
S01010929,678,341,337
S01010930,666,504,162
S01010931,331,215,116
S01010932,1103,717,386
S01010933,634,436,198
S01010934,850,585,265
S01010935,618,360,258
S01010936,526,340,186
S01010937,573,401,172
S01010938,687,410,277
S01010939,583,362,221
S01010940,520,350,170
S01010941,975,661,314
S01010942,523,320,203
S01010943,629,388,241
S01010944,603,372,231
S01010945,415,280,135
S01010946,729,465,264
S01010947,587,366,221
S01010948,510,315,195
S01010949,1064,714,350
S01010950,616,367,249
S01010951,546,364,182
S01010952,567,405,162
S01010953,576,391,185
S01010954,934,664,270
S01010955,791,533,258
S01010956,743,532,211
S01010957,443,295,148
S01010958,476,306,170
S01010959,671,446,225
S01010960,1088,696,392
S01010961,1048,687,361
S01010962,553,308,245
S01010963,770,541,229
S01010964,406,245,161
S01010965,782,472,310
S01010966,752,468,284
S01010967,652,400,252
S01010968,681,425,256
S01010969,535,332,203
S01010970,1110,680,430
S01010971,1286,814,472
S01010972,693,405,288
S01010973,492,302,190
S01010974,838,529,309
S01010975,482,275,207
S01010976,1581,1214,367
S01010977,535,359,176
S01010978,668,418,250
S01010979,652,421,231
S01010980,603,375,228
S01010981,535,304,231
S01010982,982,640,342
S01010983,847,534,313
S01010984,840,502,338
S01010985,613,389,224
S01010986,529,415,114
S01010987,290,218,72
S01010988,442,328,114
S01010989,1111,916,195
S01010990,596,366,230
S01010991,1442,1140,302
S01010992,1320,1071,249
S01010993,547,371,176
S01010994,2015,1517,498
S01010995,668,432,236
S01010996,650,458,192
S01010997,793,482,311
S01010998,1700,1349,351
S01010999,650,369,281
S01011000,831,512,319
S01011001,482,303,179
S01011002,521,321,200
S01011003,574,363,211
S01011004,586,416,170
S01011005,596,348,248
S01011006,746,540,206
S01011007,625,368,257
S01011008,675,400,275
S01011009,489,340,149
S01011010,721,441,280
S01011011,586,306,280
S01011012,863,482,381
S01011013,640,396,244
S01011014,657,442,215
S01011015,442,290,152
S01011016,901,677,224
S01011017,1256,906,350
S01011018,1070,710,360
S01011019,893,616,277
S01011020,351,251,100
S01011021,646,383,263
S01011022,525,352,173
S01011023,744,467,277
S01011024,878,509,369
S01011025,536,336,200
S01011026,449,257,192
S01011027,805,482,323
S01011028,824,456,368
S01011029,562,335,227
S01011030,766,537,229
S01011031,819,533,286
S01011032,677,403,274
S01011033,599,422,177
S01011034,616,373,243
S01011035,486,305,181
S01011036,752,470,282
S01011037,780,468,312
S01011038,742,415,327
S01011039,690,443,247
S01011040,962,605,357
S01011041,562,278,284
S01011042,603,418,185
S01011043,897,564,333
S01011044,834,530,304
S01011045,679,433,246
S01011046,680,448,232
S01011047,789,500,289
S01011048,931,589,342
S01011049,614,420,194
S01011050,747,507,240
S01011051,791,546,245
S01011052,845,552,293
S01011053,532,326,206
S01011054,498,337,161
S01011055,428,295,133
S01011056,501,360,141
S01011057,555,394,161
S01011058,487,336,151
S01011059,581,386,195
S01011060,828,548,280
S01011061,781,520,261
S01011062,1006,687,319
S01011063,813,514,299
S01011064,942,644,298
S01011065,688,414,274
S01011066,450,275,175
S01011067,815,478,337
S01011068,592,348,244
S01011069,525,307,218
S01011070,657,430,227
S01011071,724,420,304
S01011072,815,545,270
S01011073,528,346,182
S01011074,456,309,147
S01011075,611,372,239
S01011076,800,511,289
S01011077,721,413,308
S01011078,966,631,335
S01011079,957,656,301
S01011080,835,516,319
S01011081,598,370,228
S01011082,491,296,195
S01011083,856,543,313
S01011084,662,405,257
S01011085,675,429,246
S01011086,475,301,174
S01011087,644,414,230
S01011088,838,533,305
S01011089,676,399,277
S01011090,548,359,189
S01011091,549,396,153
S01011092,1714,1255,459
S01011093,2245,1625,620
S01011094,547,391,156
S01011095,826,594,232
S01011096,700,518,182
S01011097,518,367,151
S01011098,866,580,286
S01011099,627,401,226
S01011100,396,243,153
S01011101,585,350,235
S01011102,566,336,230
S01011103,587,335,252
S01011104,456,274,182
S01011105,613,399,214
S01011106,637,443,194
S01011107,1693,1227,466
S01011108,510,341,169
S01011109,619,427,192
S01011110,705,462,243
S01011111,805,508,297
S01011112,104,70,34
S01011113,749,505,244
S01011114,887,607,280
S01011115,691,446,245
S01011116,664,448,216
S01011117,628,408,220
S01011118,687,474,213
S01011119,666,414,252
S01011120,872,554,318
S01011121,483,336,147
S01011122,585,406,179
S01011123,811,549,262
S01011124,449,328,121
S01011125,337,241,96
S01011126,525,377,148
S01011127,324,237,87
S01011128,770,498,272
S01011129,626,427,199
S01011130,565,359,206
S01011131,585,400,185
S01011132,683,452,231
S01011133,408,267,141
S01011134,659,444,215
S01011135,771,506,265
S01011136,487,315,172
S01011137,624,422,202
S01011138,450,327,123
S01011139,1102,967,135
S01011140,407,268,139
S01011141,1382,1149,233
S01011142,926,471,455
S01011143,869,553,316
S01011144,639,422,217
S01011145,794,516,278
S01011146,767,479,288
S01011147,901,618,283
S01011148,607,412,195
S01011149,591,468,123
S01011150,658,543,115
S01011151,535,361,174
S01011152,693,453,240
S01011153,747,429,318
S01011154,463,272,191
S01011155,580,358,222
S01011156,667,426,241
S01011157,461,298,163
S01011158,442,277,165
S01011159,439,243,196
S01011160,680,468,212
S01011161,469,295,174
S01011162,634,391,243
S01011163,754,484,270
S01011164,580,372,208
S01011165,628,355,273
S01011166,441,274,167
S01011167,824,519,305
S01011168,656,424,232
S01011169,882,631,251
S01011170,692,419,273
S01011171,753,503,250
S01011172,570,344,226
S01011173,604,348,256
S01011174,552,338,214
S01011175,581,341,240
S01011176,490,272,218
S01011177,763,501,262
S01011178,427,265,162
S01011179,554,302,252
S01011180,655,323,332
S01011181,1143,786,357
S01011182,419,259,160
S01011183,559,339,220
S01011184,605,411,194
S01011185,602,351,251
S01011186,851,449,402
S01011187,693,393,300
S01011188,835,475,360
S01011189,818,494,324
S01011190,791,481,310
S01011191,548,331,217
S01011192,666,398,268
S01011193,724,390,334
S01011194,533,264,269
S01011195,687,397,290
S01011196,754,393,361
S01011197,630,301,329
S01011198,517,295,222
S01011199,595,355,240
S01011200,689,404,285
S01011201,472,279,193
S01011202,725,427,298
S01011203,964,579,385
S01011204,436,282,154
S01011205,158,107,51
S01011206,548,385,163
S01011207,1358,938,420
S01011208,691,500,191
S01011209,527,325,202
S01011210,654,385,269
S01011211,1286,919,367
S01011212,538,282,256
S01011213,872,440,432
S01011214,779,381,398
S01011215,671,316,355
S01011216,821,425,396
S01011217,871,433,438
S01011218,637,291,346
S01011219,764,389,375
S01011220,754,400,354
S01011221,793,469,324
S01011222,496,271,225
S01011223,682,413,269
S01011224,506,254,252
S01011225,769,385,384
S01011226,772,441,331
S01011227,628,347,281
S01011228,1048,543,505
S01011229,604,285,319
S01011230,942,373,569
S01011231,805,340,465
S01011232,777,434,343
S01011233,1105,679,426
S01011234,855,398,457
S01011235,408,187,221
S01011236,438,230,208
S01011237,757,344,413
S01011238,611,268,343
S01011239,667,298,369
S01011240,866,353,513
S01011241,783,393,390
S01011242,752,382,370
S01011243,965,441,524
S01011244,535,237,298
S01011245,659,296,363
S01011246,752,431,321
S01011247,687,380,307
S01011248,745,455,290
S01011249,795,494,301
S01011250,889,481,408
S01011251,659,352,307
S01011252,612,295,317
S01011253,724,352,372
S01011254,955,584,371
S01011255,323,234,89
S01011256,331,245,86
S01011257,368,172,196
S01011258,542,294,248
S01011259,686,379,307
S01011260,549,288,261
S01011261,661,308,353
S01011262,501,263,238
S01011263,590,337,253
S01011264,485,258,227
S01011265,756,369,387
S01011266,662,367,295
S01011267,726,419,307
S01011268,450,222,228
S01011269,441,205,236
S01011270,657,340,317
S01011271,687,325,362
S01011272,576,272,304
S01011273,907,435,472
S01011274,807,424,383
S01011275,1060,652,408
S01011276,782,397,385
S01011277,554,353,201
S01011278,514,381,133
S01011279,549,349,200
S01011280,567,309,258
S01011281,614,407,207
S01011282,671,477,194
S01011283,593,447,146
S01011284,844,659,185
S01011285,815,419,396
S01011286,515,274,241
S01011287,735,384,351
S01011288,791,445,346
S01011289,682,358,324
S01011290,987,510,477
S01011291,749,394,355
S01011292,512,231,281
S01011293,694,358,336
S01011294,677,301,376
S01011295,793,430,363
S01011296,559,259,300
S01011297,694,388,306
S01011298,827,411,416
S01011299,388,256,132
S01011300,754,380,374
S01011301,543,320,223
S01011302,712,332,380
S01011303,884,604,280
S01011304,702,416,286
S01011305,608,353,255
S01011306,411,196,215
S01011307,1726,1203,523
S01011308,489,290,199
S01011309,643,374,269
S01011310,502,280,222
S01011311,878,513,365
S01011312,946,533,413
S01011313,818,505,313
S01011314,807,495,312
S01011315,296,167,129
S01011316,661,374,287
S01011317,643,321,322
S01011318,636,347,289
S01011319,717,377,340
S01011320,536,300,236
S01011321,510,344,166
S01011322,468,285,183
S01011323,845,491,354
S01011324,375,209,166
S01011325,725,374,351
S01011326,808,409,399
S01011327,561,255,306
S01011328,661,341,320
S01011329,722,371,351
S01011330,519,299,220
S01011331,588,292,296
S01011332,905,501,404
S01011333,520,256,264
S01011334,1076,659,417
S01011335,863,452,411
S01011336,500,293,207
S01011337,545,301,244
S01011338,628,373,255
S01011339,515,263,252
S01011340,926,515,411
S01011341,661,378,283
S01011342,651,379,272
S01011343,692,365,327
S01011344,636,312,324
S01011345,764,423,341
S01011346,633,380,253
S01011347,893,501,392
S01011348,890,517,373
S01011349,859,629,230
S01011350,699,448,251
S01011351,603,298,305
S01011352,510,308,202
S01011353,487,291,196
S01011354,651,391,260
S01011355,809,505,304
S01011356,735,511,224
S01011357,1073,663,410
S01011358,426,310,116
S01011359,564,291,273
S01011360,646,344,302
S01011361,427,190,237
S01011362,480,361,119
S01011363,1248,791,457
S01011364,475,310,165
S01011365,583,407,176
S01011366,342,187,155
S01011367,628,348,280
S01011368,1041,853,188
S01011369,563,314,249
S01011370,1226,966,260
S01011371,1179,665,514
S01011372,794,418,376
S01011373,655,346,309
S01011374,392,270,122
S01011375,547,317,230
S01011376,423,254,169
S01011377,451,298,153
S01011378,755,449,306
S01011379,867,607,260
S01011380,565,349,216
S01011381,635,395,240
S01011382,422,255,167
S01011383,832,342,490
S01011384,576,236,340
S01011385,702,349,353
S01011386,701,329,372
S01011387,704,344,360
S01011388,1052,720,332
S01011389,1136,766,370
S01011390,778,416,362
S01011391,484,272,212
S01011392,779,460,319
S01011393,603,346,257
S01011394,698,478,220
S01011395,661,372,289
S01011396,711,389,322
S01011397,553,276,277
S01011398,540,272,268
S01011399,391,207,184
S01011400,727,457,270
S01011401,756,461,295
S01011402,647,346,301
S01011403,746,456,290
S01011404,865,459,406
S01011405,509,302,207
S01011406,519,314,205
S01011407,1024,657,367
S01011408,665,394,271
S01011409,587,331,256
S01011410,594,385,209
S01011411,689,443,246
S01011412,747,470,277
S01011413,445,314,131
S01011414,786,415,371
S01011415,719,461,258
S01011416,703,439,264
S01011417,594,340,254
S01011418,593,300,293
S01011419,521,303,218
S01011420,380,181,199
S01011421,361,271,90
S01011422,374,193,181
S01011423,461,217,244
S01011424,424,260,164
S01011425,566,288,278
S01011426,1299,851,448
S01011427,1036,566,470
S01011428,518,322,196
S01011429,1150,558,592
S01011430,759,517,242
S01011431,984,531,453
S01011432,1608,748,860
S01011433,739,398,341
S01011434,777,508,269
S01011435,1095,712,383
S01011436,958,570,388
S01011437,617,327,290
S01011438,665,365,300
S01011439,848,499,349
S01011440,834,497,337
S01011441,684,397,287
S01011442,492,271,221
S01011443,589,308,281
S01011444,903,508,395
S01011445,488,238,250
S01011446,1790,1371,419
S01011447,749,412,337
S01011448,959,637,322
S01011449,570,326,244
S01011450,611,400,211
S01011451,1444,1019,425
S01011452,737,503,234
S01011453,599,359,240
S01011454,782,442,340
S01011455,794,422,372
S01011456,813,434,379
S01011457,691,398,293
S01011458,625,405,220
S01011459,999,685,314
S01011460,693,431,262
S01011461,621,373,248
S01011462,781,490,291
S01011463,513,325,188
S01011464,1184,899,285
S01011465,600,345,255
S01011466,1549,1044,505
S01011467,403,255,148
S01011468,98,77,21
S01011469,620,344,276
S01011470,742,399,343
S01011471,732,414,318
S01011472,976,487,489
S01011473,742,348,394
S01011474,805,405,400
S01011475,465,206,259
S01011476,692,474,218
S01011477,670,398,272
S01011478,784,532,252
S01011479,686,432,254
S01011480,795,551,244
S01011481,853,575,278
S01011482,877,477,400
S01011483,640,399,241
S01011484,863,457,406
S01011485,705,324,381
S01011486,389,176,213
S01011487,981,552,429
S01011488,484,229,255
S01011489,736,533,203
S01011490,827,511,316
S01011491,388,189,199
S01011492,642,361,281
S01011493,789,544,245
S01011494,559,295,264
S01011495,780,413,367
S01011496,472,252,220
S01011497,706,519,187
S01011498,533,401,132
S01011499,689,490,199
S01011500,756,442,314
S01011501,498,263,235
S01011502,566,341,225
S01011503,784,449,335
S01011504,493,284,209
S01011505,518,291,227
S01011506,419,236,183
S01011507,588,329,259
S01011508,755,510,245
S01011509,489,312,177
S01011510,779,422,357
S01011511,516,286,230
S01011512,858,405,453
S01011513,673,340,333
S01011514,775,433,342
S01011515,614,415,199
S01011516,705,509,196
S01011517,470,280,190
S01011518,487,232,255
S01011519,593,335,258
S01011520,812,414,398
S01011521,1032,547,485
S01011522,730,411,319
S01011523,1009,607,402
S01011524,720,509,211
