dz_2011,total,pensioner,nonpensioner
S01010307,476,35,441
S01010308,480,41,439
S01010309,360,75,285
S01010310,485,44,441
S01010311,544,92,452
S01010312,502,80,422
S01010313,697,114,583
S01010314,663,101,562
S01010315,512,54,458
S01010316,540,36,504
S01010317,709,82,627
S01010318,397,33,364
S01010319,616,63,553
S01010320,482,65,417
S01010321,626,73,553
S01010322,702,82,620
S01010323,456,106,350
S01010324,489,164,325
S01010325,552,209,343
S01010326,666,90,576
S01010327,517,52,465
S01010328,533,140,393
S01010329,257,70,187
S01010330,321,46,275
S01010331,686,194,492
S01010332,401,70,331
S01010333,487,103,384
S01010334,637,126,511
S01010335,471,134,337
S01010336,564,57,507
S01010337,381,86,295
S01010338,414,64,350
S01010339,403,108,295
S01010340,401,78,323
S01010341,357,61,296
S01010342,408,84,324
S01010343,525,34,491
S01010344,549,132,417
S01010345,227,19,208
S01010346,461,74,387
S01010347,466,91,375
S01010348,536,143,393
S01010349,563,134,429
S01010350,649,129,520
S01010351,496,79,417
S01010352,398,77,321
S01010353,620,117,503
S01010354,375,67,308
S01010355,625,100,525
S01010356,347,20,327
S01010357,398,74,324
S01010358,543,129,414
S01010359,618,144,474
S01010360,285,24,261
S01010361,357,50,307
S01010362,722,121,601
S01010363,394,64,330
S01010364,438,94,344
S01010365,534,101,433
S01010366,694,106,588
S01010367,546,94,452
S01010368,426,77,349
S01010369,455,32,423
S01010370,335,23,312
S01010371,554,48,506
S01010372,408,40,368
S01010373,408,50,358
S01010374,509,55,454
S01010375,406,49,357
S01010376,487,23,464
S01010377,418,14,404
S01010378,369,26,343
S01010379,615,49,566
S01010380,595,68,527
S01010381,646,52,594
S01010382,536,52,484
S01010383,510,60,450
S01010384,779,92,687
S01010385,578,65,513
S01010386,709,83,626
S01010387,961,119,842
S01010388,635,90,545
S01010389,1114,19,1095
S01010390,865,46,819
S01010391,1855,82,1773
S01010392,1229,40,1189
S01010393,1000,160,840
S01010394,579,115,464
S01010395,749,136,613
S01010396,585,108,477
S01010397,510,66,444
S01010398,583,87,496
S01010399,965,90,875
S01010400,530,93,437
S01010401,454,119,335
S01010402,575,85,490
S01010403,552,87,465
S01010404,630,113,517
S01010405,515,62,453
S01010406,515,49,466
S01010407,606,56,550
S01010408,322,86,236
S01010409,533,109,424
S01010410,248,45,203
S01010411,540,110,430
S01010412,496,58,438
S01010413,510,205,305
S01010414,572,156,416
S01010415,655,178,477
S01010416,382,85,297
S01010417,286,67,219
S01010418,663,84,579
S01010419,798,166,632
S01010420,459,146,313
S01010421,346,80,266
S01010422,526,136,390
S01010423,614,89,525
S01010424,564,114,450
S01010425,621,80,541
S01010426,644,43,601
S01010427,609,108,501
S01010428,712,196,516
S01010429,388,54,334
S01010430,544,87,457
S01010431,420,125,295
S01010432,464,50,414
S01010433,400,17,383
S01010434,425,58,367
S01010435,328,85,243
S01010436,433,52,381
S01010437,269,71,198
S01010438,488,35,453
S01010439,668,44,624
S01010440,478,82,396
S01010441,542,37,505
S01010442,450,19,431
S01010443,334,86,248
S01010444,289,74,215
S01010445,398,71,327
S01010446,329,66,263
S01010447,559,113,446
S01010448,451,106,345
S01010449,468,147,321
S01010450,477,117,360
S01010451,568,120,448
S01010452,460,165,295
S01010453,597,67,530
S01010454,529,163,366
S01010455,604,169,435
S01010456,354,132,222
S01010457,553,139,414
S01010458,443,154,289
S01010459,372,115,257
S01010460,386,78,308
S01010461,520,130,390
S01010462,550,45,505
S01010463,376,111,265
S01010464,314,93,221
S01010465,486,60,426
S01010466,802,79,723
S01010467,522,175,347
S01010468,514,95,419
S01010469,549,97,452
S01010470,414,116,298
S01010471,445,120,325
S01010472,671,63,608
S01010473,591,63,528
S01010474,564,85,479
S01010475,694,71,623
S01010476,523,170,353
S01010477,469,127,342
S01010478,831,174,657
S01010479,512,142,370
S01010480,389,114,275
S01010481,359,54,305
S01010482,455,137,318
S01010483,585,144,441
S01010484,448,92,356
S01010485,437,113,324
S01010486,480,108,372
S01010487,476,136,340
S01010488,588,92,496
S01010489,615,118,497
S01010490,377,37,340
S01010491,493,50,443
S01010492,336,64,272
S01010493,529,41,488
S01010494,309,52,257
S01010495,573,62,511
S01010496,815,131,684
S01010497,429,24,405
S01010498,625,116,509
S01010499,581,105,476
S01010500,485,37,448
S01010501,415,74,341
S01010502,318,37,281
S01010503,386,68,318
S01010504,247,64,183
S01010505,288,69,219
S01010506,405,87,318
S01010507,477,92,385
S01010508,516,128,388
S01010509,503,96,407
S01010510,682,175,507
S01010511,528,128,400
S01010512,405,124,281
S01010513,357,81,276
S01010514,377,78,299
S01010515,398,91,307
S01010516,270,59,211
S01010517,497,77,420
S01010518,408,61,347
S01010519,356,51,305
S01010520,509,136,373
S01010521,450,96,354
S01010522,357,75,282
S01010523,433,59,374
S01010524,264,63,201
S01010525,316,90,226
S01010526,409,105,304
S01010527,607,146,461
S01010528,335,67,268
S01010529,434,99,335
S01010530,313,67,246
S01010531,496,147,349
S01010532,366,106,260
S01010533,410,131,279
S01010534,488,116,372
S01010535,305,73,232
S01010536,569,135,434
S01010537,595,154,441
S01010538,463,40,423
S01010539,463,70,393
S01010540,298,80,218
S01010541,362,71,291
S01010542,456,111,345
S01010543,255,59,196
S01010544,555,143,412
S01010545,344,105,239
S01010546,456,138,318
S01010547,313,77,236
S01010548,262,100,162
S01010549,525,116,409
S01010550,301,66,235
S01010551,328,48,280
S01010552,427,70,357
S01010553,261,36,225
S01010554,396,105,291
S01010555,507,117,390
S01010556,476,130,346
S01010557,317,91,226
S01010558,303,102,201
S01010559,351,144,207
S01010560,291,95,196
S01010561,402,117,285
S01010562,427,115,312
S01010563,357,75,282
S01010564,421,140,281
S01010565,410,108,302
S01010566,453,93,360
S01010567,441,59,382
S01010568,581,101,480
S01010569,364,55,309
S01010570,613,112,501
S01010571,461,73,388
S01010572,463,65,398
S01010573,283,35,248
S01010574,236,49,187
S01010575,361,102,259
S01010576,326,75,251
S01010577,354,53,301
S01010578,203,22,181
S01010579,325,64,261
S01010580,305,32,273
S01010581,372,35,337
S01010582,256,41,215
S01010583,440,88,352
S01010584,781,37,744
S01010585,776,31,745
S01010586,272,61,211
S01010587,350,89,261
S01010588,359,65,294
S01010589,988,86,902
S01010590,707,88,619
S01010591,253,11,242
S01010592,198,25,173
S01010593,938,93,845
S01010594,722,58,664
S01010595,716,58,658
S01010596,1325,104,1221
S01010597,966,64,902
S01010598,1017,71,946
S01010599,351,55,296
S01010600,703,171,532
S01010601,340,121,219
S01010602,312,50,262
S01010603,369,105,264
S01010604,355,108,247
S01010605,583,152,431
S01010606,469,121,348
S01010607,455,125,330
S01010608,347,51,296
S01010609,242,32,210
S01010610,360,129,231
S01010611,608,112,496
S01010612,316,56,260
S01010613,395,119,276
S01010614,333,72,261
S01010615,481,54,427
S01010616,402,106,296
S01010617,405,88,317
S01010618,422,53,369
S01010619,643,36,607
S01010620,445,27,418
S01010621,527,94,433
S01010622,333,61,272
S01010623,366,17,349
S01010624,284,50,234
S01010625,333,109,224
S01010626,415,134,281
S01010627,486,112,374
S01010628,561,126,435
S01010629,551,167,384
S01010630,309,53,256
S01010631,466,114,352
S01010632,486,157,329
S01010633,476,129,347
S01010634,264,56,208
S01010635,351,101,250
S01010636,463,100,363
S01010637,522,121,401
S01010638,490,172,318
S01010639,675,116,559
S01010640,452,57,395
S01010641,705,103,602
S01010642,475,67,408
S01010643,335,18,317
S01010644,436,56,380
S01010645,380,58,322
S01010646,348,63,285
S01010647,306,50,256
S01010648,464,105,359
S01010649,361,107,254
S01010650,294,44,250
S01010651,295,48,247
S01010652,345,54,291
S01010653,392,78,314
S01010654,348,55,293
S01010655,426,89,337
S01010656,291,67,224
S01010657,361,68,293
S01010658,438,76,362
S01010659,333,70,263
S01010660,410,117,293
S01010661,382,103,279
S01010662,377,85,292
S01010663,610,122,488
S01010664,324,65,259
S01010665,475,118,357
S01010666,611,166,445
S01010667,336,67,269
S01010668,593,159,434
S01010669,266,79,187
S01010670,401,86,315
S01010671,397,91,306
S01010672,636,131,505
S01010673,506,117,389
S01010674,538,114,424
S01010675,414,93,321
S01010676,511,107,404
S01010677,224,60,164
S01010678,472,89,383
S01010679,737,167,570
S01010680,382,89,293
S01010681,567,69,498
S01010682,551,108,443
S01010683,423,102,321
S01010684,492,137,355
S01010685,370,102,268
S01010686,309,78,231
S01010687,476,140,336
S01010688,398,101,297
S01010689,483,158,325
S01010690,442,129,313
S01010691,433,95,338
S01010692,307,56,251
S01010693,173,42,131
S01010694,390,119,271
S01010695,304,66,238
S01010696,469,112,357
S01010697,458,111,347
S01010698,338,76,262
S01010699,250,36,214
S01010700,258,56,202
S01010701,542,113,429
S01010702,449,112,337
S01010703,375,80,295
S01010704,556,131,425
S01010705,537,110,427
S01010706,369,61,308
S01010707,293,71,222
S01010708,454,109,345
S01010709,376,94,282
S01010710,400,84,316
S01010711,319,83,236
S01010712,321,43,278
S01010713,430,72,358
S01010714,419,115,304
S01010715,387,109,278
S01010716,479,97,382
S01010717,447,131,316
S01010718,453,76,377
S01010719,381,109,272
S01010720,398,143,255
S01010721,394,121,273
S01010722,519,140,379
S01010723,417,82,335
S01010724,354,78,276
S01010725,340,77,263
S01010726,482,143,339
S01010727,293,60,233
S01010728,389,74,315
S01010729,354,70,284
S01010730,343,69,274
S01010731,399,92,307
S01010732,334,46,288
S01010733,408,62,346
S01010734,411,58,353
S01010735,423,63,360
S01010736,218,55,163
S01010737,487,142,345
S01010738,501,119,382
S01010739,388,69,319
S01010740,325,67,258
S01010741,289,81,208
S01010742,390,108,282
S01010743,367,74,293
S01010744,491,112,379
S01010745,363,101,262
S01010746,441,89,352
S01010747,507,130,377
S01010748,280,76,204
S01010749,316,70,246
S01010750,287,88,199
S01010751,452,112,340
S01010752,465,86,379
S01010753,555,102,453
S01010754,507,147,360
S01010755,397,101,296
S01010756,360,109,251
S01010757,423,132,291
S01010758,305,97,208
S01010759,331,116,215
S01010760,402,159,243
S01010761,222,58,164
S01010762,263,74,189
S01010763,441,130,311
S01010764,289,87,202
S01010765,581,178,403
S01010766,359,123,236
S01010767,347,105,242
S01010768,355,131,224
S01010769,217,63,154
S01010770,385,81,304
S01010771,502,168,334
S01010772,376,101,275
S01010773,336,70,266
S01010774,591,151,440
S01010775,266,42,224
S01010776,429,113,316
S01010777,270,69,201
S01010778,329,49,280
S01010779,442,93,349
S01010780,294,72,222
S01010781,426,92,334
S01010782,293,67,226
S01010783,427,103,324
S01010784,528,125,403
S01010785,354,73,281
S01010786,255,39,216
S01010787,384,88,296
S01010788,274,57,217
S01010789,368,85,283
S01010790,343,90,253
S01010791,427,118,309
S01010792,514,96,418
S01010793,275,59,216
S01010794,234,37,197
S01010795,586,169,417
S01010796,618,153,465
S01010797,329,61,268
S01010798,293,67,226
S01010799,586,182,404
S01010800,396,93,303
S01010801,399,123,276
S01010802,291,68,223
S01010803,280,60,220
S01010804,383,117,266
S01010805,579,134,445
S01010806,458,84,374
S01010807,244,61,183
S01010808,230,45,185
S01010809,428,78,350
S01010810,249,81,168
S01010811,446,118,328
S01010812,238,65,173
S01010813,428,104,324
S01010814,354,88,266
S01010815,270,63,207
S01010816,375,144,231
S01010817,492,94,398
S01010818,742,261,481
S01010819,468,127,341
S01010820,518,79,439
S01010821,345,101,244
S01010822,280,21,259
S01010823,254,27,227
S01010824,424,49,375
S01010825,567,63,504
S01010826,315,65,250
S01010827,268,37,231
S01010828,441,47,394
S01010829,555,133,422
S01010830,231,51,180
S01010831,197,12,185
S01010832,284,34,250
S01010833,482,119,363
S01010834,702,201,501
S01010835,318,101,217
S01010836,454,114,340
S01010837,360,96,264
S01010838,478,89,389
S01010839,417,109,308
S01010840,332,105,227
S01010841,638,173,465
S01010842,660,229,431
S01010843,494,210,284
S01010844,365,99,266
S01010845,259,66,193
S01010846,356,48,308
S01010847,317,38,279
S01010848,364,51,313
S01010849,364,55,309
S01010850,421,59,362
S01010851,407,56,351
S01010852,347,67,280
S01010853,409,80,329
S01010854,384,49,335
S01010855,223,53,170
S01010856,455,121,334
S01010857,378,44,334
S01010858,534,139,395
S01010859,323,54,269
S01010860,390,80,310
S01010861,387,85,302
S01010862,314,45,269
S01010863,360,94,266
S01010864,272,75,197
S01010865,345,139,206
S01010866,370,151,219
S01010867,334,120,214
S01010868,306,91,215
S01010869,463,114,349
S01010870,513,172,341
S01010871,408,112,296
S01010872,479,108,371
S01010873,524,210,314
S01010874,363,59,304
S01010875,336,61,275
S01010876,393,64,329
S01010877,705,122,583
S01010878,586,188,398
S01010879,514,94,420
S01010880,321,68,253
S01010881,368,131,237
S01010882,350,35,315
S01010883,418,65,353
S01010884,662,148,514
S01010885,746,123,623
S01010886,325,43,282
S01010887,417,133,284
S01010888,675,141,534
S01010889,538,91,447
S01010890,573,249,324
S01010891,473,131,342
S01010892,576,185,391
S01010893,535,112,423
S01010894,398,98,300
S01010895,307,65,242
S01010896,546,145,401
S01010897,429,69,360
S01010898,500,56,444
S01010899,271,44,227
S01010900,409,63,346
S01010901,205,33,172
S01010902,453,120,333
S01010903,479,129,350
S01010904,271,29,242
S01010905,428,38,390
S01010906,383,33,350
S01010907,232,12,220
S01010908,473,73,400
S01010909,431,56,375
S01010910,434,50,384
S01010911,590,235,355
S01010912,445,137,308
S01010913,293,44,249
S01010914,402,34,368
S01010915,366,50,316
S01010916,425,72,353
S01010917,452,93,359
S01010918,589,201,388
S01010919,378,71,307
S01010920,303,31,272
S01010921,305,52,253
S01010922,395,86,309
S01010923,536,146,390
S01010924,290,66,224
S01010925,386,89,297
S01010926,441,94,347
S01010927,405,63,342
S01010928,340,59,281
S01010929,383,60,323
S01010930,357,53,304
S01010931,203,43,160
S01010932,626,100,526
S01010933,327,40,287
S01010934,479,87,392
S01010935,401,141,260
S01010936,404,129,275
S01010937,323,65,258
S01010938,441,96,345
S01010939,308,70,238
S01010940,268,84,184
S01010941,483,109,374
S01010942,268,77,191
S01010943,343,56,287
S01010944,384,91,293
S01010945,222,39,183
S01010946,437,120,317
S01010947,354,84,270
S01010948,288,60,228
S01010949,511,66,445
S01010950,380,104,276
S01010951,297,64,233
S01010952,304,39,265
S01010953,300,59,241
S01010954,413,43,370
S01010955,402,41,361
S01010956,419,63,356
S01010957,231,52,179
S01010958,282,92,190
S01010959,403,81,322
S01010960,588,100,488
S01010961,590,121,469
S01010962,385,123,262
S01010963,429,98,331
S01010964,216,59,157
S01010965,460,96,364
S01010966,453,108,345
S01010967,399,82,317
S01010968,397,104,293
S01010969,318,101,217
S01010970,633,173,460
S01010971,646,128,518
S01010972,374,61,313
S01010973,261,67,194
S01010974,485,115,370
S01010975,261,58,203
S01010976,815,59,756
S01010977,312,87,225
S01010978,446,125,321
S01010979,354,69,285
S01010980,386,96,290
S01010981,330,86,244
S01010982,496,103,393
S01010983,561,188,373
S01010984,484,162,322
S01010985,355,82,273
S01010986,241,22,219
S01010987,157,24,133
S01010988,205,15,190
S01010989,568,29,539
S01010990,319,71,248
S01010991,720,47,673
S01010992,678,32,646
S01010993,296,57,239
S01010994,1032,106,926
S01010995,346,61,285
S01010996,350,74,276
S01010997,466,158,308
S01010998,868,70,798
S01010999,412,151,261
S01011000,421,78,343
S01011001,273,70,203
S01011002,314,81,233
S01011003,334,88,246
S01011004,333,66,267
S01011005,385,79,306
S01011006,422,70,352
S01011007,372,86,286
S01011008,375,94,281
S01011009,269,41,228
S01011010,509,117,392
S01011011,435,108,327
S01011012,522,80,442
S01011013,416,121,295
S01011014,364,48,316
S01011015,264,64,200
S01011016,456,29,427
S01011017,663,83,580
S01011018,617,149,468
S01011019,499,89,410
S01011020,202,32,170
S01011021,351,85,266
S01011022,292,49,243
S01011023,428,73,355
S01011024,490,77,413
S01011025,276,28,248
S01011026,235,22,213
S01011027,510,100,410
S01011028,493,101,392
S01011029,307,50,257
S01011030,369,50,319
S01011031,483,94,389
S01011032,403,92,311
S01011033,348,61,287
S01011034,409,120,289
S01011035,252,29,223
S01011036,441,70,371
S01011037,465,67,398
S01011038,412,74,338
S01011039,442,108,334
S01011040,522,64,458
S01011041,327,60,267
S01011042,333,48,285
S01011043,521,94,427
S01011044,470,53,417
S01011045,426,107,319
S01011046,362,66,296
S01011047,431,95,336
S01011048,561,155,406
S01011049,379,105,274
S01011050,406,87,319
S01011051,484,123,361
S01011052,515,165,350
S01011053,326,71,255
S01011054,305,81,224
S01011055,228,42,186
S01011056,271,59,212
S01011057,294,60,234
S01011058,251,47,204
S01011059,309,49,260
S01011060,534,176,358
S01011061,491,114,377
S01011062,655,184,471
S01011063,515,152,363
S01011064,594,166,428
S01011065,370,86,284
S01011066,277,83,194
S01011067,521,160,361
S01011068,349,91,258
S01011069,323,92,231
S01011070,386,99,287
S01011071,413,114,299
S01011072,445,84,361
S01011073,286,67,219
S01011074,280,63,217
S01011075,389,101,288
S01011076,538,167,371
S01011077,436,110,326
S01011078,555,151,404
S01011079,598,138,460
S01011080,525,140,385
S01011081,352,83,269
S01011082,360,134,226
S01011083,507,134,373
S01011084,373,92,281
S01011085,383,94,289
S01011086,273,86,187
S01011087,384,107,277
S01011088,545,157,388
S01011089,430,124,306
S01011090,304,71,233
S01011091,293,53,240
S01011092,891,33,858
S01011093,1167,89,1078
S01011094,297,57,240
S01011095,431,81,350
S01011096,358,51,307
S01011097,284,44,240
S01011098,508,124,384
S01011099,358,44,314
S01011100,257,91,166
S01011101,319,66,253
S01011102,379,70,309
S01011103,440,135,305
S01011104,294,96,198
S01011105,405,93,312
S01011106,352,20,332
S01011107,895,48,847
S01011108,272,56,216
S01011109,389,102,287
S01011110,421,58,363
S01011111,512,100,412
S01011112,73,28,45
S01011113,487,161,326
S01011114,462,86,376
S01011115,411,82,329
S01011116,361,73,288
S01011117,407,124,283
S01011118,455,143,312
S01011119,422,134,288
S01011120,495,154,341
S01011121,365,96,269
S01011122,360,77,283
S01011123,490,131,359
S01011124,277,51,226
S01011125,214,28,186
S01011126,301,66,235
S01011127,153,2,151
S01011128,458,91,367
S01011129,330,62,268
S01011130,374,103,271
S01011131,361,77,284
S01011132,374,97,277
S01011133,241,63,178
S01011134,442,114,328
S01011135,466,122,344
S01011136,284,64,220
S01011137,346,49,297
S01011138,254,31,223
S01011139,281,28,253
S01011140,232,35,197
S01011141,435,61,374
S01011142,363,61,302
S01011143,487,131,356
S01011144,372,86,286
S01011145,439,95,344
S01011146,419,80,339
S01011147,529,120,409
S01011148,329,66,263
S01011149,201,12,189
S01011150,254,2,252
S01011151,290,33,257
S01011152,445,125,320
S01011153,518,147,371
S01011154,389,124,265
S01011155,420,138,282
S01011156,343,83,260
S01011157,284,83,201
S01011158,275,98,177
S01011159,344,123,221
S01011160,393,78,315
S01011161,269,57,212
S01011162,347,55,292
S01011163,428,81,347
S01011164,320,48,272
S01011165,412,99,313
S01011166,271,82,189
S01011167,406,96,310
S01011168,355,81,274
S01011169,461,32,429
S01011170,400,83,317
S01011171,456,141,315
S01011172,339,106,233
S01011173,365,144,221
S01011174,361,135,226
S01011175,391,161,230
S01011176,330,143,187
S01011177,485,174,311
S01011178,241,43,198
S01011179,316,60,256
S01011180,378,85,293
S01011181,558,60,498
S01011182,208,29,179
S01011183,289,52,237
S01011184,307,58,249
S01011185,354,122,232
S01011186,561,184,377
S01011187,353,79,274
S01011188,515,128,387
S01011189,468,94,374
S01011190,458,92,366
S01011191,326,68,258
S01011192,360,51,309
S01011193,384,29,355
S01011194,302,33,269
S01011195,395,54,341
S01011196,470,89,381
S01011197,348,40,308
S01011198,274,42,232
S01011199,342,51,291
S01011200,405,74,331
S01011201,267,71,196
S01011202,453,87,366
S01011203,564,124,440
S01011204,235,57,178
S01011205,80,16,64
S01011206,264,23,241
S01011207,694,75,619
S01011208,345,43,302
S01011209,298,49,249
S01011210,321,58,263
S01011211,619,47,572
S01011212,285,45,240
S01011213,459,65,394
S01011214,430,85,345
S01011215,399,76,323
S01011216,511,96,415
S01011217,550,104,446
S01011218,392,73,319
S01011219,450,73,377
S01011220,477,92,385
S01011221,504,110,394
S01011222,312,87,225
S01011223,427,116,311
S01011224,350,103,247
S01011225,480,104,376
S01011226,512,186,326
S01011227,422,87,335
S01011228,742,203,539
S01011229,408,105,303
S01011230,642,144,498
S01011231,613,160,453
S01011232,513,83,430
S01011233,565,61,504
S01011234,527,79,448
S01011235,253,45,208
S01011236,284,71,213
S01011237,464,64,400
S01011238,430,68,362
S01011239,532,151,381
S01011240,745,192,553
S01011241,540,148,392
S01011242,484,133,351
S01011243,734,163,571
S01011244,409,61,348
S01011245,446,97,349
S01011246,488,95,393
S01011247,422,125,297
S01011248,409,90,319
S01011249,423,83,340
S01011250,507,53,454
S01011251,385,71,314
S01011252,344,45,299
S01011253,445,85,360
S01011254,466,71,395
S01011255,157,12,145
S01011256,169,14,155
S01011257,214,78,136
S01011258,292,76,216
S01011259,452,136,316
S01011260,336,109,227
S01011261,360,69,291
S01011262,309,68,241
S01011263,317,50,267
S01011264,259,33,226
S01011265,475,86,389
S01011266,383,101,282
S01011267,430,95,335
S01011268,296,103,193
S01011269,331,112,219
S01011270,456,102,354
S01011271,428,107,321
S01011272,380,80,300
S01011273,490,64,426
S01011274,505,81,424
S01011275,557,52,505
S01011276,462,81,381
S01011277,284,45,239
S01011278,288,36,252
S01011279,323,80,243
S01011280,276,59,217
S01011281,299,35,264
S01011282,341,41,300
S01011283,277,19,258
S01011284,408,28,380
S01011285,514,111,403
S01011286,298,47,251
S01011287,432,84,348
S01011288,435,83,352
S01011289,431,94,337
S01011290,610,124,486
S01011291,491,107,384
S01011292,332,72,260
S01011293,442,102,340
S01011294,541,183,358
S01011295,493,148,345
S01011296,365,107,258
S01011297,352,52,300
S01011298,434,88,346
S01011299,197,43,154
S01011300,449,88,361
S01011301,309,72,237
S01011302,570,191,379
S01011303,491,94,397
S01011304,381,60,321
S01011305,342,43,299
S01011306,282,72,210
S01011307,904,99,805
S01011308,271,65,206
S01011309,395,129,266
S01011310,341,107,234
S01011311,508,169,339
S01011312,549,175,374
S01011313,529,144,385
S01011314,487,106,381
S01011315,176,41,135
S01011316,382,76,306
S01011317,454,206,248
S01011318,520,245,275
S01011319,525,242,283
S01011320,389,147,242
S01011321,276,50,226
S01011322,251,43,208
S01011323,478,83,395
S01011324,235,51,184
S01011325,597,170,427
S01011326,762,272,490
S01011327,438,174,264
S01011328,460,172,288
S01011329,562,236,326
S01011330,324,109,215
S01011331,369,148,221
S01011332,558,213,345
S01011333,386,193,193
S01011334,587,132,455
S01011335,517,182,335
S01011336,302,77,225
S01011337,287,73,214
S01011338,360,71,289
S01011339,272,61,211
S01011340,542,120,422
S01011341,428,82,346
S01011342,412,103,309
S01011343,461,97,364
S01011344,401,94,307
S01011345,478,84,394
S01011346,393,93,300
S01011347,605,151,454
S01011348,535,121,414
S01011349,451,54,397
S01011350,377,92,285
S01011351,393,82,311
S01011352,363,109,254
S01011353,274,54,220
S01011354,374,92,282
S01011355,487,138,349
S01011356,392,72,320
S01011357,553,116,437
S01011358,186,10,176
S01011359,368,109,259
S01011360,415,26,389
S01011361,343,45,298
S01011362,256,28,228
S01011363,741,158,583
S01011364,272,64,208
S01011365,310,49,261
S01011366,238,73,165
S01011367,400,98,302
S01011368,503,24,479
S01011369,341,82,259
S01011370,598,44,554
S01011371,805,145,660
S01011372,583,116,467
S01011373,431,74,357
S01011374,201,19,182
S01011375,323,54,269
S01011376,369,115,254
S01011377,262,64,198
S01011378,470,172,298
S01011379,435,80,355
S01011380,403,106,297
S01011381,397,90,307
S01011382,286,34,252
S01011383,630,120,510
S01011384,375,34,341
S01011385,441,89,352
S01011386,404,45,359
S01011387,414,67,347
S01011388,623,91,532
S01011389,697,109,588
S01011390,476,118,358
S01011391,254,44,210
S01011392,413,52,361
S01011393,374,104,270
S01011394,406,74,332
S01011395,471,110,361
S01011396,488,143,345
S01011397,371,91,280
S01011398,322,70,252
S01011399,240,42,198
S01011400,470,86,384
S01011401,461,123,338
S01011402,492,210,282
S01011403,426,83,343
S01011404,573,168,405
S01011405,341,106,235
S01011406,312,97,215
S01011407,626,160,466
S01011408,420,96,324
S01011409,362,58,304
S01011410,413,121,292
S01011411,405,97,308
S01011412,405,131,274
S01011413,218,19,199
S01011414,512,128,384
S01011415,444,84,360
S01011416,345,57,288
S01011417,374,121,253
S01011418,370,88,282
S01011419,314,71,243
S01011420,250,45,205
S01011421,187,6,181
S01011422,193,32,161
S01011423,267,45,222
S01011424,237,54,183
S01011425,303,64,239
S01011426,682,84,598
S01011427,585,93,492
S01011428,311,71,240
S01011429,301,31,270
S01011430,410,66,344
S01011431,619,171,448
S01011432,608,120,488
S01011433,434,61,373
S01011434,421,86,335
S01011435,619,133,486
S01011436,609,108,501
S01011437,393,78,315
S01011438,383,61,322
S01011439,499,100,399
S01011440,499,81,418
S01011441,384,58,326
S01011442,327,80,247
S01011443,369,94,275
S01011444,531,108,423
S01011445,298,66,232
S01011446,920,79,841
S01011447,445,72,373
S01011448,527,103,424
S01011449,374,90,284
S01011450,299,43,256
S01011451,718,48,670
S01011452,412,57,355
S01011453,340,78,262
S01011454,476,122,354
S01011455,465,111,354
S01011456,458,92,366
S01011457,382,49,333
S01011458,289,30,259
S01011459,504,44,460
S01011460,392,57,335
S01011461,374,46,328
S01011462,455,111,344
S01011463,307,72,235
S01011464,612,27,585
S01011465,306,31,275
S01011466,823,95,728
S01011467,231,33,198
S01011468,40,0,40
S01011469,318,27,291
S01011470,451,113,338
S01011471,501,162,339
S01011472,724,173,551
S01011473,604,212,392
S01011474,629,191,438
S01011475,426,159,267
S01011476,356,73,283
S01011477,335,74,261
S01011478,442,100,342
S01011479,430,119,311
S01011480,500,139,361
S01011481,524,129,395
S01011482,539,151,388
S01011483,359,58,301
S01011484,483,100,383
S01011485,371,73,298
S01011486,235,60,175
S01011487,525,68,457
S01011488,284,54,230
S01011489,377,35,342
S01011490,522,97,425
S01011491,271,42,229
S01011492,434,56,378
S01011493,398,46,352
S01011494,407,158,249
S01011495,470,109,361
S01011496,308,34,274
S01011497,354,24,330
S01011498,230,12,218
S01011499,402,66,336
S01011500,474,96,378
S01011501,325,60,265
S01011502,305,64,241
S01011503,424,71,353
S01011504,284,73,211
S01011505,322,38,284
S01011506,292,97,195
S01011507,378,96,282
S01011508,468,40,428
S01011509,247,41,206
S01011510,435,74,361
S01011511,313,59,254
S01011512,606,98,508
S01011513,440,67,373
S01011514,384,61,323
S01011515,357,31,326
S01011516,358,23,335
S01011517,267,66,201
S01011518,302,90,212
S01011519,310,59,251
S01011520,547,116,431
S01011521,676,120,556
S01011522,500,111,389
S01011523,583,88,495
S01011524,396,62,334
S01011525,392,46,346
S01011526,422,75,347
S01011527,414,100,314
S01011528,495,122,373
S01011529,552,123,429
S01011530,627,175,452
S01011531,791,196,595
S01011532,463,21,442
S01011533,315,60,255
S01011534,341,63,278
S01011535,467,112,355
S01011536,269,35,234
S01011537,395,73,322
S01011538,302,62,240
S01011539,442,100,342
S01011540,787,102,685
S01011541,419,51,368
S01011542,434,71,363
S01011543,370,41,329
S01011544,335,66,269
S01011545,359,83,276
S01011546,236,8,228
S01011547,181,7,174
S01011548,359,106,253
S01011549,366,77,289
S01011550,380,91,289
S01011551,373,81,292
S01011552,393,71,322
S01011553,418,27,391
S01011554,746,108,638
S01011555,320,49,271
S01011556,318,50,268
S01011557,396,63,333
S01011558,369,59,310
S01011559,290,44,246
S01011560,432,81,351
S01011561,302,52,250
S01011562,418,44,374
S01011563,484,99,385
S01011564,410,82,328
S01011565,425,60,365
S01011566,374,35,339
S01011567,371,93,278
S01011568,320,55,265
S01011569,371,87,284
S01011570,421,82,339
S01011571,510,109,401
S01011572,511,145,366
S01011573,474,87,387
S01011574,406,54,352
S01011575,340,48,292
