"output_area","All people in households","Owned","Owned: Owned outright","Owned: Owned with a mortgage or loan","Owned: Shared ownership (part owned and part rented)","Social rented","Social rented: Rented from council (Local authority)","Social rented: Other social rented","Private rented","Private rented: Private landlord or letting agency","Private rented: Employer of a household member","Private rented: Relative or friend of a household member","Private rented: Other","Living rent free"
"S00124447",96,81,44,37,0,1,1,0,11,7,0,4,0,3
"S00124448",94,42,14,28,0,49,49,0,3,2,0,1,0,0
"S00124449",157,117,46,71,0,31,31,0,7,4,0,3,0,2
"S00124450",100,82,23,59,0,14,14,0,4,4,0,0,0,0
"S00124451",106,68,29,39,0,34,34,0,2,0,0,2,0,2
"S00124452",79,42,19,23,0,34,32,2,0,0,0,0,0,3
"S00124453",80,37,20,15,2,40,25,15,3,0,0,1,2,0
"S00124454",147,70,22,48,0,70,70,0,6,6,0,0,0,1
"S00124455",109,89,27,62,0,17,17,0,1,1,0,0,0,2
"S00124456",90,65,14,51,0,25,19,6,0,0,0,0,0,0
"S00124457",101,75,28,47,0,20,20,0,6,6,0,0,0,0
"S00124458",98,70,29,41,0,25,24,1,1,1,0,0,0,2
"S00124459",140,93,49,44,0,36,36,0,10,9,0,1,0,1
"S00124460",105,53,12,41,0,41,37,4,11,4,0,7,0,0
"S00124461",85,54,17,37,0,31,31,0,0,0,0,0,0,0
"S00124462",99,56,19,37,0,43,40,3,0,0,0,0,0,0
"S00124463",120,82,35,46,1,36,26,10,1,0,0,1,0,1
"S00124464",131,84,23,60,1,38,36,2,9,9,0,0,0,0
"S00124465",156,130,33,97,0,24,24,0,2,2,0,0,0,0
"S00124466",96,82,37,45,0,10,10,0,4,4,0,0,0,0
"S00124467",77,39,10,29,0,35,30,5,3,3,0,0,0,0
"S00124468",114,79,36,43,0,27,27,0,8,8,0,0,0,0
"S00124469",67,50,28,22,0,14,14,0,1,1,0,0,0,2
"S00124470",174,96,24,71,1,66,66,0,9,9,0,0,0,3
"S00124471",113,33,14,16,3,67,5,62,13,13,0,0,0,0
"S00124472",66,21,10,11,0,37,8,29,8,5,0,3,0,0
"S00124473",107,53,12,41,0,46,22,24,6,4,0,2,0,2
"S00124474",100,47,29,18,0,33,13,20,19,18,0,1,0,1
"S00124475",87,48,11,37,0,33,7,26,6,6,0,0,0,0
"S00124476",56,36,17,19,0,15,9,6,5,5,0,0,0,0
"S00124477",69,39,18,21,0,26,25,1,4,4,0,0,0,0
"S00124478",113,11,7,4,0,100,100,0,2,2,0,0,0,0
"S00124479",198,126,50,76,0,58,58,0,13,13,0,0,0,1
"S00124480",134,26,14,12,0,103,103,0,5,5,0,0,0,0
"S00124481",109,24,4,20,0,80,80,0,5,5,0,0,0,0
"S00124482",84,72,13,59,0,2,0,2,10,10,0,0,0,0
"S00124483",93,37,13,24,0,56,56,0,0,0,0,0,0,0
"S00124484",105,37,11,26,0,61,61,0,7,7,0,0,0,0
"S00124485",158,110,28,82,0,37,27,10,11,11,0,0,0,0
"S00124486",148,63,17,46,0,71,40,31,14,13,0,0,1,0
"S00124487",108,59,17,42,0,49,49,0,0,0,0,0,0,0
"S00124488",123,72,25,47,0,47,47,0,3,3,0,0,0,1
"S00124489",104,54,11,43,0,48,48,0,1,1,0,0,0,1
"S00124490",58,42,23,19,0,10,10,0,6,4,0,2,0,0
"S00124491",134,121,47,74,0,8,7,1,5,2,3,0,0,0
"S00124492",96,47,24,23,0,44,44,0,5,5,0,0,0,0
"S00124493",95,86,15,71,0,2,2,0,7,6,0,1,0,0
"S00124494",109,104,40,64,0,1,1,0,1,1,0,0,0,3
"S00124495",139,136,55,81,0,3,1,2,0,0,0,0,0,0
"S00124496",122,118,58,60,0,4,4,0,0,0,0,0,0,0
"S00124497",137,63,11,52,0,60,55,5,11,11,0,0,0,3
"S00124498",126,67,37,30,0,49,49,0,10,10,0,0,0,0
"S00124499",63,24,5,19,0,35,30,5,2,2,0,0,0,2
"S00124500",104,19,9,10,0,82,77,5,0,0,0,0,0,3
"S00124501",149,67,16,51,0,72,70,2,10,10,0,0,0,0
"S00124502",124,44,10,34,0,67,67,0,13,12,0,1,0,0
"S00124503",140,106,24,82,0,29,29,0,3,1,0,2,0,2
"S00124504",78,73,26,47,0,0,0,0,4,4,0,0,0,1
"S00124505",92,66,26,40,0,24,12,12,2,2,0,0,0,0
"S00124506",141,108,50,58,0,23,23,0,3,3,0,0,0,7
"S00124507",113,96,38,58,0,8,8,0,9,7,0,2,0,0
"S00124508",75,56,27,29,0,19,19,0,0,0,0,0,0,0
"S00124509",131,124,42,82,0,0,0,0,7,7,0,0,0,0
"S00124510",106,91,40,51,0,5,3,2,10,8,0,2,0,0
"S00124511",117,115,34,81,0,0,0,0,2,0,0,2,0,0
"S00124512",193,176,42,134,0,8,6,2,8,8,0,0,0,1
"S00124513",105,57,8,49,0,36,36,0,11,6,0,5,0,1
"S00124514",145,140,40,100,0,5,5,0,0,0,0,0,0,0
"S00124515",109,33,15,18,0,50,49,1,25,24,0,1,0,1
"S00124516",68,3,1,2,0,65,63,2,0,0,0,0,0,0
"S00124517",88,59,25,34,0,28,28,0,0,0,0,0,0,1
"S00124518",171,102,29,73,0,60,60,0,9,9,0,0,0,0
"S00124519",165,89,27,62,0,70,70,0,5,5,0,0,0,1
"S00124520",130,91,21,70,0,30,30,0,9,9,0,0,0,0
"S00124521",111,84,23,61,0,26,20,6,0,0,0,0,0,1
"S00124522",107,56,35,21,0,40,40,0,9,9,0,0,0,2
"S00124523",72,45,13,32,0,22,22,0,5,5,0,0,0,0
"S00124524",138,100,8,92,0,25,1,24,13,13,0,0,0,0
"S00124525",143,90,17,71,2,42,42,0,11,10,0,1,0,0
"S00124526",118,41,8,33,0,69,69,0,8,8,0,0,0,0
"S00124527",87,63,22,41,0,24,24,0,0,0,0,0,0,0
"S00124528",93,40,9,31,0,53,13,40,0,0,0,0,0,0
"S00124529",91,26,3,23,0,65,24,41,0,0,0,0,0,0
"S00124530",79,2,2,0,0,77,58,19,0,0,0,0,0,0
"S00124531",161,34,6,28,0,123,37,86,3,3,0,0,0,1
"S00124532",109,71,19,52,0,31,29,2,5,5,0,0,0,2
"S00124533",110,76,23,53,0,31,31,0,3,3,0,0,0,0
"S00124534",176,170,73,97,0,6,5,1,0,0,0,0,0,0
"S00124535",128,117,44,73,0,10,10,0,0,0,0,0,0,1
"S00124536",124,113,70,43,0,11,11,0,0,0,0,0,0,0
"S00124537",116,108,48,60,0,7,7,0,1,0,0,1,0,0
"S00124538",95,85,32,53,0,8,8,0,2,2,0,0,0,0
"S00124539",138,137,73,64,0,1,1,0,0,0,0,0,0,0
"S00124540",117,75,28,47,0,35,33,2,6,6,0,0,0,1
"S00124541",129,92,27,65,0,33,33,0,4,4,0,0,0,0
"S00124542",87,51,26,25,0,31,31,0,4,4,0,0,0,1
"S00124543",124,107,27,80,0,8,7,1,9,9,0,0,0,0
"S00124544",107,68,30,38,0,34,31,3,4,4,0,0,0,1
"S00124545",103,55,20,35,0,46,42,4,2,2,0,0,0,0
"S00124546",114,45,12,33,0,66,63,3,3,3,0,0,0,0
"S00124547",68,26,7,19,0,39,37,2,3,0,0,3,0,0
"S00124548",120,60,10,50,0,49,45,4,11,11,0,0,0,0
"S00124549",110,75,28,46,1,26,25,1,9,9,0,0,0,0
"S00124550",72,46,20,26,0,20,20,0,6,6,0,0,0,0
"S00124551",140,87,30,57,0,45,44,1,7,3,0,4,0,1
"S00124552",111,88,29,48,11,19,19,0,2,2,0,0,0,2
"S00124553",142,115,42,73,0,15,5,10,12,11,0,1,0,0
"S00124554",124,92,32,60,0,28,26,2,1,1,0,0,0,3
"S00124555",143,130,4,124,2,0,0,0,11,11,0,0,0,2
"S00124556",136,57,29,28,0,67,4,63,12,12,0,0,0,0
"S00124557",111,59,22,35,2,40,33,7,12,7,0,5,0,0
"S00124558",119,62,27,35,0,49,48,1,8,8,0,0,0,0
"S00124559",153,125,47,78,0,24,20,4,4,4,0,0,0,0
"S00124560",177,166,4,162,0,7,7,0,4,0,0,4,0,0
"S00124561",106,52,4,48,0,41,38,3,10,10,0,0,0,3
"S00124562",159,147,13,134,0,9,9,0,3,1,0,2,0,0
"S00124563",87,31,8,21,2,47,7,40,9,9,0,0,0,0
"S00124564",81,30,1,29,0,36,29,7,13,13,0,0,0,2
"S00124565",60,15,0,15,0,39,5,34,6,6,0,0,0,0
"S00124566",79,38,12,26,0,30,24,6,11,6,0,5,0,0
"S00124567",86,37,14,23,0,44,44,0,5,5,0,0,0,0
"S00124568",108,71,20,51,0,36,36,0,1,1,0,0,0,0
"S00124569",124,83,27,56,0,32,25,7,8,8,0,0,0,1
"S00124570",100,58,22,36,0,39,39,0,1,0,0,1,0,2
"S00124571",151,77,32,45,0,68,68,0,6,6,0,0,0,0
"S00124572",151,45,8,37,0,104,104,0,2,2,0,0,0,0
"S00124573",101,49,20,29,0,45,45,0,7,7,0,0,0,0
"S00124574",144,73,20,53,0,58,58,0,13,10,0,3,0,0
"S00124575",132,49,11,38,0,81,81,0,2,2,0,0,0,0
"S00124576",159,49,10,37,2,99,97,2,11,11,0,0,0,0
"S00124577",174,78,24,54,0,93,93,0,0,0,0,0,0,3
"S00124578",143,79,23,56,0,64,64,0,0,0,0,0,0,0
"S00124579",94,43,7,36,0,46,46,0,5,5,0,0,0,0
"S00124580",108,46,9,37,0,56,56,0,4,4,0,0,0,2
"S00124581",115,44,17,27,0,56,56,0,15,12,0,3,0,0
"S00124582",58,18,10,8,0,38,38,0,2,2,0,0,0,0
"S00124583",52,17,5,12,0,32,32,0,3,3,0,0,0,0
"S00124584",135,102,57,45,0,30,30,0,3,3,0,0,0,0
"S00124585",160,109,26,83,0,47,43,4,4,4,0,0,0,0
"S00124586",116,46,14,32,0,57,56,1,12,8,1,3,0,1
"S00124587",67,59,29,30,0,8,8,0,0,0,0,0,0,0
"S00124588",127,64,16,48,0,35,32,3,28,27,0,1,0,0
"S00124589",140,123,38,85,0,4,4,0,13,13,0,0,0,0
"S00124590",87,53,26,27,0,23,23,0,9,9,0,0,0,2
"S00124591",79,71,21,50,0,2,2,0,5,5,0,0,0,1
"S00124592",115,98,26,72,0,2,2,0,13,13,0,0,0,2
"S00124593",82,54,27,25,2,2,2,0,26,24,1,1,0,0
"S00124594",109,100,52,48,0,1,1,0,8,8,0,0,0,0
"S00124595",124,71,12,59,0,49,49,0,1,1,0,0,0,3
"S00124596",139,92,27,65,0,35,35,0,11,3,0,8,0,1
"S00124597",126,72,20,52,0,47,47,0,7,7,0,0,0,0
"S00124598",87,48,6,42,0,35,35,0,4,3,0,1,0,0
"S00124599",117,56,14,42,0,53,53,0,5,5,0,0,0,3
"S00124600",131,71,18,53,0,55,54,1,4,4,0,0,0,1
"S00124601",119,47,16,31,0,72,72,0,0,0,0,0,0,0
"S00124602",129,40,9,31,0,74,74,0,15,14,0,1,0,0
"S00124603",99,20,4,16,0,76,76,0,3,3,0,0,0,0
"S00124604",83,63,18,45,0,6,6,0,12,12,0,0,0,2
"S00124605",108,97,20,77,0,5,5,0,5,5,0,0,0,1
"S00124606",160,103,46,57,0,49,49,0,6,6,0,0,0,2
"S00124607",132,75,29,46,0,56,56,0,1,1,0,0,0,0
"S00124608",59,42,18,24,0,13,13,0,4,4,0,0,0,0
"S00124609",105,48,15,33,0,46,41,5,11,11,0,0,0,0
"S00124610",179,89,17,72,0,88,39,49,2,2,0,0,0,0
"S00124611",144,45,22,23,0,89,89,0,10,10,0,0,0,0
"S00124612",65,27,22,5,0,37,37,0,1,1,0,0,0,0
"S00124613",89,51,28,23,0,15,15,0,23,23,0,0,0,0
"S00124614",163,128,35,93,0,30,27,3,5,1,0,4,0,0
"S00124615",149,101,27,72,2,39,39,0,9,9,0,0,0,0
"S00124616",102,72,30,42,0,26,26,0,4,1,0,3,0,0
"S00124617",68,51,21,30,0,16,15,1,1,0,0,1,0,0
"S00124618",177,111,35,76,0,56,56,0,9,9,0,0,0,1
"S00124619",115,59,12,47,0,47,47,0,9,9,0,0,0,0
"S00124620",132,67,30,37,0,57,51,6,7,7,0,0,0,1
"S00124621",116,57,12,45,0,54,54,0,5,5,0,0,0,0
"S00124622",86,54,19,35,0,29,28,1,3,3,0,0,0,0
"S00124623",104,45,10,35,0,58,58,0,0,0,0,0,0,1
"S00124624",152,43,14,29,0,109,109,0,0,0,0,0,0,0
"S00124625",111,60,16,44,0,50,50,0,1,1,0,0,0,0
"S00124626",83,44,10,34,0,38,37,1,1,1,0,0,0,0
"S00124627",103,88,21,67,0,12,12,0,3,3,0,0,0,0
"S00124628",139,103,46,57,0,32,28,4,4,4,0,0,0,0
"S00124629",119,25,8,17,0,93,89,4,1,1,0,0,0,0
"S00124630",91,38,13,25,0,45,42,3,8,8,0,0,0,0
"S00124631",182,50,11,39,0,125,125,0,7,7,0,0,0,0
"S00124632",96,50,18,32,0,43,43,0,3,3,0,0,0,0
"S00124633",142,63,11,52,0,64,64,0,15,15,0,0,0,0
"S00124634",122,17,1,16,0,93,93,0,12,12,0,0,0,0
"S00124635",121,30,10,20,0,88,88,0,2,1,0,1,0,1
"S00124636",101,22,7,15,0,77,77,0,2,2,0,0,0,0
"S00124637",63,58,15,43,0,0,0,0,5,5,0,0,0,0
"S00124638",201,163,69,94,0,13,10,3,21,21,0,0,0,4
"S00124639",107,56,15,41,0,43,43,0,5,5,0,0,0,3
"S00124640",113,95,33,62,0,4,4,0,14,13,0,1,0,0
"S00124641",85,79,32,47,0,0,0,0,6,6,0,0,0,0
"S00124642",62,10,3,7,0,52,52,0,0,0,0,0,0,0
"S00124643",76,21,12,9,0,52,51,1,3,3,0,0,0,0
"S00124644",89,63,20,43,0,15,14,1,10,10,0,0,0,1
"S00124645",137,89,43,46,0,32,32,0,15,15,0,0,0,1
"S00124646",90,15,4,11,0,68,66,2,7,7,0,0,0,0
"S00124647",117,55,9,46,0,60,56,4,0,0,0,0,0,2
"S00124648",150,54,7,47,0,88,88,0,8,8,0,0,0,0
"S00124649",150,90,14,76,0,50,50,0,10,10,0,0,0,0
"S00124650",80,14,4,10,0,64,62,2,2,1,0,0,1,0
"S00124651",107,3,2,1,0,103,103,0,1,1,0,0,0,0
"S00124652",69,15,7,8,0,53,53,0,1,1,0,0,0,0
"S00124653",78,26,10,15,1,50,50,0,2,2,0,0,0,0
"S00124654",104,50,13,37,0,42,42,0,12,10,0,2,0,0
"S00124655",107,52,19,33,0,43,43,0,10,10,0,0,0,2
"S00124656",78,28,2,26,0,50,50,0,0,0,0,0,0,0
"S00124657",111,41,8,33,0,48,48,0,22,22,0,0,0,0
"S00124658",172,151,32,119,0,15,13,2,5,5,0,0,0,1
"S00124659",88,30,7,23,0,47,47,0,10,10,0,0,0,1
"S00124660",154,146,22,124,0,4,4,0,4,4,0,0,0,0
"S00124661",139,130,22,108,0,4,4,0,4,0,4,0,0,1
"S00124662",92,50,17,33,0,37,37,0,5,5,0,0,0,0
"S00124663",120,96,44,52,0,22,22,0,1,1,0,0,0,1
"S00124664",140,61,24,37,0,71,71,0,8,8,0,0,0,0
"S00124665",162,89,28,61,0,68,68,0,5,5,0,0,0,0
"S00124666",206,88,21,67,0,117,117,0,0,0,0,0,0,1
"S00124667",158,87,31,56,0,69,64,5,2,2,0,0,0,0
"S00124668",94,8,1,7,0,86,86,0,0,0,0,0,0,0
"S00124669",123,75,27,48,0,43,43,0,5,5,0,0,0,0
"S00124670",90,56,37,19,0,29,29,0,5,5,0,0,0,0
"S00124671",130,12,0,12,0,115,115,0,3,3,0,0,0,0
"S00124672",200,138,16,122,0,42,42,0,20,20,0,0,0,0
"S00124673",90,45,11,34,0,43,43,0,2,2,0,0,0,0
"S00124674",156,99,56,43,0,38,38,0,19,18,0,1,0,0
"S00124675",138,93,38,55,0,33,11,22,12,11,0,0,1,0
"S00124676",154,99,41,58,0,49,9,40,6,6,0,0,0,0
"S00124677",108,66,16,50,0,35,6,29,7,7,0,0,0,0
"S00124678",78,44,14,30,0,24,1,23,10,10,0,0,0,0
"S00124679",118,53,27,26,0,63,56,7,2,2,0,0,0,0
"S00124680",87,52,19,33,0,31,31,0,2,2,0,0,0,2
"S00124681",93,49,19,30,0,44,31,13,0,0,0,0,0,0
"S00124682",149,83,19,64,0,45,21,24,21,21,0,0,0,0
"S00124683",85,56,20,34,2,26,26,0,3,3,0,0,0,0
"S00124684",160,109,32,77,0,39,39,0,12,12,0,0,0,0
"S00124685",104,45,19,26,0,48,48,0,7,7,0,0,0,4
"S00124686",115,81,22,59,0,31,28,3,3,3,0,0,0,0
"S00124687",150,90,36,54,0,47,34,13,13,13,0,0,0,0
"S00124688",121,106,46,60,0,15,15,0,0,0,0,0,0,0
"S00124689",67,39,23,16,0,18,18,0,10,10,0,0,0,0
"S00124690",94,80,38,42,0,14,12,2,0,0,0,0,0,0
"S00124691",171,62,11,51,0,105,100,5,4,4,0,0,0,0
"S00124692",128,94,33,61,0,31,31,0,3,3,0,0,0,0
"S00124693",146,123,15,108,0,3,3,0,18,16,0,1,1,2
"S00124694",51,40,17,23,0,1,1,0,9,9,0,0,0,1
"S00124695",79,50,14,36,0,24,24,0,5,5,0,0,0,0
"S00124696",109,50,6,44,0,54,54,0,3,3,0,0,0,2
"S00124697",118,56,18,38,0,57,57,0,5,5,0,0,0,0
"S00124698",122,68,21,47,0,50,50,0,4,3,1,0,0,0
"S00124699",156,103,24,79,0,47,42,5,6,6,0,0,0,0
"S00124700",139,56,25,31,0,73,73,0,10,10,0,0,0,0
"S00124701",142,74,19,55,0,59,59,0,9,9,0,0,0,0
"S00124702",155,92,5,87,0,51,50,1,8,8,0,0,0,4
"S00124703",140,66,7,59,0,67,67,0,7,7,0,0,0,0
"S00124704",138,43,22,21,0,95,95,0,0,0,0,0,0,0
"S00124705",138,36,17,19,0,84,84,0,18,16,0,2,0,0
"S00124706",95,73,22,51,0,21,21,0,1,1,0,0,0,0
"S00124707",93,20,5,15,0,67,67,0,6,5,0,1,0,0
"S00124708",128,92,22,70,0,16,15,1,16,15,0,1,0,4
"S00124709",158,39,11,27,1,109,104,5,10,10,0,0,0,0
"S00124710",71,39,5,34,0,24,22,2,8,8,0,0,0,0
"S00124711",179,110,26,82,2,54,54,0,15,15,0,0,0,0
"S00124712",154,80,19,61,0,59,59,0,13,13,0,0,0,2
"S00124713",175,137,25,112,0,30,30,0,7,7,0,0,0,1
"S00124714",139,128,42,86,0,0,0,0,6,6,0,0,0,5
"S00124715",123,108,43,65,0,13,10,3,2,2,0,0,0,0
"S00124716",147,135,54,79,2,6,6,0,6,6,0,0,0,0
"S00124717",110,103,38,65,0,0,0,0,6,4,0,2,0,1
"S00124718",176,147,34,113,0,26,26,0,2,0,0,2,0,1
"S00124719",147,109,7,102,0,12,7,5,26,23,0,3,0,0
"S00124720",151,116,39,77,0,13,13,0,22,18,0,4,0,0
"S00124721",140,86,37,49,0,54,54,0,0,0,0,0,0,0
"S00124722",159,107,30,77,0,49,49,0,3,3,0,0,0,0
"S00124723",145,58,18,40,0,70,63,7,17,16,0,1,0,0
"S00124724",112,92,28,64,0,14,9,5,5,5,0,0,0,1
"S00124725",81,34,12,22,0,47,46,1,0,0,0,0,0,0
"S00124726",234,203,34,169,0,7,7,0,24,15,0,9,0,0
"S00124727",108,50,14,36,0,57,57,0,1,0,0,1,0,0
"S00124728",115,70,27,43,0,45,42,3,0,0,0,0,0,0
"S00124729",165,62,17,45,0,93,93,0,10,9,0,1,0,0
"S00124730",144,96,34,62,0,44,44,0,4,4,0,0,0,0
"S00124731",215,70,30,40,0,140,139,1,5,5,0,0,0,0
"S00124732",159,65,20,45,0,94,94,0,0,0,0,0,0,0
"S00124733",94,33,17,16,0,50,26,24,11,8,0,0,3,0
"S00124734",198,61,24,37,0,137,137,0,0,0,0,0,0,0
"S00124735",141,58,21,35,2,81,81,0,1,1,0,0,0,1
"S00124736",152,59,23,36,0,88,80,8,5,5,0,0,0,0
"S00124737",92,89,41,48,0,3,3,0,0,0,0,0,0,0
"S00124738",84,63,22,41,0,16,16,0,3,1,0,2,0,2
"S00124739",104,76,26,50,0,25,25,0,3,2,0,1,0,0
"S00124740",126,62,16,45,1,48,46,2,16,15,1,0,0,0
"S00124741",184,127,46,81,0,38,37,1,16,14,0,2,0,3
"S00124742",118,60,24,36,0,51,51,0,5,5,0,0,0,2
"S00124743",159,90,30,60,0,65,65,0,4,4,0,0,0,0
"S00124744",153,118,32,86,0,20,5,15,15,15,0,0,0,0
"S00124745",140,104,49,55,0,19,9,10,16,16,0,0,0,1
"S00124746",136,77,20,57,0,21,8,13,38,38,0,0,0,0
"S00124747",118,87,20,67,0,10,0,10,20,19,0,1,0,1
"S00124748",91,70,15,55,0,14,3,11,7,7,0,0,0,0
"S00124749",147,98,28,70,0,25,4,21,23,21,0,2,0,1
"S00124750",119,73,24,49,0,29,11,18,17,17,0,0,0,0
"S00124751",144,107,32,75,0,18,6,12,19,19,0,0,0,0
"S00124752",106,89,46,43,0,5,1,4,12,11,0,1,0,0
"S00124753",83,51,17,34,0,29,6,23,3,3,0,0,0,0
"S00124754",66,45,18,27,0,16,0,16,4,4,0,0,0,1
"S00124755",98,95,44,51,0,1,0,1,2,2,0,0,0,0
"S00124756",129,69,40,29,0,38,22,16,22,18,0,4,0,0
"S00124757",103,64,45,19,0,19,3,16,20,17,0,3,0,0
"S00124758",142,91,44,47,0,30,6,24,18,18,0,0,0,3
"S00124759",131,96,25,71,0,25,3,22,9,9,0,0,0,1
"S00124760",97,72,23,49,0,16,7,9,9,5,0,4,0,0
"S00124761",94,66,23,43,0,18,2,16,10,10,0,0,0,0
"S00124762",83,38,16,22,0,40,2,38,3,2,0,0,1,2
"S00124763",91,62,33,29,0,25,13,12,4,3,0,1,0,0
"S00124764",59,21,19,2,0,20,2,18,18,18,0,0,0,0
"S00124765",63,46,16,30,0,12,4,8,5,5,0,0,0,0
"S00124766",92,57,20,37,0,27,7,20,8,7,0,1,0,0
"S00124767",89,54,24,30,0,30,5,25,5,5,0,0,0,0
"S00124768",108,65,31,34,0,25,3,22,16,15,0,0,1,2
"S00124769",82,51,12,39,0,25,4,21,5,5,0,0,0,1
"S00124770",177,133,40,93,0,22,7,15,22,22,0,0,0,0
"S00124771",84,73,25,48,0,5,5,0,5,3,2,0,0,1
"S00124772",79,57,27,30,0,19,5,14,3,1,0,2,0,0
"S00124773",131,106,17,89,0,20,16,4,5,5,0,0,0,0
"S00124774",60,18,17,1,0,29,6,23,13,13,0,0,0,0
"S00124775",63,27,17,6,4,20,5,15,16,14,0,2,0,0
"S00124776",79,45,8,37,0,23,0,23,11,10,0,1,0,0
"S00124777",53,28,17,11,0,17,5,12,8,7,0,1,0,0
"S00124778",64,32,18,14,0,19,6,13,13,13,0,0,0,0
"S00124779",70,54,14,40,0,2,0,2,14,14,0,0,0,0
"S00124780",163,138,42,96,0,10,3,7,14,14,0,0,0,1
"S00124781",58,20,16,4,0,29,5,24,9,9,0,0,0,0
"S00124782",122,33,15,18,0,56,18,38,33,29,0,4,0,0
"S00124783",54,2,0,2,0,47,10,37,5,5,0,0,0,0
"S00124784",116,49,22,27,0,51,6,45,16,14,0,2,0,0
"S00124785",145,29,7,22,0,72,22,50,43,42,0,0,1,1
"S00124786",105,36,10,26,0,56,22,34,13,13,0,0,0,0
"S00124787",144,113,46,67,0,23,6,17,8,6,0,2,0,0
"S00124788",122,60,10,50,0,45,5,40,17,17,0,0,0,0
"S00124789",61,44,19,25,0,17,14,3,0,0,0,0,0,0
"S00124790",101,84,31,53,0,15,1,14,2,2,0,0,0,0
"S00124791",149,129,61,68,0,13,4,9,5,5,0,0,0,2
"S00124792",128,74,29,45,0,37,5,32,14,14,0,0,0,3
"S00124793",119,68,20,48,0,34,20,14,17,14,0,3,0,0
"S00124794",98,45,9,36,0,41,10,31,11,11,0,0,0,1
"S00124795",133,76,21,55,0,35,12,23,22,22,0,0,0,0
"S00124796",101,48,10,38,0,35,10,25,18,18,0,0,0,0
"S00124797",191,95,25,70,0,52,13,39,41,41,0,0,0,3
"S00124798",152,148,59,89,0,2,1,1,2,2,0,0,0,0
"S00124799",55,24,6,18,0,23,10,13,8,8,0,0,0,0
"S00124800",97,82,28,54,0,15,6,9,0,0,0,0,0,0
"S00124801",72,23,1,22,0,3,0,3,46,42,0,4,0,0
"S00124802",74,26,6,20,0,1,0,1,47,45,0,2,0,0
"S00124803",158,137,24,113,0,1,0,1,20,16,0,4,0,0
"S00124804",93,37,6,31,0,0,0,0,56,51,0,1,4,0
"S00124805",102,37,4,33,0,0,0,0,65,65,0,0,0,0
"S00124806",122,51,12,39,0,54,9,45,15,15,0,0,0,2
"S00124807",68,2,2,0,0,54,1,53,10,10,0,0,0,2
"S00124808",211,41,9,32,0,136,45,91,34,33,0,1,0,0
"S00124809",202,100,24,72,4,59,8,51,43,43,0,0,0,0
"S00124810",185,71,10,61,0,75,30,45,36,36,0,0,0,3
"S00124811",143,84,20,64,0,41,12,29,18,18,0,0,0,0
"S00124812",98,52,11,41,0,26,6,20,19,19,0,0,0,1
"S00124813",105,67,11,56,0,30,9,21,6,6,0,0,0,2
"S00124814",122,50,14,36,0,40,8,32,32,26,0,0,6,0
"S00124815",102,49,15,34,0,32,10,22,21,21,0,0,0,0
"S00124816",91,57,23,34,0,30,11,19,4,4,0,0,0,0
"S00124817",160,68,22,46,0,66,11,55,26,22,0,0,4,0
"S00124818",59,19,9,10,0,22,12,10,18,18,0,0,0,0
"S00124819",108,40,8,32,0,44,14,30,24,24,0,0,0,0
"S00124820",120,22,7,15,0,86,39,47,12,12,0,0,0,0
"S00124821",127,98,39,59,0,14,3,11,14,14,0,0,0,1
"S00124822",99,26,3,23,0,24,9,15,49,25,0,2,22,0
"S00124823",135,44,2,40,2,63,10,53,28,27,0,0,1,0
"S00124824",78,25,5,20,0,31,7,24,22,16,0,0,6,0
"S00124825",69,9,1,8,0,36,1,35,21,21,0,0,0,3
"S00124826",143,109,23,86,0,12,6,6,18,18,0,0,0,4
"S00124827",118,55,12,43,0,37,21,16,26,21,0,5,0,0
"S00124828",74,59,22,37,0,12,5,7,3,3,0,0,0,0
"S00124829",125,84,18,66,0,20,13,7,21,18,0,3,0,0
"S00124830",130,55,2,53,0,28,11,17,47,44,0,2,1,0
"S00124831",108,55,7,48,0,34,4,30,19,16,0,3,0,0
"S00124832",99,79,30,49,0,8,0,8,10,7,0,3,0,2
"S00124833",92,77,26,41,10,9,1,8,6,6,0,0,0,0
"S00124834",104,68,18,46,4,32,11,21,4,4,0,0,0,0
"S00124835",95,82,22,60,0,13,9,4,0,0,0,0,0,0
"S00124836",91,71,16,55,0,10,1,9,9,9,0,0,0,1
"S00124837",144,85,32,47,6,52,6,46,7,5,0,2,0,0
"S00124838",169,119,27,92,0,37,16,21,12,8,0,4,0,1
"S00124839",62,36,10,26,0,17,7,10,9,9,0,0,0,0
"S00124840",97,71,28,36,7,16,5,11,10,5,0,5,0,0
"S00124841",141,123,30,93,0,0,0,0,18,18,0,0,0,0
"S00124842",84,78,29,49,0,0,0,0,6,6,0,0,0,0
"S00124843",157,154,70,84,0,1,1,0,2,2,0,0,0,0
"S00124844",86,82,44,38,0,0,0,0,0,0,0,0,0,4
"S00124845",104,92,48,44,0,0,0,0,12,12,0,0,0,0
"S00124846",111,88,23,65,0,12,6,6,11,8,0,3,0,0
"S00124847",82,70,14,56,0,6,2,4,6,4,0,2,0,0
"S00124848",126,78,15,63,0,22,0,22,25,24,0,1,0,1
"S00124849",129,75,27,48,0,35,17,18,19,16,0,3,0,0
"S00124850",155,112,38,74,0,37,29,8,6,6,0,0,0,0
"S00124851",68,26,3,23,0,33,33,0,9,9,0,0,0,0
"S00124852",81,38,10,25,3,35,32,3,8,6,0,2,0,0
"S00124853",132,58,9,49,0,52,22,30,20,20,0,0,0,2
