dz_2001,total,good,not_good
S01001243,1165,1079,86
S01001244,838,812,26
S01001245,850,795,55
S01001246,980,917,63
S01001247,565,516,49
S01001248,795,762,33
S01001249,676,652,24
S01001250,879,799,80
S01001251,548,509,39
S01001252,567,541,26
S01001253,708,651,57
S01001254,674,623,51
S01001255,871,823,48
S01001256,701,663,38
S01001257,799,752,47
S01001258,624,577,47
S01001259,803,762,41
S01001260,895,854,41
S01001261,895,847,48
S01001262,916,880,36
S01001263,449,415,34
S01001264,1966,1928,38
S01001265,586,576,10
S01001266,753,714,39
S01001267,938,876,62
S01001268,669,644,25
S01001269,537,485,52
S01001270,669,580,89
S01001271,705,614,91
S01001272,688,620,68
S01001273,723,637,86
S01001274,764,696,68
S01001275,669,596,73
S01001276,607,577,30
S01001277,773,695,78
S01001278,382,351,31
S01001279,687,623,64
S01001280,536,472,64
S01001281,724,625,99
S01001282,752,676,76
S01001283,526,492,34
S01001284,1009,956,53
S01001285,656,587,69
S01001286,468,432,36
S01001287,793,727,66
S01001288,920,846,74
S01001289,705,640,65
S01001290,646,579,67
S01001291,401,371,30
S01001292,803,747,56
S01001293,757,691,66
S01001294,628,582,46
S01001295,810,725,85
S01001296,616,558,58
S01001297,835,760,75
S01001298,828,752,76
S01001299,847,753,94
S01001300,1484,1424,60
S01001301,549,503,46
S01001302,788,742,46
S01001303,615,590,25
S01001304,1325,1280,45
S01001305,737,687,50
S01001306,711,646,65
S01001307,1158,1065,93
S01001308,932,840,92
S01001309,644,570,74
S01001310,795,708,87
S01001311,639,597,42
S01001312,730,653,77
S01001313,867,787,80
S01001314,738,709,29
S01001315,1036,975,61
S01001316,883,777,106
S01001317,916,874,42
S01001318,542,516,26
S01001319,645,571,74
S01001320,867,790,77
S01001321,578,551,27
S01001322,849,795,54
S01001323,597,561,36
S01001324,1003,904,99
S01001325,738,691,47
S01001326,869,798,71
S01001327,791,732,59
S01001328,878,791,87
S01001329,576,532,44
S01001330,816,797,19
S01001331,840,784,56
S01001332,874,817,57
S01001333,807,707,100
S01001334,833,793,40
S01001335,927,835,92
S01001336,828,774,54
S01001337,760,724,36
S01001338,728,661,67
S01001339,755,718,37
S01001340,745,703,42
S01001341,883,800,83
S01001342,928,840,88
S01001343,938,867,71
S01001344,751,721,30
S01001345,617,551,66
S01001346,709,689,20
S01001347,728,712,16
S01001348,655,595,60
S01001349,1301,1224,77
S01001350,660,599,61
S01001351,449,436,13
S01001352,761,713,48
S01001353,1423,1410,13
S01001354,787,723,64
S01001355,756,714,42
S01001356,634,619,15
S01001357,703,634,69
S01001358,915,858,57
S01001359,741,727,14
S01001360,1168,1097,71
S01001361,645,614,31
S01001362,547,519,28
S01001363,559,527,32
S01001364,850,768,82
S01001365,607,556,51
S01001366,900,877,23
S01001367,701,659,42
S01001368,1187,1155,32
S01001369,933,860,73
S01001370,830,795,35
S01001371,697,632,65
S01001372,685,651,34
S01001373,693,622,71
S01001374,514,489,25
S01001375,631,609,22
S01001376,772,730,42
S01001377,777,707,70
S01001378,622,593,29
S01001379,1026,951,75
S01001380,781,713,68
S01001381,825,784,41
S01001382,657,570,87
S01001383,565,532,33
S01001384,923,867,56
S01001385,776,721,55
S01001386,862,801,61
S01001387,909,858,51
S01001388,1430,1328,102
S01001389,484,443,41
S01001390,759,724,35
S01001391,722,684,38
S01001392,786,714,72
S01001393,522,491,31
S01001394,430,389,41
S01001395,928,903,25
S01001396,788,726,62
S01001397,781,708,73
S01001398,780,758,22
S01001399,858,794,64
S01001400,913,822,91
S01001401,656,612,44
S01001402,818,796,22
S01001403,1249,1216,33
S01001404,657,647,10
S01001405,1167,1143,24
S01001406,2581,2535,46
S01001407,788,745,43
S01001408,881,826,55
S01001409,898,851,47
S01001410,1038,986,52
S01001411,617,588,29
S01001412,896,839,57
S01001413,890,867,23
S01001414,642,588,54
S01001415,805,749,56
S01001416,720,676,44
S01001417,923,889,34
S01001418,831,811,20
S01001419,779,754,25
S01001420,1185,1148,37
S01001421,1127,1072,55
S01001422,727,708,19
S01001423,795,761,34
S01001424,1072,966,106
S01001425,1694,1596,98
S01001426,819,789,30
S01001427,881,860,21
S01001428,864,802,62
S01001429,610,556,54
S01001430,946,894,52
S01001431,940,914,26
S01001432,655,641,14
S01001433,816,790,26
S01001434,869,837,32
S01001435,1037,1015,22
S01001436,976,953,23
S01001437,891,863,28
S01001438,613,594,19
S01001439,750,725,25
S01001440,878,845,33
S01001441,790,746,44
S01001442,685,660,25
S01001443,932,896,36
S01001444,915,875,40
S01001445,702,669,33
S01001446,908,873,35
S01001447,1321,1279,42
S01001448,744,716,28
S01001449,599,589,10
S01001450,809,773,36
S01001451,699,673,26
S01001452,820,800,20
S01001453,835,822,13
S01001454,914,886,28
S01001455,771,736,35
S01001456,656,635,21
S01001457,904,875,29
S01001458,917,873,44
S01001459,905,884,21
S01001460,653,638,15
S01001461,856,829,27
S01001462,831,818,13
S01001463,516,496,20
S01001464,881,844,37
S01001465,691,675,16
S01001466,727,700,27
S01001467,812,798,14
S01001468,667,647,20
S01001469,860,843,17
S01001470,937,921,16
S01001471,759,745,14
S01001472,800,758,42
S01001473,778,743,35
S01001474,882,832,50
S01001475,610,586,24
S01001476,993,969,24
S01001477,933,912,21
S01001478,662,638,24
S01001479,635,602,33
S01001480,489,465,24
S01001481,874,863,11
S01001482,701,665,36
S01001483,1049,1033,16
S01001484,829,815,14
S01001485,614,593,21
S01001486,755,728,27
S01001487,665,610,55
S01001488,872,842,30
S01001489,801,773,28
S01001490,961,903,58
S01001491,884,867,17
S01001492,913,844,69
S01001493,886,864,22
S01001494,891,821,70
S01001495,618,597,21
S01001496,936,911,25
S01001497,766,715,51
S01001498,678,663,15
S01001499,1091,1061,30
S01001500,583,517,66
S01001501,858,840,18
S01001502,840,801,39
S01001503,802,779,23
S01001504,875,822,53
S01001505,1029,991,38
S01001506,602,577,25
S01001507,895,877,18
S01001508,903,889,14
S01001509,814,739,75
S01001510,630,574,56
S01001511,575,567,8
S01001512,852,784,68
S01001513,911,827,84
S01001514,747,695,52
S01001515,697,675,22
S01001516,704,653,51
S01001517,847,760,87
S01001518,1014,949,65
S01001519,962,943,19
S01001520,707,672,35
S01001521,977,939,38
S01001522,1057,954,103
S01001523,790,773,17
S01001524,941,873,68
S01001525,788,735,53
S01001526,627,603,24
S01001527,898,857,41
S01001528,973,945,28
S01001529,707,670,37
S01001530,761,711,50
S01001531,1175,1132,43
S01001532,597,585,12
S01001533,962,939,23
S01001534,669,655,14
S01001535,853,822,31
S01001536,808,748,60
S01001537,499,463,36
S01001538,814,787,27
S01001539,892,831,61
S01001540,810,807,3
S01001541,828,797,31
S01001542,670,646,24
S01001543,746,719,27
S01001544,919,872,47
S01001545,715,699,16
S01001546,989,892,97
S01001547,995,907,88
S01001548,1035,1003,32
S01001549,996,946,50
S01001550,789,767,22
S01001551,936,907,29
S01001552,864,824,40
S01001553,903,878,25
S01001554,992,960,32
S01001555,758,692,66
S01001556,845,814,31
S01001557,989,960,29
S01001558,829,762,67
S01001559,387,357,30
S01001560,1450,1402,48
S01001561,1347,1301,46
S01001562,2633,2565,68
S01001563,597,576,21
S01001564,557,531,26
S01001565,733,684,49
S01001566,664,649,15
S01001567,907,878,29
S01001568,727,705,22
S01001569,811,794,17
S01001570,512,506,6
S01001571,724,670,54
S01001572,532,510,22
S01001573,658,634,24
S01001574,877,836,41
S01001575,750,711,39
S01001576,597,545,52
S01001577,714,683,31
S01001578,756,707,49
S01001579,849,795,54
S01001580,565,524,41
S01001581,640,615,25
S01001582,711,680,31
S01001583,482,463,19
S01001584,776,731,45
S01001585,920,851,69
S01001586,473,463,10
S01001587,755,681,74
S01001588,796,759,37
S01001589,819,753,66
S01001590,642,629,13
S01001591,641,594,47
S01001592,796,746,50
S01001593,784,736,48
S01001594,798,742,56
S01001595,718,688,30
S01001596,826,790,36
S01001597,851,812,39
S01001598,678,653,25
S01001599,924,873,51
S01001600,1012,936,76
S01001601,1213,1179,34
S01001602,640,611,29
S01001603,1009,931,78
S01001604,644,615,29
S01001605,762,737,25
S01001606,617,569,48
S01001607,2654,2578,76
S01001608,809,780,29
S01001609,901,828,73
S01001610,777,747,30
S01001611,1024,1009,15
S01001612,835,811,24
S01001613,776,708,68
S01001614,672,604,68
S01001615,780,735,45
S01001616,754,750,4
S01001617,628,563,65
S01001618,946,915,31
S01001619,693,650,43
S01001620,875,784,91
S01001621,680,639,41
S01001622,838,792,46
S01001623,766,698,68
S01001624,996,936,60
S01001625,797,721,76
S01001626,737,708,29
S01001627,1394,1321,73
S01001628,618,588,30
S01001629,567,523,44
S01001630,556,523,33
S01001631,1415,1362,53
S01001632,583,576,7
S01001633,885,862,23
S01001634,1029,1004,25
S01001635,735,697,38
S01001636,515,501,14
S01001637,709,685,24
S01001638,887,827,60
S01001639,710,644,66
S01001640,648,630,18
S01001641,1566,1528,38
S01001642,900,832,68
S01001643,733,696,37
S01001644,1768,1705,63
S01001645,987,944,43
S01001646,612,592,20
S01001647,647,615,32
S01001648,747,710,37
S01001649,754,697,57
S01001650,852,823,29
S01001651,901,863,38
S01001652,774,760,14
S01001653,617,573,44
S01001654,936,911,25
S01001655,578,551,27
S01001656,1352,1272,80
S01001657,502,495,7
S01001658,1002,963,39
S01001659,706,686,20
S01001660,678,668,10
S01001661,818,789,29
S01001662,729,697,32
S01001663,841,819,22
S01001664,557,545,12
S01001665,868,822,46
S01001666,558,534,24
S01001667,819,786,33
S01001668,878,865,13
S01001669,669,637,32
S01001670,639,624,15
S01001671,516,500,16
S01001672,583,554,29
S01001673,662,636,26
S01001674,697,641,56
S01001675,706,682,24
S01001676,1223,1192,31
S01001677,844,821,23
S01001678,832,800,32
S01001679,934,886,48
S01001680,589,565,24
S01001681,674,651,23
S01001682,601,588,13
S01001683,734,711,23
S01001684,516,502,14
S01001685,763,716,47
S01001686,900,876,24
S01001687,980,939,41
S01001688,956,933,23
S01001689,674,650,24
S01001690,906,880,26
S01001691,848,836,12
S01001692,662,630,32
S01001693,915,885,30
S01001694,657,641,16
S01001695,761,744,17
S01001696,739,715,24
S01001697,853,827,26
S01001698,529,504,25
S01001699,700,691,9
S01001700,1023,996,27
S01001701,926,867,59
S01001702,990,922,68
S01001703,822,805,17
S01001704,916,901,15
S01001705,629,613,16
S01001706,789,773,16
S01001707,727,677,50
S01001708,953,893,60
S01001709,602,589,13
S01001710,692,677,15
S01001711,790,773,17
S01001712,458,444,14
S01001713,871,836,35
S01001714,705,694,11
S01001715,883,866,17
S01001716,846,778,68
S01001717,808,789,19
S01001718,550,535,15
S01001719,795,778,17
S01001720,699,684,15
S01001721,731,708,23
S01001722,746,732,14
S01001723,872,861,11
S01001724,813,742,71
S01001725,779,728,51
S01001726,649,636,13
S01001727,1015,990,25
S01001728,649,634,15
S01001729,976,940,36
S01001730,650,625,25
S01001731,674,647,27
S01001732,571,554,17
S01001733,908,859,49
S01001734,530,511,19
S01001735,480,467,13
S01001736,1092,1056,36
S01001737,609,592,17
S01001738,610,599,11
S01001739,637,614,23
S01001740,745,713,32
S01001741,651,598,53
S01001742,764,714,50
S01001743,990,916,74
S01001744,546,531,15
S01001745,795,777,18
S01001746,967,926,41
S01001747,857,796,61
S01001748,619,608,11
S01001749,739,673,66
S01001750,633,591,42
S01001751,963,900,63
S01001752,935,919,16
S01001753,799,731,68
S01001754,771,755,16
S01001755,1062,1016,46
S01001756,652,617,35
S01001757,757,728,29
S01001758,785,760,25
S01001759,684,620,64
S01001760,797,756,41
S01001761,727,659,68
S01001762,978,914,64
S01001763,832,822,10
S01001764,531,520,11
S01001765,949,894,55
S01001766,651,614,37
S01001767,587,568,19
S01001768,604,578,26
S01001769,626,594,32
S01001770,566,512,54
S01001771,841,798,43
S01001772,522,485,37
S01001773,941,870,71
S01001774,673,662,11
S01001775,836,813,23
S01001776,624,573,51
S01001777,916,899,17
S01001778,877,781,96
S01001779,539,526,13
S01001780,867,803,64
S01001781,690,670,20
S01001782,968,936,32
S01001783,598,518,80
S01001784,589,555,34
S01001785,611,593,18
S01001786,640,601,39
S01001787,566,552,14
S01001788,791,763,28
S01001789,738,699,39
S01001790,692,673,19
S01001791,726,709,17
S01001792,684,662,22
S01001793,903,875,28
S01001794,948,915,33
S01001795,443,433,10
S01001796,835,812,23
S01001797,676,631,45
S01001798,806,795,11
S01001799,1090,1012,78
S01001800,942,926,16
S01001801,1008,987,21
S01001802,835,814,21
S01001803,1010,985,25
S01001804,952,904,48
S01001805,699,674,25
S01001806,666,648,18
S01001807,841,818,23
S01001808,528,496,32
S01001809,1036,960,76
S01001810,876,857,19
S01001811,673,661,12
S01001812,898,881,17
S01001813,709,694,15
S01001814,723,706,17
S01001815,842,818,24
S01001816,1120,1108,12
S01001817,699,651,48
S01001818,752,734,18
S01001819,997,972,25
S01001820,778,730,48
S01001821,549,536,13
S01001822,984,947,37
S01001823,928,854,74
S01001824,739,699,40
S01001825,798,771,27
S01001826,675,603,72
S01001827,830,790,40
S01001828,750,739,11
S01001829,710,680,30
S01001830,942,926,16
S01001831,724,690,34
S01001832,715,650,65
S01001833,1153,1135,18
S01001834,587,534,53
S01001835,634,616,18
S01001836,870,849,21
S01001837,900,881,19
S01001838,674,637,37
S01001839,912,841,71
S01001840,701,687,14
S01001841,720,704,16
S01001842,757,745,12
S01001843,724,680,44
S01001844,2465,2432,33
S01001845,780,766,14
S01001846,886,871,15
S01001847,930,867,63
S01001848,748,691,57
S01001849,582,565,17
S01001850,726,711,15
S01001851,892,845,47
S01001852,766,750,16
S01001853,724,702,22
S01001854,1037,988,49
S01001855,802,788,14
S01001856,840,765,75
S01001857,679,633,46
S01001858,903,862,41
S01001859,1066,986,80
S01001860,1128,1110,18
S01001861,802,744,58
S01001862,801,785,16
S01001863,807,786,21
S01001864,1387,1291,96
S01001865,699,660,39
S01001866,675,661,14
S01001867,744,685,59
S01001868,753,703,50
S01001869,823,807,16
S01001870,961,892,69
S01001871,1700,1650,50
S01001872,888,808,80
S01001873,806,761,45
S01001874,1137,1076,61
S01001875,907,895,12
S01001876,1020,949,71
S01001877,951,876,75
S01001878,1076,1066,10
S01001879,640,583,57
S01001880,741,679,62
S01001881,755,730,25
S01001882,793,755,38
S01001883,532,528,4
S01001884,894,822,72
S01001885,1211,1184,27
S01001886,564,488,76
S01001887,830,800,30
S01001888,881,854,27
S01001889,542,518,24
S01001890,994,942,52
S01001891,713,660,53
S01001892,973,893,80
S01001893,1000,934,66
S01001894,805,737,68
S01001895,859,819,40
S01001896,809,794,15
S01001897,914,850,64
S01001898,616,550,66
S01001899,785,748,37
S01001900,754,711,43
S01001901,934,914,20
S01001902,919,902,17
S01001903,598,563,35
S01001904,598,537,61
S01001905,905,895,10
S01001906,709,650,59
S01001907,811,732,79
S01001908,914,899,15
S01001909,670,614,56
S01001910,744,718,26
S01001911,747,737,10
S01001912,742,723,19
S01001913,1015,982,33
S01001914,573,560,13
S01001915,906,887,19
S01001916,860,830,30
S01001917,759,736,23
S01001918,901,873,28
S01001919,850,816,34
S01001920,760,723,37
S01001921,614,578,36
S01001922,804,783,21
S01001923,577,555,22
S01001924,775,759,16
S01001925,780,765,15
S01001926,678,588,90
S01001927,977,924,53
S01001928,918,841,77
S01001929,994,970,24
S01001930,786,768,18
S01001931,728,658,70
S01001932,1615,1489,126
S01001933,851,829,22
S01001934,1523,1468,55
S01001935,928,811,117
S01001936,1149,1113,36
S01001937,867,809,58
S01001938,630,606,24
S01001939,556,540,16
S01001940,824,797,27
S01001941,1038,1019,19
S01001942,571,551,20
S01001943,714,663,51
S01001944,781,707,74
S01001945,751,716,35
S01001946,858,805,53
S01001947,952,916,36
S01001948,862,793,69
S01001949,700,647,53
S01001950,893,862,31
S01001951,905,807,98
S01001952,767,759,8
S01001953,861,849,12
S01001954,440,423,17
S01001955,1137,1074,63
S01001956,763,696,67
S01001957,500,453,47
S01001958,852,787,65
S01001959,562,533,29
S01001960,919,899,20
S01001961,1112,1092,20
S01001962,905,851,54
S01001963,914,885,29
S01001964,737,725,12
S01001965,762,706,56
S01001966,1556,1454,102
S01001967,650,636,14
S01001968,854,818,36
S01001969,620,580,40
S01001970,630,608,22
S01001971,779,696,83
S01001972,711,696,15
S01001973,679,663,16
S01001974,850,831,19
S01001975,848,826,22
S01001976,837,807,30
S01001977,840,763,77
S01001978,1395,1281,114
S01001979,710,683,27
S01001980,833,825,8
S01001981,933,919,14
S01001982,396,362,34
S01001983,702,690,12
S01001984,944,897,47
S01001985,764,743,21
S01001986,635,633,2
S01001987,829,822,7
S01001988,801,766,35
S01001989,880,839,41
S01001990,954,946,8
S01001991,834,810,24
S01001992,847,835,12
S01001993,727,712,15
S01001994,897,882,15
S01001995,653,643,10
S01001996,825,816,9
S01001997,793,746,47
S01001998,743,733,10
S01001999,739,731,8
S01002000,768,729,39
S01002001,786,758,28
S01002002,733,725,8
S01002003,850,812,38
S01002004,812,795,17
S01002005,773,699,74
S01002006,888,860,28
S01002007,956,933,23
S01002008,932,918,14
S01002009,864,851,13
S01002010,520,512,8
S01002011,1057,1029,28
S01002012,825,814,11
S01002013,798,778,20
S01002014,869,849,20
S01002015,822,801,21
S01002016,589,576,13
S01002017,1143,992,151
S01002018,802,782,20
S01002019,815,803,12
S01002020,557,552,5
S01002021,1002,919,83
S01002022,984,943,41
S01002023,776,762,14
S01002024,712,699,13
S01002025,901,849,52
S01002026,663,651,12
S01002027,1198,1176,22
S01002028,2533,2514,19
S01002029,770,764,6
S01002030,731,709,22
S01002031,688,654,34
S01002032,771,740,31
S01002033,772,739,33
S01002034,779,768,11
S01002035,730,715,15
S01002036,891,859,32
S01002037,677,658,19
S01002038,517,517,0
S01002039,694,675,19
S01002040,610,592,18
S01002041,888,873,15
S01002042,958,903,55
S01002043,719,698,21
S01002044,635,598,37
S01002045,1058,1024,34
S01002046,567,537,30
S01002047,854,790,64
S01002048,879,863,16
S01002049,1121,1082,39
S01002050,738,707,31
S01002051,763,690,73
S01002052,875,841,34
S01002053,994,976,18
S01002054,650,629,21
S01002055,918,898,20
S01002056,907,853,54
S01002057,908,887,21
S01002058,1040,1006,34
S01002059,684,651,33
S01002060,751,738,13
S01002061,705,683,22
S01002062,568,529,39
S01002063,1186,1152,34
S01002064,1130,1096,34
S01002065,984,971,13
S01002066,1064,1031,33
S01002067,885,842,43
S01002068,937,898,39
S01002069,626,604,22
S01002070,658,626,32
S01002071,686,665,21
S01002072,1135,1100,35
S01002073,644,606,38
S01002074,670,646,24
S01002075,917,891,26
S01002076,846,805,41
S01002077,783,756,27
S01002078,1068,1045,23
S01002079,1036,987,49
S01002080,996,966,30
S01002081,758,734,24
S01002082,848,826,22
S01002083,545,489,56
S01002084,796,772,24
S01002085,745,727,18
S01002086,631,605,26
S01002087,1053,979,74
S01002088,968,940,28
S01002089,1014,989,25
S01002090,1058,1003,55
S01002091,825,794,31
S01002092,1027,956,71
S01002093,990,950,40
S01002094,717,677,40
S01002095,581,565,16
S01002096,1441,1421,20
S01002097,782,739,43
S01002098,724,678,46
S01002099,853,837,16
S01002100,564,543,21
S01002101,1119,1051,68
S01002102,628,585,43
S01002103,616,596,20
S01002104,1429,1333,96
S01002105,978,957,21
S01002106,955,931,24
S01002107,507,489,18
S01002108,1200,1174,26
S01002109,936,909,27
S01002110,692,677,15
S01002111,1045,1017,28
S01002112,1098,1065,33
S01002113,742,722,20
S01002114,697,689,8
S01002115,1079,1061,18
S01002116,890,854,36
S01002117,732,690,42
S01002118,1164,1090,74
S01002119,594,571,23
S01002120,715,697,18
S01002121,651,619,32
S01002122,965,920,45
S01002123,997,973,24
S01002124,957,927,30
S01002125,1102,1050,52
S01002126,601,584,17
S01002127,728,692,36
S01002128,771,760,11
S01002129,1025,953,72
S01002130,553,538,15
S01002131,821,799,22
S01002132,802,774,28
S01002133,998,980,18
S01002134,590,576,14
S01002135,868,852,16
S01002136,780,758,22
S01002137,859,820,39
S01002138,722,676,46
S01002139,675,659,16
S01002140,803,747,56
S01002141,730,706,24
S01002142,1088,1056,32
S01002143,731,698,33
S01002144,706,691,15
S01002145,1002,986,16
S01002146,1000,965,35
S01002147,903,823,80
S01002148,888,876,12
S01002149,1018,939,79
S01002150,703,688,15
S01002151,1544,1475,69
S01002152,843,825,18
S01002153,501,487,14
S01002154,822,761,61
S01002155,946,872,74
S01002156,727,716,11
S01002157,765,754,11
S01002158,800,784,16
S01002159,714,678,36
S01002160,891,831,60
S01002161,779,763,16
S01002162,1010,965,45
S01002163,1050,1009,41
S01002164,804,761,43
S01002165,878,859,19
S01002166,818,808,10
S01002167,622,566,56
S01002168,1022,985,37
S01002169,850,835,15
S01002170,880,799,81
S01002171,603,572,31
S01002172,704,673,31
S01002173,971,930,41
S01002174,882,853,29
S01002175,990,967,23
S01002176,765,727,38
S01002177,798,782,16
S01002178,877,851,26
S01002179,667,646,21
S01002180,585,578,7
S01002181,793,761,32
S01002182,772,754,18
S01002183,860,826,34
S01002184,763,746,17
S01002185,941,878,63
S01002186,733,728,5
S01002187,910,898,12
S01002188,770,752,18
S01002189,663,632,31
S01002190,844,828,16
S01002191,787,703,84
S01002192,876,828,48
S01002193,910,887,23
S01002194,816,768,48
S01002195,1113,1081,32
S01002196,637,622,15
S01002197,685,646,39
S01002198,792,753,39
S01002199,821,805,16
S01002200,1096,1076,20
S01002201,1060,1038,22
S01002202,853,840,13
S01002203,471,463,8
S01002204,708,644,64
S01002205,733,705,28
S01002206,1019,998,21
S01002207,812,785,27
S01002208,680,669,11
S01002209,936,905,31
S01002210,552,540,12
S01002211,638,546,92
S01002212,1126,1028,98
S01002213,824,801,23
S01002214,764,751,13
S01002215,1135,1080,55
S01002216,1700,1646,54
S01002217,1275,1190,85
S01002218,562,550,12
S01002219,689,672,17
S01002220,782,762,20
S01002221,958,920,38
S01002222,870,851,19
S01002223,717,690,27
S01002224,912,889,23
S01002225,991,966,25
S01002226,1074,1055,19
S01002227,823,733,90
S01002228,983,950,33
S01002229,720,705,15
S01002230,1027,1001,26
S01002231,1166,1148,18
S01002232,846,785,61
S01002233,952,897,55
S01002234,787,746,41
S01002235,1009,978,31
S01002236,948,897,51
S01002237,1346,1300,46
S01002238,564,497,67
S01002239,949,865,84
S01002240,970,911,59
S01002241,1019,956,63
S01002242,797,778,19
S01002243,842,819,23
S01002244,926,894,32
S01002245,2145,2102,43
S01002246,947,897,50
S01002247,843,778,65
S01002248,1130,1105,25
S01002249,968,902,66
S01002250,925,902,23
S01002251,888,878,10
S01002252,755,727,28
S01002253,962,905,57
S01002254,908,872,36
S01002255,1690,1606,84
S01002256,1134,1114,20
S01002257,714,689,25
S01002258,888,818,70
S01002259,542,518,24
S01002260,870,858,12
S01002261,1057,1025,32
S01002262,807,781,26
S01002263,833,812,21
S01002264,852,828,24
S01002265,1661,1576,85
S01002266,749,712,37
S01002267,1073,1006,67
S01002268,750,735,15
S01002269,989,958,31
S01002270,1718,1655,63
S01002271,813,780,33
S01002272,775,763,12
S01002273,782,745,37
S01002274,1287,1219,68
S01002275,1478,1397,81
S01002276,884,871,13
S01002277,929,871,58
S01002278,1116,1047,69
S01002279,1505,1404,101
S01002280,792,764,28
S01002281,647,593,54
S01002282,266,235,31
S01002283,715,692,23
S01002284,2078,2011,67
S01002285,998,945,53
S01002286,756,727,29
S01002287,692,675,17
S01002288,1345,1309,36
S01002289,1223,1153,70
S01002290,1000,958,42
S01002291,762,674,88
S01002292,1119,1056,63
S01002293,797,775,22
S01002294,675,656,19
S01002295,727,703,24
S01002297,868,812,56
S01002298,712,699,13
S01002299,781,750,31
S01002300,774,761,13
S01002301,2097,2013,84
S01002302,982,921,61
S01002303,785,720,65
S01002304,1693,1648,45
S01002305,863,767,96
S01002306,477,466,11
S01002307,1086,1050,36
S01002308,961,935,26
S01002309,749,702,47
S01002310,1014,899,115
S01002311,881,862,19
S01002312,690,629,61
S01002313,734,726,8
S01002314,884,853,31
S01002315,569,551,18
S01002316,732,714,18
S01002317,3728,3595,133
S01002318,901,849,52
S01002319,1094,999,95
S01002320,619,597,22
S01002321,1128,1046,82
S01002322,664,629,35
S01002323,785,748,37
S01002324,755,681,74
S01002325,1784,1687,97
S01002326,1025,955,70
S01002327,827,804,23
S01002328,730,712,18
S01002329,680,666,14
S01002330,766,725,41
S01002331,701,664,37
S01002332,870,860,10
S01002333,752,739,13
S01002334,961,940,21
S01002335,916,886,30
S01002336,1021,1004,17
S01002337,893,869,24
S01002338,476,445,31
S01002339,621,600,21
S01002340,643,622,21
S01002341,530,513,17
S01002342,622,590,32
S01002343,745,722,23
S01002344,519,498,21
S01002345,811,781,30
S01002346,888,860,28
S01002347,731,709,22
S01002348,936,898,38
S01002349,980,930,50
S01002350,918,883,35
S01002351,773,728,45
S01002352,892,838,54
S01002353,837,799,38
S01002354,872,835,37
S01002355,849,806,43
S01002356,872,813,59
S01002357,625,577,48
S01002358,496,470,26
S01002359,869,808,61
S01002360,653,615,38
S01002361,654,607,47
S01002362,805,770,35
S01002363,1090,1039,51
S01002364,661,625,36
S01002365,616,586,30
S01002366,893,867,26
S01002367,1074,1028,46
S01002368,930,882,48
S01002369,621,584,37
S01002370,733,702,31
S01002371,709,675,34
S01002372,761,728,33
S01002373,660,633,27
S01002374,795,755,40
S01002375,892,832,60
S01002376,892,840,52
S01002377,871,805,66
S01002378,512,486,26
S01002379,1164,1115,49
S01002380,810,773,37
S01002381,895,855,40
S01002382,633,556,77
S01002383,525,520,5
S01002384,520,494,26
S01002385,776,710,66
S01002386,1002,959,43
S01002387,726,691,35
S01002388,737,720,17
S01002389,693,676,17
S01002390,1156,1123,33
S01002391,1456,1430,26
S01002392,1884,1838,46
S01002393,1027,999,28
S01002394,797,752,45
S01002395,730,699,31
S01002396,693,663,30
S01002397,1752,1710,42
S01002398,760,735,25
S01002399,984,916,68
S01002400,807,786,21
S01002401,1141,1127,14
S01002402,817,760,57
S01002403,743,706,37
S01002404,1010,961,49
S01002405,702,680,22
S01002406,894,839,55
S01002407,683,651,32
S01002408,829,759,70
S01002409,656,628,28
S01002410,498,488,10
S01002411,2706,2643,63
S01002412,918,883,35
S01002413,628,603,25
S01002414,623,569,54
S01002415,721,670,51
S01002416,572,551,21
S01002417,631,601,30
S01002418,886,831,55
S01002419,554,546,8
S01002420,651,581,70
S01002421,814,783,31
S01002422,548,536,12
S01002423,890,821,69
S01002424,838,798,40
S01002425,916,852,64
S01002426,667,609,58
S01002427,821,776,45
S01002428,536,481,55
S01002429,747,607,140
S01002430,669,633,36
S01002431,859,794,65
S01002432,1456,1411,45
S01002433,558,530,28
S01002434,926,859,67
S01002435,664,636,28
S01002436,761,668,93
S01002437,799,759,40
S01002438,677,640,37
S01002439,742,701,41
S01002440,867,815,52
S01002441,634,616,18
S01002442,472,447,25
S01002443,630,589,41
S01002444,511,461,50
S01002445,911,848,63
S01002446,972,931,41
S01002447,694,662,32
S01002448,548,514,34
S01002449,645,626,19
S01002450,709,655,54
S01002451,1003,936,67
S01002452,538,499,39
S01002453,688,656,32
S01002454,725,707,18
S01002455,553,525,28
S01002456,1022,938,84
S01002457,750,705,45
S01002458,931,847,84
S01002459,501,459,42
S01002460,839,756,83
S01002461,478,476,2
S01002462,700,640,60
S01002463,895,823,72
S01002464,574,543,31
S01002465,712,689,23
S01002466,1010,950,60
S01002467,488,461,27
S01002468,674,614,60
S01002469,638,595,43
S01002470,833,763,70
S01002471,556,515,41
S01002472,581,542,39
S01002473,921,864,57
S01002474,406,373,33
S01002475,550,517,33
S01002476,861,840,21
S01002477,813,758,55
S01002478,895,847,48
S01002479,720,668,52
S01002480,536,493,43
S01002481,934,871,63
S01002482,1021,955,66
S01002483,672,625,47
S01002484,810,757,53
S01002485,830,798,32
S01002486,604,554,50
S01002487,481,442,39
