dz_2001,total,scotland,ruk,elsewhere
S01001069,871,697,145,29
S01001070,876,564,227,85
S01001071,667,525,123,19
S01001072,761,523,213,25
S01001073,994,767,204,23
S01001074,511,304,187,20
S01001075,847,743,91,13
S01001076,783,575,184,24
S01001077,793,656,121,16
S01001078,814,579,214,21
S01001079,501,376,108,17
S01001080,540,450,79,11
S01001081,620,345,222,53
S01001082,883,641,220,22
S01001083,798,699,89,10
S01001084,894,631,235,28
S01001085,873,822,44,7
S01001086,743,692,43,8
S01001087,524,499,20,5
S01001088,984,874,98,12
S01001089,948,773,157,18
S01001090,963,646,214,103
S01001091,662,429,147,86
S01001092,964,607,233,124
S01001093,1045,636,233,176
S01001094,953,742,114,97
S01001095,1166,585,328,253
S01001096,884,561,196,127
S01001097,643,512,74,57
S01001098,933,619,187,127
S01001099,860,599,155,106
S01001100,922,728,106,88
S01001101,1120,633,309,178
S01001102,265,211,34,20
S01001103,854,498,137,219
S01001104,702,530,81,91
S01001105,923,796,71,56
S01001106,787,675,66,46
S01001107,987,833,93,61
S01001108,658,475,119,64
S01001109,854,637,121,96
S01001110,820,633,93,94
S01001111,1020,805,125,90
S01001112,825,704,86,35
S01001113,1073,793,144,136
S01001114,902,740,80,82
S01001115,811,732,40,39
S01001116,511,489,17,5
S01001117,547,484,37,26
S01001118,633,573,37,23
S01001119,955,843,79,33
S01001120,655,563,60,32
S01001121,783,706,43,34
S01001122,613,494,91,28
S01001123,939,780,97,62
S01001124,641,588,36,17
S01001125,402,359,16,27
S01001126,1078,922,110,46
S01001127,805,688,63,54
S01001128,737,663,33,41
S01001129,961,886,47,28
S01001130,836,774,41,21
S01001131,533,448,37,48
S01001132,735,673,38,24
S01001133,916,834,42,40
S01001134,990,805,123,62
S01001135,403,359,22,22
S01001136,771,670,53,48
S01001137,903,797,55,51
S01001138,950,813,90,47
S01001139,753,704,31,18
S01001140,1024,932,59,33
S01001141,452,384,38,30
S01001142,966,812,115,39
S01001143,771,645,78,48
S01001144,674,633,27,14
S01001145,598,553,27,18
S01001146,916,845,38,33
S01001147,664,552,50,62
S01001148,740,646,57,37
S01001149,673,618,31,24
S01001150,726,682,23,21
S01001151,559,510,29,20
S01001152,977,885,40,52
S01001153,742,689,34,19
S01001154,761,645,92,24
S01001155,653,557,76,20
S01001156,772,671,51,50
S01001157,862,756,77,29
S01001158,573,537,22,14
S01001159,795,699,66,30
S01001160,593,539,37,17
S01001161,582,529,28,25
S01001162,865,747,61,57
S01001163,675,602,36,37
S01001164,589,555,13,21
S01001165,781,664,47,70
S01001166,292,268,12,12
S01001167,955,784,86,85
S01001168,675,568,71,36
S01001169,1013,931,52,30
S01001170,829,771,44,14
S01001171,634,572,35,27
S01001172,663,607,38,18
S01001173,892,841,32,19
S01001174,623,536,38,49
S01001175,890,821,43,26
S01001176,749,684,52,13
S01001177,707,663,28,16
S01001178,862,814,27,21
S01001179,982,866,87,29
S01001180,713,648,38,27
S01001181,894,792,67,35
S01001182,908,858,33,17
S01001183,874,809,44,21
S01001184,939,809,60,70
S01001185,583,489,63,31
S01001186,818,714,45,59
S01001187,914,854,42,18
S01001188,784,718,30,36
S01001189,984,892,53,39
S01001190,731,647,56,28
S01001191,669,633,16,20
S01001192,997,902,38,57
S01001193,865,781,39,45
S01001194,934,809,77,48
S01001195,971,900,45,26
S01001196,981,904,49,28
S01001197,545,504,30,11
S01001198,695,665,21,9
S01001199,976,917,43,16
S01001200,897,839,40,18
S01001201,660,606,38,16
S01001202,605,552,37,16
S01001203,795,740,38,17
S01001204,830,757,48,25
S01001205,767,674,36,57
S01001206,747,705,22,20
S01001207,852,795,32,25
S01001208,648,600,40,8
S01001209,600,534,22,44
S01001210,866,806,34,26
S01001211,960,882,33,45
S01001212,595,554,32,9
S01001213,1030,887,101,42
S01001214,723,673,35,15
S01001215,805,725,38,42
S01001216,963,907,35,21
S01001217,922,862,38,22
S01001218,759,677,36,46
S01001219,556,474,50,32
S01001220,546,519,16,11
S01001221,652,594,29,29
S01001222,778,732,30,16
S01001223,782,719,50,13
S01001224,938,887,35,16
S01001225,974,907,30,37
S01001226,483,430,35,18
S01001227,752,701,34,17
S01001228,834,798,25,11
S01001229,762,682,48,32
S01001230,786,737,34,15
S01001231,736,706,19,11
S01001232,693,598,70,25
S01001233,991,938,34,19
S01001234,397,384,7,6
S01001235,851,777,53,21
S01001236,933,883,33,17
S01001237,575,543,17,15
S01001238,715,664,35,16
S01001239,557,523,19,15
S01001240,810,760,39,11
S01001241,793,757,19,17
S01001242,919,853,50,16
S01001243,252,242,7,3
S01001244,700,635,46,19
S01001245,813,778,22,13
S01001246,975,913,35,27
S01001247,663,644,17,2
S01001248,876,800,58,18
S01001249,700,671,24,5
S01001250,974,928,33,13
S01001251,721,681,30,10
S01001252,642,615,18,9
S01001253,674,621,39,14
S01001254,702,655,33,14
S01001255,947,899,44,4
S01001256,747,700,31,16
S01001257,805,747,31,27
S01001258,538,501,28,9
S01001259,809,761,32,16
S01001260,659,625,26,8
S01001261,933,885,29,19
S01001262,924,856,42,26
S01001263,511,495,10,6
S01001264,568,511,39,18
S01001265,594,532,45,17
S01001266,766,720,25,21
S01001267,988,934,32,22
S01001268,764,721,31,12
S01001269,544,465,68,11
S01001270,817,761,47,9
S01001271,748,697,40,11
S01001272,706,674,29,3
S01001273,701,674,21,6
S01001274,734,683,42,9
S01001275,702,656,41,5
S01001276,508,456,46,6
S01001277,685,656,21,8
S01001278,503,425,71,7
S01001279,729,705,23,1
S01001280,608,582,23,3
S01001281,835,795,35,5
S01001282,735,712,21,2
S01001283,491,432,47,12
S01001284,790,698,77,15
S01001285,644,576,65,3
S01001286,528,496,22,10
S01001287,901,859,34,8
S01001288,922,890,25,7
S01001289,629,596,28,5
S01001290,549,525,17,7
S01001291,421,401,16,4
S01001292,948,908,26,14
S01001293,787,750,34,3
S01001294,769,740,28,1
S01001295,905,865,28,12
S01001296,694,660,30,4
S01001297,790,744,34,12
S01001298,909,859,35,15
S01001299,943,902,31,10
S01001300,980,877,91,12
S01001301,632,605,24,3
S01001302,694,646,34,14
S01001303,611,561,31,19
S01001304,722,602,98,22
S01001305,693,627,54,12
S01001306,701,672,21,8
S01001307,891,852,30,9
S01001308,999,970,20,9
S01001309,706,664,30,12
S01001310,747,714,24,9
S01001311,606,586,17,3
S01001312,774,717,46,11
S01001313,673,623,39,11
S01001314,724,650,62,12
S01001315,961,890,61,10
S01001316,981,931,41,9
S01001317,932,895,29,8
S01001318,553,519,30,4
S01001319,649,620,25,4
S01001320,935,899,27,9
S01001321,545,478,57,10
S01001322,822,713,87,22
S01001323,623,572,35,16
S01001324,946,874,57,15
S01001325,731,686,33,12
S01001326,985,941,31,13
S01001327,775,726,41,8
S01001328,823,770,41,12
S01001329,603,563,22,18
S01001330,979,921,42,16
S01001331,869,832,28,9
S01001332,908,842,54,12
S01001333,860,796,48,16
S01001334,881,828,39,14
S01001335,985,927,38,20
S01001336,920,880,28,12
S01001337,772,726,33,13
S01001338,814,769,32,13
S01001339,677,624,41,12
S01001340,778,745,24,9
S01001341,920,870,40,10
S01001342,867,822,30,15
S01001343,990,946,32,12
S01001344,833,791,33,9
S01001345,623,583,31,9
S01001346,694,647,31,16
S01001347,813,750,38,25
S01001348,730,680,42,8
S01001349,1251,1135,98,18
S01001350,730,658,54,18
S01001351,504,467,26,11
S01001352,878,807,50,21
S01001353,679,612,49,18
S01001354,794,753,34,7
S01001355,766,699,60,7
S01001356,635,591,28,16
S01001357,663,630,22,11
S01001358,873,819,39,15
S01001359,747,694,39,14
S01001360,854,779,58,17
S01001361,558,529,25,4
S01001362,622,584,22,16
S01001363,595,544,39,12
S01001364,880,806,60,14
S01001365,644,616,21,7
S01001366,969,898,39,32
S01001367,725,681,33,11
S01001368,1020,894,101,25
S01001369,960,897,50,13
S01001370,735,680,36,19
S01001371,604,564,33,7
S01001372,773,723,37,13
S01001373,635,598,26,11
S01001374,601,562,29,10
S01001375,674,640,29,5
S01001376,741,683,48,10
S01001377,805,755,35,15
S01001378,600,557,30,13
S01001379,998,949,37,12
S01001380,825,789,29,7
S01001381,858,811,38,9
S01001382,618,567,31,20
S01001383,683,621,30,32
S01001384,950,901,37,12
S01001385,785,731,43,11
S01001386,872,803,40,29
S01001387,860,814,28,18
S01001388,917,848,61,8
S01001389,510,488,8,14
S01001390,854,800,49,5
S01001391,828,760,44,24
S01001392,520,489,25,6
S01001393,550,504,34,12
S01001394,545,495,34,16
S01001395,964,855,88,21
S01001396,777,693,51,33
S01001397,827,769,48,10
S01001398,916,813,76,27
S01001399,902,845,47,10
S01001400,927,886,24,17
S01001401,699,657,27,15
S01001402,928,873,49,6
S01001403,990,868,96,26
S01001404,610,537,50,23
S01001405,865,763,73,29
S01001406,607,565,27,15
S01001407,845,775,54,16
S01001408,848,782,51,15
S01001409,908,853,37,18
S01001410,1058,933,108,17
S01001411,578,501,68,9
S01001412,946,872,54,20
S01001413,763,696,45,22
S01001414,668,623,37,8
S01001415,796,717,65,14
S01001416,685,610,56,19
S01001417,1034,954,70,10
S01001418,944,853,75,16
S01001419,746,690,38,18
S01001420,604,542,43,19
S01001421,839,735,75,29
S01001422,549,487,49,13
S01001423,812,758,32,22
S01001424,1085,1010,39,36
S01001425,980,912,35,33
S01001426,787,731,31,25
S01001427,930,851,28,51
S01001428,1014,959,33,22
S01001429,616,578,19,19
S01001430,985,877,46,62
S01001431,1027,962,27,38
S01001432,731,673,22,36
S01001433,917,840,36,41
S01001434,974,892,44,38
S01001435,1007,958,26,23
S01001436,990,889,57,44
S01001437,894,820,35,39
S01001438,620,514,60,46
S01001439,784,735,27,22
S01001440,980,926,32,22
S01001441,829,772,42,15
S01001442,744,697,21,26
S01001443,954,875,40,39
S01001444,1015,877,54,84
S01001445,749,673,46,30
S01001446,912,805,61,46
S01001447,875,696,90,89
S01001448,714,668,21,25
S01001449,602,538,33,31
S01001450,805,722,66,17
S01001451,702,632,41,29
S01001452,797,685,62,50
S01001453,886,827,38,21
S01001454,963,842,67,54
S01001455,798,705,57,36
S01001456,659,568,52,39
S01001457,930,811,92,27
S01001458,974,903,31,40
S01001459,918,822,56,40
S01001460,706,641,33,32
S01001461,915,827,51,37
S01001462,914,769,106,39
S01001463,510,473,20,17
S01001464,924,837,59,28
S01001465,660,539,81,40
S01001466,775,627,73,75
S01001467,898,826,54,18
S01001468,653,583,33,37
S01001469,835,724,69,42
S01001470,1009,815,122,72
S01001471,747,627,75,45
S01001472,876,783,67,26
S01001473,807,676,85,46
S01001474,1194,1119,55,20
S01001475,579,504,49,26
S01001476,1063,882,121,60
S01001477,1060,947,73,40
S01001478,695,624,54,17
S01001479,643,562,63,18
S01001480,532,477,38,17
S01001481,998,840,89,69
S01001482,772,716,36,20
S01001483,906,723,141,42
S01001484,855,724,83,48
S01001485,731,682,40,9
S01001486,848,707,81,60
S01001487,678,646,20,12
S01001488,941,865,45,31
S01001489,949,816,67,66
S01001490,881,816,40,25
S01001491,907,810,68,29
S01001492,1003,924,53,26
S01001493,841,754,68,19
S01001494,892,839,34,19
S01001495,612,510,58,44
S01001496,910,759,100,51
S01001497,762,710,41,11
S01001498,770,687,40,43
S01001499,1038,950,68,20
S01001500,733,701,27,5
S01001501,834,725,79,30
S01001502,912,849,42,21
S01001503,911,853,43,15
S01001504,932,853,48,31
S01001505,1018,940,52,26
S01001506,591,532,40,19
S01001507,962,757,92,113
S01001508,1005,911,39,55
S01001509,941,891,36,14
S01001510,594,555,29,10
S01001511,624,552,52,20
S01001512,761,722,24,15
S01001513,868,803,53,12
S01001514,836,795,25,16
S01001515,729,642,58,29
S01001516,691,656,27,8
S01001517,887,809,51,27
S01001518,1014,938,41,35
S01001519,955,815,106,34
S01001520,712,682,21,9
S01001521,1027,828,134,65
S01001522,995,938,30,27
S01001523,801,683,77,41
S01001524,963,929,30,4
S01001525,844,811,27,6
S01001526,645,593,35,17
S01001527,865,805,39,21
S01001528,1014,890,91,33
S01001529,661,574,59,28
S01001530,883,820,42,21
S01001531,1004,918,59,27
S01001532,587,479,79,29
S01001533,848,730,94,24
S01001534,705,647,37,21
S01001535,851,769,64,18
S01001536,842,825,12,5
S01001537,619,586,28,5
S01001538,892,754,92,46
S01001539,869,797,56,16
S01001540,838,710,81,47
S01001541,878,799,68,11
S01001542,740,677,45,18
S01001543,762,687,59,16
S01001544,949,881,47,21
S01001545,799,740,43,16
S01001546,935,884,27,24
S01001547,938,892,37,9
S01001548,700,621,60,19
S01001549,1048,963,59,26
S01001550,657,530,95,32
S01001551,832,650,145,37
S01001552,862,770,79,13
S01001553,809,566,199,44
S01001554,993,832,127,34
S01001555,781,714,46,21
S01001556,925,843,66,16
S01001557,1056,856,160,40
S01001558,829,756,56,17
S01001559,514,472,30,12
S01001560,669,618,31,20
S01001561,731,661,48,22
S01001562,664,609,40,15
S01001563,638,579,45,14
S01001564,582,542,30,10
S01001565,774,711,42,21
S01001566,672,611,43,18
S01001567,962,895,51,16
S01001568,675,546,93,36
S01001569,536,478,48,10
S01001570,539,486,42,11
S01001571,752,707,31,14
S01001572,581,545,21,15
S01001573,658,481,153,24
S01001574,924,859,44,21
S01001575,780,715,36,29
S01001576,593,556,30,7
S01001577,776,735,30,11
S01001578,689,628,46,15
S01001579,848,783,51,14
S01001580,601,551,38,12
S01001581,729,686,35,8
S01001582,610,580,19,11
S01001583,484,453,25,6
S01001584,769,715,34,20
S01001585,875,812,54,9
S01001586,518,466,37,15
S01001587,823,777,35,11
S01001588,782,719,43,20
S01001589,784,746,28,10
S01001590,766,672,60,34
S01001591,629,595,26,8
S01001592,768,716,39,13
S01001593,880,727,97,56
S01001594,793,701,54,38
S01001595,733,690,35,8
S01001596,805,693,77,35
S01001597,702,575,90,37
S01001598,637,586,38,13
S01001599,887,765,90,32
S01001600,1043,919,91,33
S01001601,783,596,161,26
S01001602,449,405,28,16
S01001603,880,805,52,23
S01001604,682,630,40,12
S01001605,607,564,26,17
S01001606,547,467,55,25
S01001607,972,868,76,28
S01001608,900,775,102,23
S01001609,942,827,69,46
S01001610,568,458,82,28
S01001611,777,591,149,37
S01001612,848,712,110,26
S01001613,861,808,34,19
S01001614,634,531,80,23
S01001615,774,665,82,27
S01001616,587,443,126,18
S01001617,714,668,25,21
S01001618,922,739,145,38
S01001619,723,671,32,20
S01001620,813,765,37,11
S01001621,763,720,31,12
S01001622,907,812,68,27
S01001623,725,656,48,21
S01001624,1051,910,105,36
S01001625,756,721,24,11
S01001626,806,711,69,26
S01001627,715,684,27,4
S01001628,585,552,20,13
S01001629,615,551,55,9
S01001630,548,513,23,12
S01001631,941,881,47,13
S01001632,619,552,56,11
S01001633,941,774,146,21
S01001634,834,742,83,9
S01001635,742,686,41,15
S01001636,575,505,56,14
S01001637,741,621,97,23
S01001638,883,779,63,41
S01001639,675,625,41,9
S01001640,689,550,119,20
S01001641,612,506,82,24
S01001642,950,813,101,36
S01001643,762,636,108,18
S01001644,765,686,66,13
S01001645,919,713,159,47
S01001646,581,472,85,24
S01001647,660,577,69,14
S01001648,776,683,74,19
S01001649,759,689,57,13
S01001650,898,725,133,40
S01001651,908,736,131,41
S01001652,816,541,232,43
S01001653,669,544,96,29
S01001654,601,505,79,17
S01001655,609,474,106,29
S01001656,968,816,121,31
S01001657,512,373,117,22
S01001658,925,727,168,30
S01001659,645,498,131,16
S01001660,652,457,147,48
S01001661,648,504,124,20
S01001662,769,686,64,19
S01001663,782,562,195,25
S01001664,543,399,128,16
S01001665,761,568,166,27
S01001666,612,463,120,29
S01001667,771,584,158,29
S01001668,692,492,161,39
S01001669,639,485,128,26
S01001670,689,645,29,15
S01001671,568,536,20,12
S01001672,589,539,41,9
S01001673,666,602,47,17
S01001674,711,654,35,22
S01001675,677,622,46,9
S01001676,966,836,77,53
S01001677,835,725,85,25
S01001678,942,861,64,17
S01001679,696,574,80,42
S01001680,601,546,43,12
S01001681,649,574,52,23
S01001682,522,497,21,4
S01001683,736,642,57,37
S01001684,575,488,68,19
S01001685,680,622,28,30
S01001686,937,838,63,36
S01001687,992,838,107,47
S01001688,838,759,46,33
S01001689,727,662,46,19
S01001690,545,493,33,19
S01001691,819,689,68,62
S01001692,608,522,43,43
S01001693,808,686,72,50
S01001694,644,590,31,23
S01001695,744,680,37,27
S01001696,762,691,45,26
S01001697,807,720,39,48
S01001698,523,485,26,12
S01001699,666,566,57,43
S01001700,980,836,93,51
S01001701,889,822,41,26
S01001702,954,845,57,52
S01001703,757,662,48,47
S01001704,937,799,78,60
S01001705,590,523,27,40
S01001706,784,726,40,18
S01001707,693,652,28,13
S01001708,943,809,73,61
S01001709,605,506,35,64
S01001710,663,596,43,24
S01001711,765,703,36,26
S01001712,517,487,19,11
S01001713,957,800,69,88
S01001714,707,651,35,21
S01001715,960,827,51,82
S01001716,785,733,41,11
S01001717,776,698,49,29
S01001718,505,461,34,10
S01001719,795,718,48,29
S01001720,690,608,46,36
S01001721,584,506,36,42
S01001722,754,693,37,24
S01001723,709,604,46,59
S01001724,732,695,27,10
S01001725,715,683,20,12
S01001726,662,617,34,11
S01001727,880,797,50,33
S01001728,672,618,31,23
S01001729,970,896,48,26
S01001730,630,590,27,13
S01001731,635,582,40,13
S01001732,596,552,29,15
S01001733,733,694,27,12
S01001734,527,486,26,15
S01001735,506,466,29,11
S01001736,999,857,92,50
S01001737,614,584,20,10
S01001738,619,551,40,28
S01001739,628,586,30,12
S01001740,788,714,55,19
S01001741,650,628,15,7
S01001742,707,662,28,17
S01001743,911,870,23,18
S01001744,616,576,17,23
S01001745,830,787,26,17
S01001746,1019,907,67,45
S01001747,874,834,29,11
S01001748,640,588,29,23
S01001749,761,713,39,9
S01001750,731,680,42,9
S01001751,914,878,23,13
S01001752,994,913,52,29
S01001753,851,817,21,13
S01001754,820,726,66,28
S01001755,918,769,74,75
S01001756,653,592,39,22
S01001757,762,704,44,14
S01001758,766,696,43,27
S01001759,609,567,27,15
S01001760,698,657,29,12
S01001761,691,665,18,8
S01001762,987,822,104,61
S01001763,840,762,55,23
S01001764,530,463,26,41
S01001765,993,941,31,21
S01001766,696,602,47,47
S01001767,628,544,53,31
S01001768,617,557,38,22
S01001769,718,612,50,56
S01001770,542,504,23,15
S01001771,804,701,49,54
S01001772,539,457,44,38
S01001773,956,904,22,30
S01001774,631,564,44,23
S01001775,751,674,32,45
S01001776,613,585,13,15
S01001777,924,821,63,40
S01001778,904,864,20,20
S01001779,538,476,28,34
S01001780,807,735,41,31
S01001781,669,578,39,52
S01001782,936,838,45,53
S01001783,638,604,22,12
S01001784,587,482,34,71
S01001785,679,643,29,7
S01001786,629,597,19,13
S01001787,642,602,25,15
S01001788,874,837,24,13
S01001789,531,499,19,13
S01001790,762,618,91,53
S01001791,748,615,116,17
S01001792,736,634,78,24
S01001793,851,671,151,29
S01001794,924,751,133,40
S01001795,875,476,342,57
S01001796,813,623,144,46
S01001797,701,617,57,27
S01001798,909,704,146,59
S01001799,1022,945,51,26
S01001800,999,889,68,42
S01001801,954,693,191,70
S01001802,819,680,84,55
S01001803,1003,801,123,79
S01001804,1076,923,90,63
S01001805,784,721,50,13
S01001806,657,565,73,19
S01001807,844,735,79,30
S01001808,633,565,46,22
S01001809,758,702,28,28
S01001810,947,811,88,48
S01001811,716,574,112,30
S01001812,566,422,118,26
S01001813,715,594,88,33
S01001814,753,539,132,82
S01001815,879,778,80,21
S01001816,1076,813,201,62
S01001817,694,636,30,28
S01001818,767,621,108,38
S01001819,1032,802,177,53
S01001820,800,709,39,52
S01001821,524,272,174,78
S01001822,1014,863,92,59
S01001823,798,700,59,39
S01001824,780,681,71,28
S01001825,815,663,99,53
S01001826,571,501,44,26
S01001827,922,776,73,73
S01001828,791,625,105,61
S01001829,705,559,109,37
S01001830,936,780,101,55
S01001831,765,691,50,24
S01001832,677,614,33,30
S01001833,969,741,165,63
S01001834,576,525,26,25
S01001835,645,456,124,65
S01001836,740,634,75,31
S01001837,938,745,133,60
S01001838,583,531,25,27
S01001839,956,844,69,43
S01001840,736,635,77,24
S01001841,740,655,50,35
S01001842,814,694,65,55
S01001843,755,682,38,35
S01001844,2647,1438,547,662
S01001845,848,677,127,44
S01001846,943,778,110,55
S01001847,823,753,46,24
S01001848,788,717,44,27
S01001849,631,479,111,41
S01001850,784,692,65,27
S01001851,786,604,89,93
S01001852,808,704,64,40
S01001853,776,658,79,39
S01001854,1295,808,321,166
S01001855,758,584,102,72
S01001856,588,523,49,16
S01001857,806,723,48,35
S01001858,890,750,94,46
S01001859,966,896,45,25
S01001860,1074,735,208,131
S01001861,895,792,57,46
S01001862,909,826,54,29
S01001863,916,826,51,39
S01001864,894,741,87,66
S01001865,707,599,63,45
S01001866,704,582,91,31
S01001867,548,490,34,24
S01001868,673,519,92,62
S01001869,845,731,75,39
S01001870,733,665,48,20
S01001871,864,755,73,36
S01001872,809,707,60,42
S01001873,809,649,120,40
S01001874,720,570,73,77
S01001875,880,717,112,51
S01001876,1055,921,74,60
S01001877,986,877,51,58
S01001878,953,742,147,64
S01001879,676,589,49,38
S01001880,745,646,44,55
S01001881,674,582,57,35
S01001882,771,620,65,86
S01001883,569,383,107,79
S01001884,998,879,62,57
S01001885,1098,876,148,74
S01001886,548,486,45,17
S01001887,795,715,63,17
S01001888,907,719,121,67
S01001889,577,429,59,89
S01001890,927,842,38,47
S01001891,665,589,44,32
S01001892,769,678,49,42
S01001893,973,888,47,38
S01001894,739,679,42,18
S01001895,756,666,48,42
S01001896,844,621,158,65
S01001897,884,766,63,55
S01001898,590,544,26,20
S01001899,796,715,41,40
S01001900,783,711,48,24
S01001901,982,762,159,61
S01001902,902,627,187,88
S01001903,588,495,50,43
S01001904,637,568,42,27
S01001905,920,636,184,100
S01001906,429,369,39,21
S01001907,794,699,56,39
S01001908,884,558,151,175
S01001909,669,598,47,24
S01001910,766,692,34,40
S01001911,760,558,134,68
S01001912,793,735,32,26
S01001913,983,772,162,49
S01001914,603,415,134,54
S01001915,849,749,69,31
S01001916,815,552,175,88
S01001917,724,478,180,66
S01001918,866,632,131,103
S01001919,908,833,47,28
S01001920,720,587,75,58
S01001921,602,546,31,25
S01001922,782,645,94,43
S01001923,341,294,24,23
S01001924,729,566,97,66
S01001925,807,542,160,105
S01001926,644,582,37,25
S01001927,913,629,208,76
S01001928,1097,764,208,125
S01001929,754,603,96,55
S01001930,772,483,184,105
S01001931,754,689,42,23
S01001932,1338,1238,65,35
S01001933,866,705,89,72
S01001934,793,684,54,55
S01001935,720,663,42,15
S01001936,945,711,138,96
S01001937,900,803,52,45
S01001938,595,373,149,73
S01001939,475,319,97,59
S01001940,740,523,124,93
S01001941,947,613,202,132
S01001942,562,355,118,89
S01001943,621,562,31,28
S01001944,680,488,126,66
S01001945,729,526,130,73
S01001946,838,753,48,37
S01001947,843,592,160,91
S01001948,766,708,40,18
S01001949,724,654,44,26
S01001950,907,786,60,61
S01001951,833,707,65,61
S01001952,764,495,179,90
S01001953,795,518,178,99
S01001954,447,384,44,19
S01001955,800,747,26,27
S01001956,789,705,46,38
S01001957,292,251,25,16
S01001958,876,726,81,69
S01001959,624,558,50,16
S01001960,879,510,219,150
S01001961,955,729,146,80
S01001962,833,738,57,38
S01001963,766,637,65,64
S01001964,778,694,66,18
S01001965,830,754,48,28
S01001966,773,689,44,40
S01001967,675,595,52,28
S01001968,836,605,147,84
S01001969,648,564,48,36
S01001970,614,409,143,62
S01001971,774,692,55,27
S01001972,765,592,117,56
S01001973,704,650,35,19
S01001974,797,488,200,109
S01001975,845,534,219,92
S01001976,753,503,163,87
S01001977,783,681,37,65
S01001978,741,649,54,38
S01001979,630,411,150,69
S01001980,685,513,111,61
S01001981,724,468,177,79
S01001982,302,274,20,8
S01001983,765,470,193,102
S01001984,531,450,61,20
S01001985,777,713,41,23
S01001986,622,436,129,57
S01001987,825,405,287,133
S01001988,794,722,42,30
S01001989,879,716,95,68
S01001990,999,493,311,195
S01001991,792,710,52,30
S01001992,916,542,213,161
S01001993,761,496,161,104
S01001994,845,600,154,91
S01001995,687,608,44,35
S01001996,867,461,261,145
S01001997,744,615,69,60
S01001998,716,618,65,33
S01001999,748,331,299,118
S01002000,762,691,30,41
S01002001,766,604,84,78
S01002002,738,343,270,125
S01002003,827,747,54,26
S01002004,799,548,134,117
S01002005,796,736,31,29
S01002006,938,801,72,65
S01002007,934,675,144,115
S01002008,863,499,217,147
S01002009,799,439,220,140
S01002010,514,263,152,99
S01002011,1088,897,105,86
S01002012,778,518,131,129
S01002013,796,443,223,130
S01002014,814,414,274,126
S01002015,878,816,54,8
S01002016,550,362,122,66
S01002017,1069,994,51,24
S01002018,832,765,45,22
S01002019,788,342,271,175
S01002020,431,188,162,81
S01002021,965,869,60,36
S01002022,765,669,68,28
S01002023,760,423,205,132
S01002024,745,430,225,90
S01002025,828,562,143,123
S01002026,680,605,56,19
S01002027,1047,490,352,205
S01002028,2692,877,1239,576
S01002029,756,286,293,177
S01002030,771,520,158,93
S01002031,659,540,56,63
S01002032,711,429,162,120
S01002033,753,595,97,61
S01002034,717,390,208,119
S01002035,772,695,53,24
S01002036,825,644,91,90
S01002037,680,322,233,125
S01002038,580,239,214,127
S01002039,638,487,94,57
S01002040,532,396,73,63
S01002041,929,555,239,135
S01002042,934,771,118,45
S01002043,784,703,46,35
S01002044,703,641,36,26
S01002045,871,732,95,44
S01002046,573,421,75,77
S01002047,761,476,181,104
S01002048,866,372,295,199
S01002049,1096,588,314,194
S01002050,710,599,61,50
S01002051,818,776,31,11
S01002052,752,510,126,116
S01002053,760,331,239,190
S01002054,595,252,182,161
S01002055,902,817,57,28
S01002056,942,843,65,34
S01002057,858,722,90,46
S01002058,668,453,121,94
S01002059,711,491,119,101
S01002060,742,349,244,149
S01002061,663,411,149,103
S01002062,625,559,45,21
S01002063,984,581,236,167
S01002064,803,578,134,91
S01002065,764,409,234,121
S01002066,703,363,153,187
S01002067,809,669,93,47
S01002068,896,616,127,153
S01002069,600,483,99,18
S01002070,662,389,145,128
S01002071,605,324,174,107
S01002072,1099,918,119,62
S01002073,634,426,99,109
S01002074,660,588,48,24
S01002075,876,628,149,99
S01002076,838,514,198,126
S01002077,839,704,101,34
S01002078,862,729,95,38
S01002079,751,511,150,90
S01002080,979,835,79,65
S01002081,697,466,117,114
S01002082,835,588,160,87
S01002083,544,500,32,12
S01002084,554,350,95,109
S01002085,654,345,163,146
S01002086,547,314,118,115
S01002087,935,631,182,122
S01002088,908,770,94,44
S01002089,991,849,102,40
S01002090,1076,941,101,34
S01002091,796,544,123,129
S01002092,1004,791,147,66
S01002093,767,478,141,148
S01002094,742,660,60,22
S01002095,572,437,85,50
S01002096,832,711,82,39
S01002097,801,720,47,34
S01002098,707,613,59,35
S01002099,851,486,231,134
S01002100,596,510,61,25
S01002101,900,686,82,132
S01002102,655,585,32,38
S01002103,744,650,64,30
S01002104,1031,645,154,232
S01002105,1021,717,209,95
S01002106,965,381,264,320
S01002107,546,502,27,17
S01002108,959,429,282,248
S01002109,866,449,216,201
S01002110,687,482,137,68
S01002111,1023,883,101,39
S01002112,1044,836,153,55
S01002113,762,679,58,25
S01002114,715,583,88,44
S01002115,1055,635,272,148
S01002116,804,697,75,32
S01002117,631,349,141,141
S01002118,895,522,208,165
S01002119,602,560,29,13
S01002120,762,643,80,39
S01002121,705,659,31,15
S01002122,986,735,160,91
S01002123,1268,950,214,104
S01002124,763,667,62,34
S01002125,1093,889,153,51
S01002126,669,612,32,25
S01002127,728,602,88,38
S01002128,738,374,194,170
S01002129,835,539,156,140
S01002130,656,597,17,42
S01002131,652,338,157,157
S01002132,790,703,55,32
S01002133,1096,691,248,157
S01002134,618,532,59,27
S01002135,863,682,141,40
S01002136,705,430,155,120
S01002137,885,778,77,30
