"dz_2001","total","house","flat","caravan","shared"
"S01000862",523,510,13,0,0
"S01000863",542,442,100,0,0
"S01000864",1172,1129,43,0,0
"S01000865",1033,801,231,1,0
"S01000866",853,745,108,0,0
"S01000867",895,577,318,0,0
"S01000868",703,663,40,0,0
"S01000869",595,586,9,0,0
"S01000870",865,449,416,0,0
"S01000871",782,704,78,0,0
"S01000872",798,773,25,0,0
"S01000873",2440,2299,137,4,0
"S01000874",496,273,223,0,0
"S01000875",1427,1200,227,0,0
"S01000876",668,475,193,0,0
"S01000877",674,263,411,0,0
"S01000878",554,548,6,0,0
"S01000879",936,806,130,0,0
"S01000880",787,774,13,0,0
"S01000881",642,496,146,0,0
"S01000882",887,565,322,0,0
"S01000883",813,485,328,0,0
"S01000884",550,404,146,0,0
"S01000885",478,475,3,0,0
"S01000886",645,549,96,0,0
"S01000887",723,617,106,0,0
"S01000888",658,396,262,0,0
"S01000889",686,453,233,0,0
"S01000890",746,495,251,0,0
"S01000891",856,803,53,0,0
"S01000892",541,531,10,0,0
"S01000893",625,614,11,0,0
"S01000894",493,419,72,2,0
"S01000895",916,757,159,0,0
"S01000896",485,479,2,4,0
"S01000897",678,640,35,3,0
"S01000898",526,502,24,0,0
"S01000899",829,799,30,0,0
"S01000900",626,621,0,5,0
"S01000901",603,570,33,0,0
"S01000902",943,907,36,0,0
"S01000903",997,920,73,4,0
"S01000904",696,658,36,2,0
"S01000905",690,661,29,0,0
"S01000906",504,495,9,0,0
"S01000907",734,479,255,0,0
"S01000908",735,550,185,0,0
"S01000909",897,826,67,4,0
"S01000910",842,819,18,5,0
"S01000911",1031,956,75,0,0
"S01000912",653,610,43,0,0
"S01000913",611,560,50,1,0
"S01000914",695,688,6,1,0
"S01000915",900,806,62,30,2
"S01000916",1044,921,106,17,0
"S01000917",677,664,7,6,0
"S01000918",550,504,13,33,0
"S01000919",631,559,72,0,0
"S01000920",597,579,18,0,0
"S01000921",661,639,20,2,0
"S01000922",920,893,24,3,0
"S01000923",862,842,20,0,0
"S01000924",861,777,84,0,0
"S01000925",1005,873,131,1,0
"S01000926",953,818,135,0,0
"S01000927",883,843,40,0,0
"S01000928",978,933,43,2,0
"S01000929",481,207,274,0,0
"S01000930",540,296,244,0,0
"S01000931",654,610,44,0,0
"S01000932",992,839,146,7,0
"S01000933",1032,865,167,0,0
"S01000934",893,550,343,0,0
"S01000935",767,626,141,0,0
"S01000936",856,791,63,2,0
"S01000937",548,380,167,1,0
"S01000938",783,762,21,0,0
"S01000939",738,630,108,0,0
"S01000940",848,812,36,0,0
"S01000941",478,342,136,0,0
"S01000942",975,759,216,0,0
"S01000943",830,822,8,0,0
"S01000944",819,641,176,2,0
"S01000945",737,608,129,0,0
"S01000946",775,654,121,0,0
"S01000947",685,636,10,39,0
"S01000948",844,830,8,6,0
"S01000949",610,595,15,0,0
"S01000950",772,753,17,2,0
"S01000951",858,738,114,6,0
"S01000952",866,742,124,0,0
"S01000953",874,866,8,0,0
"S01000954",1102,1063,39,0,0
"S01000955",627,622,5,0,0
"S01000956",851,708,139,4,0
"S01000957",540,526,9,5,0
"S01000958",797,770,26,1,0
"S01000959",697,657,40,0,0
"S01000960",527,443,84,0,0
"S01000961",841,821,14,0,6
"S01000962",652,499,153,0,0
"S01000963",843,735,32,76,0
"S01000964",984,974,6,4,0
"S01000965",642,504,138,0,0
"S01000966",1041,998,43,0,0
"S01000967",578,469,109,0,0
"S01000968",977,961,13,3,0
"S01000969",908,728,180,0,0
"S01000970",788,733,55,0,0
"S01000971",729,671,58,0,0
"S01000972",916,903,12,1,0
"S01000973",660,647,13,0,0
"S01000974",1219,1204,15,0,0
"S01000975",646,639,7,0,0
"S01000976",505,498,7,0,0
"S01000977",900,871,29,0,0
"S01000978",820,799,20,1,0
"S01000979",703,688,12,3,0
"S01000980",672,639,27,6,0
"S01000981",681,676,5,0,0
"S01000982",711,701,7,3,0
"S01000983",533,524,9,0,0
"S01000984",620,602,15,3,0
"S01000985",714,669,45,0,0
"S01000986",588,530,29,29,0
"S01000987",627,601,26,0,0
"S01000988",565,564,1,0,0
"S01000989",809,791,6,12,0
"S01000990",808,787,21,0,0
"S01000991",428,421,7,0,0
"S01000992",1047,958,89,0,0
"S01000993",799,799,0,0,0
"S01000994",1050,978,68,4,0
"S01000995",778,770,8,0,0
"S01000996",1037,773,255,3,6
"S01000997",891,881,10,0,0
"S01000998",694,376,318,0,0
"S01000999",650,628,17,5,0
"S01001000",574,414,160,0,0
"S01001001",549,536,11,2,0
"S01001002",631,560,71,0,0
"S01001003",828,816,9,3,0
"S01001004",661,633,28,0,0
"S01001005",844,791,53,0,0
"S01001006",702,696,6,0,0
"S01001007",917,480,436,1,0
"S01001008",751,439,312,0,0
"S01001009",614,522,92,0,0
"S01001010",917,325,592,0,0
"S01001011",585,584,1,0,0
"S01001012",731,716,15,0,0
"S01001013",699,537,160,0,2
"S01001014",842,279,559,0,4
"S01001015",456,233,223,0,0
"S01001016",821,800,21,0,0
"S01001017",858,677,181,0,0
"S01001018",798,352,446,0,0
"S01001019",1048,288,760,0,0
"S01001020",548,461,87,0,0
"S01001021",1012,741,271,0,0
"S01001022",794,542,249,0,3
"S01001023",998,974,18,6,0
"S01001024",1777,1617,154,6,0
"S01001025",1260,1126,125,9,0
"S01001026",886,865,21,0,0
"S01001027",906,875,31,0,0
"S01001028",774,561,213,0,0
"S01001029",754,455,299,0,0
"S01001030",715,700,15,0,0
"S01001031",957,944,13,0,0
"S01001032",692,458,234,0,0
"S01001033",695,474,221,0,0
"S01001034",718,358,360,0,0
"S01001035",509,355,154,0,0
"S01001036",663,521,142,0,0
"S01001037",854,675,179,0,0
"S01001038",772,758,12,2,0
"S01001039",539,520,13,6,0
"S01001040",696,682,6,8,0
"S01001041",680,668,6,6,0
"S01001042",991,975,16,0,0
"S01001043",664,660,4,0,0
"S01001044",915,877,36,2,0
"S01001045",656,655,1,0,0
"S01001046",847,837,7,3,0
"S01001047",818,808,10,0,0
"S01001048",579,547,32,0,0
"S01001049",629,614,15,0,0
"S01001050",949,938,4,7,0
"S01001051",638,601,35,2,0
"S01001052",519,479,40,0,0
"S01001053",763,706,52,5,0
"S01001054",711,683,28,0,0
"S01001055",819,697,122,0,0
"S01001056",711,611,100,0,0
"S01001057",602,586,16,0,0
"S01001058",768,556,212,0,0
"S01001059",660,639,19,2,0
"S01001060",706,658,48,0,0
"S01001061",729,690,39,0,0
"S01001062",588,584,4,0,0
"S01001063",884,843,34,7,0
"S01001064",717,513,202,0,2
"S01001065",756,589,167,0,0
"S01001066",772,746,26,0,0
"S01001067",780,774,4,2,0
"S01001068",856,841,11,4,0
"S01001069",856,837,19,0,0
"S01001070",889,872,17,0,0
"S01001071",690,679,7,4,0
"S01001072",896,886,10,0,0
"S01001073",1122,1039,29,54,0
"S01001074",490,467,23,0,0
"S01001075",896,887,9,0,0
"S01001076",851,841,8,2,0
"S01001077",913,845,68,0,0
"S01001078",955,926,23,6,0
"S01001079",552,536,16,0,0
"S01001080",722,640,82,0,0
"S01001081",580,516,64,0,0
"S01001082",925,766,159,0,0
"S01001083",807,706,99,2,0
"S01001084",934,889,45,0,0
"S01001085",833,738,95,0,0
"S01001086",748,692,56,0,0
"S01001087",476,465,11,0,0
"S01001088",1009,874,131,4,0
"S01001089",883,782,101,0,0
"S01001090",869,389,478,0,2
"S01001091",579,149,430,0,0
"S01001092",1015,285,726,0,4
"S01001093",835,251,584,0,0
"S01001094",882,670,208,0,4
"S01001095",662,132,530,0,0
"S01001096",939,222,707,6,4
"S01001097",665,503,162,0,0
"S01001098",638,500,138,0,0
"S01001099",1453,347,1104,0,2
"S01001100",963,114,849,0,0
"S01001101",1316,36,1272,0,8
"S01001102",351,9,338,0,4
"S01001103",701,531,170,0,0
"S01001104",800,168,626,6,0
"S01001105",781,737,44,0,0
"S01001106",906,807,99,0,0
"S01001107",948,134,814,0,0
"S01001108",1665,218,1439,0,8
"S01001109",1220,264,956,0,0
"S01001110",808,176,624,0,8
"S01001111",1056,276,776,0,4
"S01001112",761,241,520,0,0
"S01001113",961,197,764,0,0
"S01001114",907,52,855,0,0
"S01001115",742,97,645,0,0
"S01001116",528,370,158,0,0
"S01001117",539,158,361,0,20
"S01001118",522,365,157,0,0
"S01001119",951,250,701,0,0
"S01001120",649,302,347,0,0
"S01001121",644,195,449,0,0
"S01001122",644,94,550,0,0
"S01001123",971,619,345,0,7
"S01001124",624,340,284,0,0
"S01001125",363,145,218,0,0
"S01001126",845,733,112,0,0
"S01001127",762,287,475,0,0
"S01001128",644,618,26,0,0
"S01001129",935,335,600,0,0
"S01001130",762,252,510,0,0
"S01001131",472,185,287,0,0
"S01001132",695,389,306,0,0
"S01001133",1062,407,655,0,0
"S01001134",849,614,235,0,0
"S01001135",342,89,253,0,0
"S01001136",1007,267,740,0,0
"S01001137",967,201,766,0,0
"S01001138",1406,285,1121,0,0
"S01001139",753,414,339,0,0
"S01001140",924,179,745,0,0
"S01001141",516,196,320,0,0
"S01001142",899,622,277,0,0
"S01001143",737,577,160,0,0
"S01001144",711,322,389,0,0
"S01001145",579,171,408,0,0
"S01001146",778,751,27,0,0
"S01001147",694,66,628,0,0
"S01001148",708,595,113,0,0
"S01001149",637,319,315,0,3
"S01001150",770,265,505,0,0
"S01001151",578,125,453,0,0
"S01001152",928,252,676,0,0
"S01001153",730,584,146,0,0
"S01001154",738,645,93,0,0
"S01001155",588,472,116,0,0
"S01001156",772,81,690,1,0
"S01001157",756,727,29,0,0
"S01001158",591,312,279,0,0
"S01001159",689,432,257,0,0
"S01001160",545,200,345,0,0
"S01001161",541,378,163,0,0
"S01001162",821,667,154,0,0
"S01001163",723,167,556,0,0
"S01001164",629,154,475,0,0
"S01001165",786,209,577,0,0
"S01001166",274,83,191,0,0
"S01001167",794,722,72,0,0
"S01001168",764,33,731,0,0
"S01001169",1075,419,655,1,0
"S01001170",819,293,524,0,2
"S01001171",583,317,266,0,0
"S01001172",583,126,457,0,0
"S01001173",934,425,509,0,0
"S01001174",643,92,551,0,0
"S01001175",903,482,421,0,0
"S01001176",843,725,118,0,0
"S01001177",883,267,616,0,0
"S01001178",792,316,476,0,0
"S01001179",914,901,13,0,0
"S01001180",689,53,625,0,11
"S01001181",840,818,22,0,0
"S01001182",895,457,438,0,0
"S01001183",840,108,732,0,0
"S01001184",853,652,201,0,0
"S01001185",532,509,23,0,0
"S01001186",709,690,19,0,0
"S01001187",917,516,401,0,0
"S01001188",773,39,734,0,0
"S01001189",964,578,386,0,0
"S01001190",683,655,28,0,0
"S01001191",667,308,359,0,0
"S01001192",952,61,891,0,0
"S01001193",827,745,82,0,0
"S01001194",884,822,62,0,0
"S01001195",939,719,220,0,0
"S01001196",960,70,890,0,0
"S01001197",535,362,173,0,0
"S01001198",744,595,143,0,6
"S01001199",884,722,162,0,0
"S01001200",1087,736,351,0,0
"S01001201",667,225,442,0,0
"S01001202",629,464,165,0,0
"S01001203",766,348,418,0,0
"S01001204",734,721,13,0,0
"S01001205",723,450,273,0,0
"S01001206",730,187,543,0,0
"S01001207",754,729,25,0,0
"S01001208",573,365,208,0,0
"S01001209",547,536,11,0,0
"S01001210",877,590,287,0,0
"S01001211",1013,644,369,0,0
"S01001212",590,229,361,0,0
"S01001213",833,547,286,0,0
"S01001214",705,179,526,0,0
"S01001215",727,609,118,0,0
"S01001216",889,598,291,0,0
"S01001217",1147,1018,129,0,0
"S01001218",812,694,118,0,0
"S01001219",740,702,38,0,0
"S01001220",505,372,133,0,0
"S01001221",1366,1236,130,0,0
"S01001222",1019,857,162,0,0
"S01001223",701,643,58,0,0
"S01001224",913,791,122,0,0
"S01001225",919,893,26,0,0
"S01001226",486,242,244,0,0
"S01001227",707,663,44,0,0
"S01001228",734,649,85,0,0
"S01001229",696,558,138,0,0
"S01001230",782,557,225,0,0
"S01001231",634,479,155,0,0
"S01001232",2362,2318,43,1,0
"S01001233",959,352,607,0,0
"S01001234",492,420,72,0,0
"S01001235",848,809,39,0,0
"S01001236",883,774,108,1,0
"S01001237",552,369,183,0,0
"S01001238",522,282,240,0,0
"S01001239",603,280,323,0,0
"S01001240",763,738,25,0,0
"S01001241",606,268,338,0,0
"S01001242",899,837,62,0,0
"S01001243",1165,1049,116,0,0
"S01001244",838,611,227,0,0
"S01001245",850,835,15,0,0
"S01001246",954,830,124,0,0
"S01001247",565,494,71,0,0
"S01001248",795,754,41,0,0
"S01001249",676,573,103,0,0
"S01001250",879,862,17,0,0
"S01001251",548,304,244,0,0
"S01001252",567,411,156,0,0
"S01001253",708,383,324,1,0
"S01001254",674,661,13,0,0
"S01001255",871,861,10,0,0
"S01001256",701,642,59,0,0
"S01001257",799,702,97,0,0
"S01001258",624,576,48,0,0
"S01001259",803,758,45,0,0
"S01001260",895,404,491,0,0
"S01001261",895,364,531,0,0
"S01001262",856,851,5,0,0
"S01001263",449,445,4,0,0
"S01001264",1931,1833,96,2,0
"S01001265",586,584,2,0,0
"S01001266",753,661,92,0,0
"S01001267",938,704,234,0,0
"S01001268",669,654,15,0,0
"S01001269",505,482,20,3,0
"S01001270",669,617,52,0,0
"S01001271",705,473,232,0,0
"S01001272",639,444,195,0,0
"S01001273",723,369,354,0,0
"S01001274",764,745,19,0,0
"S01001275",598,462,136,0,0
"S01001276",607,597,6,4,0
"S01001277",773,698,75,0,0
"S01001278",382,332,50,0,0
"S01001279",687,675,12,0,0
"S01001280",536,498,38,0,0
"S01001281",724,437,287,0,0
"S01001282",752,555,197,0,0
"S01001283",526,515,11,0,0
"S01001284",1009,952,57,0,0
"S01001285",656,519,134,3,0
"S01001286",468,459,9,0,0
"S01001287",793,767,26,0,0
"S01001288",920,832,88,0,0
"S01001289",705,597,108,0,0
"S01001290",646,567,79,0,0
"S01001291",401,385,16,0,0
"S01001292",803,479,324,0,0
"S01001293",757,598,159,0,0
"S01001294",628,560,68,0,0
"S01001295",810,598,212,0,0
"S01001296",616,260,356,0,0
"S01001297",835,764,71,0,0
"S01001298",808,579,229,0,0
"S01001299",811,678,133,0,0
"S01001300",1484,1343,141,0,0
"S01001301",549,547,2,0,0
"S01001302",788,731,57,0,0
"S01001303",615,591,24,0,0
"S01001304",1318,1286,32,0,0
"S01001305",737,542,194,1,0
"S01001306",711,688,23,0,0
"S01001307",1143,1063,80,0,0
"S01001308",922,874,48,0,0
"S01001309",644,462,182,0,0
"S01001310",742,551,191,0,0
"S01001311",639,610,29,0,0
"S01001312",730,425,305,0,0
"S01001313",867,637,230,0,0
"S01001314",738,597,141,0,0
"S01001315",1019,976,43,0,0
"S01001316",883,855,28,0,0
"S01001317",916,840,76,0,0
"S01001318",542,437,105,0,0
"S01001319",645,489,156,0,0
"S01001320",867,462,405,0,0
"S01001321",578,561,17,0,0
"S01001322",787,740,47,0,0
"S01001323",597,503,94,0,0
"S01001324",1003,604,399,0,0
"S01001325",738,667,71,0,0
"S01001326",869,752,117,0,0
"S01001327",791,629,162,0,0
"S01001328",878,750,128,0,0
"S01001329",576,361,215,0,0
"S01001330",816,806,10,0,0
"S01001331",840,640,200,0,0
"S01001332",874,700,174,0,0
"S01001333",784,274,510,0,0
"S01001334",833,810,20,3,0
"S01001335",927,649,278,0,0
"S01001336",828,769,59,0,0
"S01001337",760,669,91,0,0
"S01001338",728,481,247,0,0
"S01001339",755,625,130,0,0
"S01001340",745,731,14,0,0
"S01001341",809,363,446,0,0
"S01001342",928,747,181,0,0
"S01001343",938,692,246,0,0
"S01001344",751,595,154,2,0
"S01001345",617,318,299,0,0
"S01001346",709,549,160,0,0
"S01001347",728,705,23,0,0
"S01001348",655,533,122,0,0
"S01001349",792,768,23,1,0
"S01001350",660,445,215,0,0
"S01001351",449,270,179,0,0
"S01001352",761,690,68,3,0
"S01001353",1419,1383,36,0,0
"S01001354",780,538,241,1,0
"S01001355",756,634,122,0,0
"S01001356",634,455,179,0,0
"S01001357",703,257,446,0,0
"S01001358",915,720,195,0,0
"S01001359",695,562,133,0,0
"S01001360",1168,967,201,0,0
"S01001361",645,442,203,0,0
"S01001362",547,535,12,0,0
"S01001363",559,97,462,0,0
"S01001364",850,558,292,0,0
"S01001365",607,515,92,0,0
"S01001366",879,841,38,0,0
"S01001367",701,513,188,0,0
"S01001368",1173,1131,40,2,0
"S01001369",933,729,204,0,0
"S01001370",829,591,238,0,0
"S01001371",605,254,351,0,0
"S01001372",685,663,22,0,0
"S01001373",602,449,141,12,0
"S01001374",514,503,11,0,0
"S01001375",631,621,10,0,0
"S01001376",760,209,548,3,0
"S01001377",777,548,229,0,0
"S01001378",622,412,210,0,0
"S01001379",1026,781,245,0,0
"S01001380",781,238,540,3,0
"S01001381",825,739,86,0,0
"S01001382",657,153,504,0,0
"S01001383",563,356,207,0,0
"S01001384",923,678,245,0,0
"S01001385",776,240,536,0,0
"S01001386",858,562,296,0,0
"S01001387",909,889,20,0,0
"S01001388",1430,1119,311,0,0
"S01001389",484,475,9,0,0
"S01001390",759,728,31,0,0
"S01001391",722,705,17,0,0
"S01001392",786,637,149,0,0
"S01001393",506,415,91,0,0
"S01001394",430,215,215,0,0
"S01001395",928,884,44,0,0
"S01001396",718,611,107,0,0
"S01001397",781,689,92,0,0
"S01001398",780,760,20,0,0
"S01001399",858,711,147,0,0
"S01001400",868,812,56,0,0
"S01001401",656,601,55,0,0
"S01001402",818,809,9,0,0
"S01001403",1249,1247,2,0,0
"S01001404",657,645,12,0,0
"S01001405",1167,1147,20,0,0
"S01001406",2581,2540,41,0,0
"S01001407",788,688,100,0,0
"S01001408",881,669,212,0,0
"S01001409",890,873,17,0,0
"S01001410",998,943,55,0,0
"S01001411",617,607,10,0,0
"S01001412",896,749,147,0,0
"S01001413",890,814,76,0,0
"S01001414",642,330,312,0,0
"S01001415",803,328,472,3,0
"S01001416",720,652,68,0,0
"S01001417",923,856,67,0,0
"S01001418",831,730,101,0,0
"S01001419",779,754,25,0,0
"S01001420",1185,1142,43,0,0
"S01001421",1124,990,134,0,0
"S01001422",722,699,23,0,0
"S01001423",790,591,199,0,0
"S01001424",1072,789,283,0,0
"S01001425",1694,1408,247,39,0
"S01001426",749,680,69,0,0
"S01001427",881,869,12,0,0
"S01001428",864,588,276,0,0
"S01001429",610,205,405,0,0
"S01001430",946,804,142,0,0
"S01001431",940,934,6,0,0
"S01001432",655,634,21,0,0
"S01001433",816,811,5,0,0
"S01001434",869,809,60,0,0
"S01001435",1018,1009,9,0,0
"S01001436",972,964,8,0,0
"S01001437",891,789,102,0,0
"S01001438",613,609,2,2,0
"S01001439",750,746,4,0,0
"S01001440",878,873,5,0,0
"S01001441",790,741,49,0,0
"S01001442",685,679,6,0,0
"S01001443",932,910,22,0,0
"S01001444",913,856,57,0,0
"S01001445",702,677,25,0,0
"S01001446",908,899,9,0,0
"S01001447",1240,803,430,0,7
"S01001448",744,640,104,0,0
"S01001449",599,552,47,0,0
"S01001450",809,777,32,0,0
"S01001451",699,672,27,0,0
"S01001452",820,800,20,0,0
"S01001453",835,815,20,0,0
"S01001454",914,898,16,0,0
"S01001455",771,656,115,0,0
"S01001456",624,402,222,0,0
"S01001457",904,819,85,0,0
"S01001458",917,832,85,0,0
"S01001459",905,891,14,0,0
"S01001460",653,646,7,0,0
"S01001461",856,854,2,0,0
"S01001462",831,687,144,0,0
"S01001463",516,431,85,0,0
"S01001464",881,760,121,0,0
"S01001465",691,574,117,0,0
"S01001466",727,718,9,0,0
"S01001467",812,808,4,0,0
"S01001468",667,664,3,0,0
"S01001469",860,742,118,0,0
"S01001470",937,918,19,0,0
"S01001471",752,602,150,0,0
"S01001472",800,786,14,0,0
"S01001473",769,521,248,0,0
"S01001474",882,854,28,0,0
"S01001475",610,525,85,0,0
"S01001476",993,984,9,0,0
"S01001477",933,914,19,0,0
"S01001478",662,638,24,0,0
"S01001479",635,447,188,0,0
"S01001480",489,483,6,0,0
"S01001481",874,824,50,0,0
"S01001482",701,409,292,0,0
"S01001483",1049,1041,8,0,0
"S01001484",829,815,14,0,0
"S01001485",614,580,34,0,0
"S01001486",755,636,119,0,0
"S01001487",665,569,96,0,0
"S01001488",872,867,5,0,0
"S01001489",704,621,83,0,0
"S01001490",955,494,461,0,0
"S01001491",884,877,7,0,0
"S01001492",899,674,225,0,0
"S01001493",880,839,41,0,0
"S01001494",891,622,267,0,2
"S01001495",618,556,62,0,0
"S01001496",936,808,128,0,0
"S01001497",766,367,399,0,0
"S01001498",678,662,16,0,0
"S01001499",1091,983,108,0,0
"S01001500",583,348,235,0,0
"S01001501",858,824,34,0,0
"S01001502",840,829,11,0,0
"S01001503",802,792,10,0,0
"S01001504",875,567,308,0,0
"S01001505",1025,957,68,0,0
"S01001506",602,245,357,0,0
"S01001507",895,813,82,0,0
"S01001508",903,893,10,0,0
"S01001509",814,708,106,0,0
"S01001510",630,334,296,0,0
"S01001511",575,569,6,0,0
"S01001512",852,676,176,0,0
"S01001513",900,343,557,0,0
"S01001514",747,652,95,0,0
"S01001515",697,683,14,0,0
"S01001516",704,582,122,0,0
"S01001517",847,383,464,0,0
"S01001518",1014,809,205,0,0
"S01001519",959,769,190,0,0
"S01001520",707,573,134,0,0
"S01001521",977,730,238,9,0
"S01001522",1057,908,149,0,0
"S01001523",790,738,52,0,0
"S01001524",941,700,241,0,0
"S01001525",788,770,18,0,0
"S01001526",627,578,49,0,0
"S01001527",898,709,189,0,0
"S01001528",973,927,46,0,0
"S01001529",707,408,299,0,0
"S01001530",761,665,96,0,0
"S01001531",1105,771,334,0,0
"S01001532",597,446,151,0,0
"S01001533",962,898,64,0,0
"S01001534",669,662,7,0,0
"S01001535",853,780,73,0,0
"S01001536",808,602,206,0,0
"S01001537",499,329,170,0,0
"S01001538",814,807,7,0,0
"S01001539",795,717,78,0,0
"S01001540",810,807,3,0,0
"S01001541",828,750,78,0,0
"S01001542",670,627,43,0,0
"S01001543",746,657,89,0,0
"S01001544",919,782,135,2,0
"S01001545",715,679,36,0,0
"S01001546",987,612,375,0,0
"S01001547",942,744,198,0,0
"S01001548",1035,993,42,0,0
"S01001549",993,822,171,0,0
"S01001550",789,786,3,0,0
"S01001551",936,886,50,0,0
"S01001552",864,772,89,3,0
"S01001553",883,850,33,0,0
"S01001554",992,956,36,0,0
"S01001555",758,556,202,0,0
"S01001556",845,701,144,0,0
"S01001557",933,915,18,0,0
"S01001558",829,802,27,0,0
"S01001559",387,376,11,0,0
"S01001560",650,337,313,0,0
"S01001561",1322,1236,86,0,0
"S01001562",2633,2360,273,0,0
"S01001563",575,529,46,0,0
"S01001564",557,543,14,0,0
"S01001565",733,318,415,0,0
"S01001566",664,654,10,0,0
"S01001567",907,885,22,0,0
"S01001568",727,458,269,0,0
"S01001569",811,776,35,0,0
"S01001570",512,498,14,0,0
"S01001571",724,462,262,0,0
"S01001572",532,480,52,0,0
"S01001573",658,632,26,0,0
"S01001574",877,705,172,0,0
"S01001575",750,373,377,0,0
"S01001576",597,518,79,0,0
"S01001577",714,675,39,0,0
"S01001578",756,691,65,0,0
"S01001579",816,612,204,0,0
"S01001580",565,378,187,0,0
"S01001581",640,585,55,0,0
"S01001582",711,638,73,0,0
"S01001583",478,422,56,0,0
"S01001584",776,286,490,0,0
"S01001585",920,196,724,0,0
"S01001586",473,452,21,0,0
"S01001587",755,598,157,0,0
"S01001588",796,555,241,0,0
"S01001589",819,683,136,0,0
"S01001590",642,316,326,0,0
"S01001591",641,429,212,0,0
"S01001592",796,415,381,0,0
"S01001593",773,425,348,0,0
"S01001594",798,179,619,0,0
"S01001595",718,164,554,0,0
"S01001596",790,546,244,0,0
"S01001597",628,163,465,0,0
"S01001598",678,595,83,0,0
"S01001599",924,193,728,3,0
"S01001600",1012,154,856,2,0
"S01001601",1190,1131,45,14,0
"S01001602",639,476,163,0,0
"S01001603",933,647,286,0,0
"S01001604",644,579,65,0,0
"S01001605",760,747,13,0,0
"S01001606",617,288,329,0,0
"S01001607",2601,2134,467,0,0
"S01001608",809,701,108,0,0
"S01001609",901,886,15,0,0
"S01001610",777,606,168,0,3
"S01001611",1024,904,94,26,0
"S01001612",825,755,70,0,0
"S01001613",776,743,33,0,0
"S01001614",642,355,287,0,0
"S01001615",780,596,184,0,0
"S01001616",754,739,15,0,0
"S01001617",628,551,77,0,0
"S01001618",939,780,159,0,0
"S01001619",693,626,67,0,0
"S01001620",875,737,138,0,0
"S01001621",680,668,12,0,0
"S01001622",838,520,318,0,0
"S01001623",755,667,88,0,0
"S01001624",973,850,120,3,0
"S01001625",797,530,267,0,0
"S01001626",725,684,41,0,0
"S01001627",1394,1097,297,0,0
"S01001628",618,592,26,0,0
"S01001629",567,462,105,0,0
"S01001630",556,194,362,0,0
"S01001631",1415,1127,288,0,0
"S01001632",583,578,5,0,0
"S01001633",885,864,21,0,0
"S01001634",1029,1006,23,0,0
"S01001635",735,650,85,0,0
"S01001636",515,509,6,0,0
"S01001637",693,559,131,3,0
"S01001638",887,582,305,0,0
"S01001639",704,561,143,0,0
"S01001640",648,639,9,0,0
"S01001641",1566,1539,26,1,0
"S01001642",900,881,18,1,0
"S01001643",733,604,129,0,0
"S01001644",1768,1614,154,0,0
"S01001645",936,535,401,0,0
"S01001646",612,603,9,0,0
"S01001647",645,496,149,0,0
"S01001648",724,645,79,0,0
"S01001649",754,433,321,0,0
"S01001650",737,606,131,0,0
"S01001651",899,559,340,0,0
"S01001652",774,724,47,3,0
"S01001653",617,295,322,0,0
"S01001654",936,918,17,1,0
"S01001655",574,524,50,0,0
"S01001656",1311,1067,242,2,0
"S01001657",502,493,9,0,0
"S01001658",1002,875,127,0,0
"S01001659",706,625,81,0,0
"S01001660",678,623,55,0,0
"S01001661",808,782,26,0,0
"S01001662",729,587,142,0,0
"S01001663",841,736,105,0,0
"S01001664",557,506,51,0,0
"S01001665",808,616,192,0,0
"S01001666",558,336,222,0,0
"S01001667",785,489,296,0,0
"S01001668",827,500,327,0,0
"S01001669",664,225,439,0,0
"S01001670",639,579,60,0,0
"S01001671",516,506,8,2,0
"S01001672",583,488,95,0,0
"S01001673",662,620,42,0,0
"S01001674",697,597,100,0,0
"S01001675",706,588,118,0,0
"S01001676",1223,1088,135,0,0
"S01001677",844,797,47,0,0
"S01001678",832,791,37,4,0
"S01001679",890,742,148,0,0
"S01001680",589,526,63,0,0
"S01001681",674,667,7,0,0
"S01001682",601,554,47,0,0
"S01001683",734,524,210,0,0
"S01001684",516,514,2,0,0
"S01001685",763,551,212,0,0
"S01001686",893,817,74,2,0
"S01001687",980,632,348,0,0
"S01001688",956,858,98,0,0
"S01001689",674,625,49,0,0
"S01001690",906,789,114,3,0
"S01001691",848,819,29,0,0
"S01001692",662,509,153,0,0
"S01001693",876,854,22,0,0
"S01001694",657,469,188,0,0
"S01001695",761,615,146,0,0
"S01001696",739,716,23,0,0
"S01001697",853,758,93,0,2
"S01001698",529,484,45,0,0
"S01001699",700,696,4,0,0
"S01001700",1023,1002,21,0,0
"S01001701",897,730,167,0,0
"S01001702",943,753,190,0,0
"S01001703",822,773,49,0,0
"S01001704",916,855,61,0,0
"S01001705",629,620,9,0,0
"S01001706",789,786,3,0,0
"S01001707",727,442,285,0,0
"S01001708",884,727,157,0,0
"S01001709",602,531,71,0,0
"S01001710",692,480,212,0,0
"S01001711",790,783,7,0,0
"S01001712",458,451,5,2,0
"S01001713",871,857,14,0,0
"S01001714",705,632,73,0,0
"S01001715",883,873,10,0,0
"S01001716",846,565,281,0,0
"S01001717",808,805,3,0,0
"S01001718",550,431,119,0,0
"S01001719",795,792,3,0,0
"S01001720",699,677,22,0,0
"S01001721",731,525,206,0,0
"S01001722",746,649,95,2,0
"S01001723",872,692,180,0,0
"S01001724",813,414,399,0,0
"S01001725",779,605,174,0,0
"S01001726",649,646,3,0,0
