dz_2011,total,single,married
S01009023,769,351,418
S01009024,1019,508,511
S01009025,797,388,409
S01009026,923,458,465
S01009027,685,321,364
S01009028,484,210,274
S01009029,623,292,331
S01009030,808,380,428
S01009031,643,303,340
S01009032,541,272,269
S01009033,696,351,345
S01009034,523,233,290
S01009035,678,268,410
S01009036,661,261,400
S01009037,544,240,304
S01009038,743,349,394
S01009039,867,470,397
S01009040,791,498,293
S01009041,877,513,364
S01009042,713,402,311
S01009043,1055,526,529
S01009044,964,517,447
S01009045,913,452,461
S01009046,647,263,384
S01009047,556,254,302
S01009048,598,256,342
S01009049,584,278,306
S01009050,744,374,370
S01009051,710,360,350
S01009052,769,345,424
S01009053,452,305,147
S01009054,574,267,307
S01009055,637,237,400
S01009056,432,225,207
S01009057,563,369,194
S01009058,740,402,338
S01009059,406,227,179
S01009060,380,209,171
S01009061,812,368,444
S01009062,807,389,418
S01009063,584,212,372
S01009064,581,284,297
S01009065,947,592,355
S01009066,624,304,320
S01009067,345,87,258
S01009068,714,321,393
S01009069,730,230,500
S01009070,812,321,491
S01009071,459,211,248
S01009072,284,115,169
S01009073,713,349,364
S01009074,852,441,411
S01009075,579,264,315
S01009076,944,388,556
S01009077,627,252,375
S01009078,314,128,186
S01009079,999,583,416
S01009080,1257,633,624
S01009081,882,369,513
S01009082,911,478,433
S01009083,584,282,302
S01009084,836,424,412
S01009085,221,76,145
S01009086,565,270,295
S01009087,532,242,290
S01009088,1156,588,568
S01009089,343,113,230
S01009090,111,29,82
S01009091,137,37,100
S01009092,819,331,488
S01009093,699,332,367
S01009094,771,247,524
S01009095,1329,751,578
S01009096,387,203,184
S01009097,670,228,442
S01009098,459,147,312
S01009099,744,382,362
S01009100,1057,599,458
S01009101,860,422,438
S01009102,827,461,366
S01009103,541,162,379
S01009104,667,331,336
S01009105,551,257,294
S01009106,677,273,404
S01009107,768,299,469
S01009108,755,242,513
S01009109,825,226,599
S01009110,727,326,401
S01009111,888,391,497
S01009112,509,170,339
S01009113,559,209,350
S01009114,587,224,363
S01009115,669,318,351
S01009116,704,289,415
S01009117,550,296,254
S01009118,434,108,326
S01009119,723,351,372
S01009120,553,232,321
S01009121,859,425,434
S01009122,772,348,424
S01009123,242,96,146
S01009124,429,176,253
S01009125,649,311,338
S01009126,596,354,242
S01009127,474,273,201
S01009128,847,596,251
S01009129,501,281,220
S01009130,339,212,127
S01009131,747,459,288
S01009132,715,299,416
S01009133,625,349,276
S01009134,835,383,452
S01009135,466,226,240
S01009136,300,199,101
S01009137,250,137,113
S01009138,814,398,416
S01009139,563,393,170
S01009140,566,351,215
S01009141,524,391,133
S01009142,589,390,199
S01009143,449,267,182
S01009144,549,220,329
S01009145,1003,445,558
S01009146,853,442,411
S01009147,791,397,394
S01009148,606,314,292
S01009149,497,265,232
S01009150,719,426,293
S01009151,590,241,349
S01009152,756,492,264
S01009153,651,389,262
S01009154,715,300,415
S01009155,523,252,271
S01009156,773,322,451
S01009157,805,352,453
S01009158,755,381,374
S01009159,528,319,209
S01009160,532,333,199
S01009161,750,447,303
S01009162,615,394,221
S01009163,458,241,217
S01009164,832,359,473
S01009165,553,303,250
S01009166,746,404,342
S01009167,627,296,331
S01009168,866,302,564
S01009169,770,420,350
S01009170,553,262,291
S01009171,659,317,342
S01009172,589,210,379
S01009173,711,215,496
S01009174,66,21,45
S01009175,720,181,539
S01009176,735,209,526
S01009177,679,387,292
S01009178,646,352,294
S01009179,775,353,422
S01009180,834,420,414
S01009181,923,359,564
S01009182,909,343,566
S01009183,794,223,571
S01009184,965,478,487
S01009185,892,434,458
S01009186,690,271,419
S01009187,668,258,410
S01009188,855,406,449
S01009189,877,386,491
S01009190,717,445,272
S01009191,135,37,98
S01009192,796,448,348
S01009193,291,107,184
S01009194,795,263,532
S01009195,787,480,307
S01009196,613,236,377
S01009197,757,264,493
S01009198,707,252,455
S01009199,585,246,339
S01009200,762,285,477
S01009201,584,239,345
S01009202,459,134,325
S01009203,491,254,237
S01009204,780,355,425
S01009205,1024,388,636
S01009206,911,380,531
S01009207,841,339,502
S01009208,588,239,349
S01009209,1001,433,568
S01009210,754,311,443
S01009211,592,284,308
S01009212,768,347,421
S01009213,605,310,295
S01009214,999,420,579
S01009215,970,453,517
S01009216,913,419,494
S01009217,600,338,262
S01009218,1005,405,600
S01009219,559,254,305
S01009220,512,270,242
S01009221,486,256,230
S01009222,552,251,301
S01009223,436,202,234
S01009224,804,424,380
S01009225,679,329,350
S01009226,1026,566,460
S01009227,608,348,260
S01009228,666,415,251
S01009229,772,355,417
S01009230,749,371,378
S01009231,850,340,510
S01009232,549,371,178
S01009233,705,299,406
S01009234,816,459,357
S01009235,682,386,296
S01009236,596,215,381
S01009237,591,219,372
S01009238,903,396,507
S01009239,706,372,334
S01009240,585,402,183
S01009241,761,453,308
S01009242,805,277,528
S01009243,1026,405,621
S01009244,678,186,492
S01009245,736,273,463
S01009246,896,423,473
S01009247,1015,477,538
S01009248,643,204,439
S01009249,905,480,425
S01009250,638,285,353
S01009251,489,188,301
S01009252,351,98,253
S01009253,631,279,352
S01009254,812,419,393
S01009255,561,351,210
S01009256,517,231,286
S01009257,505,261,244
S01009258,672,246,426
S01009259,661,236,425
S01009260,944,449,495
S01009261,691,368,323
S01009262,669,343,326
S01009263,369,172,197
S01009264,655,258,397
S01009265,603,249,354
S01009266,873,350,523
S01009267,713,371,342
S01009268,570,277,293
S01009269,881,476,405
S01009270,640,378,262
S01009271,715,210,505
S01009272,704,354,350
S01009273,778,274,504
S01009274,800,311,489
S01009275,561,252,309
S01009276,876,306,570
S01009277,613,197,416
S01009278,321,131,190
S01009279,490,238,252
S01009280,727,368,359
S01009281,686,373,313
S01009282,754,319,435
S01009283,449,189,260
S01009284,585,170,415
S01009285,733,247,486
S01009286,796,273,523
S01009287,733,251,482
S01009288,753,272,481
S01009289,753,262,491
S01009290,571,177,394
S01009291,951,306,645
S01009292,398,173,225
S01009293,528,246,282
S01009294,526,197,329
S01009295,660,213,447
S01009296,737,276,461
S01009297,819,291,528
S01009298,1026,611,415
S01009299,849,480,369
S01009300,524,326,198
S01009301,886,615,271
S01009302,785,537,248
S01009303,702,316,386
S01009304,1050,492,558
S01009305,843,473,370
S01009306,983,631,352
S01009307,1055,720,335
S01009308,697,526,171
S01009309,519,320,199
S01009310,747,253,494
S01009311,785,383,402
S01009312,837,495,342
S01009313,571,304,267
S01009314,759,285,474
S01009315,565,302,263
S01009316,706,245,461
S01009317,813,289,524
S01009318,802,254,548
S01009319,851,263,588
S01009320,724,293,431
S01009321,446,147,299
S01009322,587,225,362
S01009323,812,347,465
S01009324,549,277,272
S01009325,455,160,295
S01009326,325,198,127
S01009327,579,182,397
S01009328,78,25,53
S01009330,112,75,37
S01009331,179,40,139
S01009332,703,269,434
S01009333,773,456,317
S01009334,515,279,236
S01009335,668,347,321
S01009336,481,276,205
S01009337,709,374,335
S01009338,613,371,242
S01009339,800,469,331
S01009340,806,408,398
S01009341,847,415,432
S01009342,771,389,382
S01009343,480,197,283
S01009344,620,276,344
S01009345,998,421,577
S01009346,121,37,84
S01009347,235,85,150
S01009348,183,61,122
S01009349,99,48,51
S01009350,141,57,84
S01009351,62,24,38
S01009352,57,13,44
S01009353,289,77,212
S01009354,220,85,135
S01009355,827,249,578
S01009356,866,289,577
S01009357,367,125,242
S01009358,246,59,187
S01009359,191,63,128
S01009360,679,265,414
S01009361,710,251,459
S01009362,968,298,670
S01009363,844,406,438
S01009364,638,248,390
S01009365,582,262,320
S01009366,787,390,397
S01009367,619,294,325
S01009368,635,263,372
S01009369,819,361,458
S01009370,738,335,403
S01009371,437,179,258
S01009372,476,208,268
S01009373,778,448,330
S01009374,757,389,368
S01009375,604,284,320
S01009376,758,372,386
S01009377,582,310,272
S01009378,726,344,382
S01009379,123,61,62
S01009380,520,207,313
S01009381,552,240,312
S01009382,1104,609,495
S01009383,844,455,389
S01009384,471,165,306
S01009385,608,247,361
S01009386,853,411,442
S01009387,763,332,431
S01009388,884,582,302
S01009389,797,382,415
S01009390,534,135,399
S01009391,603,167,436
S01009392,383,122,261
S01009393,641,206,435
S01009394,708,337,371
S01009395,922,259,663
S01009396,634,175,459
S01009397,603,242,361
S01009398,1008,439,569
S01009399,889,321,568
S01009400,790,297,493
S01009401,837,254,583
S01009402,707,227,480
S01009403,620,188,432
S01009404,550,268,282
S01009405,581,209,372
S01009406,820,399,421
S01009407,406,169,237
S01009408,409,162,247
S01009409,738,316,422
S01009410,663,349,314
S01009411,1122,532,590
S01009412,762,381,381
S01009413,1082,479,603
S01009414,694,295,399
S01009415,947,507,440
S01009416,499,136,363
S01009417,317,103,214
S01009418,1010,492,518
S01009419,788,352,436
S01009420,577,346,231
S01009421,526,294,232
S01009422,933,376,557
S01009423,210,68,142
S01009424,609,229,380
S01009425,704,300,404
S01009426,851,505,346
S01009427,519,310,209
S01009428,476,227,249
S01009429,720,403,317
S01009430,610,328,282
S01009431,806,398,408
S01009432,847,402,445
S01009433,667,350,317
S01009434,455,210,245
S01009435,787,427,360
S01009436,478,241,237
S01009437,721,374,347
S01009438,912,444,468
S01009439,944,456,488
S01009440,746,363,383
S01009441,732,396,336
S01009442,572,205,367
S01009443,736,326,410
S01009444,630,175,455
S01009445,841,355,486
S01009446,822,486,336
S01009447,639,327,312
S01009448,535,200,335
S01009449,583,247,336
S01009450,538,333,205
S01009451,1016,564,452
S01009452,692,408,284
S01009453,826,428,398
S01009454,912,379,533
S01009455,1150,451,699
S01009456,746,393,353
S01009457,665,269,396
S01009458,541,276,265
S01009459,857,517,340
S01009460,599,376,223
S01009461,132,62,70
S01009462,545,249,296
S01009463,879,327,552
S01009464,717,286,431
S01009465,494,199,295
S01009466,683,252,431
S01009467,699,254,445
S01009468,603,312,291
S01009469,690,313,377
S01009470,700,260,440
S01009471,689,404,285
S01009472,920,499,421
S01009473,671,418,253
S01009474,637,371,266
S01009475,160,48,112
S01009476,356,124,232
S01009477,911,515,396
S01009478,787,522,265
S01009479,752,425,327
S01009480,883,392,491
S01009481,743,415,328
S01009482,597,429,168
S01009483,625,397,228
S01009484,1116,583,533
S01009485,651,306,345
S01009486,673,297,376
S01009487,1029,481,548
S01009488,775,303,472
S01009489,710,422,288
S01009490,672,388,284
S01009491,569,287,282
S01009492,720,282,438
S01009493,1066,344,722
S01009494,974,348,626
S01009495,720,245,475
S01009496,692,302,390
S01009497,886,340,546
S01009498,557,144,413
S01009499,670,267,403
S01009500,705,410,295
S01009501,680,362,318
S01009502,830,415,415
S01009503,865,380,485
S01009504,641,371,270
S01009505,693,426,267
S01009506,931,551,380
S01009507,558,274,284
S01009508,844,480,364
S01009509,814,430,384
S01009510,713,208,505
S01009511,825,247,578
S01009512,888,298,590
S01009513,693,186,507
S01009514,752,222,530
S01009515,712,348,364
S01009516,987,424,563
S01009517,74,39,35
S01009518,237,94,143
S01009519,595,251,344
S01009520,789,318,471
S01009521,660,318,342
S01009522,745,421,324
S01009523,672,393,279
S01009524,619,408,211
S01009525,475,258,217
S01009526,364,218,146
S01009527,663,403,260
S01009528,693,453,240
S01009529,919,456,463
S01009530,746,265,481
S01009531,921,532,389
S01009532,906,485,421
S01009533,765,462,303
S01009534,598,401,197
S01009535,713,485,228
S01009536,416,210,206
S01009537,515,271,244
S01009538,914,585,329
S01009539,865,400,465
S01009540,886,519,367
S01009541,957,425,532
S01009542,713,392,321
S01009543,725,328,397
S01009544,793,400,393
S01009545,674,310,364
S01009546,602,331,271
S01009547,686,324,362
S01009548,840,405,435
S01009549,866,366,500
S01009550,523,179,344
S01009551,568,214,354
S01009552,1123,498,625
S01009553,913,476,437
S01009554,701,365,336
S01009555,780,372,408
S01009556,820,435,385
S01009557,762,416,346
S01009558,528,295,233
S01009559,1013,512,501
S01009560,671,389,282
S01009561,585,317,268
S01009562,944,421,523
S01009563,774,322,452
S01009564,587,225,362
S01009565,481,188,293
S01009566,879,363,516
S01009567,844,421,423
S01009568,736,320,416
S01009569,868,351,517
S01009570,519,238,281
S01009571,592,337,255
S01009572,862,479,383
S01009573,597,332,265
S01009574,882,405,477
S01009575,695,336,359
S01009576,579,182,397
S01009577,717,239,478
S01009578,849,421,428
S01009579,253,105,148
S01009580,529,186,343
S01009581,664,266,398
S01009582,476,233,243
S01009583,649,322,327
S01009584,300,79,221
S01009585,1035,414,621
S01009586,947,420,527
S01009587,844,423,421
S01009588,919,439,480
S01009589,913,412,501
S01009590,508,178,330
S01009591,749,250,499
S01009592,721,236,485
S01009593,485,176,309
S01009594,505,143,362
S01009595,316,137,179
S01009596,859,421,438
S01009597,805,490,315
S01009598,539,314,225
S01009599,1040,510,530
S01009600,790,471,319
S01009601,718,378,340
S01009602,545,178,367
S01009603,627,261,366
S01009604,668,311,357
S01009605,801,380,421
S01009606,233,114,119
S01009607,411,109,302
S01009608,487,234,253
S01009609,825,349,476
S01009610,899,430,469
S01009611,375,117,258
S01009612,449,202,247
S01009613,427,138,289
S01009614,514,201,313
S01009615,514,183,331
S01009616,952,403,549
S01009617,567,201,366
S01009618,828,439,389
S01009619,632,353,279
S01009620,813,416,397
S01009621,797,451,346
S01009622,737,484,253
S01009623,676,331,345
S01009624,807,377,430
S01009625,1014,474,540
S01009626,613,329,284
S01009627,737,347,390
S01009628,563,272,291
S01009629,915,450,465
S01009630,626,312,314
S01009631,688,423,265
S01009632,602,364,238
S01009633,539,313,226
S01009634,650,334,316
S01009635,1067,570,497
S01009636,782,489,293
S01009637,702,381,321
S01009638,510,260,250
S01009639,825,339,486
S01009640,648,368,280
S01009641,740,436,304
S01009642,835,433,402
S01009643,174,76,98
S01009644,472,203,269
S01009645,736,346,390
S01009646,596,257,339
S01009647,526,305,221
S01009648,902,382,520
S01009649,823,379,444
S01009650,677,207,470
S01009651,786,292,494
S01009652,957,392,565
S01009653,674,228,446
S01009654,465,215,250
S01009655,803,357,446
S01009656,733,398,335
S01009657,782,332,450
S01009658,802,368,434
S01009659,561,274,287
S01009660,710,311,399
S01009661,715,283,432
S01009662,688,281,407
S01009663,635,258,377
S01009664,862,327,535
S01009665,1014,402,612
S01009666,946,356,590
S01009667,337,102,235
S01009668,375,157,218
S01009669,488,177,311
S01009670,663,252,411
S01009671,627,228,399
S01009672,947,439,508
S01009673,704,304,400
S01009674,876,329,547
S01009675,737,239,498
S01009676,1160,446,714
S01009677,574,240,334
S01009678,515,229,286
S01009679,826,404,422
S01009680,837,377,460
S01009681,772,419,353
S01009682,660,240,420
S01009683,743,324,419
S01009684,727,258,469
S01009685,977,522,455
S01009686,882,494,388
S01009687,848,345,503
S01009688,961,557,404
S01009689,455,309,146
S01009690,627,312,315
S01009691,461,168,293
S01009692,1008,404,604
S01009693,631,179,452
S01009694,932,303,629
S01009695,852,343,509
S01009696,854,322,532
S01009697,677,252,425
S01009698,564,204,360
S01009699,616,251,365
S01009700,567,226,341
S01009701,797,338,459
S01009702,466,169,297
S01009703,810,358,452
S01009704,1020,409,611
S01009705,627,301,326
S01009706,698,343,355
S01009707,504,230,274
S01009708,573,214,359
S01009709,734,342,392
S01009710,384,162,222
S01009711,809,415,394
S01009712,551,223,328
S01009713,732,317,415
S01009714,732,273,459
S01009715,670,265,405
S01009716,1077,461,616
S01009717,926,525,401
S01009718,767,444,323
S01009719,853,397,456
S01009720,768,383,385
S01009721,829,785,44
S01009722,1001,811,190
S01009723,763,617,146
S01009724,946,653,293
S01009725,847,591,256
S01009726,870,756,114
S01009727,860,422,438
S01009728,665,232,433
S01009729,885,289,596
S01009730,868,326,542
S01009731,802,309,493
S01009732,1352,997,355
S01009733,953,645,308
S01009734,1523,843,680
S01009735,699,252,447
S01009736,1603,1397,206
S01009737,573,187,386
S01009738,438,184,254
S01009739,346,74,272
S01009740,626,262,364
S01009741,707,390,317
S01009742,397,135,262
S01009743,979,360,619
S01009744,603,207,396
S01009745,705,253,452
S01009746,649,226,423
S01009747,772,358,414
S01009748,637,191,446
S01009749,768,294,474
S01009750,557,289,268
S01009751,844,406,438
S01009752,672,276,396
S01009753,606,246,360
S01009754,1170,543,627
S01009755,547,239,308
S01009756,664,229,435
S01009757,577,184,393
S01009758,917,458,459
S01009759,834,643,191
S01009760,776,516,260
S01009761,804,382,422
S01009762,719,469,250
S01009763,328,115,213
S01009764,718,463,255
S01009765,776,418,358
S01009766,788,423,365
S01009767,622,396,226
S01009768,375,268,107
S01009769,800,523,277
S01009770,647,229,418
S01009771,661,231,430
S01009772,623,304,319
S01009773,120,50,70
S01009774,81,37,44
S01009775,703,471,232
S01009776,741,525,216
S01009777,517,354,163
S01009778,1000,612,388
S01009779,564,388,176
S01009780,628,423,205
S01009781,700,455,245
S01009782,331,187,144
S01009783,346,199,147
S01009784,762,502,260
S01009785,852,539,313
S01009786,873,625,248
S01009787,757,485,272
S01009788,1114,607,507
S01009789,961,543,418
S01009790,802,447,355
S01009791,596,367,229
S01009792,189,84,105
S01009793,767,341,426
S01009794,305,126,179
S01009795,646,232,414
S01009796,639,335,304
S01009797,462,189,273
S01009798,719,318,401
S01009799,1091,758,333
S01009800,968,604,364
S01009801,987,629,358
S01009802,699,446,253
S01009803,691,481,210
S01009804,367,259,108
S01009805,628,406,222
S01009806,991,633,358
S01009807,741,404,337
S01009808,1042,766,276
S01009809,874,498,376
S01009810,778,495,283
S01009811,1076,650,426
S01009812,764,437,327
S01009813,874,650,224
S01009814,944,508,436
S01009815,854,486,368
S01009816,874,463,411
S01009817,718,393,325
S01009818,805,282,523
S01009819,955,470,485
S01009820,839,435,404
S01009821,698,311,387
S01009822,691,450,241
S01009823,937,584,353
S01009824,598,401,197
S01009825,974,600,374
S01009826,649,402,247
S01009827,722,452,270
S01009828,1042,656,386
S01009829,995,596,399
S01009830,777,422,355
S01009831,967,467,500
S01009832,915,498,417
S01009833,532,269,263
S01009834,519,362,157
S01009835,489,326,163
S01009836,641,365,276
S01009837,707,425,282
S01009838,664,427,237
S01009839,870,706,164
S01009840,865,474,391
S01009841,937,774,163
S01009842,742,522,220
S01009843,487,379,108
S01009844,577,460,117
S01009845,859,690,169
S01009846,825,547,278
S01009847,491,357,134
S01009848,739,427,312
S01009849,997,634,363
S01009850,847,542,305
S01009851,928,568,360
S01009852,489,266,223
S01009853,797,448,349
S01009854,593,400,193
S01009855,623,323,300
S01009856,523,314,209
S01009857,691,367,324
S01009858,820,473,347
S01009859,940,709,231
S01009860,825,590,235
S01009861,1225,937,288
S01009862,915,724,191
S01009863,872,698,174
S01009864,768,569,199
S01009865,567,400,167
S01009866,833,500,333
S01009867,909,687,222
S01009868,907,632,275
S01009869,826,535,291
S01009870,824,593,231
S01009871,920,597,323
S01009872,731,498,233
S01009873,782,428,354
S01009874,849,471,378
S01009875,396,266,130
S01009876,761,500,261
S01009877,692,324,368
S01009878,590,336,254
S01009879,913,409,504
S01009880,915,429,486
S01009881,559,268,291
S01009882,489,332,157
S01009883,641,337,304
S01009884,723,436,287
S01009885,661,375,286
S01009886,594,314,280
S01009887,799,573,226
S01009888,615,364,251
S01009889,909,583,326
S01009890,618,424,194
S01009891,632,431,201
S01009892,918,622,296
S01009893,830,572,258
S01009894,834,622,212
S01009895,763,545,218
S01009896,981,691,290
S01009897,1090,702,388
S01009898,756,494,262
S01009899,968,685,283
S01009900,988,730,258
S01009901,868,622,246
S01009902,980,633,347
S01009903,923,539,384
S01009904,659,468,191
S01009905,584,398,186
S01009906,552,385,167
S01009907,1055,848,207
S01009908,1009,721,288
S01009909,759,587,172
S01009910,672,496,176
S01009911,1043,561,482
S01009912,835,427,408
S01009913,702,286,416
S01009914,769,328,441
S01009915,757,391,366
S01009916,970,413,557
S01009917,683,307,376
S01009918,806,345,461
S01009919,968,666,302
S01009920,984,661,323
S01009921,737,567,170
S01009922,1113,810,303
S01009923,914,684,230
S01009924,936,718,218
S01009925,997,766,231
S01009926,795,543,252
S01009927,500,324,176
S01009928,674,471,203
S01009929,481,292,189
S01009930,858,597,261
S01009931,780,584,196
S01009932,737,514,223
S01009933,1042,801,241
S01009934,714,332,382
S01009935,645,482,163
S01009936,1002,642,360
S01009937,643,449,194
S01009938,924,563,361
S01009939,845,636,209
S01009940,741,486,255
S01009941,901,413,488
S01009942,874,508,366
S01009943,1017,637,380
S01009944,845,473,372
S01009945,944,605,339
S01009946,814,493,321
S01009947,736,412,324
S01009948,991,599,392
S01009949,839,492,347
S01009950,603,224,379
S01009951,729,276,453
S01009952,890,456,434
S01009953,974,457,517
S01009954,632,294,338
S01009955,968,498,470
S01009956,733,379,354
S01009957,1114,496,618
S01009958,1052,435,617
S01009959,747,296,451
S01009960,986,488,498
S01009961,583,277,306
S01009962,894,602,292
S01009963,1067,396,671
S01009964,1014,499,515
S01009965,825,284,541
S01009966,1029,387,642
S01009967,881,433,448
S01009968,529,186,343
S01009969,1044,465,579
S01009970,887,587,300
S01009971,824,562,262
S01009972,635,359,276
S01009973,257,183,74
S01009974,703,461,242
S01009975,671,446,225
S01009976,566,403,163
S01009977,726,549,177
S01009978,673,475,198
S01009979,653,447,206
S01009980,412,317,95
S01009981,556,414,142
S01009982,480,338,142
S01009983,437,336,101
S01009984,715,446,269
S01009985,435,316,119
S01009986,528,398,130
S01009987,714,426,288
S01009988,564,381,183
S01009989,893,471,422
S01009990,806,418,388
S01009991,780,405,375
S01009992,864,562,302
S01009993,642,329,313
S01009994,574,283,291
S01009995,488,231,257
S01009996,688,350,338
S01009997,546,294,252
S01009998,803,326,477
S01009999,736,279,457
S01010000,723,371,352
S01010001,593,270,323
S01010002,1137,587,550
S01010003,813,344,469
S01010004,776,310,466
S01010005,884,674,210
S01010006,1101,846,255
S01010007,773,357,416
S01010008,486,340,146
S01010009,616,498,118
S01010010,1226,546,680
S01010011,778,579,199
S01010012,1333,566,767
S01010013,884,611,273
S01010014,1119,757,362
S01010015,764,549,215
S01010016,629,331,298
S01010017,763,453,310
S01010018,807,535,272
S01010019,984,667,317
S01010020,842,491,351
S01010021,569,434,135
S01010022,269,198,71
S01010023,841,634,207
S01010024,476,341,135
S01010025,583,445,138
S01010026,636,457,179
S01010027,863,620,243
S01010028,417,298,119
S01010029,537,325,212
S01010030,390,301,89
S01010031,573,484,89
S01010032,443,338,105
S01010033,760,528,232
S01010034,901,662,239
S01010035,582,490,92
S01010036,333,258,75
S01010037,887,633,254
S01010038,1104,830,274
S01010039,501,442,59
S01010040,492,362,130
S01010041,760,652,108
S01010042,455,336,119
S01010043,775,544,231
S01010044,1002,686,316
S01010045,705,507,198
S01010046,910,639,271
S01010047,905,648,257
S01010048,995,712,283
S01010049,721,566,155
S01010050,655,493,162
S01010051,687,494,193
S01010052,489,377,112
S01010053,437,294,143
S01010054,595,491,104
S01010055,964,703,261
S01010056,382,317,65
S01010057,343,243,100
S01010058,709,515,194
S01010059,580,415,165
S01010060,817,546,271
S01010061,375,232,143
S01010062,675,437,238
S01010063,938,725,213
S01010064,604,335,269
S01010065,757,459,298
S01010066,579,377,202
S01010067,616,466,150
S01010068,334,219,115
S01010069,870,398,472
S01010070,548,211,337
S01010071,737,391,346
S01010072,949,489,460
S01010073,905,391,514
S01010074,917,444,473
S01010075,782,421,361
S01010076,762,396,366
S01010077,662,400,262
S01010078,586,248,338
S01010079,797,266,531
S01010080,755,268,487
S01010081,1005,368,637
S01010082,614,290,324
S01010083,929,469,460
S01010084,992,567,425
S01010085,1073,446,627
S01010086,922,520,402
S01010087,584,209,375
S01010088,179,73,106
S01010089,770,425,345
S01010090,851,400,451
S01010091,562,259,303
S01010092,997,581,416
S01010093,739,341,398
S01010094,1069,452,617
S01010095,1033,390,643
S01010096,667,294,373
S01010097,614,255,359
S01010098,617,223,394
S01010099,856,326,530
S01010100,825,338,487
S01010101,986,445,541
S01010102,545,197,348
S01010103,645,246,399
S01010104,592,191,401
S01010105,630,474,156
S01010106,560,340,220
S01010107,812,501,311
S01010108,682,387,295
S01010109,936,638,298
S01010110,938,651,287
S01010111,805,630,175
S01010112,625,460,165
S01010113,434,289,145
S01010114,584,403,181
S01010115,513,249,264
S01010116,623,338,285
S01010117,182,123,59
S01010118,562,438,124
S01010119,227,184,43
S01010120,577,455,122
S01010121,496,376,120
S01010122,414,319,95
S01010123,441,342,99
S01010124,578,312,266
S01010125,411,290,121
S01010126,505,277,228
S01010127,473,301,172
S01010128,576,421,155
S01010129,654,485,169
S01010130,633,388,245
S01010131,998,447,551
S01010132,858,534,324
S01010133,801,535,266
S01010134,1152,712,440
S01010135,1026,591,435
S01010136,900,447,453
S01010137,1148,754,394
S01010138,932,684,248
S01010139,1014,621,393
S01010140,837,539,298
S01010141,960,672,288
S01010142,559,340,219
S01010143,732,411,321
S01010144,597,435,162
S01010145,577,336,241
S01010146,883,609,274
S01010147,709,526,183
S01010148,742,509,233
S01010149,376,252,124
S01010150,940,542,398
S01010151,946,566,380
S01010152,752,425,327
S01010153,899,538,361
S01010154,1012,615,397
S01010155,670,384,286
S01010156,605,385,220
S01010157,670,428,242
S01010158,820,478,342
S01010159,644,380,264
S01010160,518,430,88
S01010161,641,395,246
S01010162,757,538,219
S01010163,633,383,250
S01010164,656,411,245
S01010165,506,323,183
S01010166,943,560,383
S01010167,840,521,319
S01010168,382,248,134
S01010169,649,442,207
S01010170,833,496,337
S01010171,740,552,188
S01010172,678,475,203
S01010173,969,555,414
S01010174,1057,718,339
S01010175,392,225,167
S01010176,926,577,349
S01010177,523,375,148
S01010178,627,422,205
S01010179,986,659,327
S01010180,351,245,106
S01010181,914,591,323
S01010182,968,431,537
S01010183,671,419,252
S01010184,533,350,183
S01010185,581,367,214
S01010186,557,230,327
S01010187,675,327,348
S01010188,931,448,483
S01010189,653,255,398
S01010190,228,131,97
S01010191,547,168,379
S01010192,659,267,392
S01010193,765,345,420
S01010194,666,360,306
S01010195,830,437,393
S01010196,689,437,252
S01010197,760,469,291
S01010198,1019,615,404
S01010199,519,348,171
S01010200,610,337,273
S01010201,686,332,354
S01010202,558,439,119
S01010203,494,252,242
S01010204,845,524,321
S01010205,611,399,212
S01010206,417,364,53
S01010207,506,397,109
S01010208,922,622,300
S01010209,755,502,253
S01010210,888,508,380
S01010211,751,505,246
S01010212,880,613,267
S01010213,918,558,360
S01010214,871,429,442
S01010215,842,591,251
S01010216,812,604,208
S01010217,758,530,228
S01010218,902,691,211
S01010219,647,468,179
S01010220,308,248,60
S01010221,391,304,87
S01010222,625,418,207
S01010223,597,421,176
S01010224,814,609,205
S01010225,602,371,231
S01010226,630,457,173
S01010227,842,590,252
S01010228,597,393,204
S01010229,756,517,239
S01010230,1006,791,215
S01010231,577,434,143
S01010232,508,344,164
S01010233,1170,871,299
S01010234,813,537,276
S01010235,177,139,38
S01010236,678,488,190
S01010237,912,628,284
S01010238,877,624,253
S01010239,873,637,236
S01010240,1044,749,295
S01010241,898,664,234
S01010242,966,749,217
S01010243,1083,883,200
S01010244,835,626,209
S01010245,797,618,179
S01010246,818,642,176
S01010247,734,387,347
S01010248,862,643,219
S01010249,937,686,251
S01010250,818,614,204
S01010251,217,146,71
S01010252,497,366,131
S01010253,691,512,179
S01010254,830,578,252
S01010255,717,563,154
S01010256,939,708,231
S01010257,1606,1493,113
S01010258,1027,917,110
S01010259,1544,1272,272
S01010260,1333,1214,119
S01010261,1952,1635,317
S01010262,1122,861,261
S01010263,624,549,75
S01010264,713,636,77
S01010265,382,332,50
S01010266,694,530,164
S01010267,734,693,41
S01010268,936,791,145
S01010269,900,714,186
S01010270,1116,837,279
S01010271,706,587,119
S01010272,325,270,55
S01010273,238,201,37
S01010274,237,188,49
S01010275,271,219,52
S01010276,116,93,23
S01010277,506,364,142
S01010278,1111,834,277
S01010279,581,483,98
S01010280,777,641,136
S01010281,533,440,93
S01010282,957,808,149
S01010283,674,558,116
S01010284,1120,943,177
S01010285,1085,903,182
