"dz_2011","total","llti","no_llti"
"S01007672",874,202,672
"S01007673",700,121,579
"S01007674",797,180,617
"S01007675",627,130,497
"S01007676",793,134,659
"S01007677",409,76,333
"S01007678",788,221,567
"S01007679",843,214,629
"S01007680",922,144,778
"S01007681",405,100,305
"S01007682",1130,170,960
"S01007683",701,79,622
"S01007684",801,140,661
"S01007685",906,106,800
"S01007686",858,112,746
"S01007687",848,81,767
"S01007688",967,105,862
"S01007689",613,106,507
"S01007690",875,134,741
"S01007691",3162,220,2942
"S01007692",633,72,561
"S01007693",974,113,861
"S01007694",1115,175,940
"S01007695",963,235,728
"S01007696",800,118,682
"S01007697",948,220,728
"S01007698",1093,149,944
"S01007699",808,131,677
"S01007700",990,164,826
"S01007701",451,119,332
"S01007702",1026,68,958
"S01007703",783,154,629
"S01007704",907,218,689
"S01007705",844,62,782
"S01007706",599,39,560
"S01007707",1285,97,1188
"S01007708",644,134,510
"S01007709",582,138,444
"S01007710",394,83,311
"S01007711",1050,201,849
"S01007712",687,120,567
"S01007713",484,104,380
"S01007714",643,122,521
"S01007715",516,122,394
"S01007716",1041,321,720
"S01007717",1003,230,773
"S01007718",630,183,447
"S01007719",960,294,666
"S01007720",705,242,463
"S01007721",730,183,547
"S01007722",840,244,596
"S01007723",952,330,622
"S01007724",648,105,543
"S01007725",773,194,579
"S01007726",786,171,615
"S01007727",1023,220,803
"S01007728",773,122,651
"S01007729",772,117,655
"S01007730",764,116,648
"S01007731",582,64,518
"S01007732",824,141,683
"S01007733",853,116,737
"S01007734",821,162,659
"S01007735",827,158,669
"S01007736",723,141,582
"S01007737",1062,217,845
"S01007738",732,158,574
"S01007739",479,144,335
"S01007740",656,165,491
"S01007741",672,229,443
"S01007742",624,165,459
"S01007743",895,200,695
"S01007744",766,237,529
"S01007745",694,197,497
"S01007746",889,204,685
"S01007747",505,109,396
"S01007748",704,170,534
"S01007749",709,108,601
"S01007750",677,138,539
"S01007751",928,219,709
"S01007752",747,217,530
"S01007753",535,132,403
"S01007754",884,255,629
"S01007755",877,248,629
"S01007756",629,182,447
"S01007757",840,174,666
"S01007758",899,184,715
"S01007759",964,259,705
"S01007760",737,159,578
"S01007761",853,138,715
"S01007762",814,214,600
"S01007763",545,192,353
"S01007764",756,110,646
"S01007765",683,116,567
"S01007766",641,115,526
"S01007767",1038,168,870
"S01007768",649,145,504
"S01007769",733,158,575
"S01007770",738,104,634
"S01007771",532,103,429
"S01007772",964,290,674
"S01007773",734,125,609
"S01007774",663,147,516
"S01007775",464,56,408
"S01007776",727,65,662
"S01007777",432,20,412
"S01007778",1775,151,1624
"S01007779",701,146,555
"S01007780",795,101,694
"S01007781",899,127,772
"S01007782",403,78,325
"S01007783",782,264,518
"S01007784",903,142,761
"S01007785",507,115,392
"S01007786",763,184,579
"S01007787",676,127,549
"S01007788",634,133,501
"S01007789",698,168,530
"S01007790",895,146,749
"S01007791",1004,120,884
"S01007792",879,218,661
"S01007793",959,246,713
"S01007794",567,89,478
"S01007795",606,110,496
"S01007796",845,168,677
"S01007797",522,136,386
"S01007798",665,78,587
"S01007800",956,293,663
"S01007801",973,305,668
"S01007802",547,60,487
"S01007803",1199,379,820
"S01007804",627,151,476
"S01007805",520,95,425
"S01007806",634,172,462
"S01007807",707,117,590
"S01007808",848,165,683
"S01007809",919,169,750
"S01007810",883,247,636
"S01007811",871,171,700
"S01007812",850,164,686
"S01007813",799,189,610
"S01007814",565,140,425
"S01007815",916,197,719
"S01007816",669,102,567
"S01007817",449,121,328
"S01007818",868,162,706
"S01007819",688,143,545
"S01007820",980,245,735
"S01007821",552,104,448
"S01007822",734,185,549
"S01007823",696,143,553
"S01007824",727,154,573
"S01007825",1013,206,807
"S01007826",598,202,396
"S01007827",583,88,495
"S01007828",977,312,665
"S01007829",579,190,389
"S01007830",928,279,649
"S01007831",947,291,656
"S01007832",629,183,446
"S01007833",792,316,476
"S01007834",742,173,569
"S01007835",695,151,544
"S01007836",522,144,378
"S01007837",778,164,614
"S01007838",845,175,670
"S01007839",975,240,735
"S01007840",762,174,588
"S01007841",711,129,582
"S01007842",770,148,622
"S01007843",705,148,557
"S01007844",935,183,752
"S01007845",903,207,696
"S01007846",744,187,557
"S01007847",917,227,690
"S01007848",819,221,598
"S01007849",934,173,761
"S01007850",754,215,539
"S01007851",940,310,630
"S01007852",667,151,516
"S01007853",660,233,427
"S01007854",980,293,687
"S01007855",646,156,490
"S01007856",857,179,678
"S01007857",492,129,363
"S01007858",1052,341,711
"S01007859",1165,226,939
"S01007861",674,164,510
"S01007862",701,154,547
"S01007863",895,195,700
"S01007864",938,211,727
"S01007866",586,39,547
"S01007867",1212,155,1057
"S01007868",861,122,739
"S01007869",550,106,444
"S01007870",537,150,387
"S01007871",669,205,464
"S01007872",705,222,483
"S01007873",688,222,466
"S01007874",723,255,468
"S01007875",526,117,409
"S01007876",863,172,691
"S01007877",773,229,544
"S01007878",488,139,349
"S01007879",764,202,562
"S01007880",709,215,494
"S01007881",656,169,487
"S01007882",1325,209,1116
"S01007883",737,164,573
"S01007884",639,128,511
"S01007885",730,216,514
"S01007886",867,229,638
"S01007887",638,140,498
"S01007888",1070,230,840
"S01007889",533,162,371
"S01007890",556,139,417
"S01007891",668,171,497
"S01007892",403,102,301
"S01007893",1371,249,1122
"S01007894",916,190,726
"S01007895",542,115,427
"S01007896",728,169,559
"S01007897",1298,251,1047
"S01007898",783,175,608
"S01007899",481,97,384
"S01007900",417,105,312
"S01007901",711,182,529
"S01007902",883,290,593
"S01007903",645,228,417
"S01007904",849,208,641
"S01007905",687,172,515
"S01007906",724,277,447
"S01007907",536,164,372
"S01007908",576,187,389
"S01007909",401,77,324
"S01007910",916,223,693
"S01007911",429,146,283
"S01007912",757,219,538
"S01007913",616,171,445
"S01007914",628,152,476
"S01007915",835,188,647
"S01007916",810,280,530
"S01007917",847,244,603
"S01007918",922,265,657
"S01007919",694,128,566
"S01007920",615,95,520
"S01007921",932,274,658
"S01007922",867,254,613
"S01007923",835,183,652
"S01007924",895,295,600
"S01007925",829,137,692
"S01007926",845,107,738
"S01007927",617,89,528
"S01007928",1038,201,837
"S01007929",1185,116,1069
"S01007930",727,76,651
"S01007931",1127,213,914
"S01007932",831,146,685
"S01007933",779,102,677
"S01007934",720,137,583
"S01007935",805,165,640
"S01007936",890,99,791
"S01007937",825,134,691
"S01007938",740,163,577
"S01007939",896,199,697
"S01007940",933,231,702
"S01007941",387,71,316
"S01007942",508,84,424
"S01007943",574,146,428
"S01007944",837,178,659
"S01007945",850,248,602
"S01007946",787,185,602
"S01007947",756,154,602
"S01007948",660,164,496
"S01007949",751,144,607
"S01007950",760,112,648
"S01007951",815,161,654
"S01007952",617,211,406
"S01007953",938,205,733
"S01007954",668,175,493
"S01007955",638,110,528
"S01007956",745,146,599
"S01007957",983,275,708
"S01007958",883,250,633
"S01007959",706,168,538
"S01007960",607,143,464
"S01007961",1771,392,1379
"S01007962",597,116,481
"S01007963",1003,252,751
"S01007964",791,190,601
"S01007965",576,144,432
"S01007966",977,251,726
"S01007967",639,124,515
"S01007968",869,227,642
"S01007969",666,174,492
"S01007970",874,206,668
"S01007971",927,247,680
"S01007972",828,197,631
"S01007973",816,131,685
"S01007974",859,265,594
"S01007975",603,159,444
"S01007976",703,219,484
"S01007977",645,105,540
"S01007978",559,118,441
"S01007979",830,141,689
"S01007980",701,152,549
"S01007981",547,102,445
"S01007982",514,95,419
"S01007983",777,216,561
"S01007984",726,151,575
"S01007985",923,209,714
"S01007986",675,118,557
"S01007987",658,110,548
"S01007988",817,184,633
"S01007989",580,117,463
"S01007990",1070,148,922
"S01007991",940,75,865
"S01007992",657,37,620
"S01007993",673,83,590
"S01007994",659,49,610
"S01007995",590,63,527
"S01007996",452,77,375
"S01007997",555,89,466
"S01007998",522,105,417
"S01007999",801,171,630
"S01008000",913,257,656
"S01008001",859,211,648
"S01008002",676,160,516
"S01008003",666,169,497
"S01008004",122,22,100
"S01008006",786,187,599
"S01008007",430,90,340
"S01008008",645,112,533
"S01008009",785,175,610
"S01008010",862,176,686
"S01008011",657,236,421
"S01008012",772,160,612
"S01008013",697,234,463
"S01008014",622,118,504
"S01008015",776,193,583
"S01008016",781,214,567
"S01008017",900,179,721
"S01008018",505,75,430
"S01008019",741,119,622
"S01008020",587,105,482
"S01008021",700,116,584
"S01008022",728,106,622
"S01008023",468,38,430
"S01008024",955,64,891
"S01008025",685,124,561
"S01008026",880,200,680
"S01008027",565,124,441
"S01008028",585,92,493
"S01008029",3005,423,2582
"S01008030",722,173,549
"S01008031",881,199,682
"S01008032",898,194,704
"S01008033",1449,162,1287
"S01008034",790,61,729
"S01008035",627,92,535
"S01008036",669,87,582
"S01008037",1014,233,781
"S01008038",761,136,625
"S01008039",898,164,734
"S01008040",915,132,783
"S01008041",707,161,546
"S01008042",597,94,503
"S01008043",861,113,748
"S01008044",962,139,823
"S01008045",1099,208,891
"S01008046",847,319,528
"S01008047",697,111,586
"S01008048",575,98,477
"S01008049",858,113,745
"S01008050",618,93,525
"S01008051",884,100,784
"S01008052",829,91,738
"S01008053",610,97,513
"S01008054",934,175,759
"S01008055",893,103,790
"S01008056",755,149,606
"S01008057",936,154,782
"S01008058",895,74,821
"S01008059",532,56,476
"S01008060",734,80,654
"S01008061",801,151,650
"S01008062",1018,167,851
"S01008063",749,105,644
"S01008064",701,123,578
"S01008065",993,94,899
"S01008066",937,108,829
"S01008067",557,85,472
"S01008068",914,140,774
"S01008069",932,166,766
"S01008070",878,136,742
"S01008071",702,111,591
"S01008072",850,161,689
"S01008073",471,72,399
"S01008074",976,134,842
"S01008075",613,98,515
"S01008076",656,163,493
"S01008077",831,131,700
"S01008078",1001,143,858
"S01008079",905,128,777
"S01008080",699,125,574
"S01008081",599,75,524
"S01008082",698,98,600
"S01008083",586,77,509
"S01008084",853,134,719
"S01008085",973,113,860
"S01008086",1091,156,935
"S01008087",856,139,717
"S01008088",917,176,741
"S01008089",653,85,568
"S01008090",771,126,645
"S01008091",385,70,315
"S01008092",908,179,729
"S01008093",809,172,637
"S01008094",667,105,562
"S01008095",744,139,605
"S01008096",790,170,620
"S01008097",628,124,504
"S01008098",750,122,628
"S01008099",540,77,463
"S01008100",946,214,732
"S01008101",795,112,683
"S01008102",819,186,633
"S01008103",610,167,443
"S01008104",864,185,679
"S01008105",1072,285,787
"S01008106",687,200,487
"S01008107",1115,117,998
"S01008108",547,57,490
"S01008109",940,141,799
"S01008110",881,100,781
"S01008111",869,167,702
"S01008112",816,150,666
"S01008113",891,145,746
"S01008114",685,112,573
"S01008115",915,134,781
"S01008116",933,116,817
"S01008117",800,160,640
"S01008118",882,178,704
"S01008119",665,163,502
"S01008120",790,154,636
"S01008121",662,99,563
"S01008122",604,66,538
"S01008123",849,118,731
"S01008124",692,71,621
"S01008125",881,125,756
"S01008126",812,77,735
"S01008127",489,93,396
"S01008128",886,127,759
"S01008129",891,200,691
"S01008130",961,203,758
"S01008131",766,158,608
"S01008132",1029,194,835
"S01008133",630,169,461
"S01008134",661,115,546
"S01008135",1435,290,1145
"S01008136",783,195,588
"S01008137",911,205,706
"S01008138",852,223,629
"S01008139",967,240,727
"S01008140",522,135,387
"S01008141",1038,175,863
"S01008142",604,70,534
"S01008143",913,211,702
"S01008144",812,124,688
"S01008145",808,196,612
"S01008146",499,114,385
"S01008147",788,152,636
"S01008148",747,129,618
"S01008149",707,127,580
"S01008150",941,221,720
"S01008151",704,154,550
"S01008152",1057,279,778
"S01008153",573,92,481
"S01008154",828,166,662
"S01008155",670,94,576
"S01008156",919,176,743
"S01008157",746,101,645
"S01008158",731,86,645
"S01008159",989,247,742
"S01008160",995,247,748
"S01008161",1019,108,911
"S01008162",996,195,801
"S01008163",758,195,563
"S01008164",1450,165,1285
"S01008165",788,77,711
"S01008166",559,124,435
"S01008167",576,131,445
"S01008168",997,242,755
"S01008169",711,153,558
"S01008170",597,106,491
"S01008171",733,158,575
"S01008172",557,101,456
"S01008173",664,106,558
"S01008174",532,84,448
"S01008175",750,119,631
"S01008176",727,94,633
"S01008177",776,181,595
"S01008178",640,102,538
"S01008179",512,51,461
"S01008180",473,41,432
"S01008181",678,119,559
"S01008182",924,183,741
"S01008183",746,114,632
"S01008184",694,192,502
"S01008185",1012,236,776
"S01008186",851,163,688
"S01008187",617,133,484
"S01008188",920,241,679
"S01008189",565,108,457
"S01008190",877,194,683
"S01008191",482,107,375
"S01008192",784,164,620
"S01008193",826,163,663
"S01008194",630,146,484
"S01008195",796,133,663
"S01008196",796,163,633
"S01008198",693,143,550
"S01008199",776,185,591
"S01008200",496,135,361
"S01008201",797,201,596
"S01008202",567,143,424
"S01008203",556,121,435
"S01008204",875,301,574
"S01008205",680,149,531
"S01008206",654,173,481
"S01008207",618,106,512
"S01008208",740,94,646
"S01008210",935,200,735
"S01008211",887,191,696
"S01008212",462,50,412
"S01008213",1150,122,1028
"S01008214",710,221,489
"S01008215",646,126,520
"S01008216",604,89,515
"S01008217",723,97,626
"S01008218",965,111,854
"S01008219",955,224,731
"S01008220",644,125,519
"S01008221",772,134,638
"S01008222",762,191,571
"S01008223",476,158,318
"S01008224",907,144,763
"S01008225",714,124,590
"S01008226",755,233,522
"S01008227",819,195,624
"S01008228",2394,275,2119
"S01008229",452,112,340
"S01008230",811,88,723
"S01008231",640,75,565
"S01008233",1627,153,1474
"S01008234",301,78,223
"S01008235",829,214,615
"S01008236",845,153,692
"S01008237",864,153,711
"S01008238",756,174,582
"S01008239",762,124,638
"S01008240",788,111,677
"S01008241",648,87,561
"S01008242",900,247,653
"S01008243",1093,155,938
"S01008244",421,64,357
"S01008245",992,165,827
"S01008246",989,163,826
"S01008247",789,122,667
"S01008248",845,136,709
"S01008249",994,149,845
"S01008250",1024,147,877
"S01008251",754,60,694
"S01008252",943,130,813
"S01008253",766,225,541
"S01008254",857,176,681
"S01008255",728,117,611
"S01008256",822,171,651
"S01008257",672,205,467
"S01008258",701,135,566
"S01008259",777,129,648
"S01008260",944,174,770
"S01008261",901,194,707
"S01008262",612,101,511
"S01008263",801,170,631
"S01008264",551,103,448
"S01008265",706,114,592
"S01008266",598,97,501
"S01008267",898,137,761
"S01008268",878,125,753
"S01008269",868,225,643
"S01008270",819,192,627
"S01008271",669,142,527
"S01008272",1002,160,842
"S01008273",841,138,703
"S01008274",729,133,596
"S01008275",558,99,459
"S01008276",557,64,493
"S01008277",502,52,450
"S01008278",840,121,719
"S01008279",733,143,590
"S01008280",880,134,746
"S01008281",726,96,630
"S01008282",1141,177,964
"S01008283",210,72,138
"S01008284",1498,177,1321
"S01008285",754,187,567
"S01008286",747,162,585
"S01008287",852,110,742
"S01008288",901,211,690
"S01008289",493,98,395
"S01008290",777,129,648
"S01008291",719,189,530
"S01008292",1038,144,894
"S01008294",730,94,636
"S01008295",859,108,751
"S01008296",621,156,465
"S01008297",544,94,450
"S01008298",865,135,730
"S01008299",813,206,607
"S01008300",846,194,652
"S01008301",832,115,717
"S01008302",716,104,612
"S01008303",558,121,437
"S01008304",356,79,277
"S01008305",791,121,670
"S01008306",611,91,520
"S01008307",640,119,521
"S01008308",566,88,478
"S01008309",727,221,506
"S01008310",949,241,708
"S01008311",544,105,439
"S01008312",253,42,211
"S01008313",1013,319,694
"S01008314",566,119,447
"S01008315",748,188,560
"S01008316",462,112,350
"S01008317",738,142,596
"S01008318",1284,216,1068
"S01008319",739,200,539
"S01008320",524,146,378
"S01008321",546,62,484
"S01008322",1055,223,832
"S01008323",799,181,618
"S01008324",481,101,380
"S01008325",760,145,615
"S01008326",990,228,762
"S01008327",970,231,739
"S01008328",869,116,753
"S01008329",883,87,796
"S01008330",871,122,749
"S01008331",602,64,538
"S01008332",953,215,738
"S01008333",990,268,722
"S01008334",731,109,622
"S01008335",763,157,606
"S01008336",662,138,524
"S01008337",906,106,800
"S01008338",915,100,815
"S01008339",629,65,564
"S01008340",822,85,737
"S01008341",700,45,655
"S01008342",853,155,698
"S01008343",848,111,737
"S01008344",1000,98,902
"S01008345",788,96,692
"S01008346",1023,114,909
"S01008347",980,197,783
"S01008348",756,130,626
"S01008349",934,134,800
"S01008350",567,91,476
"S01008351",900,130,770
"S01008352",674,82,592
"S01008353",525,65,460
"S01008354",698,107,591
"S01008355",583,136,447
"S01008356",556,79,477
"S01008357",499,73,426
"S01008358",697,164,533
"S01008359",639,93,546
"S01008360",844,100,744
"S01008361",829,100,729
"S01008362",956,105,851
"S01008363",739,103,636
"S01008364",761,105,656
"S01008365",779,107,672
"S01008366",926,225,701
"S01008367",727,163,564
"S01008368",473,80,393
"S01008369",598,87,511
"S01008370",807,110,697
"S01008371",808,80,728
"S01008372",790,84,706
"S01008373",795,74,721
"S01008374",705,93,612
"S01008375",789,102,687
"S01008376",550,55,495
"S01008377",746,92,654
"S01008378",1015,174,841
"S01008379",530,86,444
"S01008380",544,54,490
"S01008381",514,48,466
"S01008382",785,106,679
"S01008383",480,61,419
"S01008384",976,146,830
"S01008385",674,100,574
"S01008386",659,89,570
"S01008387",836,92,744
"S01008388",546,63,483
"S01008389",542,174,368
"S01008390",619,86,533
"S01008391",785,156,629
"S01008392",916,111,805
"S01008393",610,95,515
"S01008394",942,87,855
"S01008395",531,59,472
"S01008396",807,151,656
"S01008397",935,87,848
"S01008398",587,117,470
"S01008399",728,142,586
"S01008400",501,63,438
"S01008401",1013,221,792
"S01008402",1092,158,934
"S01008403",610,71,539
"S01008404",967,183,784
"S01008405",771,58,713
"S01008406",978,245,733
"S01008407",522,163,359
"S01008408",673,76,597
"S01008409",1098,249,849
"S01008410",589,135,454
"S01008411",604,98,506
"S01008412",706,132,574
"S01008413",464,81,383
"S01008414",458,59,399
"S01008415",926,187,739
"S01008416",818,180,638
"S01008417",726,95,631
"S01008418",692,101,591
"S01008419",525,64,461
"S01008420",476,72,404
"S01008421",785,135,650
"S01008422",694,107,587
"S01008423",889,106,783
"S01008424",835,136,699
"S01008425",2465,198,2267
"S01008426",573,125,448
"S01008427",1068,105,963
"S01008428",676,169,507
"S01008429",700,119,581
"S01008430",807,139,668
"S01008431",842,148,694
"S01008432",701,100,601
"S01008433",807,116,691
"S01008434",915,132,783
"S01008435",766,98,668
"S01008436",870,139,731
"S01008437",710,142,568
"S01008438",443,65,378
"S01008439",1064,101,963
"S01008440",1053,151,902
"S01008441",379,55,324
"S01008442",774,74,700
"S01008443",582,81,501
"S01008444",634,81,553
"S01008445",920,193,727
"S01008446",1128,101,1027
"S01008447",675,67,608
"S01008448",755,123,632
"S01008449",795,139,656
"S01008450",592,134,458
"S01008451",699,147,552
"S01008452",522,93,429
"S01008453",615,63,552
"S01008454",951,210,741
"S01008455",1000,196,804
"S01008456",973,213,760
"S01008457",616,167,449
"S01008458",994,181,813
"S01008459",627,153,474
"S01008460",805,169,636
"S01008461",914,181,733
"S01008462",564,213,351
"S01008463",670,151,519
"S01008464",850,166,684
"S01008465",742,108,634
"S01008466",744,101,643
"S01008467",785,128,657
"S01008468",678,160,518
"S01008469",577,81,496
"S01008470",728,191,537
"S01008471",944,203,741
"S01008472",628,134,494
"S01008473",700,167,533
"S01008474",779,212,567
"S01008475",787,142,645
"S01008476",699,205,494
"S01008477",914,265,649
"S01008478",699,215,484
"S01008479",758,199,559
"S01008480",434,103,331
"S01008481",1615,386,1229
"S01008482",614,192,422
"S01008483",598,160,438
"S01008484",754,175,579
"S01008485",1015,155,860
"S01008486",867,219,648
"S01008487",759,89,670
"S01008488",764,144,620
"S01008489",620,145,475
"S01008490",893,134,759
"S01008491",914,116,798
"S01008492",944,138,806
"S01008493",793,170,623
"S01008494",688,106,582
"S01008495",891,89,802
"S01008496",956,94,862
"S01008497",786,98,688
"S01008498",772,118,654
"S01008499",996,120,876
"S01008500",402,68,334
"S01008501",607,28,579
"S01008502",635,42,593
"S01008503",833,57,776
"S01008504",1112,94,1018
"S01008505",711,69,642
"S01008506",854,181,673
"S01008507",897,68,829
"S01008508",851,105,746
"S01008509",994,153,841
"S01008510",906,105,801
"S01008511",981,154,827
"S01008512",505,75,430
"S01008513",706,112,594
"S01008514",934,190,744
"S01008515",747,74,673
"S01008516",901,127,774
"S01008517",860,128,732
"S01008518",905,95,810
"S01008519",809,91,718
"S01008520",865,96,769
"S01008521",907,97,810
"S01008522",532,45,487
"S01008523",967,87,880
"S01008524",741,165,576
"S01008525",901,253,648
"S01008526",750,148,602
"S01008527",726,100,626
"S01008528",720,102,618
"S01008529",724,163,561
"S01008530",724,152,572
"S01008531",748,182,566
"S01008532",443,128,315
"S01008533",549,53,496
"S01008534",723,80,643
"S01008535",709,86,623
"S01008536",569,90,479
"S01008537",673,79,594
"S01008538",447,71,376
"S01008539",837,97,740
"S01008540",724,115,609
"S01008541",886,78,808
"S01008542",942,103,839
"S01008543",740,66,674
"S01008544",653,41,612
"S01008545",898,90,808
"S01008546",901,142,759
"S01008547",1010,133,877
"S01008548",990,114,876
"S01008549",914,184,730
"S01008550",798,93,705
"S01008551",984,171,813
"S01008552",759,112,647
"S01008553",528,115,413
"S01008554",1090,250,840
"S01008555",1036,210,826
"S01008556",778,184,594
"S01008557",928,227,701
"S01008558",912,217,695
"S01008559",715,186,529
"S01008560",699,163,536
"S01008561",674,124,550
"S01008562",661,189,472
"S01008563",844,158,686
"S01008564",587,166,421
"S01008565",930,215,715
"S01008566",1066,249,817
"S01008567",744,163,581
"S01008568",793,100,693
"S01008569",640,157,483
"S01008570",961,196,765
"S01008571",679,162,517
"S01008572",888,227,661
"S01008573",892,173,719
"S01008574",757,94,663
"S01008575",802,88,714
"S01008576",823,127,696
"S01008577",903,242,661
"S01008578",806,171,635
"S01008579",1101,280,821
"S01008580",542,91,451
"S01008581",894,238,656
"S01008582",1020,231,789
"S01008583",713,166,547
"S01008584",750,129,621
"S01008585",707,147,560
"S01008586",745,201,544
"S01008587",914,116,798
"S01008588",775,115,660
"S01008589",390,65,325
"S01008590",759,141,618
"S01008591",824,106,718
"S01008592",760,140,620
"S01008593",780,116,664
"S01008594",1038,137,901
"S01008595",905,311,594
"S01008596",852,207,645
"S01008597",880,162,718
"S01008598",837,106,731
"S01008599",919,92,827
"S01008600",847,110,737
"S01008601",2533,123,2410
"S01008602",650,77,573
"S01008603",1121,133,988
"S01008604",933,79,854
"S01008605",702,49,653
"S01008606",903,88,815
"S01008607",336,45,291
"S01008608",751,149,602
"S01008609",977,218,759
"S01008610",909,151,758
"S01008611",1421,110,1311
"S01008612",779,93,686
"S01008613",798,91,707
"S01008614",677,56,621
"S01008615",869,80,789
"S01008616",733,45,688
"S01008617",829,40,789
"S01008618",739,47,692
"S01008619",520,41,479
"S01008620",815,51,764
"S01008621",770,37,733
"S01008622",517,30,487
"S01008623",954,86,868
"S01008624",878,259,619
"S01008625",573,82,491
"S01008626",919,79,840
"S01008627",759,121,638
"S01008628",630,105,525
"S01008629",571,91,480
"S01008630",556,62,494
"S01008631",786,66,720
"S01008632",918,283,635
"S01008633",952,184,768
"S01008634",727,73,654
"S01008635",850,101,749
"S01008636",861,109,752
"S01008637",710,111,599
"S01008638",854,192,662
"S01008639",888,87,801
"S01008640",776,60,716
"S01008641",825,55,770
"S01008642",932,63,869
"S01008643",712,69,643
"S01008644",771,93,678
"S01008645",825,61,764
"S01008646",812,71,741
"S01008647",589,45,544
"S01008648",610,64,546
"S01008649",901,149,752
"S01008650",731,88,643
"S01008651",1095,156,939
"S01008652",567,102,465
"S01008653",684,105,579
"S01008654",937,116,821
"S01008655",796,90,706
"S01008656",644,103,541
"S01008657",758,105,653
"S01008658",981,140,841
"S01008659",825,94,731
"S01008660",936,71,865
"S01008661",990,143,847
"S01008662",745,59,686
"S01008663",926,138,788
"S01008664",845,98,747
"S01008665",1106,104,1002
"S01008666",854,55,799
"S01008667",952,85,867
"S01008668",756,57,699
"S01008669",442,25,417
"S01008670",879,54,825
"S01008671",751,66,685
"S01008672",686,83,603
"S01008673",1096,109,987
"S01008674",955,79,876
"S01008675",732,117,615
"S01008676",839,65,774
"S01008677",761,77,684
"S01008678",1200,120,1080
"S01008679",1164,206,958
"S01008680",631,81,550
"S01008681",971,185,786
"S01008682",673,119,554
"S01008683",1511,250,1261
"S01008684",1104,211,893
"S01008685",1025,214,811
"S01008686",885,252,633
"S01008687",648,69,579
"S01008688",950,169,781
"S01008689",860,149,711
"S01008690",990,120,870
"S01008691",1112,164,948
"S01008692",685,158,527
"S01008693",487,107,380
"S01008694",1000,116,884
"S01008695",703,72,631
"S01008696",675,77,598
"S01008697",1059,165,894
"S01008698",404,54,350
"S01008699",909,213,696
"S01008700",569,95,474
"S01008701",980,166,814
"S01008703",972,225,747
"S01008704",672,215,457
"S01008705",500,125,375
"S01008706",615,142,473
"S01008707",862,190,672
"S01008708",1031,307,724
"S01008709",763,193,570
"S01008710",456,92,364
"S01008711",706,191,515
"S01008712",1143,424,719
"S01008713",635,131,504
"S01008714",568,152,416
"S01008715",763,238,525
"S01008716",545,167,378
"S01008717",440,49,391
"S01008718",510,97,413
"S01008719",1003,164,839
"S01008720",508,124,384
"S01008721",809,89,720
"S01008722",1058,240,818
"S01008723",677,82,595
"S01008724",968,177,791
"S01008725",752,113,639
"S01008726",477,58,419
"S01008727",1102,232,870
"S01008728",552,102,450
"S01008729",845,126,719
"S01008730",801,92,709
"S01008731",430,127,303
"S01008732",505,107,398
"S01008733",682,107,575
"S01008734",666,98,568
"S01008735",996,142,854
"S01008736",738,149,589
"S01008737",987,184,803
"S01008738",596,105,491
"S01008739",559,86,473
"S01008740",553,79,474
"S01008741",1060,188,872
"S01008742",377,115,262
"S01008743",1014,212,802
"S01008744",1058,225,833
"S01008745",466,65,401
"S01008746",946,206,740
"S01008747",501,89,412
"S01008748",533,84,449
"S01008749",1228,217,1011
"S01008750",704,144,560
"S01008751",622,161,461
"S01008752",787,245,542
"S01008753",424,107,317
"S01008754",702,148,554
"S01008755",941,198,743
"S01008756",708,190,518
"S01008757",638,226,412
"S01008758",823,229,594
"S01008759",564,167,397
"S01008760",949,277,672
"S01008761",738,111,627
"S01008762",608,111,497
"S01008763",925,101,824
"S01008764",714,108,606
"S01008765",852,113,739
"S01008766",1057,181,876
"S01008767",542,100,442
"S01008768",537,140,397
"S01008769",2300,194,2106
"S01008772",785,138,647
"S01008773",1025,190,835
"S01008774",901,162,739
"S01008775",392,47,345
"S01008776",863,223,640
"S01008777",1014,320,694
"S01008778",1086,118,968
"S01008779",718,55,663
"S01008780",376,49,327
"S01008781",891,126,765
"S01008782",816,96,720
"S01008783",259,29,230
"S01008784",540,40,500
"S01008785",927,204,723
"S01008786",888,110,778
"S01008787",374,72,302
"S01008788",690,71,619
"S01008789",654,203,451
"S01008790",675,113,562
"S01008791",877,88,789
"S01008792",965,188,777
"S01008793",427,100,327
"S01008794",865,244,621
"S01008795",1057,126,931
"S01008796",1182,218,964
"S01008797",947,147,800
"S01008798",787,142,645
"S01008799",665,75,590
"S01008800",1170,124,1046
"S01008801",801,100,701
"S01008802",958,131,827
"S01008803",952,157,795
"S01008804",652,198,454
"S01008805",623,62,561
"S01008806",1019,107,912
"S01008807",792,126,666
"S01008808",663,101,562
"S01008809",720,70,650
"S01008810",733,61,672
"S01008811",844,79,765
"S01008812",471,36,435
"S01008813",970,186,784
"S01008814",842,102,740
"S01008815",908,141,767
"S01008816",523,91,432
"S01008817",764,127,637
"S01008818",893,99,794
"S01008819",756,138,618
"S01008820",1119,217,902
"S01008821",797,78,719
"S01008822",734,89,645
"S01008823",675,125,550
"S01008824",961,133,828
"S01008825",539,71,468
"S01008826",744,137,607
"S01008827",732,105,627
"S01008828",884,134,750
"S01008829",715,103,612
"S01008830",692,120,572
"S01008831",774,127,647
"S01008832",755,144,611
"S01008833",989,178,811
"S01008834",1130,201,929
"S01008835",695,131,564
