dz_2011,total,pensioner,student,other
S01009723,344,78,130,136
S01009724,551,116,135,300
S01009725,430,81,160,189
S01009726,209,25,101,83
S01009727,615,107,25,483
S01009728,333,93,9,231
S01009729,435,155,6,274
S01009730,702,167,40,495
S01009731,443,193,41,209
S01009732,578,163,184,231
S01009733,310,72,3,235
S01009734,587,145,7,435
S01009735,363,141,24,198
S01009736,435,125,180,130
S01009737,323,56,1,266
S01009738,214,38,0,176
S01009739,275,11,2,262
S01009740,356,105,2,249
S01009741,164,10,0,154
S01009742,206,44,0,162
S01009743,533,147,1,385
S01009744,358,86,0,272
S01009745,502,117,0,385
S01009746,353,59,0,294
S01009747,488,105,0,383
S01009748,299,66,0,233
S01009749,425,108,0,317
S01009750,350,91,0,259
S01009751,454,81,0,373
S01009752,382,91,1,290
S01009753,393,151,1,241
S01009754,705,204,1,500
S01009755,281,62,0,219
S01009756,380,94,1,285
S01009757,331,82,2,247
S01009758,445,79,2,364
S01009759,527,40,2,485
S01009760,505,76,6,423
S01009761,806,55,4,747
S01009762,462,57,8,397
S01009763,165,21,2,142
S01009764,490,55,1,434
S01009765,442,69,0,373
S01009766,355,37,3,315
S01009767,712,47,3,662
S01009768,341,20,0,321
S01009769,597,71,2,524
S01009770,302,31,1,270
S01009771,294,25,1,268
S01009772,700,37,5,658
S01009773,73,12,0,61
S01009774,36,0,0,36
S01009775,359,76,8,275
S01009776,505,51,3,451
S01009777,307,46,1,260
S01009778,558,187,3,368
S01009779,378,105,2,271
S01009780,498,27,4,467
S01009781,334,67,2,265
S01009782,393,15,1,377
S01009783,310,31,0,279
S01009784,382,66,3,313
S01009785,480,89,2,389
S01009786,499,88,0,411
S01009787,366,80,1,285
S01009788,576,194,0,382
S01009789,519,145,2,372
S01009790,408,97,2,309
S01009791,321,63,2,256
S01009792,151,7,1,143
S01009793,440,110,4,326
S01009794,181,10,0,171
S01009795,363,34,1,328
S01009796,726,94,6,626
S01009797,367,65,2,300
S01009798,438,64,1,373
S01009799,588,111,1,476
S01009800,504,115,0,389
S01009801,486,75,2,409
S01009802,431,56,0,375
S01009803,496,123,10,363
S01009804,576,28,6,542
S01009805,374,62,5,307
S01009806,609,193,0,416
S01009807,421,89,3,329
S01009808,671,116,3,552
S01009809,515,95,0,420
S01009810,505,114,2,389
S01009811,616,165,1,450
S01009812,432,112,0,320
S01009813,540,128,0,412
S01009814,508,141,0,367
S01009815,486,100,3,383
S01009816,487,80,0,407
S01009817,419,135,0,284
S01009818,421,163,0,258
S01009819,459,139,1,319
S01009820,445,134,0,311
S01009821,295,78,0,217
S01009822,342,67,0,275
S01009823,455,104,0,351
S01009824,488,84,1,403
S01009825,560,108,2,450
S01009826,320,74,0,246
S01009827,367,87,0,280
S01009828,571,159,0,412
S01009829,579,109,0,470
S01009830,392,65,1,326
S01009831,493,79,0,414
S01009832,534,149,0,385
S01009833,269,28,1,240
S01009834,534,67,2,465
S01009835,305,54,1,250
S01009836,414,89,0,325
S01009837,501,148,1,352
S01009838,433,100,1,332
S01009839,666,62,8,596
S01009840,475,142,0,333
S01009841,654,68,5,581
S01009842,482,48,5,429
S01009843,370,63,0,307
S01009844,443,97,0,346
S01009845,760,99,3,658
S01009846,531,61,3,467
S01009847,411,39,5,367
S01009848,383,80,4,299
S01009849,613,221,2,390
S01009850,548,161,1,386
S01009851,578,199,1,378
S01009852,257,84,2,171
S01009853,461,137,2,322
S01009854,443,80,1,362
S01009855,322,66,4,252
S01009856,308,94,8,206
S01009857,374,101,2,271
S01009858,450,133,3,314
S01009859,607,118,3,486
S01009860,592,120,23,449
S01009861,698,86,2,610
S01009862,607,57,2,548
S01009863,563,60,11,492
S01009864,483,117,13,353
S01009865,315,43,4,268
S01009866,519,113,7,399
S01009867,673,86,29,558
S01009868,525,32,23,470
S01009869,436,22,24,390
S01009870,404,44,8,352
S01009871,587,165,5,417
S01009872,419,32,7,380
S01009873,445,132,1,312
S01009874,497,108,4,385
S01009875,377,33,9,335
S01009876,514,75,6,433
S01009877,360,87,1,272
S01009878,252,22,9,221
S01009879,386,68,1,317
S01009880,430,81,0,349
S01009881,350,11,13,326
S01009882,783,26,20,737
S01009883,519,12,12,495
S01009884,382,23,3,356
S01009885,251,16,5,230
S01009886,277,56,6,215
S01009887,584,53,16,515
S01009888,332,23,5,304
S01009889,471,58,3,410
S01009890,402,37,1,364
S01009891,430,76,2,352
S01009892,675,77,3,595
S01009893,487,35,8,444
S01009894,571,101,4,466
S01009895,481,63,3,415
S01009896,620,100,8,512
S01009897,622,130,4,488
S01009898,432,100,3,329
S01009899,606,86,2,518
S01009900,677,46,2,629
S01009901,567,80,1,486
S01009902,621,183,4,434
S01009903,393,52,0,341
S01009904,456,98,1,357
S01009905,372,30,18,324
S01009906,331,22,8,301
S01009907,883,53,12,818
S01009908,677,51,5,621
S01009909,509,41,3,465
S01009910,421,23,5,393
S01009911,519,70,1,448
S01009912,428,110,2,316
S01009913,326,52,0,274
S01009914,408,110,1,297
S01009915,402,80,3,319
S01009916,413,85,0,328
S01009917,385,78,1,306
S01009918,354,59,1,294
S01009919,650,129,7,514
S01009920,618,75,3,540
S01009921,484,47,1,436
S01009922,789,84,7,698
S01009923,613,100,1,512
S01009924,649,69,2,578
S01009925,641,45,5,591
S01009926,505,76,3,426
S01009927,351,79,3,269
S01009928,469,71,0,398
S01009929,272,51,0,221
S01009930,589,45,1,543
S01009931,550,50,2,498
S01009932,581,80,5,496
S01009933,958,143,6,809
S01009934,660,135,2,523
S01009935,521,170,0,351
S01009936,613,121,1,491
S01009937,423,138,1,284
S01009938,590,209,0,381
S01009939,668,68,1,599
S01009940,438,84,1,353
S01009941,442,52,1,389
S01009942,520,110,0,410
S01009943,645,130,7,508
S01009944,433,92,1,340
S01009945,545,132,4,409
S01009946,452,107,3,342
S01009947,390,81,3,306
S01009948,594,131,1,462
S01009949,420,101,1,318
S01009950,256,55,1,200
S01009951,302,56,0,246
S01009952,460,129,0,331
S01009953,532,106,1,425
S01009954,263,48,4,211
S01009955,500,122,0,378
S01009956,373,86,0,287
S01009957,527,102,0,425
S01009958,473,82,0,391
S01009959,391,123,0,268
S01009960,627,181,1,445
S01009961,293,81,0,212
S01009962,635,105,0,530
S01009963,487,121,1,365
S01009964,515,83,0,432
S01009965,374,106,1,267
S01009966,441,95,3,343
S01009967,494,116,1,377
S01009968,232,59,1,172
S01009969,600,187,3,410
S01009970,540,123,1,416
S01009971,674,77,2,595
S01009972,407,99,0,308
S01009973,346,30,0,316
S01009974,465,98,0,367
S01009975,432,86,0,346
S01009976,385,39,0,346
S01009977,632,144,2,486
S01009978,572,55,2,515
S01009979,448,76,1,371
S01009980,312,59,3,250
S01009981,411,64,3,344
S01009982,428,32,1,395
S01009983,341,30,1,310
S01009984,482,45,0,437
S01009985,270,14,0,256
S01009986,343,57,0,286
S01009987,472,161,0,311
S01009988,379,134,2,243
S01009989,446,73,1,372
S01009990,435,66,0,369
S01009991,437,41,1,395
S01009992,452,90,1,361
S01009993,349,44,0,305
S01009994,302,35,1,266
S01009995,269,29,0,240
S01009996,381,53,1,327
S01009997,278,39,1,238
S01009998,364,98,1,265
S01009999,340,89,0,251
S01010000,367,28,3,336
S01010001,332,58,2,272
S01010002,585,94,0,491
S01010003,388,73,1,314
S01010004,357,98,0,259
S01010005,649,92,1,556
S01010006,863,120,3,740
S01010007,429,83,1,345
S01010008,476,51,1,424
S01010009,462,40,3,419
S01010010,620,143,2,475
S01010011,613,149,1,463
S01010012,602,138,0,464
S01010013,594,83,3,508
S01010014,693,103,3,587
S01010015,511,31,1,479
S01010016,325,112,1,212
S01010017,426,87,0,339
S01010018,639,168,0,471
S01010019,658,166,0,492
S01010020,469,122,0,347
S01010021,400,54,1,345
S01010022,528,101,6,421
S01010023,838,254,7,577
S01010024,421,48,6,367
S01010025,528,60,33,435
S01010026,1022,159,24,839
S01010027,954,113,36,805
S01010028,458,127,6,325
S01010029,316,107,1,208
S01010030,507,68,14,425
S01010031,579,9,79,491
S01010032,680,36,86,558
S01010033,600,69,12,519
S01010034,615,153,6,456
S01010035,437,51,11,375
S01010036,835,5,134,696
S01010037,604,184,6,414
S01010038,782,140,32,610
S01010039,628,16,109,503
S01010040,524,49,14,461
S01010041,644,48,64,532
S01010042,806,40,43,723
S01010043,540,80,7,453
S01010044,836,156,5,675
S01010045,405,102,1,302
S01010046,586,92,1,493
S01010047,583,152,1,430
S01010048,737,153,8,576
S01010049,557,89,2,466
S01010050,540,92,7,441
S01010051,501,132,9,360
S01010052,372,41,2,329
S01010053,384,46,7,331
S01010054,342,32,4,306
S01010055,591,85,8,498
S01010056,282,27,3,252
S01010057,283,46,2,235
S01010058,489,51,6,432
S01010059,431,45,7,379
S01010060,532,84,2,446
S01010061,421,85,8,328
S01010062,380,70,1,309
S01010063,615,88,5,522
S01010064,365,68,2,295
S01010065,413,90,0,323
S01010066,342,55,4,283
S01010067,538,85,9,444
S01010068,409,107,2,300
S01010069,415,61,1,353
S01010070,238,13,1,224
S01010071,423,109,1,313
S01010072,503,132,2,369
S01010073,456,148,3,305
S01010074,455,109,1,345
S01010075,380,116,1,263
S01010076,365,76,1,288
S01010077,348,69,2,277
S01010078,261,35,0,226
S01010079,349,90,0,259
S01010080,348,126,1,221
S01010081,453,145,1,307
S01010082,407,95,3,309
S01010083,477,119,0,358
S01010084,542,128,1,413
S01010085,465,121,0,344
S01010086,459,108,0,351
S01010087,247,82,0,165
S01010088,550,20,3,527
S01010089,506,112,8,386
S01010090,471,72,4,395
S01010091,678,35,4,639
S01010092,554,135,1,418
S01010093,417,71,2,344
S01010094,492,142,0,350
S01010095,475,93,0,382
S01010096,364,76,0,288
S01010097,286,75,0,211
S01010098,277,69,0,208
S01010099,378,107,0,271
S01010100,382,96,0,286
S01010101,465,114,2,349
S01010102,259,15,2,242
S01010103,315,24,1,290
S01010104,379,31,1,347
S01010105,314,18,2,294
S01010106,299,50,2,247
S01010107,500,64,19,417
S01010108,374,80,1,293
S01010109,931,82,11,838
S01010110,543,118,2,423
S01010111,519,66,5,448
S01010112,510,42,1,467
S01010113,244,25,1,218
S01010114,411,62,1,348
S01010115,230,12,0,218
S01010116,571,52,10,509
S01010117,541,21,3,517
S01010118,345,40,0,305
S01010119,209,18,0,191
S01010120,444,44,1,399
S01010121,369,56,0,313
S01010122,232,35,1,196
S01010123,299,30,1,268
S01010124,320,16,4,300
S01010125,434,69,0,365
S01010126,271,29,0,242
S01010127,341,71,0,270
S01010128,356,43,1,312
S01010129,499,54,4,441
S01010130,458,90,0,368
S01010131,500,154,0,346
S01010132,577,140,7,430
S01010133,495,137,2,356
S01010134,708,184,0,524
S01010135,579,176,0,403
S01010136,487,109,0,378
S01010137,721,273,3,445
S01010138,688,158,1,529
S01010139,639,167,3,469
S01010140,512,72,0,440
S01010141,606,133,2,471
S01010142,325,42,0,283
S01010143,431,150,0,281
S01010144,372,31,0,341
S01010145,397,86,1,310
S01010146,663,79,5,579
S01010147,587,78,2,507
S01010148,612,99,1,512
S01010149,323,36,0,287
S01010150,436,141,0,295
S01010151,475,175,3,297
S01010152,476,149,6,321
S01010153,538,194,0,344
S01010154,475,166,3,306
S01010155,414,169,0,245
S01010156,499,156,0,343
S01010157,425,89,0,336
S01010158,461,137,3,321
S01010159,353,113,0,240
S01010160,420,44,2,374
S01010161,381,44,0,337
S01010162,467,62,0,405
S01010163,493,65,1,427
S01010164,321,48,0,273
S01010165,275,34,3,238
S01010166,670,107,7,556
S01010167,533,139,2,392
S01010168,291,40,0,251
S01010169,367,33,1,333
S01010170,438,73,0,365
S01010171,704,96,7,601
S01010172,524,186,0,338
S01010173,479,141,0,338
S01010174,296,77,0,219
S01010175,216,48,0,168
S01010176,543,160,3,380
S01010177,315,45,2,268
S01010178,435,63,0,372
S01010179,724,118,2,604
S01010180,377,37,2,338
S01010181,465,91,0,374
S01010182,505,92,1,412
S01010183,612,75,1,536
S01010184,286,61,0,225
S01010185,328,56,0,272
S01010186,246,30,0,216
S01010187,406,54,0,352
S01010188,785,88,2,695
S01010189,336,11,0,325
S01010190,89,28,0,61
S01010191,266,17,0,249
S01010192,374,18,0,356
S01010193,380,74,1,305
S01010194,310,112,0,198
S01010195,384,106,0,278
S01010196,308,65,0,243
S01010197,303,59,0,244
S01010198,435,104,1,330
S01010199,311,49,0,262
S01010200,305,108,0,197
S01010201,386,102,0,284
S01010202,365,25,0,340
S01010203,305,26,1,278
S01010204,557,91,0,466
S01010205,355,69,1,285
S01010206,255,5,1,249
S01010207,326,35,1,290
S01010208,657,118,3,536
S01010209,473,76,4,393
S01010210,510,147,0,363
S01010211,499,144,1,354
S01010212,649,131,3,515
S01010213,572,167,1,404
S01010214,396,91,0,305
S01010215,610,196,1,413
S01010216,608,151,4,453
S01010217,492,87,3,402
S01010218,698,85,2,611
S01010219,395,40,12,343
S01010220,362,16,14,332
S01010221,315,65,4,246
S01010222,416,57,8,351
S01010223,402,81,2,319
S01010224,597,87,0,510
S01010225,509,67,5,437
S01010226,407,66,4,337
S01010227,415,51,3,361
S01010228,384,110,0,274
S01010229,556,78,3,475
S01010230,794,105,18,671
S01010231,514,110,3,401
S01010232,390,30,3,357
S01010233,778,81,9,688
S01010234,634,126,34,474
S01010235,446,3,71,372
S01010236,378,43,19,316
S01010237,556,81,21,454
S01010238,597,64,25,508
S01010239,573,143,7,423
S01010240,649,98,10,541
S01010241,623,111,15,497
S01010242,712,66,18,628
S01010243,805,49,6,750
S01010244,603,123,10,470
S01010245,596,86,7,503
S01010246,576,59,8,509
S01010247,468,106,8,354
S01010248,515,66,39,410
S01010249,585,61,44,480
S01010250,565,45,67,453
S01010251,371,14,46,311
S01010252,364,28,15,321
S01010253,426,78,12,336
S01010254,638,146,21,471
S01010255,567,73,9,485
S01010256,642,97,12,533
S01010257,705,22,150,533
S01010258,950,23,217,710
S01010259,667,149,70,448
S01010260,557,43,48,466
S01010261,766,189,84,493
S01010262,762,217,59,486
S01010263,493,19,52,422
S01010264,869,46,88,735
S01010265,752,9,94,649
S01010266,391,28,49,314
S01010267,407,10,118,279
S01010268,493,43,64,386
S01010269,604,88,72,444
S01010270,992,268,58,666
S01010271,411,25,98,288
S01010272,883,86,66,731
S01010273,648,14,108,526
S01010274,407,16,59,332
S01010275,837,18,137,682
S01010276,625,9,50,566
S01010277,305,66,8,231
S01010278,735,99,31,605
S01010279,428,28,62,338
S01010280,482,22,52,408
S01010281,466,17,38,411
S01010282,791,96,69,626
S01010283,459,29,50,380
S01010284,825,53,67,705
S01010285,556,35,100,421
S01010286,871,58,103,710
S01010287,488,29,108,351
S01010288,516,21,113,382
S01010289,380,11,16,353
S01010290,429,21,65,343
S01010291,508,57,130,321
S01010292,545,38,120,387
S01010293,409,43,89,277
S01010294,408,26,126,256
S01010295,427,14,108,305
S01010296,370,20,61,289
S01010297,574,91,32,451
S01010298,578,188,32,358
S01010299,342,77,8,257
S01010300,788,99,94,595
S01010301,283,13,41,229
S01010302,528,94,9,425
S01010303,297,26,6,265
S01010304,445,68,25,352
S01010305,685,116,42,527
S01010306,489,22,42,425
S01010307,476,35,43,398
S01010308,480,41,67,372
S01010309,360,75,1,284
S01010310,485,44,4,437
S01010311,544,92,4,448
S01010312,502,80,3,419
S01010313,697,114,12,571
S01010314,663,101,27,535
S01010315,512,54,7,451
S01010316,540,36,9,495
S01010317,709,82,78,549
S01010318,397,33,27,337
S01010319,616,63,21,532
S01010320,482,65,28,389
S01010321,626,73,23,530
S01010322,702,82,52,568
S01010323,456,106,5,345
S01010324,489,164,2,323
S01010325,552,209,0,343
S01010326,666,90,3,573
S01010327,517,52,5,460
S01010328,533,140,4,389
S01010329,257,70,0,187
S01010330,321,46,0,275
S01010331,686,194,0,492
S01010332,401,70,2,329
S01010333,487,103,7,377
S01010334,637,126,2,509
S01010335,471,134,1,336
S01010336,564,57,0,507
S01010337,381,86,0,295
S01010338,414,64,2,348
S01010339,403,108,0,295
S01010340,401,78,6,317
S01010341,357,61,0,296
S01010342,408,84,2,322
S01010343,525,34,0,491
S01010344,549,132,0,417
S01010345,227,19,0,208
S01010346,461,74,2,385
S01010347,466,91,0,375
S01010348,536,143,0,393
S01010349,563,134,1,428
S01010350,649,129,5,515
S01010351,496,79,12,405
S01010352,398,77,1,320
S01010353,620,117,1,502
S01010354,375,67,10,298
S01010355,625,100,5,520
S01010356,347,20,10,317
S01010357,398,74,2,322
S01010358,543,129,3,411
S01010359,618,144,3,471
S01010360,285,24,4,257
S01010361,357,50,0,307
S01010362,722,121,9,592
S01010363,394,64,8,322
S01010364,438,94,1,343
S01010365,534,101,10,423
S01010366,694,106,16,572
S01010367,546,94,10,442
S01010368,426,77,8,341
S01010369,455,32,22,401
S01010370,335,23,20,292
S01010371,554,48,66,440
S01010372,408,40,20,348
S01010373,408,50,35,323
S01010374,509,55,51,403
S01010375,406,49,94,263
S01010376,487,23,142,322
S01010377,418,14,93,311
S01010378,369,26,134,209
S01010379,615,49,182,384
S01010380,595,68,67,460
S01010381,646,52,94,500
S01010382,536,52,71,413
S01010383,510,60,49,401
S01010384,779,92,95,592
S01010385,578,65,53,460
S01010386,709,83,72,554
S01010387,961,119,96,746
S01010388,635,90,27,518
S01010389,1114,19,49,1046
S01010390,865,46,22,797
S01010391,1855,82,68,1705
S01010392,1229,40,55,1134
S01010393,1000,160,41,799
S01010394,579,115,12,452
S01010395,749,136,16,597
S01010396,585,108,36,441
S01010397,510,66,48,396
S01010398,583,87,35,461
S01010399,965,90,51,824
S01010400,530,93,23,414
S01010401,454,119,21,314
S01010402,575,85,22,468
S01010403,552,87,28,437
S01010404,630,113,19,498
S01010405,515,62,15,438
S01010406,515,49,47,419
S01010407,606,56,150,400
S01010408,322,86,0,236
S01010409,533,109,2,422
S01010410,248,45,3,200
S01010411,540,110,3,427
S01010412,496,58,12,426
S01010413,510,205,7,298
S01010414,572,156,12,404
S01010415,655,178,11,466
S01010416,382,85,3,294
S01010417,286,67,3,216
S01010418,663,84,6,573
S01010419,798,166,15,617
S01010420,459,146,0,313
S01010421,346,80,0,266
S01010422,526,136,1,389
S01010423,614,89,13,512
S01010424,564,114,2,448
S01010425,621,80,9,532
S01010426,644,43,6,595
S01010427,609,108,0,501
S01010428,712,196,6,510
S01010429,388,54,4,330
S01010430,544,87,14,443
S01010431,420,125,0,295
S01010432,464,50,15,399
S01010433,400,17,1,382
S01010434,425,58,7,360
S01010435,328,85,3,240
S01010436,433,52,8,373
S01010437,269,71,1,197
S01010438,488,35,9,444
S01010439,668,44,9,615
S01010440,478,82,0,396
S01010441,542,37,2,503
S01010442,450,19,9,422
S01010443,334,86,0,248
S01010444,289,74,1,214
S01010445,398,71,0,327
S01010446,329,66,0,263
S01010447,559,113,1,445
S01010448,451,106,0,345
S01010449,468,147,1,320
S01010450,477,117,1,359
S01010451,568,120,1,447
S01010452,460,165,0,295
S01010453,597,67,2,528
S01010454,529,163,0,366
S01010455,604,169,0,435
S01010456,354,132,0,222
S01010457,553,139,1,413
S01010458,443,154,0,289
S01010459,372,115,4,253
S01010460,386,78,4,304
S01010461,520,130,0,390
S01010462,550,45,0,505
S01010463,376,111,0,265
S01010464,314,93,0,221
S01010465,486,60,5,421
S01010466,802,79,20,703
S01010467,522,175,6,341
S01010468,514,95,14,405
S01010469,549,97,23,429
S01010470,414,116,0,298
S01010471,445,120,2,323
S01010472,671,63,27,581
S01010473,591,63,15,513
S01010474,564,85,36,443
S01010475,694,71,24,599
S01010476,523,170,14,339
S01010477,469,127,0,342
S01010478,831,174,2,655
S01010479,512,142,2,368
S01010480,389,114,0,275
S01010481,359,54,1,304
S01010482,455,137,1,317
S01010483,585,144,0,441
S01010484,448,92,2,354
S01010485,437,113,0,324
S01010486,480,108,0,372
S01010487,476,136,0,340
S01010488,588,92,0,496
S01010489,615,118,0,497
S01010490,377,37,0,340
S01010491,493,50,1,442
S01010492,336,64,0,272
S01010493,529,41,1,487
S01010494,309,52,0,257
S01010495,573,62,1,510
S01010496,815,131,0,684
S01010497,429,24,1,404
S01010498,625,116,0,509
S01010499,581,105,2,474
S01010500,485,37,0,448
S01010501,415,74,0,341
S01010502,318,37,1,280
S01010503,386,68,0,318
S01010504,247,64,0,183
S01010505,288,69,0,219
S01010506,405,87,0,318
S01010507,477,92,0,385
S01010508,516,128,0,388
S01010509,503,96,0,407
S01010510,682,175,0,507
S01010511,528,128,0,400
S01010512,405,124,0,281
S01010513,357,81,0,276
S01010514,377,78,0,299
S01010515,398,91,0,307
S01010516,270,59,1,210
S01010517,497,77,4,416
S01010518,408,61,5,342
S01010519,356,51,1,304
S01010520,509,136,0,373
S01010521,450,96,0,354
S01010522,357,75,4,278
S01010523,433,59,2,372
S01010524,264,63,0,201
S01010525,316,90,0,226
S01010526,409,105,0,304
S01010527,607,146,0,461
S01010528,335,67,4,264
S01010529,434,99,0,335
S01010530,313,67,4,242
S01010531,496,147,0,349
S01010532,366,106,0,260
S01010533,410,131,0,279
S01010534,488,116,0,372
S01010535,305,73,0,232
S01010536,569,135,0,434
S01010537,595,154,0,441
S01010538,463,40,0,423
S01010539,463,70,0,393
S01010540,298,80,0,218
S01010541,362,71,0,291
S01010542,456,111,0,345
S01010543,255,59,0,196
S01010544,555,143,0,412
S01010545,344,105,0,239
S01010546,456,138,0,318
S01010547,313,77,0,236
S01010548,262,100,0,162
S01010549,525,116,0,409
S01010550,301,66,0,235
S01010551,328,48,0,280
S01010552,427,70,0,357
S01010553,261,36,0,225
S01010554,396,105,0,291
S01010555,507,117,0,390
S01010556,476,130,0,346
S01010557,317,91,0,226
S01010558,303,102,0,201
S01010559,351,144,0,207
S01010560,291,95,0,196
S01010561,402,117,0,285
S01010562,427,115,0,312
S01010563,357,75,0,282
S01010564,421,140,0,281
S01010565,410,108,0,302
S01010566,453,93,3,357
S01010567,441,59,0,382
S01010568,581,101,0,480
S01010569,364,55,0,309
S01010570,613,112,0,501
S01010571,461,73,0,388
S01010572,463,65,0,398
S01010573,283,35,0,248
S01010574,236,49,0,187
S01010575,361,102,0,259
S01010576,326,75,0,251
S01010577,354,53,0,301
S01010578,203,22,0,181
S01010579,325,64,1,260
S01010580,305,32,0,273
S01010581,372,35,0,337
S01010582,256,41,0,215
S01010583,440,88,0,352
S01010584,781,37,0,744
S01010585,776,31,0,745
S01010586,272,61,0,211
S01010587,350,89,0,261
S01010588,359,65,0,294
S01010589,988,86,0,902
S01010590,707,88,0,619
S01010591,253,11,0,242
S01010592,198,25,0,173
S01010593,938,93,0,845
S01010594,722,58,0,664
S01010595,716,58,0,658
S01010596,1325,104,0,1221
S01010597,966,64,0,902
S01010598,1017,71,0,946
S01010599,351,55,0,296
S01010600,703,171,0,532
S01010601,340,121,0,219
S01010602,312,50,0,262
S01010603,369,105,0,264
S01010604,355,108,0,247
S01010605,583,152,0,431
S01010606,469,121,0,348
S01010607,455,125,0,330
S01010608,347,51,1,295
S01010609,242,32,0,210
S01010610,360,129,0,231
S01010611,608,112,0,496
S01010612,316,56,0,260
S01010613,395,119,2,274
S01010614,333,72,0,261
S01010615,481,54,1,426
S01010616,402,106,0,296
S01010617,405,88,0,317
S01010618,422,53,0,369
S01010619,643,36,2,605
S01010620,445,27,3,415
S01010621,527,94,2,431
S01010622,333,61,0,272
S01010623,366,17,1,348
S01010624,284,50,0,234
S01010625,333,109,0,224
S01010626,415,134,0,281
S01010627,486,112,3,371
S01010628,561,126,3,432
S01010629,551,167,0,384
S01010630,309,53,0,256
S01010631,466,114,0,352
S01010632,486,157,0,329
S01010633,476,129,0,347
S01010634,264,56,0,208
S01010635,351,101,0,250
S01010636,463,100,0,363
S01010637,522,121,1,400
S01010638,490,172,0,318
S01010639,675,116,0,559
S01010640,452,57,0,395
S01010641,705,103,0,602
S01010642,475,67,0,408
S01010643,335,18,0,317
S01010644,436,56,0,380
S01010645,380,58,0,322
S01010646,348,63,0,285
S01010647,306,50,0,256
S01010648,464,105,0,359
S01010649,361,107,0,254
S01010650,294,44,0,250
S01010651,295,48,0,247
S01010652,345,54,0,291
S01010653,392,78,0,314
S01010654,348,55,0,293
S01010655,426,89,0,337
S01010656,291,67,0,224
S01010657,361,68,0,293
S01010658,438,76,0,362
S01010659,333,70,0,263
S01010660,410,117,0,293
S01010661,382,103,0,279
S01010662,377,85,0,292
S01010663,610,122,0,488
S01010664,324,65,0,259
S01010665,475,118,2,355
S01010666,611,166,0,445
S01010667,336,67,0,269
S01010668,593,159,0,434
S01010669,266,79,0,187
S01010670,401,86,0,315
S01010671,397,91,0,306
S01010672,636,131,0,505
S01010673,506,117,0,389
S01010674,538,114,0,424
S01010675,414,93,0,321
S01010676,511,107,0,404
S01010677,224,60,0,164
S01010678,472,89,0,383
S01010679,737,167,0,570
S01010680,382,89,0,293
S01010681,567,69,0,498
S01010682,551,108,0,443
S01010683,423,102,0,321
S01010684,492,137,0,355
S01010685,370,102,0,268
S01010686,309,78,0,231
S01010687,476,140,0,336
S01010688,398,101,0,297
S01010689,483,158,0,325
S01010690,442,129,0,313
S01010691,433,95,0,338
S01010692,307,56,0,251
S01010693,173,42,0,131
S01010694,390,119,0,271
S01010695,304,66,0,238
S01010696,469,112,0,357
S01010697,458,111,0,347
S01010698,338,76,0,262
S01010699,250,36,0,214
S01010700,258,56,0,202
S01010701,542,113,0,429
S01010702,449,112,0,337
S01010703,375,80,0,295
S01010704,556,131,0,425
S01010705,537,110,0,427
S01010706,369,61,0,308
S01010707,293,71,0,222
S01010708,454,109,0,345
S01010709,376,94,0,282
S01010710,400,84,0,316
S01010711,319,83,0,236
S01010712,321,43,0,278
S01010713,430,72,0,358
S01010714,419,115,0,304
S01010715,387,109,0,278
S01010716,479,97,0,382
S01010717,447,131,0,316
S01010718,453,76,0,377
S01010719,381,109,0,272
S01010720,398,143,0,255
S01010721,394,121,0,273
S01010722,519,140,0,379
S01010723,417,82,0,335
S01010724,354,78,0,276
S01010725,340,77,0,263
S01010726,482,143,0,339
S01010727,293,60,0,233
S01010728,389,74,0,315
S01010729,354,70,0,284
S01010730,343,69,0,274
S01010731,399,92,0,307
S01010732,334,46,1,287
S01010733,408,62,0,346
S01010734,411,58,0,353
S01010735,423,63,0,360
S01010736,218,55,0,163
S01010737,487,142,0,345
S01010738,501,119,0,382
S01010739,388,69,0,319
S01010740,325,67,0,258
S01010741,289,81,0,208
S01010742,390,108,0,282
S01010743,367,74,0,293
S01010744,491,112,0,379
S01010745,363,101,0,262
S01010746,441,89,0,352
S01010747,507,130,0,377
S01010748,280,76,0,204
S01010749,316,70,0,246
S01010750,287,88,0,199
S01010751,452,112,0,340
S01010752,465,86,0,379
S01010753,555,102,0,453
S01010754,507,147,0,360
S01010755,397,101,0,296
S01010756,360,109,0,251
S01010757,423,132,0,291
S01010758,305,97,3,205
S01010759,331,116,2,213
S01010760,402,159,2,241
S01010761,222,58,0,164
S01010762,263,74,0,189
S01010763,441,130,0,311
S01010764,289,87,1,201
S01010765,581,178,0,403
S01010766,359,123,0,236
S01010767,347,105,0,242
S01010768,355,131,0,224
S01010769,217,63,0,154
S01010770,385,81,0,304
S01010771,502,168,0,334
S01010772,376,101,2,273
S01010773,336,70,0,266
S01010774,591,151,0,440
S01010775,266,42,0,224
S01010776,429,113,0,316
S01010777,270,69,0,201
S01010778,329,49,0,280
S01010779,442,93,0,349
S01010780,294,72,0,222
S01010781,426,92,1,333
S01010782,293,67,0,226
S01010783,427,103,6,318
S01010784,528,125,0,403
S01010785,354,73,0,281
S01010786,255,39,1,215
S01010787,384,88,0,296
S01010788,274,57,0,217
S01010789,368,85,1,282
S01010790,343,90,0,253
S01010791,427,118,0,309
S01010792,514,96,0,418
S01010793,275,59,0,216
S01010794,234,37,0,197
S01010795,586,169,2,415
S01010796,618,153,3,462
