"output_area","total","scotland","ruk","elsewhere"
"S00129931",199,168,26,5
"S00129932",97,82,15,0
"S00129933",61,49,10,2
"S00129934",57,48,7,2
"S00129935",163,147,16,0
"S00129936",99,91,2,6
"S00129937",68,58,8,2
"S00129938",123,106,12,5
"S00129939",67,62,5,0
"S00129940",105,71,23,11
"S00129941",84,69,9,6
"S00129942",66,61,3,2
"S00129943",70,64,6,0
"S00129944",135,123,6,6
"S00129945",61,55,6,0
"S00129946",59,55,4,0
"S00129947",123,111,9,3
"S00129948",86,73,12,1
"S00129949",95,79,13,3
"S00129950",70,59,4,7
"S00129951",155,145,4,6
"S00129952",138,101,32,5
"S00129953",139,114,20,5
"S00129954",131,120,11,0
"S00129955",138,121,15,2
"S00129956",58,52,3,3
"S00129957",119,105,12,2
"S00129958",152,115,19,18
"S00129959",92,65,21,6
"S00129960",210,171,25,14
"S00129961",132,109,10,13
"S00129962",106,82,16,8
"S00129963",172,145,22,5
"S00129964",110,86,22,2
"S00129965",135,118,11,6
"S00129966",70,59,9,2
"S00129967",72,62,10,0
"S00129968",124,112,11,1
"S00129969",194,149,35,10
"S00129970",104,72,29,3
"S00129971",136,97,32,7
"S00129972",138,112,25,1
"S00129973",61,48,10,3
"S00129974",148,108,35,5
"S00129975",70,58,11,1
"S00129976",139,123,12,4
"S00129977",60,58,0,2
"S00129978",96,87,8,1
"S00129979",98,84,4,10
"S00129980",81,77,4,0
"S00129981",96,93,1,2
"S00129982",179,162,14,3
"S00129983",172,163,8,1
"S00129984",66,62,4,0
"S00129985",84,79,3,2
"S00129986",127,101,17,9
"S00129987",67,52,7,8
"S00129988",78,57,13,8
"S00129989",72,46,18,8
"S00129990",68,52,12,4
"S00129991",67,53,8,6
"S00129992",90,83,4,3
"S00129993",73,52,9,12
"S00129994",58,48,6,4
"S00129995",111,89,14,8
"S00129996",60,31,7,22
"S00129997",52,43,7,2
"S00129998",196,158,28,10
"S00129999",91,77,9,5
"S00130000",76,68,6,2
"S00130001",87,82,2,3
"S00130002",69,64,5,0
"S00130003",93,84,8,1
"S00130004",142,128,10,4
"S00130005",229,186,24,19
"S00130006",76,67,6,3
"S00130007",126,96,14,16
"S00130008",122,107,10,5
"S00130009",183,153,21,9
"S00130010",106,93,11,2
"S00130011",142,127,10,5
"S00130012",135,123,6,6
"S00130013",96,90,4,2
"S00130014",81,79,0,2
"S00130015",116,108,4,4
"S00130016",63,60,2,1
"S00130017",158,123,22,13
"S00130018",59,46,9,4
"S00130019",175,145,18,12
"S00130020",133,110,14,9
"S00130021",104,86,15,3
"S00130022",185,159,23,3
"S00130023",86,75,10,1
"S00130024",119,92,20,7
"S00130025",137,121,11,5
"S00130026",75,61,13,1
"S00130027",114,100,12,2
"S00130028",112,90,18,4
"S00130029",73,62,8,3
"S00130030",86,71,9,6
"S00130031",74,57,6,11
"S00130032",76,69,2,5
"S00130033",91,84,6,1
"S00130034",214,193,7,14
"S00130035",80,72,8,0
"S00130036",94,81,5,8
"S00130037",77,72,5,0
"S00130038",90,90,0,0
"S00130039",154,129,12,13
"S00130040",95,82,7,6
"S00130041",129,121,8,0
"S00130042",110,95,10,5
"S00130043",62,57,5,0
"S00130044",119,112,7,0
"S00130045",68,63,4,1
"S00130046",62,58,3,1
"S00130047",128,113,10,5
"S00130048",111,100,5,6
"S00130049",100,88,7,5
"S00130050",148,133,14,1
"S00130051",170,148,19,3
"S00130052",105,88,7,10
"S00130053",72,66,5,1
"S00130054",63,58,4,1
"S00130055",90,85,3,2
"S00130056",98,87,7,4
"S00130057",103,92,8,3
"S00130058",125,105,14,6
"S00130059",130,101,15,14
"S00130060",72,67,5,0
"S00130061",197,186,11,0
"S00130062",67,64,2,1
"S00130063",218,187,26,5
"S00130064",62,50,9,3
"S00130065",118,96,16,6
"S00130066",56,49,5,2
"S00130067",110,90,10,10
"S00130068",51,42,7,2
"S00130069",54,47,6,1
"S00130070",117,107,8,2
"S00130071",176,152,13,11
"S00130072",69,61,6,2
"S00130073",160,144,7,9
"S00130074",141,133,4,4
"S00130075",95,82,11,2
"S00130076",126,110,14,2
"S00130077",95,81,12,2
"S00130078",147,134,10,3
"S00130079",108,99,8,1
"S00130080",101,86,8,7
"S00130081",145,140,4,1
"S00130082",67,65,2,0
"S00130083",151,137,11,3
"S00130084",128,115,11,2
"S00130085",73,66,6,1
"S00130086",161,149,9,3
"S00130087",110,105,4,1
"S00130088",129,109,11,9
"S00130089",203,174,17,12
"S00130090",124,106,14,4
"S00130091",96,82,12,2
"S00130092",157,124,24,9
"S00130093",142,116,15,11
"S00130094",99,88,8,3
"S00130095",106,88,12,6
"S00130096",70,62,6,2
"S00130097",159,141,14,4
"S00130098",60,54,4,2
"S00130099",179,165,12,2
"S00130100",137,126,9,2
"S00130101",164,152,11,1
"S00130102",70,64,5,1
"S00130103",117,109,6,2
"S00130104",122,104,12,6
"S00130105",102,98,4,0
"S00130106",112,105,7,0
"S00130107",102,89,8,5
"S00130108",87,66,19,2
"S00130109",185,162,17,6
"S00130110",95,84,10,1
"S00130111",82,74,6,2
"S00130112",95,87,7,1
"S00130113",162,142,17,3
"S00130114",111,92,14,5
"S00130115",140,118,18,4
"S00130116",139,117,17,5
"S00130117",97,82,11,4
"S00130118",97,87,8,2
"S00130119",124,107,8,9
"S00130120",77,66,10,1
"S00130121",147,119,16,12
"S00130122",164,142,11,11
"S00130123",58,56,1,1
"S00130124",65,60,4,1
"S00130125",72,64,6,2
"S00130126",67,54,6,7
"S00130127",163,144,15,4
"S00130128",150,136,11,3
"S00130129",139,127,8,4
"S00130130",157,138,17,2
"S00130131",128,102,22,4
"S00130132",73,63,8,2
"S00130133",141,105,23,13
"S00130134",65,57,3,5
"S00130135",61,47,9,5
"S00130136",188,155,27,6
"S00130137",176,154,17,5
"S00130138",108,91,13,4
"S00130139",82,72,7,3
"S00130140",101,86,10,5
"S00130141",144,128,12,4
"S00130142",123,101,16,6
"S00130143",172,143,12,17
"S00130144",109,101,4,4
"S00130145",51,49,1,1
"S00130146",100,94,3,3
"S00130147",66,65,1,0
"S00130148",110,104,1,5
"S00130149",80,78,0,2
"S00130150",144,138,5,1
"S00130151",118,109,6,3
"S00130152",60,55,3,2
"S00130153",61,60,0,1
"S00130154",98,80,7,11
"S00130155",109,92,8,9
"S00130156",80,57,10,13
"S00130157",133,124,6,3
"S00130158",101,98,2,1
"S00130159",112,102,4,6
"S00130160",99,79,11,9
"S00130161",110,107,3,0
"S00130162",56,55,0,1
"S00130163",95,90,3,2
"S00130164",101,97,2,2
"S00130165",99,89,5,5
"S00130166",127,117,8,2
"S00130167",77,71,5,1
"S00130168",161,153,5,3
"S00130169",179,174,2,3
"S00130170",114,109,2,3
"S00130171",80,78,1,1
"S00130172",93,91,1,1
"S00130173",76,74,2,0
"S00130174",112,108,1,3
"S00130175",77,72,2,3
"S00130176",142,114,12,16
"S00130177",61,57,1,3
"S00130178",118,108,6,4
"S00130179",90,86,1,3
"S00130180",112,109,2,1
"S00130181",117,109,7,1
"S00130182",116,104,9,3
"S00130183",130,120,5,5
"S00130184",121,108,5,8
"S00130185",124,116,5,3
"S00130186",114,106,4,4
"S00130187",124,118,3,3
"S00130188",76,71,4,1
"S00130189",72,69,0,3
"S00130190",163,148,4,11
"S00130191",157,146,7,4
"S00130192",146,142,2,2
"S00130193",129,122,4,3
"S00130194",88,85,1,2
"S00130195",88,87,0,1
"S00130196",62,61,1,0
"S00130197",77,75,0,2
"S00130198",64,57,1,6
"S00130199",82,80,2,0
"S00130200",74,72,1,1
"S00130201",94,90,3,1
"S00130202",61,54,6,1
"S00130203",133,113,8,12
"S00130204",104,98,4,2
"S00130205",126,117,7,2
"S00130206",114,107,6,1
"S00130207",120,108,2,10
"S00130208",56,40,7,9
"S00130209",90,84,2,4
"S00130210",95,84,1,10
"S00130211",51,46,3,2
"S00130212",102,98,4,0
"S00130213",111,95,2,14
"S00130214",63,58,2,3
"S00130215",75,69,4,2
"S00130216",66,63,2,1
"S00130217",74,72,1,1
"S00130218",117,111,0,6
"S00130219",84,82,2,0
"S00130220",76,72,3,1
"S00130221",93,85,2,6
"S00130222",80,75,2,3
"S00130223",114,107,5,2
"S00130224",107,102,3,2
"S00130225",143,138,2,3
"S00130226",101,98,2,1
"S00130227",153,141,6,6
"S00130228",97,95,2,0
"S00130229",80,78,2,0
"S00130230",121,115,3,3
"S00130231",207,191,6,10
"S00130232",90,82,3,5
"S00130233",172,151,14,7
"S00130234",138,119,13,6
"S00130235",132,122,7,3
"S00130236",122,110,2,10
"S00130237",107,97,5,5
"S00130238",167,136,20,11
"S00130239",101,90,6,5
"S00130240",147,118,15,14
"S00130241",135,118,10,7
"S00130242",221,199,14,8
"S00130243",143,130,8,5
"S00130244",122,109,9,4
"S00130245",103,96,6,1
"S00130246",162,147,10,5
"S00130247",118,106,7,5
"S00130248",149,142,4,3
"S00130249",107,92,10,5
"S00130250",78,76,1,1
"S00130251",118,108,8,2
"S00130252",128,123,3,2
"S00130253",152,126,7,19
"S00130254",125,111,10,4
"S00130255",61,56,3,2
"S00130256",144,130,3,11
"S00130257",84,82,2,0
"S00130258",102,93,5,4
"S00130259",57,51,2,4
"S00130260",100,99,1,0
"S00130261",157,148,8,1
"S00130262",93,87,1,5
"S00130263",174,164,3,7
"S00130264",190,179,5,6
"S00130265",118,108,6,4
"S00130266",92,91,0,1
"S00130267",62,57,2,3
"S00130268",144,140,2,2
"S00130269",121,114,2,5
"S00130270",143,139,2,2
"S00130271",117,115,0,2
"S00130272",103,100,2,1
"S00130273",64,62,0,2
"S00130274",143,127,6,10
"S00130275",148,137,3,8
"S00130276",64,62,2,0
"S00130277",92,86,0,6
"S00130278",107,102,3,2
"S00130279",109,108,1,0
"S00130280",136,132,3,1
"S00130281",126,117,7,2
"S00130282",90,87,0,3
"S00130283",135,125,5,5
"S00130284",78,74,0,4
"S00130285",66,59,5,2
"S00130286",157,147,6,4
"S00130287",81,74,6,1
"S00130288",99,98,1,0
"S00130289",79,75,2,2
"S00130290",102,95,3,4
"S00130291",78,74,1,3
"S00130292",128,122,1,5
"S00130293",101,91,3,7
"S00130294",101,97,1,3
"S00130295",158,150,3,5
"S00130296",120,110,4,6
"S00130297",121,115,1,5
"S00130298",103,92,3,8
"S00130299",88,76,10,2
"S00130300",77,71,2,4
"S00130301",97,93,4,0
"S00130302",102,97,1,4
"S00130303",99,87,2,10
"S00130304",117,103,7,7
"S00130305",50,48,1,1
"S00130306",79,70,4,5
"S00130307",106,94,10,2
"S00130308",194,152,15,27
"S00130309",76,72,0,4
"S00130310",104,100,3,1
"S00130311",94,89,2,3
"S00130312",110,101,4,5
"S00130313",100,92,1,7
"S00130314",95,82,5,8
"S00130315",118,106,3,9
"S00130316",93,83,2,8
"S00130317",157,144,6,7
"S00130318",84,83,0,1
"S00130319",159,150,6,3
"S00130320",176,160,6,10
"S00130321",76,75,1,0
"S00130322",120,107,2,11
"S00130323",60,57,2,1
"S00130324",91,85,3,3
"S00130325",122,110,3,9
"S00130326",146,136,4,6
"S00130327",111,103,3,5
"S00130328",108,101,1,6
"S00130329",99,80,9,10
"S00130330",97,85,3,9
"S00130331",144,138,4,2
"S00130332",153,139,5,9
"S00130333",101,92,6,3
"S00130334",142,137,5,0
"S00130335",114,107,5,2
"S00130336",100,86,12,2
"S00130337",130,125,4,1
"S00130338",128,118,6,4
"S00130339",74,67,3,4
"S00130340",84,73,6,5
"S00130341",123,121,2,0
"S00130342",88,83,3,2
"S00130343",178,169,5,4
"S00130344",107,99,7,1
"S00130345",120,114,3,3
"S00130346",56,55,0,1
"S00130347",103,99,1,3
"S00130348",87,84,2,1
"S00130349",85,81,2,2
"S00130350",57,50,1,6
"S00130351",127,108,3,16
"S00130352",98,94,0,4
"S00130353",64,57,2,5
"S00130354",91,80,6,5
"S00130355",71,59,6,6
"S00130356",54,49,0,5
"S00130357",85,76,3,6
"S00130358",59,52,1,6
"S00130359",104,90,3,11
"S00130360",79,75,2,2
"S00130361",98,77,2,19
"S00130362",98,95,2,1
"S00130363",52,35,2,15
"S00130364",97,80,5,12
"S00130365",120,114,6,0
"S00130366",112,103,7,2
"S00130367",80,70,9,1
"S00130368",128,113,6,9
"S00130369",180,169,7,4
"S00130370",121,111,6,4
"S00130371",121,105,12,4
"S00130372",142,123,13,6
"S00130373",91,88,1,2
"S00130374",238,212,17,9
"S00130375",78,72,3,3
"S00130376",164,150,3,11
"S00130377",122,110,8,4
"S00130378",141,128,5,8
"S00130379",96,85,7,4
"S00130380",92,88,0,4
"S00130381",138,129,3,6
"S00130382",141,135,6,0
"S00130383",134,126,3,5
"S00130384",141,134,4,3
"S00130385",147,143,4,0
"S00130386",101,96,1,4
"S00130387",105,99,4,2
"S00130388",84,82,0,2
"S00130389",90,87,2,1
"S00130390",134,127,4,3
"S00130391",107,99,2,6
"S00130392",115,110,4,1
"S00130393",120,114,4,2
"S00130394",101,90,7,4
"S00130395",123,116,2,5
"S00130396",105,100,0,5
"S00130397",125,120,1,4
"S00130398",115,106,3,6
"S00130399",83,78,4,1
"S00130400",97,86,6,5
"S00130401",129,118,6,5
"S00130402",127,112,6,9
"S00130403",99,93,2,4
"S00130404",99,85,7,7
"S00130405",102,99,2,1
"S00130406",100,100,0,0
"S00130407",90,86,3,1
"S00130408",145,133,10,2
"S00130409",99,93,3,3
"S00130410",185,169,8,8
"S00130411",124,117,5,2
"S00130412",80,77,3,0
"S00130413",93,85,6,2
"S00130414",129,113,5,11
"S00130415",67,61,5,1
"S00130416",90,80,10,0
"S00130417",94,86,4,4
"S00130418",122,113,4,5
"S00130419",58,55,2,1
"S00130420",53,52,1,0
"S00130421",147,143,4,0
"S00130422",99,91,4,4
"S00130423",84,78,3,3
"S00130424",81,77,2,2
"S00130425",73,70,2,1
"S00130426",69,64,2,3
"S00130427",108,88,12,8
"S00130428",87,85,1,1
"S00130429",85,76,4,5
"S00130430",62,53,8,1
"S00130431",152,143,2,7
"S00130432",157,151,3,3
"S00130433",119,112,4,3
"S00130434",119,113,4,2
"S00130435",164,154,4,6
"S00130436",132,130,1,1
"S00130437",152,151,1,0
"S00130438",121,118,1,2
"S00130439",90,86,4,0
"S00130440",79,74,4,1
"S00130441",61,53,4,4
"S00130442",73,63,3,7
"S00130443",79,76,2,1
"S00130444",58,55,1,2
"S00130445",53,51,2,0
"S00130446",95,93,1,1
"S00130447",110,95,6,9
"S00130448",108,107,0,1
"S00130449",139,120,4,15
"S00130450",121,113,5,3
"S00130451",78,77,0,1
"S00130452",73,73,0,0
"S00130453",103,97,1,5
"S00130454",109,103,5,1
"S00130455",150,145,4,1
"S00130456",66,63,1,2
"S00130457",110,99,8,3
"S00130458",113,100,9,4
"S00130459",64,60,2,2
"S00130460",113,102,7,4
"S00130461",173,163,9,1
"S00130462",116,88,13,15
"S00130463",146,132,7,7
"S00130464",104,90,8,6
"S00130465",106,105,0,1
"S00130466",153,142,9,2
"S00130467",80,73,6,1
"S00130468",112,106,3,3
"S00130469",129,114,6,9
"S00130470",105,99,3,3
"S00130471",75,72,2,1
"S00130472",172,159,5,8
"S00130473",140,126,3,11
"S00130474",187,170,10,7
"S00130475",147,127,13,7
"S00130476",147,136,5,6
"S00130477",93,82,5,6
"S00130478",60,57,1,2
"S00130479",125,113,3,9
"S00130480",107,100,5,2
"S00130481",92,85,2,5
"S00130482",161,147,8,6
"S00130483",102,96,4,2
"S00130484",69,65,2,2
"S00130485",52,47,0,5
"S00130486",123,117,4,2
"S00130487",104,102,1,1
"S00130488",105,99,3,3
"S00130489",100,95,0,5
"S00130490",108,100,5,3
"S00130491",73,70,2,1
"S00130492",101,98,2,1
"S00130493",116,111,1,4
"S00130494",114,107,4,3
"S00130495",58,55,2,1
"S00130496",93,90,2,1
"S00130497",89,82,4,3
"S00130498",75,72,1,2
"S00130499",91,89,0,2
"S00130500",93,89,1,3
"S00130501",95,87,6,2
"S00130502",56,54,1,1
"S00130503",73,67,1,5
"S00130504",64,54,9,1
"S00130505",69,61,2,6
"S00130506",76,73,1,2
"S00130507",126,120,1,5
"S00130508",86,79,0,7
"S00130509",121,110,7,4
"S00130510",106,102,1,3
"S00130511",95,86,4,5
"S00130512",111,103,5,3
"S00130513",57,57,0,0
"S00130514",65,60,5,0
"S00130515",110,100,5,5
"S00130516",72,66,2,4
"S00130517",139,132,7,0
"S00130518",62,54,7,1
"S00130519",104,100,1,3
"S00130520",60,56,2,2
"S00130521",98,92,3,3
"S00130522",132,127,3,2
"S00130523",150,135,11,4
"S00130524",153,142,5,6
"S00130525",55,48,2,5
"S00130526",67,63,3,1
"S00130527",69,59,4,6
"S00130528",106,105,1,0
"S00130529",63,57,4,2
"S00130530",76,71,2,3
"S00130531",84,80,2,2
"S00130532",352,319,16,17
"S00130533",105,95,7,3
"S00130534",187,156,10,21
"S00130535",181,153,6,22
"S00130536",194,158,9,27
"S00130537",198,156,14,28
"S00130538",268,232,12,24
"S00130539",145,135,4,6
"S00130540",115,106,3,6
"S00130541",128,111,4,13
"S00130542",65,54,6,5
"S00130543",77,65,5,7
"S00130544",57,55,0,2
"S00130545",102,93,4,5
"S00130546",122,113,3,6
"S00130547",62,56,5,1
"S00130548",91,78,3,10
"S00130549",83,78,1,4
"S00130550",79,75,2,2
"S00130551",82,80,2,0
"S00130552",162,157,3,2
"S00130553",61,61,0,0
"S00130554",192,176,9,7
"S00130555",262,233,13,16
"S00130556",160,141,5,14
"S00130557",135,125,5,5
"S00130558",106,86,8,12
"S00130559",125,118,3,4
"S00130560",55,55,0,0
"S00130561",161,157,3,1
"S00130562",113,101,4,8
"S00130563",98,93,1,4
"S00130564",52,46,4,2
"S00130565",108,103,1,4
"S00130566",146,129,4,13
"S00130567",163,146,6,11
"S00130568",86,76,3,7
"S00130569",63,62,0,1
"S00130570",60,59,1,0
"S00130571",119,110,4,5
"S00130572",60,55,4,1
"S00130573",142,132,3,7
"S00130574",179,168,1,10
"S00130575",214,194,10,10
"S00130576",100,99,1,0
"S00130577",122,113,6,3
"S00130578",170,142,8,20
"S00130579",180,168,5,7
"S00130580",217,202,7,8
"S00130581",207,196,3,8
"S00130582",142,127,7,8
"S00130583",86,79,5,2
"S00130584",70,70,0,0
"S00130585",176,166,6,4
"S00130586",175,158,5,12
"S00130587",85,76,7,2
"S00130588",79,71,3,5
"S00130589",128,122,6,0
"S00130590",150,129,8,13
"S00130591",209,188,11,10
"S00130592",111,99,8,4
"S00130593",316,289,15,12
"S00130594",85,78,3,4
"S00130595",112,110,2,0
"S00130596",88,87,1,0
"S00130597",136,117,13,6
"S00130598",118,111,7,0
"S00130599",75,73,0,2
"S00130600",86,80,5,1
"S00130601",109,101,8,0
"S00130602",66,61,3,2
"S00130603",114,109,2,3
"S00130604",62,59,1,2
"S00130605",109,93,4,12
"S00130606",142,120,11,11
"S00130607",127,116,7,4
"S00130608",134,123,3,8
"S00130609",54,46,3,5
"S00130610",132,105,8,19
"S00130611",75,67,2,6
"S00130612",68,57,1,10
"S00130613",66,53,3,10
"S00130614",148,138,1,9
"S00130615",118,113,3,2
"S00130616",100,93,1,6
"S00130617",53,49,3,1
"S00130618",108,99,6,3
"S00130619",60,53,7,0
"S00130620",81,75,4,2
"S00130621",90,84,1,5
"S00130622",106,96,6,4
"S00130623",72,64,7,1
"S00130624",126,120,4,2
"S00130625",73,66,2,5
"S00130626",130,125,1,4
"S00130627",108,103,5,0
"S00130628",67,66,1,0
"S00130629",85,84,0,1
"S00130630",87,86,0,1
"S00130631",72,71,0,1
"S00130632",123,113,2,8
"S00130633",117,106,7,4
"S00130634",166,140,17,9
"S00130635",103,94,5,4
"S00130636",129,116,7,6
"S00130637",148,135,7,6
"S00130638",173,166,5,2
"S00130639",59,56,1,2
"S00130640",90,81,5,4
"S00130641",61,60,1,0
"S00130642",58,56,1,1
"S00130643",88,84,3,1
"S00130644",177,165,1,11
"S00130645",101,86,2,13
"S00130646",176,154,16,6
"S00130647",173,156,14,3
"S00130648",177,158,8,11
"S00130649",184,159,13,12
"S00130650",92,80,3,9
"S00130651",77,65,5,7
"S00130652",107,91,7,9
"S00130653",119,111,4,4
"S00130654",203,187,12,4
"S00130655",147,131,6,10
"S00130656",233,209,13,11
"S00130657",70,65,0,5
"S00130658",117,103,7,7
"S00130659",130,115,9,6
"S00130660",104,101,3,0
"S00130661",166,140,13,13
"S00130662",101,94,3,4
"S00130663",118,116,1,1
"S00130664",98,94,3,1
"S00130665",168,151,9,8
"S00130666",90,87,2,1
"S00130667",160,145,12,3
"S00130668",267,230,11,26
"S00130669",66,58,7,1
"S00130670",139,119,10,10
"S00130671",148,133,8,7
"S00130672",162,144,11,7
"S00130673",105,93,7,5
"S00130674",181,152,16,13
"S00130675",104,92,6,6
"S00130676",121,107,10,4
"S00130677",125,108,6,11
"S00130678",331,140,15,176
"S00130679",100,83,15,2
"S00130680",145,120,16,9
"S00130681",64,56,6,2
"S00130682",149,131,16,2
"S00130683",54,43,5,6
"S00130684",170,130,31,9
"S00130685",66,61,3,2
"S00130686",98,91,5,2
"S00130687",123,111,8,4
"S00130688",105,99,1,5
"S00130689",110,100,7,3
"S00130690",135,116,16,3
"S00130691",96,93,2,1
"S00130692",80,75,4,1
"S00130693",125,107,11,7
"S00130694",168,162,4,2
"S00130695",116,105,10,1
"S00130696",126,115,8,3
"S00130697",103,99,3,1
"S00130698",160,139,10,11
"S00130699",126,103,14,9
"S00130700",158,136,15,7
"S00130701",168,153,9,6
"S00130702",146,120,13,13
"S00130703",213,163,21,29
"S00130704",188,164,12,12
"S00130705",196,172,16,8
"S00130706",182,177,2,3
"S00130707",75,70,3,2
"S00130708",157,139,10,8
"S00130709",189,164,15,10
"S00130710",142,129,10,3
"S00130711",135,120,6,9
"S00130712",129,115,8,6
"S00130713",215,195,10,10
"S00130714",161,149,6,6
"S00130715",90,74,8,8
"S00130716",104,87,4,13
"S00130717",72,64,7,1
"S00130718",68,55,6,7
"S00130719",149,137,8,4
"S00130720",134,86,39,9
"S00130721",121,90,29,2
"S00130722",102,80,15,7
"S00130723",122,103,18,1
"S00130724",129,113,13,3
"S00130725",148,135,8,5
"S00130726",64,60,2,2
"S00130727",165,157,8,0
"S00130728",123,109,12,2
"S00130729",114,107,6,1
"S00130730",104,85,12,7
"S00130731",164,146,15,3
"S00130732",236,222,10,4
"S00130733",157,144,10,3
"S00130734",120,108,9,3
"S00130735",114,99,11,4
"S00130736",170,145,24,1
"S00130737",116,99,15,2
"S00130738",52,45,6,1
"S00130739",126,117,9,0
"S00130740",149,133,14,2
"S00130741",217,184,25,8
"S00130742",188,153,24,11
"S00130743",158,141,11,6
"S00130744",67,50,11,6
"S00130745",134,115,15,4
"S00130746",142,110,26,6
"S00130747",136,101,29,6
"S00130748",134,98,31,5
"S00130749",88,79,4,5
"S00130750",78,52,24,2
"S00130751",185,147,32,6
"S00130752",136,110,17,9
"S00130753",150,126,21,3
"S00130754",205,172,31,2
"S00130755",81,69,11,1
"S00130756",154,136,13,5
"S00130757",68,46,21,1
"S00130758",147,136,10,1
"S00130759",75,66,8,1
"S00130760",116,93,13,10
"S00130761",71,59,7,5
"S00130762",65,54,9,2
"S00130763",167,156,6,5
"S00130764",97,83,5,9
"S00130765",93,89,4,0
"S00130766",165,149,14,2
"S00130767",153,137,9,7
"S00130768",179,153,21,5
"S00130769",175,145,16,14
"S00130770",164,140,20,4
"S00130771",201,173,17,11
"S00130772",59,57,1,1
"S00130773",215,190,22,3
"S00130774",86,69,16,1
"S00130775",94,86,7,1
"S00130776",97,80,11,6
"S00130777",127,118,8,1
"S00130778",56,54,2,0
"S00130779",207,186,15,6
"S00130780",59,55,2,2
"S00130781",143,133,9,1
"S00130782",86,71,14,1
"S00130783",87,56,26,5
"S00130784",53,44,9,0
"S00130785",100,64,34,2
"S00130786",87,58,24,5
"S00130787",59,50,7,2
"S00130788",76,50,18,8
"S00130789",52,41,10,1
"S00130790",75,70,3,2
"S00130791",100,74,24,2
"S00130792",117,91,23,3
"S00130793",82,71,9,2
"S00130794",133,92,29,12
"S00130795",164,132,23,9
"S00130796",129,102,24,3
"S00130797",100,85,15,0
"S00130798",60,42,12,6
"S00130799",106,94,10,2
"S00130800",151,115,29,7
"S00130801",121,93,24,4
"S00130802",121,94,21,6
"S00130803",80,66,12,2
"S00130804",141,119,17,5
"S00130805",76,63,11,2
"S00130806",148,138,9,1
"S00130807",96,91,4,1
"S00130808",121,114,5,2
"S00130809",114,102,6,6
"S00130810",80,74,4,2
"S00130811",133,124,2,7
"S00130812",101,98,3,0
"S00130813",70,67,3,0
"S00130814",83,78,5,0
"S00130815",116,107,9,0
"S00130816",110,100,9,1
"S00130817",126,106,15,5
"S00130818",108,97,9,2
"S00130819",173,167,5,1
"S00130820",114,112,2,0
"S00130821",165,147,14,4
"S00130822",165,158,3,4
"S00130823",119,112,7,0
"S00130824",110,104,6,0
"S00130825",110,100,9,1
"S00130826",118,101,13,4
"S00130827",71,68,3,0
"S00130828",105,92,9,4
"S00130829",111,98,13,0
"S00130830",59,57,0,2
"S00130831",147,126,19,2
"S00130832",170,140,22,8
"S00130833",118,102,15,1
"S00130834",123,105,13,5
"S00130835",129,110,11,8
"S00130836",130,119,10,1
"S00130837",99,79,16,4
"S00130838",101,79,13,9
"S00130839",116,101,11,4
"S00130840",143,125,14,4
"S00130841",97,91,5,1
"S00130842",116,102,1,13
"S00130843",86,82,3,1
"S00130844",74,69,4,1
"S00130845",139,129,4,6
"S00130846",162,150,4,8
"S00130847",80,77,1,2
"S00130848",111,101,7,3
"S00130849",103,95,7,1
"S00130850",168,157,4,7
"S00130851",152,140,2,10
"S00130852",152,131,15,6
"S00130853",120,108,8,4
"S00130854",116,104,7,5
"S00130855",107,97,8,2
"S00130856",99,95,1,3
"S00130857",186,169,15,2
"S00130858",133,117,13,3
"S00130859",102,86,11,5
"S00130860",121,113,4,4
"S00130861",145,128,13,4
"S00130862",97,90,6,1
"S00130863",113,106,3,4
"S00130864",95,92,3,0
"S00130865",55,51,2,2
"S00130866",130,104,13,13
"S00130867",151,144,5,2
"S00130868",125,121,3,1
"S00130869",117,107,5,5
"S00130870",74,73,1,0
"S00130871",161,148,8,5
"S00130872",61,54,6,1
"S00130873",124,112,10,2
"S00130874",113,104,7,2
"S00130875",107,101,5,1
"S00130876",90,77,5,8
"S00130877",105,91,14,0
"S00130878",170,157,9,4
"S00130879",105,94,11,0
"S00130880",111,99,11,1
"S00130881",114,102,7,5
"S00130882",91,80,8,3
"S00130883",100,87,10,3
"S00130884",83,76,7,0
"S00130885",72,59,7,6
"S00130886",96,81,8,7
"S00130887",62,61,1,0
"S00130888",112,92,15,5
"S00130889",133,124,8,1
"S00130890",85,80,3,2
"S00130891",112,109,2,1
"S00130892",123,109,10,4
"S00130893",144,137,4,3
"S00130894",126,122,3,1
"S00130895",140,129,8,3
"S00130896",83,68,5,10
"S00130897",118,113,4,1
"S00130898",181,164,15,2
"S00130899",99,84,10,5
"S00130900",113,107,5,1
"S00130901",99,93,4,2
"S00130902",96,89,6,1
"S00130903",113,108,5,0
"S00130904",51,45,3,3
"S00130905",100,98,1,1
"S00130906",84,69,11,4
"S00130907",51,42,8,1
"S00130908",92,85,6,1
"S00130909",117,112,4,1
"S00130910",83,69,9,5
"S00130911",89,84,2,3
"S00130912",74,68,3,3
"S00130913",94,92,1,1
"S00130914",170,159,5,6
"S00130915",101,94,6,1
"S00130916",90,83,3,4
"S00130917",91,80,10,1
"S00130918",94,89,4,1
"S00130919",69,60,7,2
"S00130920",154,123,24,7
"S00130921",122,109,7,6
"S00130922",104,97,3,4
"S00130923",111,94,13,4
"S00130924",80,76,3,1
"S00130925",84,71,9,4
"S00130926",81,75,6,0
"S00130927",103,96,4,3
"S00130928",70,67,3,0
