output_area,total,non_catholic_christian,catholic_christian,jewish,muslim,none,other
S00125610,229,58,99,0,17,52,3
S00125611,63,18,25,0,0,19,1
S00125612,203,34,87,0,19,56,7
S00125613,145,30,55,0,27,30,3
S00125614,134,37,54,0,0,41,2
S00125615,177,33,96,0,6,34,8
S00125616,156,24,73,0,24,28,7
S00125617,153,33,68,0,0,38,14
S00125618,226,36,114,0,14,49,13
S00125619,160,27,63,0,8,59,3
S00125620,141,33,59,0,16,22,11
S00125621,190,55,66,0,23,32,14
S00125622,133,47,33,0,13,38,2
S00125623,128,58,39,0,6,21,4
S00125624,130,38,72,0,0,10,10
S00125625,98,45,41,0,0,10,2
S00125626,96,35,29,0,4,26,2
S00125627,98,38,21,0,0,34,5
S00125628,142,28,81,0,0,26,7
S00125629,93,10,49,0,4,25,5
S00125630,130,30,60,0,1,32,7
S00125631,135,38,58,0,0,28,11
S00125632,193,41,117,0,6,15,14
S00125633,103,27,56,0,0,15,5
S00125634,74,16,36,0,0,18,4
S00125635,161,51,71,0,0,21,18
S00125636,101,31,44,0,0,17,9
S00125637,88,34,42,0,0,12,0
S00125638,104,27,37,0,4,23,13
S00125639,175,26,94,0,14,25,16
S00125640,174,33,85,0,11,36,9
S00125641,115,33,54,0,0,22,6
S00125642,59,25,17,0,0,13,4
S00125643,147,49,45,0,5,37,11
S00125644,218,75,49,0,4,54,36
S00125645,91,31,31,0,0,22,7
S00125646,197,75,34,0,1,64,23
S00125647,109,38,38,0,2,26,5
S00125648,137,67,29,0,5,21,15
S00125649,148,31,59,0,0,40,18
S00125650,111,34,43,0,6,16,12
S00125651,100,30,37,0,0,25,8
S00125652,69,29,18,0,0,14,8
S00125653,206,33,55,0,6,38,74
S00125654,152,30,88,0,0,29,5
S00125655,140,34,71,0,0,30,5
S00125656,168,46,65,0,0,47,10
S00125657,167,41,65,0,1,47,13
S00125658,214,53,93,0,20,43,5
S00125659,147,43,52,0,5,42,5
S00125660,203,67,69,0,6,43,18
S00125661,134,32,35,0,8,40,19
S00125662,114,45,53,0,0,13,3
S00125663,97,32,24,0,0,34,7
S00125664,90,40,36,0,0,8,6
S00125665,75,26,23,0,0,20,6
S00125666,99,30,30,0,0,30,9
S00125667,110,33,41,0,0,23,13
S00125668,168,43,41,0,3,65,16
S00125669,85,42,22,0,0,11,10
S00125670,69,26,19,0,5,9,10
S00125671,153,53,59,0,11,19,11
S00125672,156,59,52,0,13,21,11
S00125673,155,50,56,0,0,44,5
S00125674,98,37,37,0,0,20,4
S00125675,80,31,28,0,0,16,5
S00125676,122,56,39,0,0,23,4
S00125677,99,45,12,0,0,32,10
S00125678,99,55,24,0,0,15,5
S00125679,178,63,33,0,0,28,54
S00125680,66,13,28,0,0,19,6
S00125681,95,41,25,0,0,20,9
S00125682,337,158,102,0,0,61,16
S00125683,97,27,40,0,0,25,5
S00125684,276,95,119,0,0,53,9
S00125685,110,53,29,0,0,23,5
S00125686,92,47,28,0,0,13,4
S00125687,72,24,30,0,0,16,2
S00125688,145,65,39,0,0,23,18
S00125689,120,41,36,0,0,40,3
S00125690,87,21,40,0,0,25,1
S00125691,102,53,28,0,0,18,3
S00125692,112,47,15,0,0,41,9
S00125693,147,50,37,0,6,46,8
S00125694,69,27,18,0,2,13,9
S00125695,106,40,18,0,1,44,3
S00125696,108,68,15,0,0,21,4
S00125697,67,32,12,0,0,16,7
S00125698,184,84,43,0,6,40,11
S00125699,60,22,18,0,0,18,2
S00125700,206,92,46,0,4,42,22
S00125701,147,37,66,0,3,40,1
S00125702,113,45,33,0,0,30,5
S00125703,182,76,61,0,0,39,6
S00125704,140,55,66,0,0,16,3
S00125705,105,46,26,0,0,19,14
S00125706,53,25,18,0,1,7,2
S00125707,205,75,80,0,0,34,16
S00125708,67,20,17,0,0,28,2
S00125709,86,26,34,0,0,14,12
S00125710,149,52,44,0,6,46,1
S00125711,165,63,45,0,5,45,7
S00125712,120,36,43,0,4,28,9
S00125713,72,24,27,0,1,18,2
S00125714,207,66,77,0,0,53,11
S00125715,131,26,53,0,0,41,11
S00125716,94,35,24,0,0,28,7
S00125717,84,58,2,0,0,20,4
S00125718,139,80,8,0,0,33,18
S00125719,158,37,75,0,7,30,9
S00125720,114,25,67,0,0,13,9
S00125721,81,44,18,0,0,14,5
S00125722,168,56,55,0,10,44,3
S00125723,92,50,23,0,0,15,4
S00125724,167,64,34,0,0,59,10
S00125725,172,54,55,0,5,40,18
S00125726,76,30,13,0,0,28,5
S00125727,138,62,35,0,0,25,16
S00125728,109,43,44,0,0,15,7
S00125729,69,28,24,0,0,13,4
S00125730,124,24,61,0,0,34,5
S00125731,62,34,18,0,0,8,2
S00125732,105,43,32,0,0,25,5
S00125733,54,25,14,0,0,15,0
S00125734,153,68,29,0,1,50,5
S00125735,153,41,82,0,0,23,7
S00125736,60,8,40,0,0,8,4
S00125737,134,15,83,0,2,29,5
S00125738,91,24,52,0,0,12,3
S00125739,170,53,36,0,0,68,13
S00125740,90,24,20,2,0,37,7
S00125741,82,32,24,0,0,9,17
S00125742,162,50,51,0,0,43,18
S00125743,115,29,38,0,0,44,4
S00125744,92,30,13,0,1,40,8
S00125745,94,35,23,0,0,35,1
S00125746,107,30,32,0,2,40,3
S00125747,159,31,41,0,0,74,13
S00125748,116,16,39,0,4,53,4
S00125749,84,18,19,0,1,43,3
S00125750,117,36,33,0,0,41,7
S00125751,131,57,39,0,0,28,7
S00125752,83,16,25,0,0,35,7
S00125753,57,19,19,0,0,16,3
S00125754,93,33,23,0,0,34,3
S00125755,78,31,11,0,0,34,2
S00125756,101,18,29,0,1,43,10
S00125757,58,21,8,0,0,26,3
S00125758,103,56,21,0,0,18,8
S00125759,97,44,17,0,0,32,4
S00125760,79,28,16,0,0,31,4
S00125761,154,59,45,0,0,42,8
S00125762,125,37,43,0,1,38,6
S00125763,171,66,36,0,0,61,8
S00125764,98,25,28,0,7,25,13
S00125765,74,24,24,0,1,12,13
S00125766,131,49,30,0,0,40,12
S00125767,111,41,26,0,4,34,6
S00125768,128,40,36,0,0,43,9
S00125769,137,37,42,0,0,52,6
S00125770,178,66,58,0,0,48,6
S00125771,156,58,51,0,8,32,7
S00125772,72,18,14,0,0,32,8
S00125773,145,58,32,0,6,44,5
S00125774,148,42,36,0,0,65,5
S00125775,82,36,28,0,0,13,5
S00125776,208,59,74,0,0,57,18
S00125777,137,39,46,0,0,44,8
S00125778,83,21,28,0,0,29,5
S00125779,122,45,52,0,0,22,3
S00125780,182,60,52,0,0,58,12
S00125781,165,49,50,0,0,56,10
S00125782,124,26,35,0,3,44,16
S00125783,237,74,77,0,2,73,11
S00125784,286,82,62,0,11,112,19
S00125785,66,23,29,0,0,11,3
S00125786,143,58,36,0,0,39,10
S00125787,64,26,19,0,0,13,6
S00125788,108,37,28,0,0,38,5
S00125789,295,69,126,0,5,71,24
S00125790,108,46,11,0,0,34,17
S00125791,153,45,48,0,0,50,10
S00125792,120,49,25,0,0,37,9
S00125793,198,59,46,0,3,72,18
S00125794,174,60,45,1,0,58,10
S00125795,184,66,57,0,0,48,13
S00125796,78,24,20,5,0,25,4
S00125797,171,38,56,0,0,67,10
S00125798,131,22,49,0,1,53,6
S00125799,198,37,53,0,5,92,11
S00125800,113,36,36,0,0,39,2
S00125801,134,46,40,0,0,42,6
S00125802,157,43,65,0,3,33,13
S00125803,195,90,44,0,1,48,12
S00125804,119,54,40,0,0,18,7
S00125805,87,45,28,0,0,13,1
S00125806,92,34,25,0,0,24,9
S00125807,84,30,28,0,0,17,9
S00125808,143,53,36,0,0,41,13
S00125809,101,26,53,0,0,17,5
S00125810,114,36,50,0,0,21,7
S00125811,100,44,43,0,0,13,0
S00125812,141,41,69,0,0,31,0
S00125813,70,16,34,0,1,17,2
S00125814,166,55,55,0,0,40,16
S00125815,102,45,36,0,0,21,0
S00125816,167,58,53,0,3,49,4
S00125817,60,26,18,0,0,15,1
S00125818,91,42,28,0,0,18,3
S00125819,213,118,42,0,1,44,8
S00125820,143,76,23,0,0,38,6
S00125821,107,61,19,0,0,20,7
S00125822,150,77,30,0,0,31,12
S00125823,120,66,33,0,0,18,3
S00125824,171,72,54,0,5,36,4
S00125825,112,51,30,0,0,27,4
S00125826,69,32,20,0,0,12,5
S00125827,93,40,20,0,0,25,8
S00125828,152,49,49,0,2,45,7
S00125829,68,35,11,0,0,22,0
S00125830,193,94,47,0,0,30,22
S00125831,94,42,9,0,0,39,4
S00125832,140,50,40,0,0,39,11
S00125833,155,47,47,0,5,50,6
S00125834,265,91,74,0,0,50,50
S00125835,125,40,37,0,3,35,10
S00125836,172,55,76,0,2,35,4
S00125837,186,52,80,0,7,38,9
S00125838,134,51,62,0,0,19,2
S00125839,120,40,42,0,0,24,14
S00125840,177,56,41,0,3,69,8
S00125841,117,55,34,0,0,23,5
S00125842,152,48,59,1,0,39,5
S00125843,121,28,35,0,4,47,7
S00125844,119,35,48,0,2,29,5
S00125845,66,32,12,0,0,20,2
S00125846,184,86,38,0,0,56,4
S00125847,78,30,29,0,4,15,0
S00125848,115,20,73,0,0,20,2
S00125849,77,23,43,0,0,8,3
S00125850,154,29,38,0,0,76,11
S00125851,96,30,23,0,1,27,15
S00125852,141,40,50,0,4,30,17
S00125853,204,67,63,0,0,63,11
S00125854,72,24,22,0,1,17,8
S00125855,158,59,38,0,6,45,10
S00125856,155,56,37,0,4,45,13
S00125857,220,96,46,0,5,56,17
S00125858,194,61,60,0,10,40,23
S00125859,164,62,57,0,3,29,13
S00125860,241,99,61,0,15,56,10
S00125861,81,30,21,0,5,20,5
S00125862,205,78,53,0,13,54,7
S00125863,99,22,34,0,1,34,8
S00125864,195,62,60,1,6,58,8
S00125865,197,74,52,0,1,61,9
S00125866,249,68,59,0,1,99,22
S00125867,59,13,16,0,0,26,4
S00125868,196,48,46,0,1,95,6
S00125869,90,17,38,0,1,27,7
S00125870,136,58,37,0,5,30,6
S00125871,84,26,29,0,0,27,2
S00125872,105,37,27,0,0,35,6
S00125873,127,47,30,0,1,44,5
S00125874,68,22,8,0,5,31,2
S00125875,157,65,29,0,0,45,18
S00125876,178,73,44,1,0,46,14
S00125877,122,62,25,0,0,29,6
S00125878,189,93,42,0,0,44,10
S00125879,110,53,26,0,0,29,2
S00125880,154,54,32,0,10,43,15
S00125881,117,38,20,0,9,35,15
S00125882,216,65,45,0,14,63,29
S00125883,214,74,62,0,6,60,12
S00125884,191,68,37,0,25,59,2
S00125885,136,52,41,0,7,25,11
S00125886,180,45,40,0,22,57,16
S00125887,74,23,22,0,0,18,11
S00125888,88,42,23,0,0,16,7
S00125889,295,62,90,0,0,44,99
S00125890,228,47,115,0,10,50,6
S00125891,73,20,29,0,0,23,1
S00125892,143,33,56,0,2,42,10
S00125893,130,40,52,0,4,27,7
S00125894,87,18,40,0,0,26,3
S00125895,206,77,69,0,3,52,5
S00125896,167,72,60,0,3,21,11
S00125897,241,80,84,0,3,56,18
S00125898,162,40,64,0,0,53,5
S00125899,132,44,51,0,17,14,6
S00125900,163,40,90,0,0,19,14
S00125901,180,39,76,0,9,30,26
S00125902,199,76,72,0,0,37,14
S00125903,158,41,86,0,0,25,6
S00125904,214,39,128,0,0,41,6
S00125905,123,25,62,0,0,25,11
S00125906,123,31,58,0,6,24,4
S00125907,66,26,23,0,1,13,3
S00125908,169,40,93,0,0,28,8
S00125909,141,37,87,0,0,13,4
S00125910,64,10,40,0,0,11,3
S00125911,76,45,2,0,0,25,4
S00125912,172,82,3,0,0,73,14
S00125913,141,71,8,0,0,50,12
S00125914,105,62,0,0,0,29,14
S00125915,141,62,1,0,0,55,23
S00125916,134,60,3,0,0,55,16
S00125917,86,43,3,0,0,25,15
S00125918,64,36,1,0,0,19,8
S00125919,120,25,10,0,0,74,11
S00125920,147,90,0,0,0,49,8
S00125921,139,77,1,0,0,50,11
S00125922,70,29,2,0,0,25,14
S00125923,101,56,6,0,0,30,9
S00125924,88,44,4,0,0,36,4
S00125925,80,49,5,2,0,22,2
S00125926,149,50,7,0,0,79,13
S00125927,160,85,2,0,0,54,19
S00125928,119,58,4,0,0,41,16
S00125929,108,53,5,0,0,45,5
S00125930,117,50,7,0,0,48,12
S00125931,114,69,0,0,0,31,14
S00125932,67,36,3,0,0,20,8
S00125933,111,68,1,0,0,39,3
S00125934,165,107,3,0,0,48,7
S00125935,156,82,2,0,0,50,22
S00125936,86,35,4,0,0,26,21
S00125937,94,53,0,0,0,34,7
S00125938,158,69,4,0,0,64,21
S00125939,72,32,2,0,0,29,9
S00125940,146,86,1,0,0,36,23
S00125941,138,66,7,0,0,46,19
S00125942,86,34,1,0,0,45,6
S00125943,124,47,5,0,0,48,24
S00125944,163,82,8,0,0,66,7
S00125945,120,59,5,0,0,42,14
S00125946,132,63,3,0,0,52,14
S00125947,222,105,8,0,0,83,26
S00125948,119,66,4,0,0,38,11
S00125949,68,31,1,0,0,24,12
S00125950,199,102,4,0,0,71,22
S00125951,125,47,3,0,0,57,18
S00125952,116,61,1,0,0,36,18
S00125953,103,60,0,0,0,33,10
S00125954,196,109,2,0,0,75,10
S00125955,83,46,1,0,0,25,11
S00125956,127,66,4,0,0,46,11
S00125957,170,76,5,0,0,57,32
S00125958,129,69,3,0,0,45,12
S00125959,141,64,5,0,0,62,10
S00125960,64,43,0,0,0,18,3
S00125961,130,65,0,0,0,50,15
S00125962,101,59,1,0,0,31,10
S00125963,131,59,4,0,0,54,14
S00125964,55,20,4,0,0,27,4
S00125965,90,40,0,0,0,39,11
S00125966,91,43,2,0,0,43,3
S00125967,123,66,7,0,0,37,13
S00125968,98,69,1,0,0,27,1
S00125969,156,64,2,0,0,75,15
S00125970,182,87,10,0,0,58,27
S00125971,65,42,0,0,0,16,7
S00125972,86,36,0,0,1,20,29
S00125973,111,47,5,0,0,48,11
S00125974,130,73,2,0,0,53,2
S00125975,117,56,1,0,0,45,15
S00125976,101,46,0,0,0,43,12
S00125977,104,49,0,0,0,50,5
S00125978,88,45,1,0,0,38,4
S00125979,104,51,1,0,0,40,12
S00125980,114,58,4,0,0,37,15
S00125981,156,60,2,0,0,75,19
S00125982,110,50,1,0,0,47,12
S00125983,148,80,1,0,0,49,18
S00125984,60,24,2,0,0,28,6
S00125985,122,62,5,0,0,39,16
S00125986,132,75,10,0,0,36,11
S00125987,130,85,3,0,0,32,10
S00125988,89,55,4,0,0,17,13
S00125989,127,79,4,0,0,36,8
S00125990,65,40,0,0,0,19,6
S00125991,177,113,7,0,0,31,26
S00125992,90,40,5,0,0,33,12
S00125993,88,45,1,0,0,32,10
S00125994,72,32,4,0,0,21,15
S00125995,87,36,6,0,0,34,11
S00125996,138,58,3,0,0,70,7
S00125997,130,65,4,0,0,50,11
S00125998,76,42,4,0,0,26,4
S00125999,100,44,9,0,0,37,10
S00126000,96,33,2,0,0,44,17
S00126001,99,30,1,0,0,57,11
S00126002,95,47,4,0,0,34,10
S00126003,58,22,2,0,0,30,4
S00126004,76,29,7,0,0,31,9
S00126005,98,34,1,0,0,53,10
S00126006,165,81,8,0,0,68,8
S00126007,98,55,4,0,0,18,21
S00126008,88,48,3,0,0,27,10
S00126009,81,48,0,0,0,23,10
S00126010,204,93,4,0,0,81,26
S00126011,122,87,2,0,0,26,7
S00126012,59,34,0,0,0,22,3
S00126013,109,71,2,0,0,36,0
S00126014,59,34,1,0,0,17,7
S00126015,108,62,5,0,0,34,7
S00126016,75,46,1,0,0,26,2
S00126017,134,54,0,0,4,29,47
S00126018,128,79,2,0,0,37,10
S00126019,108,48,1,0,0,56,3
S00126020,56,34,1,0,0,16,5
S00126021,102,31,4,0,0,56,11
S00126022,56,11,0,0,4,36,5
S00126023,54,14,0,0,1,34,5
S00126024,70,24,1,1,0,38,6
S00126025,54,4,6,0,0,40,4
S00126026,67,31,4,0,0,27,5
S00126027,105,36,2,0,0,62,5
S00126028,108,48,3,0,0,52,5
S00126029,133,58,5,0,0,49,21
S00126030,52,31,3,0,0,15,3
S00126031,94,41,8,0,0,37,8
S00126032,87,54,1,0,0,29,3
S00126033,120,49,4,0,3,56,8
S00126034,105,45,0,0,0,47,13
S00126035,150,86,7,0,0,44,13
S00126036,83,39,5,0,0,35,4
S00126037,94,36,1,0,0,44,13
S00126038,132,45,3,0,0,64,20
S00126039,94,41,4,0,0,46,3
S00126040,111,63,1,0,0,36,11
S00126041,145,49,4,0,0,80,12
S00126042,127,56,0,0,0,68,3
S00126043,154,55,2,0,0,89,8
S00126044,75,38,3,0,0,29,5
S00126045,128,63,2,0,0,49,14
S00126046,139,66,2,0,0,56,15
S00126047,87,41,0,0,0,41,5
S00126048,118,45,3,0,0,51,19
S00126049,92,59,0,0,0,25,8
S00126050,75,21,1,0,0,46,7
S00126051,98,38,1,0,0,49,10
S00126052,114,59,1,0,0,54,0
S00126053,90,41,2,0,1,39,7
S00126054,81,28,6,0,0,38,9
S00126055,69,36,9,0,0,21,3
S00126056,116,39,25,0,0,40,12
S00126057,98,62,7,0,0,24,5
S00126058,58,20,1,0,0,34,3
S00126059,73,40,2,0,0,26,5
S00126060,69,43,2,0,0,18,6
S00126061,111,56,0,0,0,53,2
S00126062,110,48,10,0,0,46,6
S00126063,115,42,6,0,0,47,20
S00126064,129,45,3,0,4,60,17
S00126065,97,54,4,0,0,33,6
S00126066,93,49,4,0,0,32,8
S00126067,141,54,2,0,0,68,17
S00126068,149,31,5,0,0,87,26
S00126069,122,27,2,0,0,74,19
S00126070,150,84,3,0,0,52,11
S00126071,148,72,3,0,0,65,8
S00126072,91,61,0,0,0,22,8
S00126073,102,44,5,0,0,32,21
S00126074,181,70,1,0,0,97,13
S00126075,160,83,6,0,0,58,13
S00126076,142,73,1,0,0,45,23
S00126077,144,74,5,0,0,47,18
S00126078,62,38,4,0,0,19,1
S00126079,116,54,6,0,0,43,13
S00126080,89,41,1,0,0,32,15
S00126081,152,75,2,0,0,70,5
S00126082,296,135,5,0,0,131,25
S00126083,175,86,1,0,0,70,18
S00126084,177,85,3,0,2,80,7
S00126085,146,59,4,1,0,69,13
S00126086,95,45,4,0,0,36,10
S00126087,109,57,9,0,0,36,7
S00126088,125,54,2,0,0,52,17
S00126089,169,79,6,0,0,72,12
S00126090,65,16,1,0,0,40,8
S00126091,116,45,3,0,0,61,7
S00126092,114,57,1,0,0,47,9
S00126093,57,28,2,0,0,26,1
S00126094,137,46,8,0,0,72,11
S00126095,124,56,1,0,0,55,12
S00126096,52,37,1,0,0,13,1
S00126097,115,55,5,0,0,46,9
S00126098,86,40,2,0,0,38,6
S00126099,90,46,1,0,0,39,4
S00126100,119,62,4,0,0,36,17
S00126101,163,74,12,0,0,64,13
S00126102,128,60,7,0,0,34,27
S00126103,116,49,9,0,0,46,12
S00126104,58,26,4,0,0,20,8
S00126105,152,56,12,1,0,71,12
S00126106,132,66,11,0,0,49,6
S00126107,115,46,7,1,0,54,7
S00126108,155,90,5,0,0,41,19
S00126109,145,73,1,0,0,49,22
S00126110,99,22,6,0,0,43,28
S00126111,110,44,8,0,0,50,8
S00126112,91,46,6,0,1,35,3
S00126113,167,66,18,0,0,76,7
S00126114,123,58,11,0,3,44,7
S00126115,123,68,4,0,0,42,9
S00126116,169,105,8,0,0,47,9
S00126117,183,84,6,0,0,67,26
S00126118,145,86,12,0,0,41,6
S00126119,153,65,19,0,0,63,6
S00126120,99,49,9,0,0,27,14
S00126121,78,41,4,0,0,32,1
S00126122,121,82,8,0,0,23,8
S00126123,92,70,3,0,0,10,9
S00126124,112,59,10,0,0,36,7
S00126125,105,50,5,0,0,45,5
S00126126,81,41,2,0,0,33,5
S00126127,98,51,6,0,0,34,7
S00126128,71,47,1,0,0,16,7
S00126129,217,111,14,0,0,80,12
S00126130,139,71,4,0,0,54,10
S00126131,99,47,3,0,0,44,5
S00126132,105,47,3,0,0,46,9
S00126133,65,43,5,0,0,13,4
S00126134,504,265,65,1,1,123,49
S00126135,73,26,6,0,0,32,9
S00126136,89,48,7,0,0,30,4
S00126137,143,80,7,0,0,51,5
S00126138,123,72,4,0,0,38,9
S00126139,83,45,4,0,0,31,3
S00126140,130,60,5,0,0,63,2
S00126141,116,70,5,0,0,33,8
S00126142,191,64,39,0,0,62,26
S00126143,107,43,1,0,0,55,8
S00126144,108,65,3,0,0,30,10
S00126145,62,33,8,0,0,18,3
S00126146,81,43,10,0,0,26,2
S00126147,158,85,5,0,0,51,17
S00126148,117,57,5,0,0,33,22
S00126149,111,68,4,0,0,34,5
S00126150,73,26,2,0,0,39,6
S00126151,168,99,11,0,0,44,14
S00126152,107,41,6,0,0,49,11
S00126153,150,66,14,0,0,65,5
S00126154,63,34,2,0,0,23,4
S00126155,59,25,1,0,0,30,3
S00126156,103,42,3,0,5,50,3
S00126157,85,46,5,0,0,26,8
S00126158,138,73,8,0,0,51,6
S00126159,133,73,8,0,0,41,11
S00126160,147,72,8,0,0,59,8
S00126161,227,103,12,0,4,98,10
S00126162,111,65,2,0,0,38,6
S00126163,73,50,2,0,0,16,5
S00126164,116,44,8,0,0,56,8
S00126165,136,73,9,0,0,45,9
S00126166,108,55,5,0,0,36,12
S00126167,153,64,0,0,1,67,21
S00126168,133,77,12,0,0,35,9
S00126169,134,92,4,0,0,32,6
S00126170,60,24,0,0,2,23,11
S00126171,119,64,2,0,0,43,10
S00126172,110,58,6,0,0,39,7
S00126173,75,29,8,0,0,31,7
S00126174,112,41,4,0,0,56,11
S00126175,184,118,17,0,0,41,8
S00126176,171,88,11,0,0,54,18
S00126177,159,72,28,0,0,51,8
S00126178,177,83,12,1,4,64,13
S00126179,75,37,7,0,6,24,1
S00126180,103,39,5,0,0,55,4
S00126181,63,36,5,0,0,14,8
S00126182,131,58,16,0,0,47,10
S00126183,91,53,8,0,0,19,11
S00126184,99,62,4,0,0,25,8
S00126185,96,48,15,0,0,24,9
S00126186,137,69,5,0,0,54,9
S00126187,172,68,20,0,0,71,13
S00126188,111,61,13,0,1,31,5
S00126189,194,60,17,0,7,84,26
S00126190,169,82,16,0,1,70,0
S00126191,110,37,7,0,0,58,8
S00126192,73,34,15,0,0,17,7
S00126193,125,43,4,0,0,56,22
S00126194,115,62,3,0,0,33,17
S00126195,118,69,11,0,0,26,12
S00126196,128,70,7,0,0,46,5
S00126197,152,66,14,0,0,62,10
S00126198,163,42,6,0,0,99,16
S00126199,90,50,2,0,0,32,6
S00126200,172,99,4,0,0,53,16
S00126201,93,50,8,0,0,35,0
S00126202,108,57,5,0,0,32,14
S00126203,126,63,3,0,0,43,17
S00126204,106,45,12,0,0,40,9
S00126205,69,34,6,0,0,26,3
S00126206,120,69,0,0,5,37,9
S00126207,128,60,23,0,1,25,19
S00126208,110,58,18,0,0,31,3
S00126209,160,79,19,0,0,56,6
S00126210,76,45,0,0,0,29,2
S00126211,104,43,6,0,0,37,18
S00126212,171,94,6,0,0,58,13
S00126213,90,40,5,0,0,38,7
S00126214,182,83,25,2,0,63,9
S00126215,59,30,6,0,0,18,5
S00126216,137,75,15,0,0,43,4
S00126217,86,55,4,0,0,23,4
S00126218,151,102,7,0,1,31,10
S00126219,89,36,9,0,1,28,15
S00126220,170,85,6,1,0,60,18
S00126221,66,24,3,0,0,31,8
S00126222,104,54,5,0,0,36,9
S00126223,56,30,2,0,0,16,8
S00126224,56,28,3,0,0,20,5
S00126225,168,106,8,0,0,41,13
S00126226,98,46,8,0,0,36,8
S00126227,87,46,7,0,0,17,17
S00126228,132,75,10,0,0,44,3
S00126229,151,52,23,0,0,61,15
S00126230,74,39,6,0,0,22,7
S00126231,66,34,6,0,0,25,1
S00126232,117,65,11,0,0,25,16
S00126233,94,23,7,1,0,46,17
S00126234,95,25,9,0,0,55,6
S00126235,64,24,11,0,0,23,6
S00126236,201,93,18,0,2,55,33
S00126237,127,79,8,0,0,34,6
S00126238,109,46,4,0,0,50,9
S00126239,83,35,4,0,0,39,5
S00126240,75,39,1,0,0,23,12
S00126241,91,41,3,0,0,38,9
S00126242,127,61,2,0,0,49,15
S00126243,95,38,12,0,0,42,3
S00126244,67,30,3,0,0,27,7
S00126245,128,61,7,0,0,49,11
S00126246,115,52,5,0,0,43,15
S00126247,91,38,3,0,0,47,3
S00126248,120,64,13,0,1,39,3
S00126249,98,38,7,0,0,37,16
S00126250,193,96,17,0,0,66,14
S00126251,60,28,1,0,0,19,12
S00126252,189,85,27,0,6,67,4
S00126253,107,42,11,0,0,45,9
S00126254,148,62,11,0,0,55,20
S00126255,98,37,5,0,0,41,15
S00126256,113,38,4,1,0,56,14
S00126257,52,29,2,0,0,17,4
S00126258,114,58,12,1,2,33,8
S00126259,130,56,4,0,6,42,22
S00126260,124,60,7,0,0,48,9
S00126261,89,44,1,0,0,35,9
S00126262,93,49,9,0,0,32,3
S00126263,97,48,2,1,0,40,6
S00126264,156,75,15,0,0,54,12
S00126265,161,91,6,0,0,52,12
S00126266,144,65,6,0,1,57,15
S00126267,132,49,11,0,0,57,15
S00126268,169,87,13,0,0,57,12
S00126269,115,65,2,0,0,39,9
S00126270,89,55,7,0,0,20,7
S00126271,101,52,5,0,0,38,6
S00126272,104,52,12,0,0,29,11
S00126273,115,68,4,0,0,27,16
S00126274,170,94,23,0,1,41,11
S00126275,88,41,9,0,0,26,12
S00126276,120,61,9,0,0,35,15
S00126277,89,35,7,0,0,40,7
S00126278,102,60,4,0,0,30,8
S00126279,132,58,16,0,0,54,4
S00126280,67,35,7,0,0,21,4
S00126281,66,33,3,0,0,20,10
S00126282,116,57,9,0,0,43,7
S00126283,93,53,0,0,0,33,7
S00126284,85,56,3,0,0,25,1
S00126285,134,64,13,0,3,41,13
S00126286,116,42,23,0,0,45,6
S00126287,190,66,25,0,1,91,7
S00126288,66,25,2,0,1,36,2
S00126289,59,23,1,0,0,33,2
S00126290,97,43,3,0,0,40,11
S00126291,55,34,0,0,1,14,6
S00126292,162,91,16,1,0,36,18
S00126293,78,29,15,0,0,28,6
S00126294,79,33,3,0,2,31,10
S00126295,187,64,18,0,0,75,30
S00126296,104,51,6,0,0,33,14
S00126297,148,71,5,0,0,60,12
S00126298,110,55,15,0,0,35,5
S00126299,121,53,17,0,0,40,11
S00126300,130,66,8,0,0,42,14
S00126301,150,60,13,0,2,58,17
S00126302,73,38,2,0,0,29,4
S00126303,86,35,11,0,0,39,1
S00126304,71,31,2,0,0,33,5
S00126305,105,52,9,0,0,35,9
S00126306,109,54,5,0,0,41,9
S00126307,117,45,9,0,2,50,11
S00126308,107,43,12,0,0,39,13
S00126309,157,86,13,0,0,46,12
S00126310,87,40,9,0,0,31,7
S00126311,106,55,5,0,0,36,10
S00126312,118,76,6,0,0,34,2
S00126313,86,46,2,0,0,28,10
S00126314,97,55,7,0,0,27,8
S00126315,60,37,7,0,0,12,4
S00126316,56,28,0,0,0,25,3
S00126317,134,65,10,0,0,52,7
S00126318,129,89,4,0,0,23,13
S00126319,86,46,7,0,0,24,9
S00126320,120,64,9,0,0,32,15
S00126321,108,51,5,0,0,41,11
S00126322,104,40,2,0,0,52,10
S00126323,101,39,5,0,0,45,12
S00126324,93,38,6,0,0,42,7
S00126325,117,58,5,0,0,45,9
S00126326,107,50,6,0,1,43,7
S00126327,72,35,1,0,1,27,8
S00126328,117,57,10,0,0,42,8
S00126329,138,62,10,0,0,53,13
S00126330,126,67,8,0,0,46,5
S00126331,122,46,17,0,0,54,5
S00126332,154,70,10,0,0,64,10
S00126333,155,61,15,0,3,63,13
S00126334,177,75,21,0,0,63,18
S00126335,75,44,3,0,0,19,9
S00126336,122,75,8,0,0,28,11
S00126337,75,31,9,0,1,33,1
S00126338,57,35,0,0,0,20,2
S00126339,126,52,13,0,0,53,8
S00126340,123,71,10,0,0,36,6
S00126341,117,65,7,0,0,36,9
S00126342,108,63,10,0,1,24,10
S00126343,123,52,10,0,0,55,6
S00126344,52,22,7,0,0,21,2
