"dz_2001","total","llti","no_llti"
"S01001158",573,205,368
"S01001159",795,211,584
"S01001160",593,203,390
"S01001161",582,97,485
"S01001162",865,154,711
"S01001163",675,165,510
"S01001164",589,195,394
"S01001165",781,181,600
"S01001166",292,102,190
"S01001167",955,171,784
"S01001168",675,109,566
"S01001169",1013,347,666
"S01001170",829,245,584
"S01001171",634,97,537
"S01001172",663,188,475
"S01001173",892,239,653
"S01001174",623,106,517
"S01001175",890,201,689
"S01001176",749,135,614
"S01001177",707,209,498
"S01001178",862,335,527
"S01001179",982,125,857
"S01001180",713,245,468
"S01001181",894,155,739
"S01001182",908,273,635
"S01001183",874,326,548
"S01001184",939,138,801
"S01001185",583,90,493
"S01001186",818,103,715
"S01001187",914,253,661
"S01001188",784,264,520
"S01001189",984,307,677
"S01001190",731,100,631
"S01001191",669,232,437
"S01001192",997,406,591
"S01001193",865,133,732
"S01001194",934,155,779
"S01001195",971,318,653
"S01001196",981,323,658
"S01001197",545,158,387
"S01001198",695,169,526
"S01001199",976,250,726
"S01001200",897,297,600
"S01001201",660,143,517
"S01001202",605,181,424
"S01001203",795,250,545
"S01001204",830,123,707
"S01001205",767,144,623
"S01001206",747,209,538
"S01001207",852,230,622
"S01001208",648,210,438
"S01001209",600,40,560
"S01001210",866,254,612
"S01001211",960,214,746
"S01001212",595,151,444
"S01001213",1030,310,720
"S01001214",723,257,466
"S01001215",805,150,655
"S01001216",963,238,725
"S01001217",922,209,713
"S01001218",759,55,704
"S01001219",556,63,493
"S01001220",546,119,427
"S01001221",652,175,477
"S01001222",778,292,486
"S01001223",782,102,680
"S01001224",938,234,704
"S01001225",974,190,784
"S01001226",483,87,396
"S01001227",752,97,655
"S01001228",834,205,629
"S01001229",762,117,645
"S01001230",786,289,497
"S01001231",736,162,574
"S01001232",693,98,595
"S01001233",991,278,713
"S01001234",397,102,295
"S01001235",851,146,705
"S01001236",933,251,682
"S01001237",575,125,450
"S01001238",715,163,552
"S01001239",557,157,400
"S01001240",810,215,595
"S01001241",793,163,630
"S01001242",919,93,826
"S01001243",252,39,213
"S01001244",700,56,644
"S01001245",813,160,653
"S01001246",975,226,749
"S01001247",663,126,537
"S01001248",876,89,787
"S01001249",700,168,532
"S01001250",974,219,755
"S01001251",721,177,544
"S01001252",642,121,521
"S01001253",674,158,516
"S01001254",702,155,547
"S01001255",947,214,733
"S01001256",747,176,571
"S01001257",805,167,638
"S01001258",538,99,439
"S01001259",809,193,616
"S01001260",659,93,566
"S01001261",933,225,708
"S01001262",924,167,757
"S01001263",511,99,412
"S01001264",568,117,451
"S01001265",594,38,556
"S01001266",766,90,676
"S01001267",988,260,728
"S01001268",764,96,668
"S01001269",544,142,402
"S01001270",817,302,515
"S01001271",748,228,520
"S01001272",706,229,477
"S01001273",701,277,424
"S01001274",734,204,530
"S01001275",702,263,439
"S01001276",508,84,424
"S01001277",685,209,476
"S01001278",503,101,402
"S01001279",729,165,564
"S01001280",608,176,432
"S01001281",835,292,543
"S01001282",735,229,506
"S01001283",491,128,363
"S01001284",790,174,616
"S01001285",644,166,478
"S01001286",528,98,430
"S01001287",901,210,691
"S01001288",922,267,655
"S01001289",629,167,462
"S01001290",549,154,395
"S01001291",421,91,330
"S01001292",948,191,757
"S01001293",787,238,549
"S01001294",769,175,594
"S01001295",905,303,602
"S01001296",694,207,487
"S01001297",790,165,625
"S01001298",909,264,645
"S01001299",943,237,706
"S01001300",980,165,815
"S01001301",632,148,484
"S01001302",694,125,569
"S01001303",611,106,505
"S01001304",722,90,632
"S01001305",693,165,528
"S01001306",701,177,524
"S01001307",891,237,654
"S01001308",999,293,706
"S01001309",706,251,455
"S01001310",747,216,531
"S01001311",606,133,473
"S01001312",774,221,553
"S01001313",673,213,460
"S01001314",724,150,574
"S01001315",961,157,804
"S01001316",981,312,669
"S01001317",932,174,758
"S01001318",553,91,462
"S01001319",649,229,420
"S01001320",935,233,702
"S01001321",545,99,446
"S01001322",822,209,613
"S01001323",623,130,493
"S01001324",946,216,730
"S01001325",731,143,588
"S01001326",985,184,801
"S01001327",775,181,594
"S01001328",823,197,626
"S01001329",603,147,456
"S01001330",979,104,875
"S01001331",869,186,683
"S01001332",908,197,711
"S01001333",860,270,590
"S01001334",881,167,714
"S01001335",985,284,701
"S01001336",920,209,711
"S01001337",772,108,664
"S01001338",814,171,643
"S01001339",677,144,533
"S01001340",778,178,600
"S01001341",920,276,644
"S01001342",867,267,600
"S01001343",990,226,764
"S01001344",833,122,711
"S01001345",623,180,443
"S01001346",694,103,591
"S01001347",813,122,691
"S01001348",730,193,537
"S01001349",1251,314,937
"S01001350",730,198,532
"S01001351",504,67,437
"S01001352",878,167,711
"S01001353",679,43,636
"S01001354",794,197,597
"S01001355",766,167,599
"S01001356",635,104,531
"S01001357",663,214,449
"S01001358",873,195,678
"S01001359",747,122,625
"S01001360",854,204,650
"S01001361",558,85,473
"S01001362",622,99,523
"S01001363",595,105,490
"S01001364",880,210,670
"S01001365",644,159,485
"S01001366",969,160,809
"S01001367",725,209,516
"S01001368",1020,137,883
"S01001369",960,229,731
"S01001370",735,142,593
"S01001371",604,190,414
"S01001372",773,110,663
"S01001373",635,187,448
"S01001374",601,74,527
"S01001375",674,75,599
"S01001376",741,176,565
"S01001377",805,222,583
"S01001378",600,106,494
"S01001379",998,226,772
"S01001380",825,227,598
"S01001381",858,184,674
"S01001382",618,289,329
"S01001383",683,158,525
"S01001384",950,191,759
"S01001385",785,196,589
"S01001386",872,208,664
"S01001387",860,147,713
"S01001388",917,240,677
"S01001389",510,88,422
"S01001390",854,141,713
"S01001391",828,127,701
"S01001392",520,147,373
"S01001393",550,93,457
"S01001394",545,93,452
"S01001395",964,110,854
"S01001396",777,158,619
"S01001397",827,181,646
"S01001398",916,116,800
"S01001399",902,223,679
"S01001400",927,210,717
"S01001401",699,164,535
"S01001402",928,96,832
"S01001403",990,47,943
"S01001404",610,38,572
"S01001405",865,65,800
"S01001406",607,106,501
"S01001407",845,160,685
"S01001408",848,195,653
"S01001409",908,175,733
"S01001410",1058,232,826
"S01001411",578,69,509
"S01001412",946,221,725
"S01001413",763,63,700
"S01001414",668,189,479
"S01001415",796,180,616
"S01001416",685,143,542
"S01001417",1034,119,915
"S01001418",944,141,803
"S01001419",746,103,643
"S01001420",604,87,517
"S01001421",839,164,675
"S01001422",549,76,473
"S01001423",812,118,694
"S01001424",1085,282,803
"S01001425",980,253,727
"S01001426",787,167,620
"S01001427",930,128,802
"S01001428",1014,266,748
"S01001429",616,168,448
"S01001430",985,163,822
"S01001431",1027,125,902
"S01001432",731,61,670
"S01001433",917,124,793
"S01001434",974,150,824
"S01001435",1007,165,842
"S01001436",990,123,867
"S01001437",894,117,777
"S01001438",620,102,518
"S01001439",784,118,666
"S01001440",980,111,869
"S01001441",829,180,649
"S01001442",744,89,655
"S01001443",954,141,813
"S01001444",1015,103,912
"S01001445",749,99,650
"S01001446",912,191,721
"S01001447",875,144,731
"S01001448",714,102,612
"S01001449",602,73,529
"S01001450",805,139,666
"S01001451",702,90,612
"S01001452",797,107,690
"S01001453",886,85,801
"S01001454",963,141,822
"S01001455",798,149,649
"S01001456",659,155,504
"S01001457",930,134,796
"S01001458",974,141,833
"S01001459",918,139,779
"S01001460",706,87,619
"S01001461",915,125,790
"S01001462",914,140,774
"S01001463",510,61,449
"S01001464",924,106,818
"S01001465",660,70,590
"S01001466",775,89,686
"S01001467",898,89,809
"S01001468",653,97,556
"S01001469",835,90,745
"S01001470",1009,63,946
"S01001471",747,80,667
"S01001472",876,160,716
"S01001473",807,168,639
"S01001474",1194,301,893
"S01001475",579,87,492
"S01001476",1063,112,951
"S01001477",1060,95,965
"S01001478",695,98,597
"S01001479",643,127,516
"S01001480",532,86,446
"S01001481",998,116,882
"S01001482",772,142,630
"S01001483",906,103,803
"S01001484",855,116,739
"S01001485",731,72,659
"S01001486",848,205,643
"S01001487",678,160,518
"S01001488",941,142,799
"S01001489",949,107,842
"S01001490",881,190,691
"S01001491",907,90,817
"S01001492",1003,225,778
"S01001493",841,118,723
"S01001494",892,232,660
"S01001495",612,98,514
"S01001496",910,166,744
"S01001497",762,159,603
"S01001498",770,70,700
"S01001499",1038,169,869
"S01001500",733,186,547
"S01001501",834,126,708
"S01001502",912,138,774
"S01001503",911,100,811
"S01001504",932,249,683
"S01001505",1018,195,823
"S01001506",591,103,488
"S01001507",962,79,883
"S01001508",1005,74,931
"S01001509",941,232,709
"S01001510",594,150,444
"S01001511",624,70,554
"S01001512",761,206,555
"S01001513",868,206,662
"S01001514",836,133,703
"S01001515",729,102,627
"S01001516",691,178,513
"S01001517",887,318,569
"S01001518",1014,182,832
"S01001519",955,127,828
"S01001520",712,137,575
"S01001521",1027,156,871
"S01001522",995,277,718
"S01001523",801,43,758
"S01001524",963,214,749
"S01001525",844,166,678
"S01001526",645,88,557
"S01001527",865,125,740
"S01001528",1014,110,904
"S01001529",661,140,521
"S01001530",883,162,721
"S01001531",1004,234,770
"S01001532",587,86,501
"S01001533",848,121,727
"S01001534",705,84,621
"S01001535",851,136,715
"S01001536",842,208,634
"S01001537",619,170,449
"S01001538",892,111,781
"S01001539",869,133,736
"S01001540",838,39,799
"S01001541",878,149,729
"S01001542",740,96,644
"S01001543",762,109,653
"S01001544",949,183,766
"S01001545",799,61,738
"S01001546",935,222,713
"S01001547",938,241,697
"S01001548",700,78,622
"S01001549",1048,338,710
"S01001550",657,99,558
"S01001551",832,130,702
"S01001552",862,126,736
"S01001553",809,123,686
"S01001554",993,159,834
"S01001555",781,188,593
"S01001556",925,161,764
"S01001557",1056,153,903
"S01001558",829,192,637
"S01001559",514,126,388
"S01001560",669,135,534
"S01001561",731,127,604
"S01001562",664,137,527
"S01001563",638,97,541
"S01001564",582,107,475
"S01001565",774,188,586
"S01001566",672,81,591
"S01001567",962,89,873
"S01001568",675,80,595
"S01001569",536,45,491
"S01001570",539,25,514
"S01001571",752,181,571
"S01001572",581,75,506
"S01001573",658,71,587
"S01001574",924,220,704
"S01001575",780,133,647
"S01001576",593,191,402
"S01001577",776,130,646
"S01001578",689,136,553
"S01001579",848,224,624
"S01001580",601,131,470
"S01001581",729,90,639
"S01001582",610,136,474
"S01001583",484,100,384
"S01001584",769,189,580
"S01001585",875,252,623
"S01001586",518,34,484
"S01001587",823,235,588
"S01001588",782,134,648
"S01001589",784,178,606
"S01001590",766,92,674
"S01001591",629,185,444
"S01001592",768,159,609
"S01001593",880,163,717
"S01001594",793,208,585
"S01001595",733,140,593
"S01001596",805,168,637
"S01001597",702,129,573
"S01001598",637,114,523
"S01001599",887,208,679
"S01001600",1043,280,763
"S01001601",783,128,655
"S01001602",449,74,375
"S01001603",880,210,670
"S01001604",682,119,563
"S01001605",607,121,486
"S01001606",547,134,413
"S01001607",972,157,815
"S01001608",900,117,783
"S01001609",942,166,776
"S01001610",568,125,443
"S01001611",777,91,686
"S01001612",848,88,760
"S01001613",861,169,692
"S01001614",634,183,451
"S01001615",774,156,618
"S01001616",587,43,544
"S01001617",714,178,536
"S01001618",922,170,752
"S01001619",723,169,554
"S01001620",813,294,519
"S01001621",763,164,599
"S01001622",907,166,741
"S01001623",725,182,543
"S01001624",1051,237,814
"S01001625",756,206,550
"S01001626",806,134,672
"S01001627",715,191,524
"S01001628",585,89,496
"S01001629",615,148,467
"S01001630",548,130,418
"S01001631",941,251,690
"S01001632",619,44,575
"S01001633",941,125,816
"S01001634",834,96,738
"S01001635",742,135,607
"S01001636",575,50,525
"S01001637",741,107,634
"S01001638",883,193,690
"S01001639",675,186,489
"S01001640",689,86,603
"S01001641",612,119,493
"S01001642",950,244,706
"S01001643",762,121,641
"S01001644",765,115,650
"S01001645",919,184,735
"S01001646",581,76,505
"S01001647",660,126,534
"S01001648",776,170,606
"S01001649",759,198,561
"S01001650",898,94,804
"S01001651",908,184,724
"S01001652",816,87,729
"S01001653",669,109,560
"S01001654",601,112,489
"S01001655",609,101,508
"S01001656",968,233,735
"S01001657",512,70,442
"S01001658",925,146,779
"S01001659",645,121,524
"S01001660",652,88,564
"S01001661",648,129,519
"S01001662",769,161,608
"S01001663",782,111,671
"S01001664",543,59,484
"S01001665",761,165,596
"S01001666",612,104,508
"S01001667",771,173,598
"S01001668",692,152,540
"S01001669",639,127,512
"S01001670",689,88,601
"S01001671",568,45,523
"S01001672",589,133,456
"S01001673",666,70,596
"S01001674",711,167,544
"S01001675",677,97,580
"S01001676",966,204,762
"S01001677",835,80,755
"S01001678",942,81,861
"S01001679",696,42,654
"S01001680",601,67,534
"S01001681",649,61,588
"S01001682",522,45,477
"S01001683",736,102,634
"S01001684",575,67,508
"S01001685",680,146,534
"S01001686",937,134,803
"S01001687",992,203,789
"S01001688",838,83,755
"S01001689",727,92,635
"S01001690",545,89,456
"S01001691",819,95,724
"S01001692",608,121,487
"S01001693",808,62,746
"S01001694",644,102,542
"S01001695",744,82,662
"S01001696",762,81,681
"S01001697",807,94,713
"S01001698",523,76,447
"S01001699",666,29,637
"S01001700",980,120,860
"S01001701",889,238,651
"S01001702",954,259,695
"S01001703",757,60,697
"S01001704",937,97,840
"S01001705",590,34,556
"S01001706",784,98,686
"S01001707",693,166,527
"S01001708",943,225,718
"S01001709",605,48,557
"S01001710",663,95,568
"S01001711",765,71,694
"S01001712",517,65,452
"S01001713",957,96,861
"S01001714",707,92,615
"S01001715",960,82,878
"S01001716",785,163,622
"S01001717",776,81,695
"S01001718",505,54,451
"S01001719",795,76,719
"S01001720",690,54,636
"S01001721",584,101,483
"S01001722",754,88,666
"S01001723",709,63,646
"S01001724",732,222,510
"S01001725",715,159,556
"S01001726",662,71,591
"S01001727",880,88,792
"S01001728",672,75,597
"S01001729",970,130,840
"S01001730",630,89,541
"S01001731",635,77,558
"S01001732",596,73,523
"S01001733",733,140,593
"S01001734",527,81,446
"S01001735",506,67,439
"S01001736",999,118,881
"S01001737",614,53,561
"S01001738",619,63,556
"S01001739",628,54,574
"S01001740",788,118,670
"S01001741",650,167,483
"S01001742",707,177,530
"S01001743",911,186,725
"S01001744",616,61,555
"S01001745",830,117,713
"S01001746",1019,206,813
"S01001747",874,238,636
"S01001748",640,81,559
"S01001749",761,204,557
"S01001750",731,160,571
"S01001751",914,211,703
"S01001752",994,107,887
"S01001753",851,208,643
"S01001754",820,49,771
"S01001755",918,162,756
"S01001756",653,165,488
"S01001757",762,118,644
"S01001758",766,150,616
"S01001759",609,149,460
"S01001760",698,155,543
"S01001761",691,202,489
"S01001762",987,258,729
"S01001763",840,75,765
"S01001764",530,42,488
"S01001765",993,281,712
"S01001766",696,99,597
"S01001767",628,91,537
"S01001768",617,82,535
"S01001769",718,119,599
"S01001770",542,118,424
"S01001771",804,145,659
"S01001772",539,179,360
"S01001773",956,193,763
"S01001774",631,66,565
"S01001775",751,125,626
"S01001776",613,143,470
"S01001777",924,104,820
"S01001778",904,304,600
"S01001779",538,126,412
"S01001780",807,152,655
"S01001781",669,91,578
"S01001782",936,143,793
"S01001783",638,143,495
"S01001784",587,120,467
"S01001785",679,81,598
"S01001786",629,119,510
"S01001787",642,98,544
"S01001788",874,120,754
"S01001789",531,101,430
"S01001790",762,80,682
"S01001791",748,57,691
"S01001792",736,97,639
"S01001793",851,126,725
"S01001794",924,136,788
"S01001795",875,109,766
"S01001796",813,108,705
"S01001797",701,158,543
"S01001798",909,94,815
"S01001799",1022,233,789
"S01001800",999,96,903
"S01001801",954,106,848
"S01001802",819,73,746
"S01001803",1003,108,895
"S01001804",1076,158,918
"S01001805",784,150,634
"S01001806",657,116,541
"S01001807",844,158,686
"S01001808",633,128,505
"S01001809",758,216,542
"S01001810",947,102,845
"S01001811",716,70,646
"S01001812",566,59,507
"S01001813",715,83,632
"S01001814",753,59,694
"S01001815",879,124,755
"S01001816",1076,90,986
"S01001817",694,194,500
"S01001818",767,120,647
"S01001819",1032,135,897
"S01001820",800,200,600
"S01001821",524,62,462
"S01001822",1014,145,869
"S01001823",798,254,544
"S01001824",780,172,608
"S01001825",815,79,736
"S01001826",571,170,401
"S01001827",922,185,737
"S01001828",791,32,759
"S01001829",705,139,566
"S01001830",936,83,853
"S01001831",765,185,580
"S01001832",677,209,468
"S01001833",969,102,867
"S01001834",576,170,406
"S01001835",645,65,580
"S01001836",740,128,612
"S01001837",938,99,839
"S01001838",583,134,449
"S01001839",956,262,694
"S01001840",736,88,648
"S01001841",740,92,648
"S01001842",814,101,713
"S01001843",755,186,569
"S01001844",2647,198,2449
"S01001845",848,70,778
"S01001846",943,82,861
"S01001847",823,237,586
"S01001848",788,214,574
"S01001849",631,100,531
"S01001850",784,104,680
"S01001851",786,117,669
"S01001852",808,92,716
"S01001853",776,105,671
"S01001854",1295,220,1075
"S01001855",758,68,690
"S01001856",588,189,399
"S01001857",806,187,619
"S01001858",890,221,669
"S01001859",966,248,718
"S01001860",1074,112,962
"S01001861",895,228,667
"S01001862",909,86,823
"S01001863",916,109,807
"S01001864",894,186,708
"S01001865",707,154,553
"S01001866",704,79,625
"S01001867",548,137,411
"S01001868",673,82,591
"S01001869",845,121,724
"S01001870",733,184,549
"S01001871",864,208,656
"S01001872",809,213,596
"S01001873",809,155,654
"S01001874",720,130,590
"S01001875",880,103,777
"S01001876",1055,284,771
"S01001877",986,180,806
"S01001878",953,114,839
"S01001879",676,196,480
"S01001880",745,157,588
"S01001881",674,92,582
"S01001882",771,105,666
"S01001883",569,46,523
"S01001884",998,314,684
"S01001885",1098,189,909
"S01001886",548,180,368
"S01001887",795,120,675
"S01001888",907,106,801
"S01001889",577,107,470
"S01001890",927,160,767
"S01001891",665,210,455
"S01001892",769,188,581
"S01001893",973,249,724
"S01001894",739,180,559
"S01001895",756,182,574
"S01001896",844,94,750
"S01001897",884,188,696
"S01001898",590,187,403
"S01001899",796,126,670
"S01001900",783,161,622
"S01001901",982,192,790
"S01001902",902,78,824
"S01001903",588,142,446
"S01001904",637,177,460
"S01001905",920,93,827
"S01001906",429,192,237
"S01001907",794,245,549
"S01001908",884,91,793
"S01001909",669,170,499
"S01001910",766,88,678
"S01001911",760,62,698
"S01001912",793,137,656
"S01001913",983,123,860
"S01001914",603,94,509
"S01001915",849,117,732
"S01001916",815,124,691
"S01001917",724,127,597
"S01001918",866,130,736
"S01001919",908,148,760
"S01001920",720,194,526
"S01001921",602,180,422
"S01001922",782,76,706
"S01001923",341,92,249
"S01001924",729,115,614
"S01001925",807,105,702
"S01001926",644,138,506
"S01001927",913,193,720
"S01001928",1097,395,702
"S01001929",754,106,648
"S01001930",772,85,687
"S01001931",754,216,538
"S01001932",1338,320,1018
"S01001933",866,117,749
"S01001934",793,223,570
"S01001935",720,197,523
"S01001936",945,166,779
"S01001937",900,199,701
"S01001938",595,97,498
"S01001939",475,77,398
"S01001940",740,85,655
"S01001941",947,125,822
"S01001942",562,110,452
"S01001943",621,129,492
"S01001944",680,208,472
"S01001945",729,150,579
"S01001946",838,192,646
"S01001947",843,189,654
"S01001948",766,168,598
"S01001949",724,152,572
"S01001950",907,173,734
"S01001951",833,299,534
"S01001952",764,93,671
"S01001953",795,108,687
"S01001954",447,76,371
"S01001955",800,202,598
"S01001956",789,184,605
"S01001957",292,87,205
"S01001958",876,267,609
"S01001959",624,115,509
"S01001960",879,84,795
"S01001961",955,108,847
"S01001962",833,152,681
"S01001963",766,152,614
"S01001964",778,67,711
"S01001965",830,255,575
"S01001966",773,212,561
"S01001967",675,72,603
"S01001968",836,184,652
"S01001969",648,135,513
"S01001970",614,130,484
"S01001971",774,228,546
"S01001972",765,66,699
"S01001973",704,73,631
"S01001974",797,94,703
"S01001975",845,157,688
"S01001976",753,124,629
"S01001977",783,251,532
"S01001978",741,208,533
"S01001979",630,108,522
"S01001980",685,70,615
"S01001981",724,84,640
"S01001982",302,82,220
"S01001983",765,84,681
"S01001984",531,98,433
"S01001985",777,121,656
"S01001986",622,28,594
"S01001987",825,51,774
"S01001988",794,127,667
"S01001989",879,162,717
"S01001990",999,83,916
"S01001991",792,87,705
"S01001992",916,173,743
"S01001993",761,64,697
"S01001994",845,66,779
"S01001995",687,62,625
"S01001996",867,75,792
"S01001997",744,149,595
"S01001998",716,87,629
"S01001999",748,47,701
"S01002000",762,150,612
"S01002001",766,90,676
"S01002002",738,40,698
"S01002003",827,137,690
"S01002004",799,87,712
"S01002005",796,261,535
"S01002006",938,91,847
"S01002007",934,98,836
"S01002008",863,72,791
"S01002009",799,86,713
"S01002010",514,58,456
"S01002011",1088,57,1031
"S01002012",778,69,709
"S01002013",796,115,681
"S01002014",814,76,738
"S01002015",878,113,765
"S01002016",550,36,514
"S01002017",1069,351,718
"S01002018",832,109,723
"S01002019",788,59,729
"S01002020",431,19,412
"S01002021",965,331,634
"S01002022",765,125,640
"S01002023",760,59,701
"S01002024",745,67,678
"S01002025",828,89,739
"S01002026",680,125,555
"S01002027",1047,69,978
"S01002028",2692,161,2531
"S01002029",756,45,711
"S01002030",771,85,686
"S01002031",659,103,556
"S01002032",711,63,648
"S01002033",753,134,619
"S01002034",717,81,636
"S01002035",772,116,656
"S01002036",825,113,712
"S01002037",680,63,617
"S01002038",580,27,553
"S01002039",638,108,530
"S01002040",532,81,451
"S01002041",929,118,811
"S01002042",934,256,678
"S01002043",784,139,645
"S01002044",703,168,535
"S01002045",871,229,642
"S01002046",573,107,466
"S01002047",761,186,575
"S01002048",866,73,793
"S01002049",1096,143,953
"S01002050",710,146,564
"S01002051",818,247,571
"S01002052",752,105,647
"S01002053",760,53,707
"S01002054",595,54,541
"S01002055",902,81,821
"S01002056",942,228,714
"S01002057",858,120,738
"S01002058",668,112,556
"S01002059",711,122,589
"S01002060",742,87,655
"S01002061",663,90,573
"S01002062",625,151,474
"S01002063",984,126,858
"S01002064",803,100,703
"S01002065",764,94,670
"S01002066",703,114,589
"S01002067",809,153,656
"S01002068",896,113,783
"S01002069",600,114,486
"S01002070",662,118,544
"S01002071",605,44,561
"S01002072",1099,170,929
"S01002073",634,121,513
"S01002074",660,113,547
"S01002075",876,138,738
"S01002076",838,155,683
"S01002077",839,120,719
"S01002078",862,133,729
"S01002079",751,138,613
"S01002080",979,143,836
"S01002081",697,110,587
"S01002082",835,127,708
"S01002083",544,192,352
"S01002084",554,76,478
"S01002085",654,57,597
"S01002086",547,94,453
"S01002087",935,228,707
"S01002088",908,176,732
"S01002089",991,157,834
"S01002090",1076,253,823
"S01002091",796,101,695
"S01002092",1004,241,763
"S01002093",767,116,651
"S01002094",742,161,581
"S01002095",572,98,474
"S01002096",832,92,740
"S01002097",801,152,649
"S01002098",707,172,535
"S01002099",851,75,776
"S01002100",596,100,496
"S01002101",900,215,685
"S01002102",655,132,523
"S01002103",744,90,654
"S01002104",1031,274,757
"S01002105",1021,106,915
"S01002106",965,133,832
"S01002107",546,71,475
"S01002108",959,85,874
"S01002109",866,70,796
"S01002110",687,65,622
"S01002111",1023,139,884
"S01002112",1044,140,904
"S01002113",762,114,648
"S01002114",715,77,638
"S01002115",1055,103,952
"S01002116",804,178,626
"S01002117",631,109,522
"S01002118",895,184,711
"S01002119",602,164,438
"S01002120",762,86,676
"S01002121",705,126,579
"S01002122",986,212,774
"S01002123",1268,125,1143
"S01002124",763,110,653
"S01002125",1093,241,852
"S01002126",669,100,569
"S01002127",728,127,601
"S01002128",738,55,683
"S01002129",835,193,642
"S01002130",656,67,589
"S01002131",652,95,557
"S01002132",790,156,634
"S01002133",1096,156,940
"S01002134",618,80,538
"S01002135",863,88,775
"S01002136",705,93,612
"S01002137",885,134,751
"S01002138",628,178,450
"S01002139",703,76,627
"S01002140",906,215,691
"S01002141",688,89,599
"S01002142",1050,183,867
"S01002143",763,169,594
"S01002144",721,115,606
"S01002145",976,106,870
"S01002146",913,105,808
"S01002147",965,251,714
"S01002148",864,107,757
"S01002149",1022,236,786
"S01002150",689,97,592
"S01002151",1106,214,892
"S01002152",821,87,734
"S01002153",540,85,455
"S01002154",895,252,643
"S01002155",1012,250,762
"S01002156",759,59,700
"S01002157",816,97,719
"S01002158",771,77,694
"S01002159",754,107,647
"S01002160",791,208,583
"S01002161",710,103,607
"S01002162",1018,141,877
"S01002163",1003,145,858
"S01002164",854,163,691
"S01002165",957,109,848
"S01002166",804,67,737
"S01002167",660,186,474
"S01002168",1005,201,804
"S01002169",783,110,673
"S01002170",871,293,578
"S01002171",624,137,487
"S01002172",736,141,595
"S01002173",953,196,757
"S01002174",913,148,765
"S01002175",973,140,833
"S01002176",800,141,659
"S01002177",790,68,722
"S01002178",916,111,805
"S01002179",692,115,577
"S01002180",504,41,463
"S01002181",762,128,634
"S01002182",731,83,648
"S01002183",842,152,690
"S01002184",792,108,684
"S01002185",802,211,591
"S01002186",737,62,675
"S01002187",903,82,821
"S01002188",783,121,662
"S01002189",732,124,608
"S01002190",780,113,667
"S01002191",801,257,544
"S01002192",866,233,633
"S01002193",916,109,807
"S01002194",744,203,541
"S01002195",909,177,732
"S01002196",667,106,561
"S01002197",566,85,481
"S01002198",852,126,726
"S01002199",745,75,670
"S01002200",795,114,681
"S01002201",888,72,816
"S01002202",688,58,630
"S01002203",475,35,440
"S01002204",711,224,487
"S01002205",767,78,689
"S01002206",546,99,447
"S01002207",844,127,717
"S01002208",557,49,508
"S01002209",916,121,795
"S01002210",610,74,536
"S01002211",570,211,359
"S01002212",1012,267,745
"S01002213",829,104,725
"S01002214",768,80,688
"S01002215",995,233,762
"S01002216",774,155,619
"S01002217",914,229,685
"S01002218",556,50,506
"S01002219",672,102,570
"S01002220",792,60,732
"S01002221",767,163,604
"S01002222",836,119,717
"S01002223",719,112,607
"S01002224",746,110,636
"S01002225",721,95,626
"S01002226",1037,121,916
"S01002227",835,273,562
"S01002228",978,188,790
"S01002229",785,117,668
"S01002230",972,147,825
"S01002231",1136,145,991
"S01002232",715,221,494
"S01002233",931,194,737
"S01002234",783,179,604
"S01002235",968,126,842
"S01002236",907,211,696
"S01002237",1103,140,963
"S01002238",567,196,371
"S01002239",939,252,687
"S01002240",748,144,604
"S01002241",890,228,662
"S01002242",788,134,654
"S01002243",767,114,653
"S01002244",724,122,602
"S01002245",949,92,857
"S01002246",834,153,681
"S01002247",866,241,625
"S01002248",1169,194,975
"S01002249",784,232,552
"S01002250",973,128,845
"S01002251",744,90,654
"S01002252",607,125,482
"S01002253",1005,274,731
"S01002254",788,158,630
"S01002255",1039,214,825
"S01002256",768,95,673
"S01002257",713,98,615
"S01002258",777,149,628
"S01002259",537,90,447
"S01002260",853,95,758
"S01002261",1022,184,838
"S01002262",789,130,659
"S01002263",794,106,688
"S01002264",867,103,764
"S01002265",1038,262,776
"S01002266",592,108,484
"S01002267",972,205,767
"S01002268",715,98,617
"S01002269",910,160,750
"S01002270",914,150,764
"S01002271",853,140,713
"S01002272",560,68,492
"S01002273",792,163,629
"S01002274",719,142,577
"S01002275",897,200,697
"S01002276",813,75,738
"S01002277",781,171,610
"S01002278",1064,230,834
"S01002279",961,216,745
"S01002280",797,120,677
"S01002281",709,157,552
"S01002282",341,101,240
"S01002283",744,126,618
"S01002284",1023,188,835
"S01002285",782,233,549
"S01002286",783,159,624
"S01002287",772,114,658
"S01002288",749,84,665
"S01002289",799,266,533
"S01002290",795,183,612
"S01002291",838,276,562
"S01002292",810,195,615
"S01002293",874,108,766
"S01002294",632,124,508
"S01002295",758,100,658
"S01002297",929,234,695
"S01002298",744,79,665
"S01002299",841,119,722
"S01002300",792,121,671
"S01002301",860,110,750
"S01002302",749,155,594
"S01002303",832,193,639
"S01002304",798,119,679
"S01002305",834,197,637
"S01002306",475,57,418
"S01002307",634,72,562
"S01002308",911,121,790
"S01002309",741,209,532
"S01002310",848,257,591
"S01002311",731,67,664
"S01002312",653,168,485
"S01002313",737,74,663
"S01002314",831,129,702
"S01002315",558,85,473
"S01002316",751,96,655
